date,EMPEROR SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA MERCHANTS BANK CO LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,YUET SHEUNG INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,90.03319540277045,0.0,2.8203797979792418,3.7779629566463178,0.0,3.3684618426040007,0.0,0.0,0.0,0.0
2024-03-04,88.49454923835881,0.0,2.772180169620708,3.7133984570022878,0.0,3.3108956208243168,0.0,1.7089765141938682,0.0,0.0
2024-03-05,86.35631662443582,0.0,2.7064296433057655,3.6693628279535497,0.0,3.2323678497837993,2.3670800188144643,1.668443035706611,0.0,0.0
2024-03-06,85.57998719694902,0.9148823989652567,2.682099275156109,3.63637584501106,0.0,3.1874109340132817,2.3458003493281714,1.6534440005771076,0.0,0.0
2024-03-07,84.37599255104435,0.9020112412791539,2.6474392526037844,3.5852169562183485,0.0,3.1502520888088013,2.3127981118488328,1.6347925090884916,1.3914972891082475,0.0
2024-03-11,84.36609675838447,0.9023162994820915,2.648334610692272,3.7401557340995777,0.0,3.005277544905331,2.313580295045084,1.6322708669833244,1.3919678904078567,0.0
2024-03-12,84.28006851875351,0.9013962061529303,2.6456340997848624,3.856126109721789,0.0,3.001291641671405,2.3112211336322055,1.6183208770070334,1.385941413276264,0.0
2024-03-13,81.49343932402456,0.8718308055384644,2.558858460498268,3.8648114359590444,3.1863807112680074,2.8909679910120256,2.235414093112153,1.5622700113519528,1.3360271672355228,0.0
2024-03-14,81.46087066787538,0.8718955579510212,2.5590485114320694,3.9052052353311413,3.1866173693868403,2.891182708306773,2.2355801212619655,1.5623860439028305,1.3272137845519716,0.0
2024-03-15,81.45724068406132,0.8718567053493123,2.5589344774842386,3.9050312151951094,3.1864753702972446,2.8955099814144973,2.235480501412721,1.5623164223040897,1.327154642481475,0.0
2024-03-18,81.41267961094346,0.8718567053493123,2.5589344774842386,3.9050312151951094,3.1864753702972446,2.9400710545323587,2.235480501412721,1.5623164223040897,1.327154642481475,0.0
2024-03-21,81.39333574755383,0.871649549939563,2.558326468029299,3.9041033696712932,3.185718255501958,2.958677696333254,2.2349493454596665,1.5664002604076848,1.326839307103451,0.0
2024-03-22,81.21243308227766,0.869712244811046,2.5526403996004476,3.895426213260383,3.178637762757113,2.952101817902372,2.452239349264402,1.5629188208107634,1.3238903093158108,0.0
2024-03-25,81.13789728757915,0.8689140333689588,2.5502976169310627,3.893331393633105,3.175720447233937,2.964195971526933,2.5240064993774305,1.5629647484254776,1.3226720019239413,0.0
2024-03-26,81.13909843486246,0.8689268965779585,2.550335370966558,3.8933890296402334,3.1757674598891237,2.9642398528210925,2.5240438642051015,1.5615075085730594,1.3226915824644154,0.0
2024-03-28,81.0691250089256,0.8686054305651383,2.549391855296497,3.9688997989319525,3.1745925609338776,2.963143210088221,2.5231100752748654,1.5609298171760655,1.3222022428077882,0.0
2024-04-02,81.0645664615199,0.8685565885549201,2.5492485020331337,3.974595613181866,3.1744140523995727,2.962680642081527,2.5229681998458826,1.5608420455050653,1.3221278948781283,0.0
2024-04-03,81.0645664615199,0.8685565885549201,2.5492485020331337,3.974595613181866,3.1744124246781533,2.962680642081527,2.5229681998458826,1.5608420455050653,1.3221295225995475,0.0
2024-04-05,80.96738554581034,0.8679272754002862,2.6021124025848437,4.029384126886037,3.172112402407403,2.9605340301904777,2.5211401818470467,1.5582324619478325,1.321171572925726,0.0
2024-04-10,80.91180338374411,0.8678862091190882,2.6019892827306093,4.088337660351494,3.171962312804735,2.959211067788587,2.5210208932216265,1.5566801290069527,1.321109061232797,0.0
2024-04-11,80.95369786309527,0.8683355828735535,2.6033365396414503,4.108206960745782,3.0996361790733626,2.960743286844282,2.5223262263539756,1.557486146186075,1.3262312151862394,0.0
2024-04-12,80.92257246682651,0.8680017217921618,2.640784435658757,4.106627421169669,3.0954863722659027,2.9625625314695414,2.521356432442311,1.5568873177846208,1.3257213005905344,0.0
2024-04-15,80.91419654477642,0.867911878939427,2.655297583875415,4.106202363115781,3.095165972755966,2.9578199452047516,2.5210954584730603,1.5567261715627816,1.3255840812963946,0.0
2024-04-16,80.90582235645297,0.8678220546832054,2.669807728025012,4.10577739304438,3.0948456395653143,2.9471643592827452,2.520834538522642,1.562479040018541,1.3254468904051866,0.0
2024-04-17,80.63660600274044,0.8665178515191783,2.6657954173589666,4.390432896397306,3.0901945622465083,2.9424399695537513,2.5170461116632548,1.5675122410706361,1.3234549474499602,0.0
2024-04-19,80.62726897557192,0.8666713847864509,2.666267754171867,4.395640416566951,3.0907420958799103,2.942961323408709,2.5174920924502886,1.5692665144155369,1.323689442748371,0.0
2024-04-22,80.60036058131782,0.8666202009857907,2.6661102899707507,4.439674251746209,3.0639835036020373,2.953122652517285,2.517343414628815,1.5691738368149304,1.3236112684163657,0.0
2024-04-23,80.59322108051956,0.8665434366193275,2.665874128539136,4.439280989760335,3.0637120989518336,2.960242652653533,2.5171204308209436,1.5705111579054707,1.323494024229872,0.0
2024-04-24,80.44350289741611,0.8665050595356543,2.6657560635118447,4.650188361656773,3.0635764146565014,2.960111550766226,2.455006387127967,1.5719178554036164,1.3234354099253114,0.0
2024-04-25,80.431629165406,0.8663771604699527,2.665362588936989,4.65983421399235,3.0586961193995412,2.9670547967601766,2.4546440199152784,1.573161868719046,1.3232400664006743,0.0
2024-04-26,80.45181659594402,0.8665946113524999,2.680795606383052,4.661003779752609,3.059463817581066,2.966323089850858,2.455260107841904,1.5351702065811121,1.3235721847128705,0.0
2024-04-29,80.40184887349605,0.8664538953781725,2.699550441359654,4.660246934880024,3.058967027702187,3.0056978632754756,2.4548614274049654,1.5290162709086346,1.3233572655948367,0.0
2024-04-30,80.3846050037247,0.8663157823286336,2.7212590688446148,4.659504089912492,3.058184241480317,3.005218754000183,2.4544701216473914,1.5272966160710442,1.3231463219906179,0.0
2024-05-02,80.38104590194155,0.8662774254063657,2.7270420376903934,4.660773649883403,3.058048837580695,3.0006581038890703,2.454361447741657,1.5287048573877784,1.3230877384790891,0.0
2024-05-03,80.376300923125,0.8662262881265919,2.7372114940220724,4.660498519447001,3.053440987756908,3.000480971842841,2.4542165641693297,1.5286146163106231,1.3230096351996272,0.0
2024-05-06,80.36325511945385,0.8660856917323825,2.788411018766408,4.659742078207531,3.042616626745002,2.9749098355708217,2.4538182225301286,1.5283665082744957,1.3227948987193758,0.0
2024-05-07,80.36363457393553,0.8660897811647574,2.7958019053325947,4.659764080303046,3.0426309931928683,2.967073987807045,2.4538298088243917,1.5283737248253975,1.3228011446143675,0.0
2024-05-08,80.33031821142627,0.8657377203075047,2.847763420966769,4.657869911162174,3.0620433999316448,2.9378439467740223,2.4528323401498566,1.52775244909225,1.3178386001894982,0.0
2024-05-09,80.27112085127762,0.8650997371802818,2.853034121817052,4.654437413833693,3.0524176190745202,2.935678536146005,2.5247176564618603,1.5266266112521847,1.3168674529567943,0.0
