date,ARISTO SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-14,0.0,81.99213504699789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.00786495300211
2024-03-25,0.0,73.58295674628793,0.0,0.0,0.0,10.256079190875834,0.0,0.0,0.0,16.16096406283624
2024-04-03,0.0,44.49446974625894,26.139232270657125,0.0,0.0,6.201691607026675,0.0,13.39232270657124,0.0,9.772283669486011
2024-04-10,25.82807695965007,27.095945988779356,15.957716567878538,13.331642841294494,0.0,3.93831817173286,0.0,7.830676091159782,0.0,6.017623379504897
2024-04-11,25.9583702952731,27.083069319477886,15.950133062983147,13.325307312127741,0.0,3.8414015967557975,0.0,7.82695475858573,0.0,6.014763654796604
2024-04-12,26.180787561157114,27.0801336352265,16.007726776129328,13.31918868850642,0.0,3.9473059201672025,0.0,7.506689678103773,0.0,5.95816774070966
2024-04-17,24.809826021956116,25.43714365280607,14.7815381007519,12.329429697920178,0.0,3.4194673662919373,7.206824277778592,6.90489102554707,0.0,5.110879856948129
2024-04-18,23.68854978899416,24.216763086554316,14.092674883317963,11.754841955227635,0.0,3.2601101143064755,6.870965037310304,6.548168022134653,4.6952293116458454,4.87269780050865
2024-04-19,23.88068031197243,24.123449555620667,14.065268650677382,11.71431361879648,0.0,3.1922760314204788,6.860323971369972,6.517098488970742,4.793994949283552,4.852594421888298
2024-04-22,23.951044077058185,24.101591903872425,14.052524464021857,11.703699573447825,0.0,3.215868856115309,6.854108004126126,6.483314282528088,4.78965123086788,4.848197607962308
2024-04-23,24.382471228377796,24.06100836360094,14.023295620590323,11.683992262625418,0.0,3.158964082439221,6.8383918507076356,6.301228795279645,4.781586161789059,4.769061634589961
2024-04-24,24.527225415025814,24.059669092578932,14.022515063384494,11.683341914476156,0.0,3.089211416166873,6.838011215785592,6.229909689269861,4.7813200116889085,4.768796181623366
2024-04-25,24.525519007068514,24.057995213446876,14.021539489063283,11.682529081093115,0.0,3.088996493571548,6.844492681026326,6.229476262035955,4.7809873657260535,4.768464406968331
2024-04-26,24.519377903903404,24.05197117658515,14.006899813593746,11.686559274406699,0.0,3.0367526361182984,6.853907575884039,6.227916423225663,4.891077539437442,4.725537656845561
2024-04-29,24.31877826790999,24.135909319336648,14.044614439667205,11.727343793623318,0.0,2.9957004857892677,6.877826790998939,6.249651013456921,4.908146741861634,4.742029147356078
2024-04-30,23.80718150516478,24.299065420560748,14.139554493710913,11.806619352118615,0.0,3.0159510926849835,6.924320146159792,6.291897969222121,4.941325275806338,4.774084744571709
2024-05-02,23.809323046221735,24.298382450075188,14.13915707519991,11.80628750509437,0.0,3.0158663237629466,6.924125525246989,6.291721123712354,4.941186390657279,4.773950560029231
2024-05-08,23.99792213626855,24.204304547432855,14.125261487918909,11.794684599941034,0.0,3.0129024106027207,6.873797857554018,6.285537787636711,4.936330324174822,4.7692588484703835
2024-05-17,23.99590077632558,24.17418892928839,14.124071708337427,11.79369112630382,0.0,3.049148568781323,6.873218873275028,6.285008352870158,4.935914533994076,4.7688571308241965
2024-05-21,23.992532599694005,24.184832194040116,14.122089187709669,11.792035708771389,0.0,3.048720576056595,6.872254116193871,6.284126159763065,4.935221705992167,4.768187751779123
2024-05-23,24.029310199612567,24.14441730537073,14.123080378449703,11.792863359442993,0.0,3.0489345573991407,6.872736460877621,6.284567225357253,4.9355680956792725,4.768522417810718
2024-05-24,24.304394848097534,23.839487618860346,14.131213393822772,11.799654479823587,0.0,3.0506903380760426,6.876694242734947,6.28818629998455,4.9384103262777925,4.771268452322429
2024-06-04,24.310773422468156,23.837478757917506,14.130022611406822,11.798660168813111,0.0,3.050433268261169,6.876114770445066,6.28765641897111,4.937994185638246,4.770866396078817
2024-06-06,24.330012628034236,23.815069454188297,14.11673916093728,11.787568401852113,0.0,3.0994808474814084,6.869650624386137,6.281745474954399,4.933352041532201,4.766381366633928
2024-06-12,24.59407496807331,23.819414232987636,13.768471869430371,11.789718904809352,0.0,3.102853053033386,6.87090391119469,6.282891505395962,4.934252073480501,4.837419481594791
2024-06-14,24.612642452141696,23.821085723909505,13.76943805086173,11.790546230281256,0.0,3.1030707909953406,6.847527086958963,6.283332397687083,4.934598327064504,4.837758940099927
2024-06-17,24.626677145904676,23.80705103014652,13.76943805086173,11.790546230281256,0.0,3.1030707909953406,6.847527086958963,6.283332397687083,4.934598327064504,4.837758940099927
2024-06-19,24.748132890551656,23.76868860958146,13.747250129611727,11.771547073577423,0.0,3.098070536802724,6.836493057015147,6.273207504869198,4.926646769515322,4.829963428475346
2024-06-21,24.89528905823189,23.762029501169682,13.743398658018968,11.768249120988415,0.0,3.097202571896844,6.708504349531427,6.271449983890625,4.925266505105972,4.828610251166179
2024-07-02,24.89354549529359,23.760365307037205,13.742436127297175,11.767424921559838,0.0,3.103989242492156,6.708034513670999,6.271010757507844,4.924921559838637,4.8282720753025545
2024-07-03,25.016074473735706,23.710547650331275,13.71362276704593,11.742752509015682,0.0,3.132425707975735,6.693969975678622,6.257862514327249,4.914595622152023,4.818148779737776
2024-07-08,25.024819273739112,23.683879357355593,13.718416600248892,11.746857390550499,0.0,3.133520701371702,6.696309968259295,6.2600500580281615,4.916313603758547,4.8198330466882
2024-07-17,25.026918935548377,23.685866510047404,13.719567618967712,11.739452671616954,0.0,3.133783613709779,6.696871809931339,6.260575296108291,4.916726098082813,4.82023744598733
2024-07-22,25.026918935548377,23.685866510047404,13.7769014557201,11.739452671616954,0.0,3.133783613709779,6.639537973178951,6.260575296108291,4.916726098082813,4.82023744598733
2024-07-25,25.021320620185385,23.680568177052024,13.796188851762272,11.736826652872342,0.0,3.1330826121604427,6.638052763292183,6.25917485704699,4.915626267004068,4.819159198624296
2024-07-29,25.024819273739112,23.683879357355593,13.798117930002658,11.738467776892207,0.0,3.133520701371702,6.624998252163822,6.2600500580281615,4.916313603758547,4.8198330466882
2024-07-31,24.97069985489452,23.632659895077577,13.7682777095658,11.713081817167094,0.0,3.1267440562562787,6.610670833798416,6.246511887487443,4.905681437660453,5.025672508092421
2024-08-08,24.998604754994975,23.632659895077577,13.740372809465343,11.713081817167094,0.0,3.1267440562562787,6.610670833798416,6.246511887487443,4.905681437660453,5.025672508092421
2024-08-13,25.036617517820524,23.62771492739269,13.737497733201279,11.710630937268961,0.0,3.1121402764796966,6.609287597472345,6.236835130497859,4.904654958360651,5.024620921505991
2024-08-16,25.0449872361795,23.619345209033714,13.737497733201279,11.710630937268961,0.0,3.1121402764796966,6.609287597472345,6.236835130497859,4.904654958360651,5.024620921505991
2024-08-21,25.046032808838298,23.619015734851022,13.737306104229438,11.710467581743108,0.0,3.1120968641892643,6.609195402298851,6.236748130788975,4.904586541680616,5.024550831380426
2024-08-22,25.130773200909484,23.534991421278022,13.737114480603719,11.710304230774597,0.0,3.112053453109961,6.609103209697444,6.236661133507233,4.904518126909289,5.024480743210255
2024-08-23,25.160381568671202,23.530068057570013,13.734240767600134,11.70785451299788,0.0,3.1114024322213543,6.607720629253598,6.221410242106438,4.9034921343300235,5.023429655249358
2024-08-26,25.168730477465417,23.527443105756358,13.732708612226684,11.706548415885765,0.0,3.1110553324408747,6.60698348951361,6.220716198125837,4.902945113788487,5.022869254796966
2024-09-09,25.195432464124185,23.55240381930873,13.641185995868,11.718968116589425,0.0,3.1143559104360934,6.613992964431291,6.227315874699872,4.908146741861634,5.028198112680775
2024-09-11,25.199268534416575,23.549283191646776,13.640995574912406,11.718804528386169,0.0,3.114312436310845,6.613900637938495,6.227228945935759,4.90807822773148,5.028127922721499
2024-09-23,25.20970871076249,23.545996343182548,13.63909165771072,11.71716889751141,0.0,3.1138777618044022,6.612977514759864,6.226359791756807,4.907393191620026,5.027426130891733
2024-09-26,25.212500174466477,23.545996343182548,13.63909165771072,11.71716889751141,0.0,3.1138777618044022,6.612977514759864,6.226359791756807,4.907393191620026,5.0246346671877395
2024-09-27,25.217718975046054,23.544353262993354,13.63813989839781,11.716351253279742,0.0,3.113660470049685,6.612516049796237,6.225925305643946,4.9070507452687995,5.0242840395243675
2024-10-02,25.25640131165841,23.505197795297565,13.63566594571967,11.714225912230516,0.0,3.1228633224028464,6.611316542245168,6.224795925486639,4.906160608386242,5.023372636572943
2024-10-03,25.258868514331965,23.5047028943035,13.603505540204864,11.71537023081861,0.0,3.1496832175053733,6.611962376845572,6.22540400234447,4.906639872728795,5.023863350916855
2024-10-09,25.25428695009139,23.500439508308798,13.601038076767452,11.71324524563631,0.0,3.097487128685242,6.610763070139945,6.2117174310390535,4.905749884890681,5.105272704441126
2024-10-10,25.25217294250596,23.498472313294364,13.5998995493673,11.71226474322307,0.0,3.105598727625319,6.61020969069576,6.211197455250638,4.905339230157512,5.104845347880073
2024-10-17,25.26239392585976,23.50798347476552,13.571907101384548,11.717005359535507,0.0,3.0998771773113,6.6128852166145595,6.213711478338544,4.907324698526128,5.106911567664136
2024-10-18,25.264157000683944,23.509624108426504,13.56587524252195,11.717823095068605,0.0,3.100093519255196,6.613346733107211,6.214145136300825,4.907667183116285,5.107267981519478
2024-10-21,25.2645096451802,23.50995226263923,13.564668769716087,11.717986655872254,0.0,3.1001367912676923,6.613439044136121,6.214231875157031,4.907735685770916,5.107339270260462
2024-10-23,25.263099126259664,23.508639700750912,13.563911453535438,11.71733244005248,0.0,3.1055467157971135,6.6130698154816745,6.213884934260112,4.90746168662591,5.107054127236692
2024-10-24,25.26027856086192,23.506015016607588,13.56239707483183,11.71602422753789,0.0,3.116364752840037,6.612331481843303,6.213191168671672,4.9069137801099725,5.106483936695788
2024-10-25,25.25957351791895,23.505358937144134,13.562018532990958,11.715697220051355,0.0,3.183264485876968,6.547951322987608,6.21301775147929,4.906776822596852,5.106341408953891
2024-10-28,25.26133619907608,23.506999204477257,13.562964927216647,11.716514772996888,0.0,3.183486622657046,6.548408256688671,6.206473042944271,4.907119230715551,5.106697743227589
2024-10-29,25.262746521138357,23.50831158317864,13.563722137702905,11.71716889751141,0.0,3.1948302092202048,6.548773849568021,6.206819545828855,4.907393191620026,5.09023406423158
2024-11-06,25.258868514331965,23.497725306316113,13.561640012280554,11.71537023081861,0.0,3.194339780624634,6.5477685673616355,6.18493399201764,4.906639872728795,5.1327137235200535
2024-11-11,25.257811082736776,23.496741602824407,13.561072270830717,11.714879781192002,0.0,3.2304879920737917,6.493071545191946,6.184675067330906,4.906434462259806,5.154826195559649
2024-11-18,25.224723015817712,23.465960560239704,13.674308410563723,11.699533133579541,0.0,3.226256010034144,6.484565535502752,6.176573061110724,4.900006968155529,5.148073304996167
2024-11-26,25.226480836236938,23.467595818815333,13.675261324041813,11.70034843205575,0.0,3.2473867595818815,6.485017421602787,6.149128919860628,4.900348432055749,5.1484320557491285
2024-12-09,25.22894219645122,23.46988556374838,13.675201761844361,11.701490040840222,0.0,3.247703608714439,6.485650167960637,6.141365708152711,4.900826561476381,5.148934390811647
2024-12-11,25.21699151538794,23.458768129066414,13.668723964501165,11.695947169706173,0.0,3.3353302589966147,6.482577984591165,6.09666049012915,4.898505092160441,5.146495395460941
2024-12-16,25.21839689019548,23.369512212113193,13.669485739762862,11.682666183662379,0.0,3.434439134493472,6.482939266855224,6.097000264723503,4.898778092040183,5.1467822161537065
2024-12-18,25.214532486347935,23.365931126713473,13.667391062075115,11.680875961216984,0.0,3.4743118243619744,6.456870611835506,6.096065975704892,4.898027415580073,5.145993536164048
2025-01-03,25.206456195078474,23.35844694806913,13.663013355243917,11.677134541200719,0.0,3.5052292951940616,6.454802456585012,6.094113387274222,4.8964585625356865,5.144345258818778
2025-01-09,25.206105169340464,23.358121657754012,13.662823083778965,11.67697192513369,0.0,3.505180481283422,6.454712566844919,6.094028520499109,4.896390374331551,5.145666221033869
2025-01-13,25.222262478749197,23.373094395362447,13.671581059613725,11.684456954934367,0.0,3.443326551656866,6.4588500877901955,6.097934840166105,4.899528998634374,5.148964633092723
2025-01-15,25.267331155596505,23.414858865901667,13.69461428930396,11.705335455230756,0.0,3.379680040204372,6.470391155038111,6.039031744702236,4.9082837758606255,5.120473518161766
2025-01-22,25.236329159811493,23.29131926047796,13.63180056328602,11.686790663952483,0.0,3.689244583252001,6.462452246172723,5.98561110956192,4.902261509718079,5.114190903767324
2025-01-23,25.239848282016958,23.294567157518962,13.633701472556895,11.688420348058902,0.0,3.6758143685854527,6.463353413654619,5.98644578313253,4.902945113788487,5.114904060687193
2025-01-24,25.446230598669622,23.115299334811528,13.543514412416851,11.615853658536587,0.0,3.9162971175166295,6.423226164079823,5.983924611973392,4.87250554323725,5.083148558758315
2025-02-05,25.42861099570697,23.09929372663066,13.534136546184738,11.607810552555048,0.0,3.9135853759867056,6.418778562525966,6.049023680930619,4.8691316992106355,5.079628860268661
2025-02-06,25.450110188637403,22.99546771265021,13.411135289470403,11.617624637902118,0.0,4.159447809394448,6.354904433879888,6.054137964490152,4.873248416471468,5.08392354710391
2025-02-07,25.591216216216218,22.97158839167036,13.355671245015508,11.605560478511299,0.0,4.155128489144882,6.348305272485601,6.025697828976517,4.868187859991139,5.07864421798848
2025-02-10,25.670694529128095,22.886757940247215,13.366775677623192,11.615209799900228,0.0,4.158583227093842,6.3535835042403415,5.996064519705116,4.872235463666094,5.080095338395877
2025-02-11,25.7448866777225,22.779159756771698,13.330569375345494,11.58374792703151,0.0,4.320066334991708,6.336373687119956,5.979823106688778,4.859038142620232,5.066334991708126
2025-02-12,25.79821024139645,22.76280174556703,13.320996519913827,11.575429486825389,0.0,4.31696403910954,6.33182345467602,5.975528917858918,4.8555488040656245,5.062696790587196
2025-02-13,25.811529168104936,22.75871591301346,13.318605453917845,11.573351743182602,0.0,4.316189161201243,6.330686917500864,5.974456334138764,4.854677252329997,5.061788056610286
2025-02-14,25.874965498205903,22.720121446315208,13.312172232956113,11.567761523599227,0.0,4.3141043334253375,6.327629036709909,5.971570521667126,4.852332321280707,5.059343085840464
2025-02-17,24.129678133465344,21.174761018182586,12.414255441645246,10.787506646472158,6.757957217922369,4.023108069594218,5.900825336921361,5.568783256893943,4.5250385789783,4.718086299924473
2025-02-21,24.130609805310936,21.175578597620184,12.414734768895903,10.78792316326824,6.75821814964466,4.137809476293436,5.782646000067312,5.5689982733788685,4.525213295400995,4.718268470119467
2025-02-24,24.074669992339935,21.12310928882087,12.371134814749766,10.761192612830277,6.741472489855855,4.384325813272767,5.768317634150135,5.555199288441495,4.514000623563738,4.706577441975161
2025-02-25,24.074669992339935,20.821405606642976,12.371134814749766,10.761192612830277,6.741472489855855,4.686029495450661,5.768317634150135,5.555199288441495,4.514000623563738,4.706577441975161
