date,CHEONG LEE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,MIB SECURITIES (HONG KONG) LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,CHINA CONSTRUCTION BANK (ASIA)
2024-03-01,0.0,84.32474508549785,0.0,0.0,0.0,0.0,0.0,15.67525491450214,0.0,0.0
2024-03-04,0.0,50.996181446699914,26.419912051654904,0.0,13.10650893001597,0.0,0.0,9.47739757162921,0.0,0.0
2024-03-05,0.0,51.03969268693361,26.396453407529396,0.0,13.09487146021229,0.0,0.0,9.468982445324697,0.0,0.0
2024-03-06,72.79490722551306,11.914054889824147,6.097251033861649,3.959843715648255,3.032076651756915,0.0,0.0,2.201866483395978,0.0,0.0
2024-03-07,72.78332630561141,11.924067573278471,6.09787636298397,3.9602498340090513,3.0323876190798815,0.0,0.0,2.2020923050372194,0.0,0.0
2024-03-08,72.30870727269834,11.879789173678109,6.07266796991963,3.934425101316577,3.012613462659192,0.0,0.5895087554691875,2.2022882642589647,0.0,0.0
2024-03-11,72.26137536885146,11.937470986880324,6.068692917020922,3.9318497015118767,3.010641463212367,0.0,0.5891228742553867,2.2008466882676543,0.0,0.0
2024-03-12,72.21935455528853,11.988680351421936,6.065163902906048,3.9295632860870198,3.008890740879935,0.0,0.5887802925879552,2.1995668708285834,0.0,0.0
2024-03-13,72.18262641265974,11.98694246119089,6.0620793806714675,3.9275648528175875,3.06112297721819,0.0,0.5884808603000825,2.1911830551420355,0.0,0.0
2024-03-14,72.04026524849489,12.160524969276734,6.050123530340413,3.919818768578652,3.0550857207155344,0.0,0.587320237245414,2.1868615253483563,0.0,0.0
2024-03-15,72.02877528475969,12.16003538508376,6.049158574149352,3.919193582436649,3.054598453990212,0.0,0.5872265634061572,2.201012156174189,0.0,0.0
2024-03-18,72.01206915146918,12.173160687964781,6.047755550857125,3.918284576693866,3.0538899797905668,0.0,0.5943383930612228,2.2005016601632588,0.0,0.0
2024-03-19,72.03922055486261,12.16034862313258,6.050035794329102,3.9197619252328773,3.055041417316769,0.0,0.5945624821847872,2.1810292029412683,0.0,0.0
2024-03-20,72.08312379101389,12.121326410097325,6.0537228990500624,3.92215076609116,3.0569032670669927,0.0,0.5949248294847856,2.16784803719578,0.0,0.0
2024-03-21,70.56684246310319,11.907547041056525,5.926381761299323,3.8467501940552657,2.9926007632171143,0.0,0.5824104798975844,2.159180315717874,2.018286981653128,0.0
2024-03-22,70.52777006349483,11.923669539446534,5.930198996622539,3.870175356665799,2.990943779727314,0.0,0.5820880030201678,2.157984791684525,2.017169469338294,0.0
2024-03-25,70.50674899551514,11.928631466840605,5.928431478436032,3.890311391523381,2.9900523176484697,0.0,0.581914509494559,2.1573415961749505,2.0165682443668627,0.0
2024-03-26,70.3758999417195,11.982994030767365,5.995346106917826,3.883091606583592,3.007169982026244,0.0,0.5893345889597864,2.153337921199219,2.0128258218264823,0.0
2024-03-27,70.36493471603058,11.982543416791511,5.994411975728031,3.882486584468462,3.020865926266418,0.0,0.5892427650999199,2.153002410942015,2.0125122046730666,0.0
2024-03-28,70.35696215239159,11.993932353947104,5.9937327904044375,3.8820466867907757,3.038935402925833,0.0,0.5891760020813436,2.132930430611787,2.0122841808471263,0.0
2024-04-02,70.35596570896374,11.995178756080382,5.993647903060461,3.8819917065899627,3.0388923634437788,0.0,0.5891676577677579,2.1329002225919313,2.012255681501992,0.0
2024-04-05,70.32210341798675,12.023379564778388,5.990763163333533,3.8801233059303435,3.0515856136629966,0.0,0.5888840916698368,2.131873658785515,2.0112871838526383,0.0
2024-04-08,70.15625194162057,12.006320957270272,6.116446789442975,3.9415846200266316,3.058511069672078,0.0,0.5874952353748043,2.1268457319097482,2.0065436546829316,0.0
2024-04-09,70.02571227945796,12.043184865361427,6.119162127445841,4.037152806497326,3.081012509296993,0.0,0.5864020836253098,2.1045632472417966,2.0028100810733442,0.0
2024-04-10,70.02571227945796,12.046004106148086,6.119162127445841,4.037152806497326,3.081012509296993,0.0,0.5864020836253098,2.1017440064551365,2.0028100810733442,0.0
2024-04-11,70.00597590919865,12.066565797389606,6.121665143820257,4.036014956699175,3.0801441424974607,0.0,0.5862368093529529,2.1011516412145497,2.00224559982735,0.0
2024-04-12,70.00597590919865,12.067975020489012,6.121665143820257,4.036014956699175,3.0801441424974607,0.0,0.5862368093529529,2.1011516412145497,2.000836376727944,0.0
