date,CMB WING LUNG BANK LTD,CITIBANK N.A.,CANFIELD SECURITIES CO LTD,QUAM SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,BANK OF CHINA (HONG KONG) LTD,DAH SING SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-03-18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,99.56108650407212,0.0,0.0,0.0,0.0,0.0,0.4389134959278693,0.0,0.0
2024-03-25,93.8547192549726,5.731523680053593,0.0,0.0,0.0,0.0,0.4137570649738125,0.0,0.0
2024-03-27,93.8569584776005,5.729274585847684,0.0,0.0,0.0,0.0,0.41376693655181834,0.0,0.0
2024-04-02,93.6216793429778,5.714912531201563,0.0,0.0,0.0,0.0,0.41272971215901394,0.0,0.25067841366162236
2024-04-03,93.62242203665626,5.714164574756779,0.0,0.0,0.0,0.0,0.41273298631250366,0.0,0.25068040227445715
2024-04-05,88.69781130689624,5.413344642978048,0.0,3.4052140640253574,1.8551126472056596,0.0,0.39102291677248857,0.0,0.2374944221222026
2024-04-08,88.69803351457782,5.413107682436579,0.0,3.405222594841521,1.8551172946741183,0.0,0.3910238963715846,0.0,0.23749501709838236
2024-04-10,88.69914456968627,5.41317548846006,0.0,3.4052652495634974,1.8538879058254922,0.0,0.39102879444068905,0.0,0.2374979920239982
2024-04-12,88.6960336855237,5.4164928671764825,0.0,3.405145819034763,1.8538228856885635,0.0,0.39101508015641234,0.0,0.23748966242008135
2024-04-15,88.69670028518853,5.415782019898053,0.0,3.4051714105856745,1.8538368181910994,0.0,0.3910180188506306,0.0,0.23749144728601948
2024-04-16,88.6989223564378,5.418923994769,0.0,3.405256718533614,1.8483717184096229,0.0,0.39102781481705146,0.0,0.23749739703291273
2024-04-26,88.69447832527041,5.417650445018075,0.0,3.4050861069118707,1.8480285983744076,0.0,0.39727102658801833,0.0,0.23748549783722295
2024-04-29,85.00066079990088,5.192024086557019,4.164653307755123,3.263276075728455,1.771064614223947,0.0,0.38072606563846767,0.0,0.22759505019610632
2024-05-06,84.789523874876,5.264790791945351,4.223411896240617,3.309317242154298,1.7960523500949317,0.0,0.38609768352918017,0.0,0.23080616115963024
2024-05-22,84.78931744136474,5.264777973979174,4.223401613676129,3.3095526509198407,1.7960479773213145,0.0,0.3860967435132814,0.0,0.2308055992255128
2024-05-31,84.78993674491407,5.2645729604647,4.223432461519803,3.3093333563848457,1.7960610957060437,0.0,0.3858560959744605,0.0,0.23080728503607384
2024-06-11,84.79096893760058,5.264637048892124,4.223483875593996,3.309373642647801,1.7960829601064507,0.0,0.3846434403839845,0.0,0.23081009477506825
2024-06-24,84.79117537915359,5.264406395607963,4.22349415855905,3.3093817000180943,1.7960873330504126,0.0,0.38464437687981873,0.0,0.2308106567310762
2024-06-26,84.79138182171185,5.264175741200652,4.223504441574175,3.3093897574276228,1.7960917060156678,0.0,0.3846453133802131,0.0,0.23081121868982057
2024-08-13,84.79179470984417,5.264201374887039,4.223525007754644,3.3094058723643855,1.795613506139564,0.0,0.3846471863946827,0.0,0.23081234261551864
2024-09-04,84.79447858072125,5.261689712874346,4.223658692809969,3.3095106232789244,1.795670341766314,0.0,0.3846593614333766,0.0,0.2303326871158258
2024-09-05,84.79736909321987,5.261869075730672,4.223802670795869,3.3096234393723902,1.7957315533882638,0.0,0.38467247387549014,0.0,0.22693169361744106
2024-09-10,84.79757556593917,5.261638398296672,4.223812955313331,3.3096314979590966,1.7957359258066643,0.0,0.38467341051270615,0.0,0.22693224617236551
2024-09-13,84.79778203966394,5.261407719739318,4.223823239880877,3.309639556585048,1.7957402982463577,0.0,0.3846743471544835,0.0,0.22693279872998082
2024-09-20,84.79798851439419,5.261177040058603,4.223833524498507,3.309647615250242,1.795744670707344,0.0,0.38467528380082205,0.0,0.22693335129028697
2024-10-02,84.7959238123377,5.261048938399065,4.223730680575944,3.3095670303642417,1.7957009470556455,0.0,0.3871007654590877,0.0,0.22692782580831147
2024-10-04,84.79881442337027,5.261228282469163,4.223874663469871,3.309679850303467,1.792596750570811,0.0,0.38687046825799765,0.0,0.22693556155842048
2024-10-07,84.79819499012994,5.261189850567664,4.22384380916622,3.309655673954681,1.7925836561187087,0.0,0.38759811620948953,0.0,0.22693390385328402
2024-10-24,84.79716262150606,5.261125798646197,4.22379238632849,3.3096153808249262,1.7925618324569843,0.0,0.38881083917213627,0.0,0.2269311410652074
2024-10-29,84.79716262150606,5.31591067712224,4.22379238632849,3.3096153808249262,1.737776953980942,0.0,0.38881083917213627,0.0,0.2269311410652074
2024-11-06,84.79736909321987,5.3159236207768865,4.223802670795869,3.3096234393723902,1.737537696334006,0.0,0.38881178588353354,0.0,0.22693169361744106
2024-11-11,84.79840146687121,5.315988339995623,4.223854093884019,3.3096637326983647,1.736341390622135,0.0,0.38881651950967516,0.0,0.22693445641897192
2024-11-12,83.61289324326499,5.241669157267611,4.1648032901307355,3.2633935966508347,2.802785727848875,0.0,0.38458118179790235,0.3061119614294511,0.22376184160960663
2024-11-15,83.61550300148605,5.241832762288856,4.164933283594709,3.2634954549640334,2.802873209489701,0.0,0.3845931854956807,0.3030002769295281,0.22376882575144227
2024-11-22,83.61590451721068,5.241857933198608,4.16495328330942,3.263511126038121,2.802886668688383,0.0,0.3845950322849246,0.3025215389963607,0.22376990027349855
2024-11-26,83.61590451721068,5.241857933198608,4.16495328330942,3.263511126038121,2.802886668688383,0.0,0.38579551458252914,0.30132105669875614,0.22376990027349855
2024-12-04,83.61630603679143,5.2418831043501,4.164973283216207,3.263526797262713,2.8029001280163257,0.0,0.3857973671541681,0.30084230840317666,0.22377097480587443
2024-12-05,83.61690832339292,5.241920861530605,4.1650032834365325,3.263550304381799,2.8029203172506074,0.0,0.3858001460449866,0.3001241773387713,0.22377258662378785
2024-12-09,83.61831369253892,5.242008963733764,4.1650732856313635,3.263605155643299,2.8029674265950164,0.0,0.38580663027924794,0.29844849795583006,0.2237763476225532
2024-12-11,83.61971910892649,5.242097068898483,4.16514329017932,3.2636600087486256,2.8030145375230076,0.0,0.3858131147314771,0.29677276224486304,0.22378010874774465
2024-12-12,83.61991988655272,5.242109655592354,4.165153291021127,3.2636678450570513,2.8030212677848545,0.0,0.3855739331102529,0.2967734748199754,0.2237806460616643
2024-12-16,83.78841037053184,5.252672277442992,4.173545892865322,3.0699513225895836,2.808669233133943,0.0,0.3863508477340365,0.29616850141910483,0.22423155428318906
2024-12-18,83.78901513902206,5.252710190212417,4.173576016709866,3.069973480902628,2.808689505563556,0.0,0.38563185574054104,0.2961706391058883,0.2242331727430446
