date,MIRAE ASSET SECURITIES (HK) LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD,USMART SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,TIGER BROKERS (HK) GLOBAL LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-01,0.0,4.480457578646329,1.1439466158245948,0.0,94.37559580552907,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,3.5618279569892475,1.0752688172043012,0.0,78.2258064516129,0.0,0.0,0.0,17.137096774193548,0.0
2024-03-05,90.67633880947301,0.2826968209942394,0.08534243652656284,0.0,7.595476850864093,0.0,0.0,0.0,1.360145082142095,0.0
2024-03-06,89.22479399569622,0.27817141657481764,0.08397627670183173,0.0,8.786017949929144,0.0,0.2886684511625466,0.0,1.3383719099354434,0.0
2024-03-08,89.14525432616675,0.2779234399580493,0.08390141583639224,0.0,8.767697954902989,0.0996329313057158,0.2884111169375983,0.0,1.3371788148925015,0.0
2024-03-11,90.35344140313579,0.28169014084507044,0.08503853308530428,0.0,8.036141376561254,0.10098325803879883,0.29231995748073347,0.0,0.8503853308530427,0.0
2024-03-12,90.35344140313579,0.2870050491629019,0.08503853308530428,0.0,7.180441137390379,0.10098325803879883,0.29231995748073347,0.0,1.7007706617060854,0.0
2024-03-14,90.35824386095462,0.28702030402891465,0.08504305304560433,0.0,7.175507600722867,0.10098862549165515,0.2923354948442649,0.0,1.7008610609120869,0.0
2024-03-15,90.35824386095462,0.28702030402891465,0.08504305304560433,0.0,6.378228978420325,0.10098862549165515,0.2923354948442649,0.0,2.4981396832146276,0.0
2024-03-20,90.34383801881278,0.29760323112079506,0.08502949460594143,0.0,6.38252643885848,0.10097252484455546,0.29228888770792366,0.0,2.49774140404953,0.0
2024-03-25,89.83301627562884,0.29592052420207143,0.08454872120059184,0.0,6.911857958148383,0.1004016064257028,0.29063622912703446,0.0,2.4836186852673854,0.0
2024-03-26,89.8377635681446,0.29593616234212333,0.08455318924060666,0.0,6.906938646092057,0.10040691222322042,0.29065158801458546,0.0,2.483749933942821,0.0
2024-03-27,89.8377635681446,0.8772393383712942,0.08455318924060666,0.0,6.3256354700628865,0.10040691222322042,0.29065158801458546,0.0,2.483749933942821,0.0
2024-03-28,89.85200845665962,1.1416490486257929,0.08456659619450317,0.0,6.046511627906977,0.10042283298097252,0.29069767441860467,0.0,2.4841437632135306,0.0
2024-04-02,0.06933148306691576,0.0012887499205379636,6.525316053356778e-05,0.0,0.004241455434681907,7.748812813361174e-05,0.00022430773933413927,0.0,0.0019168115906735537,0.0
2024-04-05,89.87100866990907,1.6758299851977163,0.08458447874814971,0.0,5.492704588707972,0.10044406851342777,0.29075914569676464,0.0,2.4846690632268977,0.0
2024-04-08,0.06933148306691576,0.0012928282430713118,6.525316053356778e-05,0.0,0.00423329878961521,8.156645066695974e-05,0.00022430773933413927,0.0,0.0019168115906735537,0.0
2024-04-09,0.06933148306691576,0.0012969065656046597,6.525316053356778e-05,0.0,0.0042292204670818625,8.156645066695974e-05,0.00022430773933413927,0.0,0.0019168115906735537,0.0
2024-04-10,0.06933148306691576,0.0013132198557380516,6.525316053356778e-05,0.0,0.00421290717694847,8.156645066695974e-05,0.00022430773933413927,0.0,0.0019168115906735537,0.0
2024-04-15,0.06933148306691576,0.0013213765008047477,6.525316053356778e-05,0.0,0.004204750531881774,8.156645066695974e-05,0.00022430773933413927,0.0,0.0019168115906735537,0.0
2024-04-16,89.87575997885277,1.7129262490087234,0.08458895056833202,0.0,5.445413692836373,0.10573618821041501,0.2907745175786413,0.0,2.484800422944753,0.0
2024-04-17,0.06933148306691576,0.0013295331458714435,6.525316053356778e-05,0.0,0.00419251556428173,8.156645066695974e-05,0.00022430773933413927,0.0,0.0019168115906735537,0.0
2024-04-18,89.8805117902083,1.7341651686581367,0.08459342286137253,0.0,5.413979063127842,0.11102886750555144,0.29078989108596803,0.0,2.484931796552818,0.0
2024-04-19,89.8805117902083,1.7870360579464946,0.16918684572274506,0.0,5.276514750978111,0.11102886750555144,0.29078989108596803,0.0,2.484931796552818,0.0
2024-04-24,0.06933148306691576,0.0013784730162716195,0.00013050632106713557,0.0,0.004037539308014507,8.564477320030772e-05,0.00022430773933413927,0.0,0.0019168115906735537,0.0
2024-05-02,89.91378854392553,1.787697678108637,0.16924948431797746,0.0,5.241444967472365,0.11106997408367272,0.29089755117152377,0.0,2.485851800920294,0.0
2024-05-03,89.90427838595377,1.7875085937913162,0.1692315828441483,0.0,5.156274789782643,0.11105822624147231,0.38605954836321327,0.0,2.4855888730234277,0.0
2024-05-06,89.90427838595377,1.792797080755196,0.22211645248294462,0.0,5.098101433179967,0.11105822624147231,0.38605954836321327,0.0,2.4855888730234277,0.0
2024-05-10,89.90427838595377,1.7980855677190755,0.22211645248294462,0.0,5.092812946216087,0.11105822624147231,0.38605954836321327,0.0,2.4855888730234277,0.0
2024-05-13,89.8995240613432,1.8032786885245904,0.222104706504495,0.0,5.0925436277102065,0.1110523532522475,0.3860391327340032,0.0,2.4854574299312535,0.0
2024-05-16,90.04714232745378,1.8062397372742198,0.22246941045606228,0.0,4.936702155834525,0.11123470522803114,0.38667302293553685,0.0,2.48953864081784,0.0
2024-05-17,90.04714232745378,1.8115366279993643,0.22246941045606228,0.0,4.9314052651093805,0.11123470522803114,0.38667302293553685,0.0,2.48953864081784,0.0
2024-05-20,90.04714232745378,1.8115366279993643,0.2277663011812066,0.0,4.6082949308755765,0.11123470522803114,0.7044864664441972,0.0,2.48953864081784,0.0
2024-05-22,90.04714232745378,1.8168335187245088,0.2277663011812066,0.0,4.920811483659092,0.11123470522803114,0.38667302293553685,0.0,2.48953864081784,0.0
2024-05-23,90.19046103241551,1.8303358268343148,0.24404477691124196,0.0,4.742957186057615,0.11141174598121915,0.3872884503156666,0.0,2.493500981484429,0.0
2024-05-24,90.21439184886437,1.8945022288261515,0.24410953088516238,0.0,4.654001273614944,0.11144130757800891,0.38739121205688815,0.0,2.4941625981744853,0.0
2024-05-27,90.23833536811932,1.9109294548542914,0.2866394182281437,0.0,4.570306279526514,0.11147088486650034,0.3874940283454536,0.0,2.4948245660597697,0.0
2024-05-28,90.24312559719716,1.9906571822911137,0.2866546342499204,0.0,4.485614184095976,0.11147680220830238,0.38751459815267014,0.0,2.494957001804863,0.0
2024-05-29,90.25270758122743,2.0121044807814825,0.2866850711403695,0.0,4.454236568273519,0.11148863877681037,0.3875557443193884,0.0,2.4952219154809936,0.0
2024-05-30,90.24312559719716,2.027816116360548,0.2866546342499204,0.0,4.432529992568213,0.1274020596666313,0.38751459815267014,0.0,2.494957001804863,0.0
2024-05-31,0.06968559668959508,0.0016027687238606867,0.0002254534010545723,0.0,0.003299817960889649,0.00011067712415406276,0.0003689237471802092,0.0,0.0019266017908299814,0.0
2024-06-03,90.53629440272674,2.1622197369121796,0.2982372050913351,0.005325664376630984,3.8664323374340945,0.14911860254566756,0.4793097938967887,0.0,2.503062257016563,0.0
2024-06-04,90.53629440272674,2.1675454012888107,0.30888853384459714,0.005325664376630984,3.8398040155509396,0.14911860254566756,0.4899611226500506,0.0,2.503062257016563,0.0
2024-06-05,90.53629440272674,2.5669702295361345,0.30888853384459714,0.005325664376630984,3.429727858550354,0.15444426692229857,0.49528678702668155,0.0,2.503062257016563,0.0
2024-06-06,90.59419131361578,3.037569944044764,0.3090860644817479,0.0053290700772715156,2.899014122035705,0.15454303224087396,0.49560351718625095,0.0,2.5046629363176125,0.0
2024-06-07,90.59419131361578,3.0482280841993075,0.341060484945377,0.0053290700772715156,2.851052491340261,0.15987210231814547,0.49560351718625095,0.0,2.5046629363176125,0.0
2024-06-11,90.59419131361578,3.0535571542765787,0.3463895550226485,0.01598721023181455,2.808419930722089,0.18118838262723155,0.49560351718625095,0.0,2.5046629363176125,0.0
2024-06-12,90.6038479987209,3.091190108191654,0.35708575387731173,0.0319778287054309,2.5209188296114693,0.18120769599744177,0.7088418696370516,0.0,2.504929915258754,0.0
2024-06-13,90.6038479987209,3.1231679368970844,0.3730746682300272,0.03730746682300272,2.419655705377605,0.18120769599744177,0.7568086126951981,0.0,2.504929915258754,0.0
2024-06-14,90.64249533457745,3.1298320447880563,0.3785657158091176,0.04798720341242336,2.3567048786990137,0.1812849906691549,0.7571314316182352,0.0,2.5059984004265528,0.0
2024-06-17,90.54593874833556,3.1531291611185086,0.3781624500665779,0.05326231691078562,2.322237017310253,0.1810918774966711,0.8628495339547271,0.0,2.5033288948069243,0.0
2024-06-18,90.54111631870472,3.163613123135918,0.3781423093310609,0.05325948018747337,2.3167873881550918,0.18108223263740947,0.8628035790370686,0.0,2.5031955688112486,0.0
2024-06-19,85.99757183326588,3.040267098340753,0.41481181707810605,0.050586806960744635,7.122622420072846,0.17705382436260625,0.8195062727640632,0.0,2.377579927154998,0.0
2024-06-20,85.98887202832574,3.0450177035913,0.4147698533131006,0.05058168942842691,7.121901871522509,0.1770359129994942,0.8244815376833586,0.0,2.3773394031360646,0.0
2024-06-21,86.00627339876556,3.101285034908429,0.4249721744409592,0.09106546595163412,6.981685722958615,0.1770717393503997,0.8398259637761814,0.0,2.3778204998482244,0.0
2024-06-24,86.02803501847073,3.107130205961237,0.480744901573807,0.09108850766661605,6.877182328829513,0.1973584332776681,0.8400384595921259,0.0,2.378422144628308,0.0
2024-06-25,86.04980765337112,3.1382871026523587,0.531484106094351,0.12148208139299453,6.742255517311197,0.19740838226361612,0.8402510629682123,0.0,2.379024093946143,0.0
2024-06-26,86.05851979345955,3.3967803989065506,0.5315379163713678,0.1619925078465121,6.42907765515845,0.20249063480814014,0.8403361344537815,0.0,2.3792649589956465,0.0
2024-06-27,86.08466680170143,3.407940044561475,0.6532307069070286,0.1721693336034029,6.233542637229086,0.22787117682803323,0.8405914522989669,0.0,2.379987846870569,0.0
2024-06-28,86.07594936708861,3.4177215189873418,0.6683544303797468,0.18734177215189873,6.162025316455696,0.2481012658227848,0.8607594936708861,0.0,2.3797468354430378,0.0
