date,EMPEROR SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,YICKO SECURITIES LTD,HANG SENG SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,86.64068036853295,0.0,13.359319631467045,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,65.14178705189941,0.0,9.978598180845372,0.0,0.0,24.879614767255216,0.0,0.0
2024-03-18,0.0,0.0,64.96798292422625,0.0,9.951974386339382,0.0,0.0,25.080042689434368,0.0,0.0
2024-03-19,0.0,0.0,64.97732728727661,0.0,9.949319818618298,0.0,0.0,25.073352894105096,0.0,0.0
2024-03-25,0.0,0.0,64.80938416422288,0.0,9.944014929352173,0.0,0.0,25.246600906424955,0.0,0.0
2024-03-27,0.0,0.0,39.268371641307866,39.38167691809647,5.908060861120103,0.0,0.0,15.441890579475558,0.0,0.0
2024-04-16,0.0,0.0,39.125506072874494,39.40080971659919,5.910931174089069,0.0,0.0,15.562753036437247,0.0,0.0
2024-04-25,0.0,0.0,39.22392886014551,39.337105901374294,5.901374292643492,0.0,0.0,15.537590945836701,0.0,0.0
2024-04-26,0.0,0.0,39.1747572815534,39.368932038834956,5.906148867313916,0.0,0.0,15.550161812297736,0.0,0.0
2024-05-07,0.0,0.0,38.97923039768153,39.17243600064402,5.876670423442279,0.0,0.0,15.971663178232168,0.0,0.0
2024-05-14,0.0,0.0,38.872832369942195,39.33847141939628,5.860629415542711,0.0,0.0,15.928066795118816,0.0,0.0
2024-05-29,0.0,0.0,38.92908827785818,39.250683389612476,5.869110789515999,0.0,0.0,15.951117543013346,0.0,0.0
2024-06-07,0.0,0.0,38.81051619108688,39.27540878486695,6.0115421609490225,0.0,0.0,15.902532863097147,0.0,0.0
2024-06-13,0.0,0.0,38.794485411991026,39.19525488938763,6.107726835524206,0.0,0.0,15.902532863097147,0.0,0.0
2024-06-17,0.0,0.0,38.947029463854456,38.947029463854456,6.134277894058927,0.0,0.0,15.971663178232168,0.0,0.0
2024-06-19,0.0,0.0,35.854922279792746,33.32346410066617,7.091043671354552,0.0,0.0,14.685418208734271,9.045151739452258,0.0
2024-06-20,0.0,0.0,35.839005622965374,33.24948209529446,7.191476768274637,0.0,0.0,14.678899082568808,9.041136430896715,0.0
2024-06-21,0.0,0.0,35.977421271538915,32.991681521093284,7.219251336898395,0.0,0.0,14.735591206179441,9.076054664289957,0.0
2024-06-25,0.0,0.0,36.01367419738406,33.01129607609988,7.14922711058264,0.0,0.0,14.74435196195006,9.081450653983353,0.0
2024-06-26,0.0,0.0,36.01367419738406,33.07074910820452,7.089774078478002,0.0,0.0,14.74435196195006,9.081450653983353,0.0
2024-06-28,0.0,0.0,36.110283159463485,33.15946348733234,6.84053651266766,0.0,0.0,14.783904619970196,9.10581222056632,0.0
2024-07-02,0.0,0.0,36.34493903334802,32.6869399147936,7.418833553694726,0.0,0.0,14.57323343616865,8.976054061995004,0.0
2024-07-03,0.0,0.0,36.36096413874192,32.70135214579659,7.37801293356849,0.0,0.0,14.579659024103469,8.980011757789535,0.0
2024-07-04,0.0,0.0,36.41448336767736,32.74948483956432,7.24168383868119,0.0,0.0,14.601118634088902,8.993229319988224,0.0
2024-07-05,0.0,0.0,36.657282560379315,32.967847088457546,6.623203437546303,0.0,0.0,14.698473847977478,9.053193065639354,0.0
2024-07-10,0.0,0.0,36.71111111111111,32.91851851851852,6.622222222222223,0.0,0.0,14.696296296296296,9.05185185185185,0.0
2024-07-11,0.0,0.0,36.694802310084405,32.90389456537835,6.663705019991115,0.0,0.0,14.689767510735969,9.04783059381016,0.0
2024-07-15,0.0,0.0,36.73287874295879,32.86391935962051,6.6409724281055444,0.0,0.0,14.70501037651942,9.05721909279573,0.0
2024-07-18,0.0,0.0,36.678507992895206,32.815275310834814,6.779159265837774,0.0,0.0,14.683244523386618,9.04381290704559,0.0
2024-07-23,0.0,0.0,29.869816779170684,26.723722275795563,5.520732883317262,18.563162970106077,0.0,11.957569913211186,7.364995178399228,0.0
2024-07-24,0.0,0.0,29.855421686746986,26.710843373493976,5.566265060240964,18.55421686746988,0.0,11.951807228915664,7.361445783132529,0.0
2024-07-26,0.0,0.0,29.812319538017324,26.900866217516846,5.474013474494707,18.527430221366696,0.0,11.934552454282965,7.350818094321462,0.0
2024-07-30,0.0,0.0,29.877167630057805,26.926782273603084,5.527456647398844,18.304431599229286,0.0,11.946050096339114,7.418111753371869,0.0
2024-07-31,0.0,0.0,29.84482136412847,26.897630217731265,5.629736557199567,18.284614459280647,0.0,11.93311680500421,7.410080596655841,0.0
2024-08-01,0.0,0.0,29.783913565426168,27.046818727490994,5.618247298919568,18.24729891956783,0.0,11.90876350540216,7.394957983193278,0.0
2024-08-09,0.0,0.0,29.831932773109244,27.046818727490994,5.570228091236495,18.24729891956783,0.0,11.90876350540216,7.394957983193278,0.0
2024-08-13,0.0,0.0,29.859526954016086,27.014047304598392,5.570896866370513,18.249489734662024,0.0,11.910193300516267,7.395845839836715,0.0
2024-08-16,0.0,0.0,29.80227681246255,27.094068304373874,5.620131815458358,18.214499700419413,0.0,11.887357699221091,7.381665668064709,0.0
2024-08-19,0.0,0.0,29.89901418610243,28.071651839384465,5.662418850685261,17.03534503486415,0.0,11.925943736475114,7.405626352488579,0.0
2024-08-20,0.0,0.0,29.90260911386317,28.075027053023927,5.651076109173981,17.037393290850066,0.0,11.92737766021402,7.406516772874834,0.0
2024-09-02,0.0,0.0,29.90620490620491,28.07840307840308,5.63973063973064,17.03944203944204,0.0,11.928811928811928,7.4074074074074066,0.0
2024-09-05,0.0,0.0,29.97830279652845,27.892960462873674,5.665380906460945,17.08052073288332,0.0,11.957569913211186,7.425265188042431,0.0
2024-09-12,0.0,0.0,29.99638597759306,27.815925792073244,5.746295627032887,17.07023250210818,0.0,11.950367425611372,7.420792675581255,0.0
2024-09-13,0.0,0.0,30.007230657989876,27.825982164376956,5.748373101952278,17.040250662810315,0.0,11.95468787659677,7.4234755362738,0.0
2024-09-19,0.0,0.0,30.067486141238852,27.813931067727165,5.748373101952278,17.040250662810315,0.0,11.95468787659677,7.37527114967462,0.0
2024-09-20,0.0,0.0,30.020504161138582,27.83741406344229,5.741165118803522,17.054637558798696,0.0,11.964781087926667,7.381498009890243,0.0
2024-09-23,0.0,0.0,30.045871559633024,27.86093674553356,5.746016417189764,17.06904876871077,0.0,11.974891356832448,7.303235152100434,0.0
2024-09-25,0.0,0.0,30.276122126262013,28.074443498357866,5.790049872278312,16.43352390220168,0.0,12.06665855735312,7.359202043547014,0.0
2024-09-26,0.0,0.0,30.316686967113277,28.11205846528624,5.663824604141291,16.455542021924483,0.0,12.082825822168088,7.369062119366626,0.0
2024-09-27,0.0,0.0,30.320380070654164,28.115483006456326,5.652332805457425,16.45754659520039,0.0,12.084297722012426,7.369959800219271,0.0
2024-09-30,0.0,0.0,30.27903009625929,28.146704033142438,5.6537102473498235,16.461557207262093,0.0,12.087242597782382,7.3717558182039715,0.0
2024-10-02,0.0,0.0,30.6336291913215,28.476331360946745,5.719921104536489,15.483234714003945,0.0,12.22879684418146,7.458086785009862,0.0
2024-10-04,0.0,0.0,30.6336291913215,28.476331360946745,5.732248520710059,15.483234714003945,0.0,12.22879684418146,7.445759368836293,0.0
2024-10-08,0.0,0.0,30.64496238747071,28.46220249105932,5.722037242569984,15.488962880749785,0.0,12.233321001356517,7.448513996793686,0.0
2024-10-09,0.0,0.0,30.54907259550424,28.42402653236703,5.711829013634689,15.428080088441224,0.0,12.185235229087334,7.701756540965484,0.0
2024-10-10,0.0,0.0,30.556579432362696,28.418724659049023,5.7009460621698,15.431871237252734,0.0,12.188229512225089,7.703649096940655,0.0
2024-10-14,0.0,0.0,30.552825552825553,28.415233415233416,5.712530712530713,15.429975429975428,0.0,12.186732186732186,7.7027027027027035,0.0
2024-10-15,0.0,0.0,30.516200566711838,28.49574966120488,5.568559812738696,15.473697178760625,0.0,12.221264013798201,7.724528766785759,0.0
2024-10-17,0.0,0.0,30.61426276109257,28.265974539611914,5.586454084785564,15.523421085156347,0.0,12.260536398467432,7.74935113088617,0.0
2024-10-18,0.0,0.0,30.76732366431139,28.064955993553987,5.590678071154084,15.569604561794966,0.0,12.297012520143797,7.710425189041775,0.0
2024-10-21,0.0,0.0,30.76351016360932,28.061477441745165,5.602379771938523,15.567674764501735,0.0,12.295488349033217,7.709469509172037,0.0
2024-10-24,0.0,0.0,30.739637627202782,28.096301811863988,5.547282204020849,15.586994291387441,0.0,12.310747083643584,7.719036981881359,0.0
2024-10-31,0.0,0.0,30.739637627202782,28.12112186646811,5.522462149416729,15.586994291387441,0.0,12.310747083643584,7.719036981881359,0.0
