date,CHINA SECURITIES (INTERNATIONAL),THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD
2024-10-04,84.9763987067259,7.385178365660265,6.741706669600356,0.0,0.0,0.5187963407645206,0.3779199172489487
2024-10-07,84.97688734478338,7.3852208325012425,6.741170408332644,0.0,0.0,0.5187993239885691,0.3779220903941638
2024-10-08,84.97563522101115,7.384986226684756,6.74107107803255,0.0,0.0,0.520390952511969,0.377916521759583
2024-10-09,84.97227604684558,7.388288020356794,6.740804596566956,0.0,0.0,0.5207297538994613,0.37790158233120064
2024-10-15,84.97212336342113,7.388274744625363,6.74097217043904,0.0,0.0,0.5207288182201345,0.37790090329433845
2024-10-16,84.97166531643992,7.388234917717325,6.740935832851715,0.0,0.0,0.5212650667926433,0.3778988661983934
2024-10-17,84.97168058459307,7.388236245274009,6.740937044098313,0.0,0.0,0.5212471919333704,0.3778989341012377
2024-10-18,84.97152790330851,7.388222969728641,6.7411046165581,0.0,0.0,0.5212462553308426,0.37789825507389246
2024-10-21,84.97216916839085,7.386427958838701,6.741694549268283,0.0,0.0,0.5218072164970255,0.3779011070051409
2024-10-22,84.96853546089712,7.389777532310567,6.7420171579684895,0.0,0.0,0.5217849021932784,0.37788494663053995
2024-10-23,84.96823012148147,7.390110332576672,6.7419929301344075,0.0,0.0,0.5217830271286293,0.377883588678821
2024-10-25,84.96813852008471,7.3901023655467855,6.741985661818138,0.0,0.0,0.5218902712551646,0.3778831812952084
2024-10-28,84.96864233021107,7.390146184423736,6.742025637751557,0.0,0.0,0.5213004256977002,0.3778854219159474
2024-11-04,84.96858126199875,7.390140873017035,6.742020792158621,0.0,0.0,0.5213719225014531,0.3778851503241396
2024-11-13,84.97100879104525,7.390352007313508,6.742213409842263,0.0,0.0,0.5185298453998158,0.3778959463991714
2024-11-18,84.92388760174295,7.441709250405845,6.738474474422737,0.0,0.0,0.5182422915228923,0.3776863819055847
2024-11-20,84.91702521291229,7.441107913092127,6.746010597287221,0.0,0.0,0.5182004142582809,0.37765586245008315
2024-11-21,84.911017720797,7.440581488655981,6.745533347814912,0.0,0.0,0.5252382977112985,0.3776291450208012
2024-11-25,84.90859361825048,7.440333159067038,6.747136289561966,0.0,0.0,0.5263185689358935,0.3776183641846193
2024-11-27,84.90909672249103,7.439784720341266,6.747176267999179,0.0,0.0,0.5263216875024911,0.3776206016660359
2024-11-28,84.90876131900156,7.439755332091331,6.747149615655062,0.0,0.0,0.5273610110801993,0.37697272217185235
2024-12-03,84.91022491731141,7.439865617904146,6.747265918338326,0.0,0.0,0.5256643262800489,0.3769792201660577
2024-12-05,84.91024016339269,7.439848998241064,6.74726712984571,0.0,0.0,0.5256644206658669,0.3769792878546762
2024-12-06,84.91019442516532,7.439898857212407,6.747263495324862,0.0,0.0,0.5256641375085146,0.3769790847888936
2024-12-09,84.90567420677739,7.439439951100326,6.746904302830649,0.0,0.0,0.5310225230917016,0.3769590161999277
2024-12-10,84.90575042906762,7.439356856796704,6.746910359722637,0.0,0.0,0.5310229998060467,0.37695935460698715
2024-12-11,84.9032046786207,7.439061984520359,6.747498043291228,0.0,0.0,0.5332872414277539,0.37694805213995036
2024-12-12,83.7438052224008,7.338982799471543,6.655357286156691,0.0,1.3640491566013209,0.5260049139813312,0.3718006213883257
2024-12-13,83.7270802308609,7.337463969977915,6.6539218717271424,0.0,1.363989197940505,0.5458183626990899,0.3717263667944399
2024-12-16,83.72712470336137,7.337255403230292,6.654084754114082,0.0,1.3639899224374068,0.5458186526161313,0.3717265642407257
2024-12-17,83.7228259134242,7.336878687562513,6.63497641428574,0.0,1.363919891295483,0.5696916146958169,0.3717074787362444
2024-12-18,83.72398209628547,7.335599042357479,6.635068040982896,0.0,1.363938726550806,0.5696994819372045,0.37171261188615456
2024-12-19,83.72405621166054,7.335517012613294,6.635073914575434,0.0,1.3639399339567104,0.5696999862549607,0.37171294093906104
2024-12-20,83.72324094975163,7.336419331811694,6.635009305629451,0.0,1.3639266526093354,0.5696944388087509,0.3717093213891311
2024-12-23,83.72206996497236,7.33736127406543,6.634916505890464,0.0,1.3642616617013996,0.5696864708477747,0.37170412252257123
2024-12-27,83.72221818908307,7.337197221298624,6.6349282525493685,0.0,1.3642640770319292,0.5696874794381089,0.3717047805989067
2024-12-30,83.72227747887429,7.337131600029251,6.634932951224577,0.0,1.3642650431665355,0.5696878828752425,0.3717050438300934
2025-01-02,83.72257392909012,7.336803492288251,6.634956444700442,0.0,1.3642698738600936,0.5696899000694817,0.3717063599916191
2025-01-03,83.72261839680355,7.336223144221618,6.6349599687361716,0.0,1.3644476423687693,0.5700442904532325,0.3717065574166519
2025-01-06,83.86646627041961,7.177013034490452,6.6463598138593465,0.0,1.3667919657520267,0.5710237110759849,0.3723452044025848
2025-01-08,83.86566310600337,7.177901972864211,6.646296163631344,0.0,1.3667788763884217,0.5710182425502921,0.3723416385623624
2025-01-10,83.85943166779822,7.177404102609218,6.645802326436204,0.0,1.3666773211416985,0.5783706094102881,0.372313972604377
2025-01-13,83.85407842704416,7.179783076985426,6.645378085785512,0.0,1.3665900780899907,0.5818801264812241,0.3722902056136902
2025-01-14,83.85110469971376,7.179528459469345,6.645142419938304,0.0,1.3665416145406812,0.5854058032968308,0.37227700304107786
2025-01-16,83.84664450416332,7.17560044358813,6.653654261171338,0.0,1.3664689256613813,0.5853746644779875,0.3722572009378326
2025-01-27,83.84679316970374,7.17543585990557,6.65366605853201,0.0,1.3664713484994389,0.5853757023852448,0.37225786097400076
2025-02-03,82.61207846267547,7.069684170674558,6.555685217195638,1.4707325214458258,1.3463489060428722,0.5786946717845889,0.366776050181056
2025-02-05,82.61242483112852,7.069713811807131,6.555712703279873,1.4703194168418379,1.346354550892833,0.5786970980832851,0.3667775879665165
2025-02-07,82.61330519735272,7.069789150804471,6.555782564781351,1.4703350854238462,1.3463688984328648,0.5776376066421457,0.3667814965626012
2025-02-10,82.61388249686613,7.069838554297368,6.555828376410308,1.470345360085141,1.3463783068218411,0.576942845897572,0.36678405962165056
2025-02-11,82.61391136205359,7.069841024490138,6.555830667008563,1.4703458738219752,1.3463787772447415,0.5769081076054574,0.3667841877755434
2025-02-12,82.61379590142475,7.0698311437294175,6.555821504625148,1.4703438188767923,1.346376895555112,0.577047060628266,0.3667836751605096
2025-02-14,82.61376703631798,7.069846143450645,6.5558192140332965,1.4703433051413943,1.3463764251335264,0.577064328916188,0.366783547006975
2025-02-18,82.61578764250629,7.067573214244055,6.555979559328621,1.470379267486266,1.3464093554384142,0.5770784430256869,0.36679251797067075
2025-02-20,82.61505155309281,7.068575924544884,6.555921146919973,1.4703661667140833,1.3463973592122567,0.5768985995900543,0.36678924992594075
2025-02-21,82.61496495520063,7.06867333615803,6.555914274940328,1.4703646254621157,1.3463959479055863,0.5768979948793898,0.36678886545391876
2025-02-28,82.61512371814163,7.068634509596462,6.555926873580681,1.4703674510931912,1.3463985353034087,0.5767593419647105,0.36678957031990816
2025-03-03,82.61509485210698,7.068666980164762,6.555924582915197,1.4703669373412787,1.3463980648667015,0.5767591404428292,0.366789442162254
2025-03-05,82.61510928512179,7.068650744883449,6.555925728247739,1.47036719421719,1.346398300085014,0.5767592412037522,0.3667895062410699
2025-03-06,82.6185733545241,7.064754113307748,6.556200619631598,1.4704288470316902,1.346454754856968,0.5767834248434913,0.3668048858044047
2025-03-07,82.61356793979334,7.067330233330132,6.558857741095399,1.470339761661263,1.3463731804095938,0.5767484806398583,0.36678266307040946
2025-03-10,82.61353907484586,7.066975466850581,6.555801124140383,1.4703392479286999,1.3463727099906042,0.5801898413262874,0.36678253491758217
2025-03-11,82.6135057069917,7.0678864953671425,6.555798476232809,1.4703386540543044,1.3463721661866621,0.5793161143943458,0.3667823867730254
2025-03-12,82.61352013945127,7.067887730116657,6.55579962152129,1.4703389109203335,1.3463724013959257,0.5793162156000304,0.36676498099449334
2025-03-13,82.61359230182471,7.067893903870698,6.5558053479696925,1.4703401952518256,1.3463735774434766,0.5792293722782705,0.3667653013613229
2025-03-17,82.6149634108732,7.0643424736291385,6.555914152390155,1.4703645979764848,1.3463959227373108,0.5812480539562848,0.36677138843742446
2025-03-18,82.61486238023222,7.064456125547165,6.555906135099078,1.4703627998533402,1.3463942762166627,0.5812473431423955,0.36677093990913207
2025-03-19,82.61395311558294,7.0659331989083025,6.555833980361771,1.470346616942941,1.3463794577120487,0.5807867272881332,0.36676690320386574
2025-03-20,82.62571737046905,7.067009279924116,6.556767533339536,1.4705559947988638,1.3465711826025377,0.5665595079308814,0.36681913093502205
2025-03-21,82.63340752560119,7.071524303044997,6.557688158872472,1.4706919296431737,1.3466956565734076,0.5531393874053661,0.3668530388593921
2025-03-24,82.63440385637641,7.071504720546478,6.5582215572475695,1.4707096621278215,1.346711894005309,0.5515908476021257,0.36685746209429837
2025-03-25,82.63580453592168,7.0715896356983565,6.558332721198175,1.4707345911264547,1.3467347212021579,0.5499401144076982,0.36686368044548395
2025-03-26,82.63180478302712,7.071194934229201,6.558015283612464,1.4706634043694429,1.3466695363088834,0.5548061350084532,0.3668459234444357
2025-03-27,82.6316026397304,7.071142688534596,6.5579992406513705,1.4706598066657535,1.3473651886374864,0.5543854097560805,0.36684502602431335
2025-03-28,82.63450493475392,7.070849347717834,6.558229579262171,1.4707114610994303,1.3479367409969338,0.5509100253354835,0.36685791083423375
2025-03-31,82.61820563209837,7.06844134451956,6.58647917786455,1.4704213695542292,1.347670866240143,0.5415942308465436,0.36718737887661446
2025-04-01,82.59172756542037,7.06552978675007,6.623141119125233,1.4699501185173673,1.3472389551524684,0.5353776854360662,0.3670347695984211
2025-04-02,82.59078996148568,7.065379716770166,6.622751560742395,1.46993343124062,1.3472236609264905,0.537257831696113,0.3666638371385298
2025-04-03,82.61788808333736,7.073777702090686,6.583693481018783,1.4704157178884678,1.3476656863743917,0.5397751893753754,0.36678413991492914
2025-04-07,82.6149869554125,7.075188970947559,6.583462294559657,1.4703640842265662,1.3477231840048913,0.5415032505624499,0.36677126028637186
2025-04-09,82.61520345046131,7.074945458695847,6.583479546719867,1.4703679373597072,1.3477267157538784,0.5415046695879437,0.36677222142144944
2025-04-10,82.61384676687965,7.074724456458744,6.583371434674648,1.4703437913919395,1.3477045837656794,0.5432427684379245,0.3667661983914231
2025-04-11,82.61088819659086,7.077964953599146,6.583135670721159,1.4702911353829804,1.3476563197167863,0.5433106602429887,0.36675306374608263
2025-04-14,82.61097478588171,7.077867556593806,6.583142570889669,1.4702926764808857,1.3476577322739876,0.5433112297185846,0.3667534481613625
2025-04-15,82.61091705966763,7.077757795019981,6.583137970775721,1.4702916490819231,1.347656790568858,0.5434855430014593,0.36675319188441974
2025-04-17,82.61087376506003,7.077928778560963,6.583134520694481,1.4702908785336435,1.347656084290874,0.5433629731830609,0.3667529996769477
2025-04-22,82.61110467015833,7.077948562032144,6.58292581984038,1.470294988133801,1.347659851115342,0.5433470226002437,0.3667190861197664
2025-04-23,82.6316026397304,7.079704785663779,6.55712555727084,1.4706598066657535,1.3479942406714671,0.5461028913086661,0.3668100786890922
2025-04-25,82.63265668350137,7.079917411187248,6.555811288331174,1.470678566314107,1.3480114356052126,0.5461098573644184,0.36681475769647215
2025-04-28,82.63297434580143,7.079944628306232,6.555836490644354,1.470684220000613,1.348016617726063,0.5457275296896201,0.3668161678316936
2025-04-29,82.63274331843189,7.079924834017126,6.555818161670097,1.4706801082242977,1.3480128489069478,0.5460055864719066,0.36681514227773004
2025-04-30,82.63264224436394,7.080387969011605,6.555810142776089,1.4706783093293898,1.3480112000552116,0.5456554408640896,0.3668146935996742
2025-05-02,82.63242565790809,7.080631518399624,6.55579295949784,1.4706744545694055,1.3480076668150738,0.5456540106595743,0.36681373215039365
