date,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,HSBC BROKING SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,NANYANG COMMERCIAL BANK LTD,DAH SING SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,5.147803364363874,0.0,0.7229571560781751,0.5906690620066417,0.0,0.0,0.0,6.461429582448691
2024-03-04,0.0,0.0,2.5940443137895364,5.147803364363874,0.0,0.7229571560781751,0.5906690620066417,0.0,0.0,0.0,9.055473896238228
2024-03-06,69.32059447983015,0.0,2.5940443137895364,5.126027546409713,0.0,0.7229571560781751,0.5906690620066417,0.0,0.0,0.0,78.35429255811421
2024-03-07,69.37503402471556,0.0,2.5940443137895364,5.126027546409713,0.0,0.7229571560781751,0.5906690620066417,0.0,0.0,0.4355163590832381,78.84424846208286
2024-03-08,69.4430834558223,0.0,2.5940443137895364,5.126027546409713,0.0,0.7229571560781751,0.5906690620066417,0.0,0.5961130164951821,0.38053241874897925,79.45342696935055
2024-03-11,69.4539713647994,0.0,2.5940443137895364,5.126027546409713,0.0,0.7229571560781751,0.5906690620066417,0.0,0.5961130164951821,0.38053241874897925,79.46431487832761
2024-03-12,69.49861179160543,0.0,2.5788012412216235,5.112417660188361,0.0,0.7131580379988023,0.5906690620066417,0.0,0.5961130164951821,0.3707333006696064,79.46050411018564
2024-03-13,69.58952583156405,0.0,2.5788012412216235,5.083564701399097,0.0,0.7131580379988023,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,79.52038760955958
2024-03-14,69.73542381185693,6.312265229462681,2.4454243562523814,5.075398769666285,0.0,0.7131580379988023,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,85.8370080026131
2024-03-15,69.85845718329796,6.312265229462681,2.3376340573792804,5.069410419728891,0.0,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,85.84245195710164
2024-03-20,69.86226795143993,6.312265229462681,2.3376340573792804,5.069410419728891,0.0,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,85.84626272524362
2024-03-21,69.86226795143993,6.311720834013827,2.3376340573792804,5.069410419728891,0.0,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,85.84571832979476
2024-03-25,69.86226795143993,6.311720834013827,2.369753388861669,5.069410419728891,0.0,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,85.87783766127716
2024-03-26,69.86226795143993,6.311720834013827,2.3751973433502096,5.069410419728891,0.0,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,85.8832816157657
2024-04-02,69.85845718329796,6.311720834013827,2.3751973433502096,5.069410419728891,0.0,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,85.87947084762372
2024-04-09,69.84756927432086,6.311720834013827,2.386629647776145,5.0704992106266,1.3092710544939843,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,87.19037508846425
2024-04-10,69.84756927432086,6.311720834013827,2.3975175567532254,5.0704992106266,1.3092710544939843,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,87.20126299744135
2024-04-11,69.84756927432086,6.311720834013827,2.4045946975883283,5.0704992106266,1.3092710544939843,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,87.20834013827644
2024-04-12,69.85138004246284,6.311720834013827,2.4045946975883283,5.0704992106266,1.3092710544939843,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,87.21215090641842
2024-04-22,69.85138004246284,6.311720834013827,2.4045946975883283,5.065055256138059,1.3092710544939843,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,87.20670695192987
2024-04-24,69.85138004246284,6.311720834013827,2.420382165605096,5.03565790189994,1.3092710544939843,0.709347269856824,0.5906690620066417,0.0,0.5939354346997658,0.3707333006696064,87.19309706570854
2024-04-30,69.85138004246284,6.311720834013827,2.420382165605096,5.03565790189994,1.3092710544939843,0.709347269856824,0.5906690620066417,0.5438510534051935,0.5912134574554957,0.3707333006696064,87.73422614186946
