date,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,QUAM SECURITIES LTD,CMB WING LUNG BANK LTD,FULBRIGHT SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,JIN YI FINANCIAL GROUP LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3702163906253173,0.3702163906253173
2024-03-05,0.0,0.0,0.0,2.3168449526488533,0.0,0.0,0.0,0.0,0.0,0.3702163906253173,2.6870613432741703
2024-04-05,0.0,0.0034200128464232545,0.0,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.3702163906253173,3.845590695000048
2024-04-22,58.67780165849248,0.0034200128464232545,0.0,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.3702163906253173,62.523392353492525
2024-04-24,58.67780165849248,14.735339099617493,5.50322817150082,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.3702163906253173,82.75853961176442
2024-04-26,58.67780165849248,14.735339099617493,5.50322817150082,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.376201413106558,82.76452463424566
2024-05-03,58.67780165849248,14.735339099617493,5.511778203616878,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.376201413106558,82.77307466636171
2024-05-21,58.67780165849248,14.735339099617493,5.510923200405272,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.3770564163181638,82.77307466636171
2024-06-18,58.67780165849248,14.735339099617493,5.506648184347243,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.3770564163181638,82.76879965030368
2024-06-26,58.67780165849248,14.735339099617493,5.506648184347243,2.3168449526488533,0.0,0.0,0.0,1.1551093388794542,0.0,0.42835660901451256,82.82009984300004
2024-06-28,58.67780165849248,14.735339099617493,5.506648184347243,2.3125699365908243,0.0,0.0,0.0,1.1551093388794542,0.0,0.42835660901451256,82.815824826942
2024-07-03,58.67780165849248,14.735339099617493,5.505793181135637,2.3125699365908243,0.0,1.4971106235217797,0.0,1.1551093388794542,0.0,0.42835660901451256,84.31208044725219
2024-07-09,58.67780165849248,14.735339099617493,5.50322817150082,2.3125699365908243,0.0,1.4962556203101738,0.0,1.1551093388794542,0.0,0.42835660901451256,84.30866043440575
2024-07-12,59.74655567299975,14.735339099617493,5.50322817150082,2.3125699365908243,0.0,1.4962556203101738,0.0,1.1551093388794542,0.0,0.42835660901451256,85.37741444891303
2024-07-16,61.982602822151854,14.735339099617493,5.50322817150082,2.3125699365908243,0.0,1.4962556203101738,0.0,1.1551093388794542,0.0,0.42835660901451256,87.61346159806513
