date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,14.993796187478672,0.0,1.7644293463791563,0.7523375004960661,0.41427279381116533,1.1579615758286388,0.0,0.26056441977995104,0.12203795224755255,0.0012136706886557687,19.466613446709857
2024-03-04,15.007383593224707,0.0,1.7705773816330521,0.7619338993877287,0.4140710677083376,1.1472989103934583,0.0,0.2565587157380858,0.12162254056580085,0.0006084923801725408,19.480054601031345
2024-03-05,15.008124216202233,0.8025703259917164,1.7684971532426776,0.7484470685129596,0.4142886437192446,1.141881123631799,0.0,0.2563800440470098,0.12500865729183797,0.0006154087036980634,20.265812641343175
2024-03-06,15.010909621412063,0.8090543792968939,1.7642305020777977,0.7458822652055783,0.4142886437192446,1.1347486649961036,0.0,0.25773449073742466,0.12201734736704943,0.0007883167918361284,20.259654231603992
2024-03-07,15.003870389053889,0.8099621467596188,1.7623256313068099,0.7493260179609949,0.4162050416961082,1.122126374562025,0.0,0.25970852474366757,0.123040386888533,0.0006154087036980634,20.247179921675347
2024-03-08,14.9855565407186,0.8107258241488952,1.7731904551150386,0.7428131466411277,0.417386580298385,1.1149506889042953,0.0,0.25919167365020823,0.12168594019811814,0.0006442267183877408,20.226145076393056
2024-03-11,14.989437030486638,0.8103944169799638,1.7520329891802446,0.7433318709055419,0.41717044518821245,1.1085819076578765,0.0,0.2540188400134111,0.12168594019811814,0.0005873111393756279,20.197240751749383
2024-03-12,15.006966308372002,0.8114174565014475,1.7797049114257137,0.7389083056506764,0.41353937533731305,1.0961037072972462,0.0,0.25411408355196047,0.12315104806494134,0.0005857261485676955,20.22449092234987
2024-03-13,14.991771289676503,0.8148756182642087,1.7783792827499885,0.7391964857975731,0.4130124379387123,1.090657102520897,0.0,0.25417171958133983,0.1216813293157678,0.0005857261485676955,20.204330991993558
2024-03-14,14.96174680880184,0.814947663300933,1.7857327755583536,0.7415595630021268,0.4129934180490171,1.0919250951672428,0.0,0.256030481528824,0.12338807623576394,0.0017963709456810478,20.190120252589782
2024-03-15,14.87397117057914,0.8159274758003818,1.7996900605229318,0.7388074425992626,0.4134256882693622,1.0927896356079332,0.0,0.25462056016013157,0.12168766927899953,0.0005799625456297601,20.111499665363773
