date,HUATAI FINANCIAL HOLDINGS (HONG KONG),ASTRUM CAPITAL MANAGEMENT LTD,GRANSING SECURITIES CO LTD,CIS SECURITIES ASSET MANAGEMENT LTD,SUNCORP SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,YUEN META (INTERNATIONAL) SECURITIES LTD,CITIBANK N.A.,VALUABLE CAPITAL LTD,BLACK MARBLE SECURITIES LTD
2024-03-07,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-05-24,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-05-30,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-06-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-06-11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-06-19,0.0,0.0,0.0,0.0,0.0,56.44598841624767,0.0,43.55401158375232,0.0,0.0
2024-06-27,0.0,63.0913129169532,0.0,0.0,0.0,14.569637281352609,0.0,11.555337981082673,10.783711820611513,0.0
2024-06-28,0.0,63.10450693015708,0.0,0.0,0.0,14.511449867151487,0.0,11.546321238319095,10.837721964372339,0.0
2024-07-02,0.0,48.57874182565812,23.17476615513733,0.0,0.0,11.09903610442883,0.0,8.888521371274111,8.258934543501613,0.0
2024-07-03,0.0,48.514628500281034,23.36014477475283,0.0,0.0,11.084387801768193,0.0,8.876790465092085,8.164048458105858,0.0
2024-07-04,0.0,48.643374702212284,23.36048931950235,0.0,0.0,11.073799004752665,0.0,8.858721664151075,8.063615309381623,0.0
2024-07-05,0.0,42.86601560656374,20.585970975019777,11.782006728918427,0.0,9.853530627799305,0.0,7.806573936006828,7.105902125691924,0.0
2024-07-16,0.0,42.84341251086006,20.57511606663799,11.775794119187696,0.0,9.901064536555133,0.0,7.802457557675496,7.102155209083621,0.0
2024-07-17,0.0,42.587411956238576,21.039217532706086,11.705430680587737,0.0,9.852386009088749,0.0,7.755835840470564,7.059717980908288,0.0
2024-07-18,0.0,35.011091234273046,17.296330786482212,9.623029028287364,0.0,8.116877876132978,17.70386729820391,6.376068977560448,5.8727347990600425,0.0
2024-07-19,0.0,34.98395698356829,17.282925806537644,9.615571000759871,0.0,8.18808901475652,17.69014646983844,6.371127404817391,5.868183319721852,0.0
2024-07-26,0.0,34.85369782518186,17.218574613473006,9.579768413117993,0.0,8.452727902585023,17.624279032602104,6.3474051685330855,5.923547044506922,0.0
2024-07-29,0.0,34.85668826957002,17.220051965749462,9.580590356454813,0.0,8.444873154217483,17.62579119428414,6.347949775371098,5.92405528435298,0.0
2024-08-19,0.0,34.86267069808985,17.223007430973126,9.582234666337094,0.0,8.429159613167842,17.628816296241894,6.349039269458571,5.925072025731624,0.0
2024-10-04,0.0,34.85369782518186,17.218574613473006,9.579768413117993,0.0,8.444148646962594,17.624279032602104,6.3474051685330855,5.932126300129352,0.0
2024-10-07,0.044148793186989665,34.77863537759028,17.18149193831445,9.559137004994358,0.0,8.425962959221584,17.586322614667356,6.333735119225968,6.090566192799015,0.0
2024-10-09,0.027029549202152708,34.78161295459488,17.182962933790407,9.559955411646055,0.0,8.426684349042567,17.587828269769815,6.3342773827115675,6.099649149242563,0.0
2024-10-14,0.027027235262190974,34.77863537759028,17.18149193831445,9.559137004994358,0.0,8.434523738183985,17.586322614667356,6.333735119225968,6.0991269717614145,0.0
2024-10-24,0.02702193783182565,34.77181864634394,17.17812430724776,9.557263381512513,0.0,8.452470884078103,17.58287563540626,6.332493685523222,6.097931522056375,0.0
2024-10-30,0.029988364085393363,38.58901474674076,19.06391204198428,10.606444871886206,0.0,9.38036997459096,8.535252071905203,7.027664980646387,6.767352948160813,0.0
2024-10-31,30.717094942646018,26.7436104208153,13.211994141171438,7.350657472475026,0.0,6.500942349785231,5.915244474433455,4.870431018876619,4.690025179796916,0.0
2024-11-26,30.69890688991595,26.727775127880392,13.204171121235547,7.346305037911807,0.0,6.497093044293492,5.911741969440286,4.867547163604664,4.746459645717857,0.0
2024-12-13,32.415232504050174,26.06582936336076,12.877153810371652,7.164364884590091,0.0,6.336184655855509,5.765330510241727,4.746996455095199,4.628907816434884,0.0
2025-01-02,35.59590216606432,24.839121101380762,12.271130086753852,6.82719603900102,0.0,6.037991571015691,5.494002923792468,4.523593635646056,4.411062476345834,0.0
2025-01-24,34.131883645458274,23.817516615607488,11.76643261815307,6.5464013172300755,0.0,5.789655921423485,5.268040901670604,4.33754343156961,4.229640549439952,4.112884999447441
2025-02-06,34.13288419872653,23.818214810126694,11.766777543230573,6.546593220592378,0.0,5.789825641302248,5.268195330755041,4.334739150840105,4.229764538514778,4.1130055659116564
2025-03-20,34.12888233757882,23.815422277626322,11.765397964241298,6.545825674641477,0.0,5.800871178335968,5.267577668734746,4.33423093055341,4.229268625826237,4.1125233424617225
2025-04-03,34.06099398537546,23.76804921221319,11.74199451748003,6.532804875587282,0.0,5.812734294943895,5.257099529881665,4.501124908256572,4.220855866357798,4.104342809904107
2025-04-22,32.12292547704683,22.415648642154256,11.07387573594751,6.161088671243167,5.689993983031653,5.4819900633119705,4.957970882949413,4.245011171808034,3.9806894215296014,3.870805950977571
2025-04-25,32.09813072132175,22.398346652243706,11.065328132025233,6.15633310535571,5.68560204148862,5.554945777438155,4.954143968834053,4.241734570642602,3.9776168426670457,3.8678181879831257
