date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,LONG BRIDGE HK LTD
2024-03-01,0.0,88.50954808777975,0.0,0.0,0.0,11.490451912220246,0.0,0.0,0.0,0.0
2024-03-04,0.0,88.54208054178987,0.0,0.0,0.0,11.457919458210135,0.0,0.0,0.0,0.0
2024-03-05,0.0,76.86730870376238,0.0,0.0,0.0,9.915422284219021,13.217269012018596,0.0,0.0,0.0
2024-03-06,0.0,68.33689935161662,0.0,0.0,0.0,8.768468814944415,11.68837875267,11.20625308076896,0.0,0.0
2024-03-07,0.0,68.37609735948297,0.0,0.0,0.0,8.759611759761471,11.676572288189552,11.187718592566004,0.0,0.0
2024-03-11,0.0,68.49568787538384,0.0,0.0,0.0,8.756452860535271,11.672361471982459,11.075497792098435,0.0,0.0
2024-03-12,0.0,67.48462070589893,0.0,0.0,0.0,9.006544893443793,12.00573443200006,11.503099968657212,0.0,0.0
2024-03-13,29.203917285049545,36.31077572622633,17.520129921147426,0.0,1.6665434068688874,4.058102717798732,5.740430472872469,5.500100470036607,0.0,0.0
2024-03-14,1.9277444245844262,2.989580841663786,1.144940086908982,0.0,0.11014168685324316,0.4776859266140629,0.2465141092025247,0.502607909914439,0.32155728490296037,92.27922772935557
2024-03-15,1.704328184635272,2.4589754913013486,1.007498234265256,0.0,0.09734200898269649,0.4679694898650547,0.20505292485482413,0.6381916065688936,0.276579119490438,93.14406294003622
2024-03-18,1.7035355111073476,2.166837238882655,1.0066913063872,0.0,0.09748583501319573,0.4697645551165466,0.20535589731791934,0.7695830174308259,0.29906027201656216,93.28168636672774
2024-03-19,1.7021125422801313,2.1697410349102277,1.0241571560818583,0.0,0.09746754851910983,0.4685730183254514,0.20531737644561726,0.7694386582498747,0.2990041739804238,93.2641884912073
2024-03-20,1.6736006527137608,2.2435315146523394,1.0078424449599912,0.0,0.09741362397272306,0.46721096990218713,0.22725993119800814,0.7690129613769258,0.28940753915792805,93.22472036206614
2024-03-21,1.649048020073654,2.099710990836952,1.0197389698304886,0.0,0.09938508515764549,0.4467594866290105,0.22587559406176705,1.058459902319451,0.298960183860447,93.10206176723058
2024-03-22,1.6680592189044063,1.8112574549556175,0.9463977581581231,0.0,0.09914893600542123,0.46715013982115167,0.2597217300057901,1.2596769046452363,0.4944475786111229,92.99414027889313
2024-03-25,1.6961636285955997,1.818422576602182,0.949198411121128,0.0,0.09911971533717517,0.46701246371683053,0.25964078675705154,1.2329093407094502,0.5085998633392207,92.96893321382136
2024-03-26,1.698977328640483,1.8992681100404414,0.887353253906706,0.0,0.0990913791549089,0.46028176189352743,0.25956656107316733,1.235855475133231,0.505155869109684,92.95445026104785
2024-03-27,1.697896465381249,1.8959903605329125,0.896159364884935,0.0,0.09909246870848754,0.4602868228952526,0.2595694151224088,1.2303713425760086,0.5051614235220826,92.95547233637666
2024-03-28,1.694132139259763,1.8877746277212166,0.9124017223699101,0.0,0.09906523705512056,0.4601603312317202,0.25949808271511887,1.2300332235811913,0.527007441860228,92.92992719420573
2024-04-02,1.6702425731968733,1.8936038828823993,0.9125622226602568,0.0,0.09908266358876336,0.4580424069499168,0.2595437309384826,1.2302495983256496,0.5271001475679876,92.94957277388967
2024-04-03,1.9511900631721548,2.3000364020307584,1.136276152926459,0.0,0.11636311309224999,0.5405093679217735,0.3048092917740676,1.4577429813344793,0.6185845500922921,91.57448807765577
2024-04-05,1.9529402984764874,2.3184162753100788,1.1357922032266563,0.0,0.11631355305043789,0.540279160374363,0.3046794708983313,1.4700284350986084,0.6183210896592374,91.5432295139058
2024-04-08,1.9503590346911837,2.3197069072027303,1.1357922032266563,0.0,0.11631355305043789,0.540279160374363,0.3046794708983313,1.4700284350986084,0.6196117215518893,91.5432295139058
2024-04-09,1.9502583520660601,2.3247494189436377,1.1357335706679417,0.0,0.1163075486411726,0.5402512697536114,0.3046637425486246,1.4699525483930227,0.6195797355772182,91.53850381340871
2024-04-10,1.9393286750196481,2.5824977024056435,1.1226139791608174,0.0,0.11588579456964002,0.5370063268546071,0.30355897183193914,1.4954834611834344,0.617333017465009,91.28629207150925
2024-04-11,1.948876372953233,2.850141008521913,1.1071146592166006,0.0,0.1154762612428335,0.5351085792629403,0.31017426004314963,1.459446325504554,0.6151514002501568,91.05851113300461
2024-04-12,1.948252278983502,2.8825325023651365,1.1131647791603985,0.0,0.11543928196631863,0.5336562891353197,0.31007493209811154,1.4448887236408383,0.6149544086478695,91.0370368040025
2024-04-15,1.9481674330791194,2.888811344142819,1.1131163011098741,0.0,0.11543425461417056,0.5336330485360555,0.31006142841159,1.442776398981231,0.6149276275356292,91.03307216358951
2024-04-16,1.9618801203582281,2.897220822950036,1.1129024777538603,0.0,0.11541208034568133,0.5335305406406954,0.31000186736201474,1.4386573627158261,0.6148095034106891,91.01558522446297
2024-04-17,1.9567431032445637,3.1782990268803513,1.109988436771062,0.0,0.11510988357753672,0.5321335360584615,0.30919015369950215,1.4080675682578487,0.6131996767409087,90.77726861476977
2024-04-18,1.816346203246246,2.953368585769649,1.0310194402192334,0.0,0.10692050817669121,0.4942754377377669,0.286718573069892,1.3055192249246332,0.5695742104261432,91.43625781642974
2024-04-19,1.8243007501074004,3.016080289707351,1.0301516942312785,0.0,0.10683051972605571,0.493859436340208,0.28647725958757725,1.2937517881268763,0.5690948346581803,91.37945342751507
2024-04-22,1.8054729785325434,3.1315993020391724,1.013550867968107,0.0,0.1057279709152267,0.4887625395390893,0.28352065914514013,1.2287799680057958,0.5632214678074874,91.37936424604743
2024-04-23,1.777021803191127,4.658833221603121,1.0038548561903893,0.004615742953262935,0.10399430424704757,0.5015189348438309,0.2788716498787634,1.2328637888807916,0.5574478922085179,89.88097780600314
2024-04-24,1.8285139277342815,5.030062100140143,0.987074032495849,0.011485885551163037,0.10351240861105845,0.5072350833562416,0.2775793961149571,1.2030305040402614,0.5548647535598045,89.49664190839624
2024-04-25,1.8294872681176428,5.060857665581564,0.9863602915463315,0.021807402475482674,0.10343756007652444,0.4999817598294663,0.27737868190788934,1.202160607653583,0.5544635377613721,89.46406522505015
