date,CHINA INDUSTRIAL SECURITIES,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,SILVERBRICKS SECURITIES CO LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,73.0188075303053,15.784470954800797,0.0,11.196721514893907,0.0,0.0,0.0,0.0,0.0
2024-03-05,73.01591843564023,15.787803063936906,0.0,11.196278500422855,0.0,0.0,0.0,0.0,0.0
2024-03-06,72.43388555939949,16.36806367191806,0.0,11.19805076868245,0.0,0.0,0.0,0.0,0.0
2024-03-07,72.43675207787102,16.364753998711336,0.0,11.198493923417637,0.0,0.0,0.0,0.0,0.0
2024-03-08,73.05837554132204,15.74490294378405,0.0,11.196721514893907,0.0,0.0,0.0,0.0,0.0
2024-03-11,73.06126643031706,15.741569005258196,0.0,11.197164564424748,0.0,0.0,0.0,0.0,0.0
2024-03-13,73.09018790828613,15.708215102776268,0.0,11.201596988937604,0.0,0.0,0.0,0.0,0.0
2024-03-15,71.43482178873073,15.36218566276982,0.0,10.960365979303818,0.0,0.0,0.0,0.0,2.2426265691956346
2024-03-20,71.56207104583888,15.236470392279433,0.0,10.959092551732274,0.0,0.0,0.0,0.0,2.2423660101494054
2024-03-21,70.99293848094199,15.1076108179868,0.0,10.871934978429028,0.0,0.0,0.802983231005351,0.0,2.2245324916368334
2024-03-22,71.04480010197108,15.076354051296084,0.0,10.837583974200134,0.0,0.0,0.8151043198191293,0.0,2.2261575527135653
2024-03-25,71.04480010197108,15.076354051296084,0.0,10.829894310805614,0.0,0.0,0.8227939832136494,0.0,2.2261575527135653
2024-03-27,71.050263628085,15.065978079205685,0.0,10.815346647768736,0.0,0.0,0.842082895040081,0.0,2.226328749900488
2024-03-28,60.603594218851356,12.837676614970666,14.706489689215797,9.20874467555542,0.0,0.0,0.7445078410909869,0.0,1.8989869603157774
2024-04-03,60.599619162319776,12.843393687816684,14.705525074350136,9.20814066384387,0.0,0.0,0.7444590080012224,0.0,1.8988624036683162
2024-04-08,60.603594218851356,12.837676614970666,14.706489689215797,9.20874467555542,0.0,0.0,0.7445078410909869,0.0,1.8989869603157774
2024-04-10,60.60160662540134,12.840535245144027,14.70600736596491,9.208442659794873,0.0,0.0,0.7444834237453244,0.0,1.8989246799495276
2024-04-11,56.680514354312564,12.176771520243522,13.813182895575956,8.658212584349343,0.0,5.548043831749487,0.6985057957887597,0.6431176710125585,1.7816513469678052
2024-04-12,56.846678728641166,12.010607145914918,13.813182895575956,8.658212584349343,0.0,5.548043831749487,0.6985057957887597,0.6431176710125585,1.7816513469678052
2024-04-16,56.85017742277522,12.014423659954476,13.814033043782503,8.649513541703646,0.0,5.548385292479361,0.6985487861302357,0.6431572524282786,1.781761000746284
2024-04-18,56.85017742277522,12.017500967382363,13.814033043782503,8.64643623427576,0.0,5.548385292479361,0.6985487861302357,0.6431572524282786,1.781761000746284
2024-04-19,56.81695720633143,12.01355408895593,13.805960858461718,8.641383717358636,0.0,5.545143111563039,0.6981405914169772,0.6427814255777454,1.8360790003345169
2024-04-22,56.822199922312855,12.002359453115146,13.807234786795625,8.642181090585648,0.0,5.545654782934398,0.6982050114953458,0.6428407374560672,1.8393242153049196
2024-04-23,56.815209849317974,11.997807549212908,13.805536267921855,8.656495032122828,0.0,5.544972575420607,0.6981191206991003,0.6427616573837531,1.8390979479209777
2024-04-24,56.82394770932005,11.959666205660833,13.807659481819732,8.68243345329459,0.0,5.545825361042766,0.6982264874967875,0.6428605105146634,1.8393807908505682
2024-04-25,56.81870467082846,11.958562709814617,13.80638547511903,8.69393475674902,0.0,5.542238054391733,0.6981620634555624,0.6428011949877205,1.8392110746538606
2024-04-29,56.7872667467783,12.01342405000319,13.798746369291315,8.686050479963987,0.0,5.536097618866933,0.6977757687300353,0.6424455315620149,1.8381934348042341
2024-04-30,56.855426271542655,11.907817220409918,13.815308462322992,8.696476005028146,0.0,5.542742379292428,0.6986132815654532,0.6432166336880163,1.8403997461504007
2024-05-03,52.310655136221094,11.015422248074444,12.719468597591488,7.9730023785746065,7.951083664745524,5.102511668045382,0.6427692278836303,0.5918007428532104,1.6932863360106212
2024-05-07,52.310655136221094,10.924811608020365,12.719468597591488,8.063613018628686,7.951083664745524,5.102511668045382,0.6427692278836303,0.5918007428532104,1.6932863360106212
2024-05-08,52.310655136221094,10.924811608020365,12.702479102581348,8.080602513638826,7.951083664745524,5.102511668045382,0.6427692278836303,0.5918007428532104,1.6932863360106212
