date,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,VALUABLE CAPITAL LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK (HONG KONG) LTD
2024-04-03,72.26094368951512,9.667552524695381,4.053552624981196,3.3104347390061677,5.932908790051647,1.2666098380384094,1.1342325628039913,1.216466930752645,1.0610239181667753,0.09627438198866771
2024-04-11,72.26529199971918,9.670140107713445,4.053796547954548,3.310633944779308,5.93326580348815,1.2666860564241944,1.1343008153727347,1.21654013178349,1.0530644174547934,0.09628017531015255
2024-04-18,72.26819116393361,9.670528057770422,4.05395917957976,3.3107667619477454,5.9335038363171355,1.266736873777644,1.130334486735871,1.2165889373652274,1.0531066646607492,0.09628403791183993
2024-04-19,72.28341559327475,9.724730147265358,4.054813209742787,3.3114642269571846,5.934753822077766,1.2690100718269732,1.1305726094458488,1.1416074796356486,1.0533285181172505,0.09630432165643434
2024-04-22,72.28269047499623,9.758740031097958,4.054772533480463,3.311431007674174,5.894567888849877,1.2689973416261224,1.137583387671164,1.1415960274865826,1.0533179515473743,0.09630335557004564
2024-04-26,72.27979014735828,9.760354703126724,4.056616075996349,3.3112981372067125,5.894331370562449,1.2689464233767016,1.137537742378798,1.1415502211878945,1.053275687387776,0.09629949141831094
2024-04-29,72.26094368951512,9.78288121145264,4.055558341272627,3.3104347390061677,5.892794464223035,1.26861555432984,1.1372411372411373,1.1412525698239984,1.0540039111467683,0.09627438198866771
2024-04-30,72.26094368951512,9.7868926440355,4.055558341272627,3.306423306423306,5.892794464223035,1.26861555432984,1.1372411372411373,1.1412525698239984,1.0540039111467683,0.09627438198866771
2024-05-02,72.26094368951512,9.788898360326932,4.055558341272627,3.3044175901318757,5.892794464223035,1.26861555432984,1.1372411372411373,1.1412525698239984,1.0540039111467683,0.09627438198866771
2024-05-06,72.26166837154261,9.77997071624847,4.055599013177688,3.3124736747096697,5.892853561184989,1.2686282768718535,1.1372525422708948,1.141264015083138,1.0540144814168522,0.09627534749383236
2024-05-07,72.26891599133435,9.770921928909573,4.056005777100217,3.333868250020059,5.873385220251945,1.268755516328332,1.1363636363636365,1.141378480301693,1.0541201957795074,0.09628500361068763
2024-05-08,72.26674155274956,9.767619124033418,4.0558837393563145,3.333767940064389,5.873208500907659,1.2747349734722737,1.1363294452746548,1.1413441383252931,1.0540884792441854,0.09628210657225672
2024-05-13,72.26601676896539,9.768524090343805,4.055843061740282,3.333734504753881,5.8731495968227225,1.2747221887912705,1.1363180487022104,1.1413326914590605,1.0540779074898703,0.09628114093152004
2024-05-16,72.25949436906444,9.777670808387736,4.055476999909745,3.3334336171364964,5.8726195132224195,1.2756099762327386,1.1362154898362364,1.1412296799943842,1.0519770951793577,0.0962724510364331
2024-05-22,72.25876973064041,9.782586895044023,4.055436330451874,3.3334001885316593,5.8504984055035205,1.2755971840590465,1.1362040955494495,1.1412182354238953,1.0700174492067631,0.09627148558936201
2024-05-27,72.25876973064041,9.827714153914037,4.065464610200766,3.3334001885316593,5.790328727010169,1.2796084959586034,1.1362040955494495,1.1412182354238953,1.0710202771816522,0.09627148558936201
2024-05-28,72.25804510674998,9.828618417753889,4.065423840993191,3.3333667605972783,5.790270660556162,1.279595663815321,1.1361927014911903,1.141206791082943,1.0710095367984036,0.09627052016165424
2024-05-29,72.2529731464212,9.846980727192507,4.0651384794336485,3.333132783827688,5.789864227984678,1.2795058460180895,1.1240799791428513,1.1411266871227164,1.0709343601468022,0.09626376270982492
2024-05-30,72.2529731464212,9.850991717305417,4.0651384794336485,3.333132783827688,5.785853237871769,1.2795058460180895,1.1240799791428513,1.1411266871227164,1.0709343601468022,0.09626376270982492
2024-05-31,72.23848575381469,9.849016501914862,4.064323381388727,3.352515389088284,5.7846931205261365,1.2792492932047401,1.123854590660277,1.1408978806167667,1.070719627854751,0.09624446093076414
2024-06-04,72.24210705727835,9.838481667518874,4.070542705607524,3.3526834501358516,5.784983106245175,1.2793134217623645,1.123910929306905,1.1409550736407295,1.0707733028543929,0.09624928564983307
2024-06-05,72.24138276754026,9.838383028212789,4.070501894888813,3.3526498365783723,5.78492510677548,1.279300595536484,1.1249022477993222,1.1409436345772093,1.0707625674239538,0.0962483206673217
2024-06-07,72.24862631853367,9.828339951068866,4.070910038904263,3.3529860024866647,5.785505153812217,1.2814342437733126,1.1250150403080255,1.1410580355352344,1.0698672442144948,0.09625797136325352
2024-06-11,72.24862631853367,9.833353387077368,4.070910038904263,3.3529860024866647,5.785505153812217,1.2814342437733126,1.1250150403080255,1.1360445995267316,1.0698672442144948,0.09625797136325352
2024-06-12,72.24790189806785,9.834257467438059,4.0708692208195885,3.352952382862242,5.785447143874143,1.2814213951249838,1.1250037600393048,1.1360332086671412,1.0698565169001233,0.09625700620657154
2024-06-17,72.24065849232527,9.844299850616084,4.07046108498842,3.3526162236948958,5.784867108468765,1.2802903461897075,1.1248909697923664,1.1359193126334681,1.0697492555868582,0.0962473557041597
2024-06-18,72.28631621187802,9.876605136436597,4.073033707865169,3.2985553772070624,5.78852327447833,1.281099518459069,1.1256019261637238,1.136637239165329,1.0373194221508828,0.09630818619582665
2024-06-19,72.26601676896539,10.000200585710274,4.071889918562201,3.297629076904561,5.688610743370642,1.2807397600994905,1.1252858346371404,1.1363180487022104,1.0370281221165805,0.09628114093152004
2024-06-20,72.24790189806785,10.020755416963292,4.0708692208195885,3.2968024625750756,5.6871847833716025,1.2824240722729687,1.1250037600393048,1.1360332086671412,1.0367681710166143,0.09625700620657154
2024-06-21,72.24935075352698,10.019953675386791,4.070950857807502,3.295865879215089,5.687298833863092,1.282449789934925,1.12502632080296,1.1360559906147536,1.0367889623086102,0.0962589365392907
2024-06-25,72.26021902202254,10.041517910866862,4.071563239600465,3.2963616671346627,5.648040434834932,1.2826427052830036,1.1251955553772715,1.1362268843515584,1.0419591640258332,0.09627341650286815
2024-06-26,72.26529199971918,10.0442287055331,4.071849080825201,3.2965930858799104,5.6394106850936225,1.2827327523092198,1.1252745489374079,1.1363066523583627,1.0420323140338386,0.09628017531015255
2024-06-28,72.26529199971918,10.04623454251873,4.071849080825201,3.2945872488942824,5.6394106850936225,1.2827327523092198,1.1252745489374079,1.1363066523583627,1.0420323140338386,0.09628017531015255
2024-07-03,72.27036568975547,10.06599667007683,4.046057250606808,3.2948185593067345,5.639806623738741,1.2828228119796996,1.1253535535896972,1.136386431566067,1.0421054743134541,0.09628693506649816
2024-07-04,72.27109056077671,10.065094632952528,4.046097832519233,3.2948516063028457,5.639863190940914,1.282835678679251,1.1253648408742138,1.1363978295102357,1.0421159266205955,0.09628790082346216
2024-07-08,72.27181544633902,10.062186559679038,4.046138415245737,3.2948846539618852,5.630892678034102,1.2828485456369108,1.136409227683049,1.136409227683049,1.0421263791374122,0.0962888665997994
2024-07-09,72.27109056077671,10.060079638117973,4.046097832519233,3.2948516063028457,5.630836200238714,1.282835678679251,1.1394068264109687,1.1363978295102357,1.0421159266205955,0.09628790082346216
2024-07-12,72.25587132227592,10.083030825695433,4.045245783277512,3.2941577585688213,5.629650428190369,1.2785543811796796,1.1391668839373459,1.1361585206875113,1.0418964721926958,0.09626762399470527
2024-07-16,72.25514675651554,10.083932493005626,4.045205218455121,3.294124725489606,5.6295939753116135,1.2785415601215366,1.1391554606259338,1.1361471275432948,1.0418860242872756,0.09626665864444511
2024-07-17,72.25587132227592,10.07601131144582,4.045245783277512,3.2941577585688213,5.629650428190369,1.2785543811796796,1.1391668839373459,1.1361585206875113,1.0489159864423097,0.09626762399470527
2024-07-19,72.25659590256817,10.081126342495562,4.045286348913468,3.2941907923105465,5.625695690977828,1.2765616068832042,1.1391783074778632,1.1361699140602282,1.048926504948807,0.09626858936432646
2024-07-23,72.26311777920411,10.095073812580232,4.045651476251605,3.2944881258023107,5.626203465982028,1.2786826059050065,1.1392811296534018,1.136272464698331,1.023948973042362,0.09728016688061618
2024-08-02,72.26891599133435,10.087860065794754,4.045976089224103,3.294752467303218,5.626654898499559,1.2787852042044452,1.1393725427264703,1.1363636363636365,1.0240311321511675,0.09728797239829896
2024-08-05,72.27471513400738,10.088669555448563,4.046300754293051,3.295016851227732,5.627106403466539,1.2708634248114268,1.1394639704702294,1.1364548226608893,1.0241133044455144,0.09729577916867277
2024-08-06,72.27471513400738,10.090675653988123,4.046300754293051,3.293010752688172,5.627106403466539,1.2708634248114268,1.1394639704702294,1.1364548226608893,1.0241133044455144,0.09729577916867277
2024-08-14,72.27326526108848,10.094485345744147,4.044213524845032,3.2929446929727777,5.626993520431704,1.270837930550262,1.1394411121587193,1.1364320247146382,1.0240927601356096,0.09729382735862303
2024-08-15,72.27761505436744,10.089074348994904,4.044456927336196,3.2931428800706173,5.627332183124022,1.27091441640252,1.139509689844722,1.1365004212975967,1.024154395538258,0.09729968302371304
2024-08-23,72.26384250483898,10.106206938050967,4.043686253271956,3.292515369417617,5.626259891085236,1.270672242781639,1.1392925554853526,1.13628386035643,1.023959242209987,0.09728114250183029
2024-08-26,72.26166837154261,10.108911486852397,4.0435645947409595,3.2924163106484543,5.626090619170829,1.270634013277975,1.1392582786770162,1.136249674067834,1.0239284353250298,0.09727821569689311
2024-08-27,72.25007520304823,10.124335706407301,4.042915872856713,3.2918880978642333,5.625188007620576,1.2694274541261406,1.1390755038604232,1.1360673819312141,1.02376416324075,0.09726260904441993
2024-08-28,72.24790189806785,10.121023131761804,4.042794260676005,3.29178907683515,5.625018800196525,1.275405332237073,1.1390412401110965,1.1360332086671412,1.0237333680928078,0.09725968335455668
2024-08-30,72.24790189806785,10.131049903241655,4.042794260676005,3.29178907683515,5.625018800196525,1.275405332237073,1.1290144686312455,1.1360332086671412,1.0237333680928078,0.09725968335455668
2024-09-03,72.24283136154,10.13735712853419,4.0425105273711655,3.2915580509324243,5.624624022458391,1.2753158211349507,1.1289352316021657,1.1359534790455184,1.0236615199518748,0.09725285742931622
2024-09-04,72.24138276754026,10.137153856950935,4.044434641374747,3.291492049487678,5.624511238996612,1.2752902488420124,1.1289125944937939,1.1359307012091195,1.0236409937639108,0.09725090734093962
2024-09-05,72.24065849232527,10.138054800838155,4.044394092818544,3.2914590497578775,5.624454848961832,1.275277463080116,1.1289012762800397,1.1359193126334681,1.023630730978615,0.09724993232607802
2024-09-09,72.224728111061,10.147847441487496,4.043502230241066,3.2907332230742243,5.6232145542023755,1.274996241166742,1.1386758883375934,1.135668821731068,1.023405001754122,0.09722848694431915
2024-09-12,72.224728111061,10.149852152558513,4.043502230241066,3.2907332230742243,5.6232145542023755,1.272991530095725,1.1386758883375934,1.135668821731068,1.023405001754122,0.09722848694431915
2024-09-13,72.22328024296611,10.151653352310884,4.043421171329197,3.2906672547034588,5.623101827257511,1.2729660108051761,1.1386530616336064,1.1356460553088696,1.0233844858520353,0.09722653783315124
2024-09-19,72.22328024296611,10.152655687752462,4.043421171329197,3.2906672547034588,5.623101827257511,1.2719636753635972,1.1386530616336064,1.1356460553088696,1.0233844858520353,0.09722653783315124
2024-09-23,72.22328024296611,10.156665029518779,4.043421171329197,3.2906672547034588,5.623101827257511,1.2679543335972816,1.1386530616336064,1.1356460553088696,1.0233844858520353,0.09722653783315124
2024-09-24,72.2225563306872,10.155560901290995,4.045385293881806,3.290634271509903,5.623045465479913,1.267941624569,1.1386416486248097,1.1356346724400608,1.023374228209446,0.09722556330687195
2024-09-25,72.22110854966422,10.155357321840233,4.045304199659217,3.2905683071063443,5.622932745314222,1.2699208178811265,1.1386188232935752,1.1356119073869901,1.0233537135411446,0.0972236143129197
2024-09-26,72.21531800597326,10.162560885165066,4.044979855278719,3.2903044759365794,5.622481909839845,1.2698189981759507,1.1385275311190843,1.1355208563009882,1.0232716630920644,0.09721581911844294
2024-09-27,72.21314679147332,10.16325753399946,4.044858239544602,3.2902055501548393,5.622312865174733,1.2717852096090438,1.1384933003277178,1.1354867159078381,1.0232408975656688,0.09721289624277167
2024-10-03,72.20518678852012,10.161135161135162,4.065456148789482,3.2898428731762066,5.621693121693121,1.2746512746512748,1.1383678050344717,1.1353615520282185,1.0111030944364279,0.09720218053551387
2024-10-04,72.17842510693285,10.170391369241402,4.073966482685392,3.288623546264112,5.619609532300234,1.2781856975427983,1.1379458874675694,1.1349407486802432,1.0207454747618427,0.09716615412355127
2024-10-07,72.19505841332185,10.139670961665631,4.084924754022804,3.289381399915837,5.6209045548363825,1.2874977456265155,1.1382081237600947,1.1261847985091076,1.0209807025629722,0.09718854577881089
2024-10-08,72.19071855087564,10.149080270909309,4.0846791968901535,3.2891836652907465,5.620566665330822,1.287420350258486,1.138139702640965,1.1261171001482788,1.0169117941730452,0.09718270348254719
2024-10-09,72.1936117345303,10.163513946777814,4.076827508816929,3.2893154857326063,5.620791920487336,1.2924815646040397,1.1381853158063482,1.1111333760820776,1.0169525488938764,0.09718659826867586
2024-10-10,72.17914813479183,10.181512200985695,4.076010738470169,3.2886564891613577,5.619665825219378,1.2922226229114078,1.1379572865328365,1.1109107665184117,1.0167488079496734,0.09716712745922988
2024-10-14,72.17119562495617,10.19140816714911,4.075561654263364,3.2882941535872754,5.619046665130861,1.292080249201214,1.1378319093740923,1.110788369274532,1.0166367852242109,0.09715642183916105
2024-10-15,72.0096339306237,10.198574897814378,4.06543877357265,3.4078530525768764,5.606467925207119,1.2741972557288908,1.1352847705945255,1.17625895685718,1.0293515085496137,0.0969389284750607
2024-10-16,71.9463609948977,10.200597098381444,4.0618665814619925,3.4817425687212307,5.601541672075166,1.2730776527443561,1.1342872262883048,1.1752254096314565,1.0284470449621073,0.09685375083623728
2024-10-17,71.96648122808945,10.200453442266012,4.063002506916493,3.439769084026647,5.621086064141107,1.2734336765778091,1.134604436543052,1.1755540684957502,1.0287346563726616,0.09688083657101765
2024-10-18,71.94205097996146,10.220953103627304,4.061623251495153,3.4336092335034,5.619177890711582,1.2879778747366633,1.1342192757370928,1.1751550066395757,1.0283854348672583,0.0968479487205088
2024-10-21,71.9391779235431,10.224538493026229,4.061461047713181,3.433472109903056,5.618953484889328,1.2879264384341211,1.1341739798923733,1.1751080759976438,1.02834436557143,0.09684408102954244
2024-10-22,71.97151304486795,10.266091334052499,4.063286587558433,3.402053617803348,5.621479084262256,1.2875064924687363,1.1346837668304766,1.107715050541372,1.0487834112429582,0.09688761037196852
2024-10-23,71.96863763483819,10.269676388334,4.063124250898921,3.401917698761486,5.621254494606473,1.2874550539352776,1.1346384338793447,1.1076707950459448,1.0487415101877748,0.0968837395125849
2024-10-24,71.96648122808945,10.26936867652787,4.063002506916493,3.4018157666070734,5.621086064141107,1.287416477732389,1.134604436543052,1.110633920278058,1.04871008659349,0.09688083657101765
2024-10-25,71.96504369538077,10.281148564294632,4.062921348314607,3.4017478152309613,5.620973782771536,1.2774032459425717,1.13458177278402,1.1106117353308365,1.0486891385767791,0.0968789013732834
2024-10-28,71.97582659075017,10.28169014084507,4.0635301168714415,3.4022575167315954,5.621816002397363,1.2696034362201578,1.1227649585455999,1.1107781440415543,1.0548396763560084,0.09689341724103487
2024-10-29,71.97870257527022,10.283099914091064,4.063692485964878,3.402393462929295,5.62204063692486,1.2646594609713704,1.1228098215891156,1.1108225281201927,1.0548818252652188,0.09689728887379377
2024-10-31,71.97726455428138,10.284892316298398,4.06361129979622,3.40232548847245,5.621928317417189,1.2646341950693252,1.1227873896192113,1.1108003356375116,1.0548607503895793,0.09689535301873976
2024-11-01,71.95713829192299,10.290005592394344,4.0824478708955825,3.401374131181593,5.620356315411041,1.2642805784133577,1.1224734361268676,1.1104897339618118,1.0545657905248862,0.09686825916753215
2024-11-06,71.95713829192299,10.29200287608852,4.0804505872014065,3.401374131181593,5.620356315411041,1.2642805784133577,1.1224734361268676,1.1104897339618118,1.0545657905248862,0.09686825916753215
2024-11-11,71.95785689319419,10.29210565736256,4.079492684875418,3.40140809906626,5.620412443201678,1.2642932041743646,1.122484645728267,1.1105008238877514,1.0545763219653468,0.09686922654416537
2024-11-12,71.9592941387954,10.27733114957107,4.079574166358743,3.4014760368709616,5.620524702146145,1.2643184564529177,1.1225070656027485,1.1235057373692987,1.0545973854773152,0.09687116135539732
2024-11-13,71.9592941387954,10.27733114957107,4.079574166358743,3.4014760368709616,5.620524702146145,1.2513357234877613,1.1225070656027485,1.136488470334455,1.0545973854773152,0.09687116135539732
2024-11-14,71.98661271791798,10.281232828812628,4.081122933213447,3.4027673709975526,5.622658474449273,1.2518107797592288,1.1229332134472252,1.1708876567261102,0.9830660872171437,0.09690793745941355
2024-11-15,71.96863763483819,10.307630842988413,4.080103875349581,3.401917698761486,5.621254494606473,1.251498202157411,1.122652816620056,1.167598881342389,0.9818218138234118,0.0968837395125849
2024-11-18,71.96001278312627,10.318379738744857,4.079614908321016,3.4015100067910358,5.620580833300044,1.251348220349139,1.1225182758758439,1.1674589541804816,0.9817041505213118,0.09687212878999721
2024-11-19,71.95785689319419,10.321066560143805,4.079492684875418,3.40140809906626,5.620412443201678,1.2513107305138063,1.122484645728267,1.1674239776301993,0.981674739102212,0.09686922654416537
2024-11-21,71.97942160731232,10.294191099345687,4.080715248988562,3.4024274511762647,5.622096798361721,1.2516857299835173,1.1228210379101944,1.1677738374706557,0.9819689326207482,0.09689825683032816
2024-11-22,71.9844552338708,10.287917840516295,4.081000619392995,3.4026653879198383,5.622489959839357,1.251773262203041,1.122899558432736,1.1678555016084238,0.982037603148914,0.09690503306759375
2024-11-25,71.98373610125975,10.285817041129281,4.080959849748749,3.40263139491903,5.622433790547358,1.2517607568507176,1.1228883405428625,1.1708408675411344,0.9820277924854395,0.09690406497567408
2024-11-26,71.98373610125975,10.288814074066673,4.080959849748749,3.40263139491903,5.622433790547358,1.2517607568507176,1.1228883405428625,1.1678438346037423,0.9820277924854395,0.09690406497567408
2024-11-27,71.98229787914207,10.290606487447677,4.080878312903967,3.4025634109549356,5.622321455330116,1.2517357468956354,1.1238648964545808,1.1668215102746227,0.9820081717465359,0.09690212884986164
2024-11-28,71.98373610125975,10.288814074066673,4.080959849748749,3.40263139491903,5.622433790547358,1.2517607568507176,1.1238873515219931,1.1668448236246116,0.9820277924854395,0.09690406497567408
2024-11-29,71.98517438085057,10.28302546529866,4.081041389851844,3.4026993815998483,5.622546130253654,1.251785767805229,1.1279059312466908,1.166868137906231,0.9820474140084119,0.09690600117885652
2024-12-04,71.98948956449631,10.265658250991597,4.081286029712961,3.402903357944271,5.622883176309558,1.251860806665934,1.1399626340030573,1.1669380863414294,0.9821062832822133,0.09691181025267007
2024-12-05,72.02978957364923,10.215424601389515,4.083570750237417,3.404808317089019,5.626030889188784,1.2525616034387965,1.1406007897235968,1.1675913430299394,0.9826560703753685,0.09696606187834257
2024-12-11,72.03266987233957,10.211834331357279,4.083734042446841,3.404944467215163,5.626255860683188,1.2526116903759834,1.1406463996161191,1.1676380322100148,0.9826953644370245,0.09696993931881118
2024-12-12,72.03266987233957,10.201837430396576,4.083734042446841,3.404944467215163,5.626255860683188,1.2626085913366856,1.1406463996161191,1.1676380322100148,0.9826953644370245,0.09696993931881118
2024-12-13,72.04203243416185,10.203163430582494,4.08426483233018,3.40538703033454,5.626987142314383,1.2627727009138354,1.1277969965406227,1.1677897978363894,0.982823091843468,0.0969825431422344
2024-12-16,72.04923606111511,10.194184465242781,4.084673226141908,3.405727541796656,5.627549796016319,1.2628989680825533,1.1279097672186225,1.167906567474602,0.9829213662906967,0.09699224062075035
2024-12-17,72.0449137120803,10.186573879656848,4.097426360309556,3.4055232267482554,5.627212190293359,1.2628232047513348,1.1278421021057052,1.1678365028895954,0.982862399264103,0.09698642190093387
2024-12-18,72.03627056965189,10.197348689340771,4.096934796952792,3.4051146701857515,5.626537100353908,1.2626717053566072,1.1277067962329794,1.1676963989362765,0.9827444864335273,0.09697478655549557
2024-12-19,72.02906953496742,10.206325722739813,4.096525250909672,3.4047742812587467,5.625974649126315,1.2625454836258947,1.127594066136191,1.1675796713183255,0.9826462473509536,0.096965092566676
2024-12-30,72.0586029301465,10.210510525526276,4.098204910245512,3.4061703085154256,5.628281414070703,1.263063153157658,1.128056402820141,1.1450572528626433,0.9650482524126206,0.09700485024251213
2025-01-06,72.05788231529262,10.211408456338253,4.098163926557062,3.406136245449818,5.62822512900516,1.264050562022481,1.1280451218048722,1.1450458018320733,0.9650386015440617,0.09600384015360615
2025-01-08,72.05788231529262,10.214408576343054,4.098163926557062,3.4051362054482177,5.62822512900516,1.264050562022481,1.1280451218048722,1.1450458018320733,0.9630385215408617,0.09600384015360615
2025-01-09,72.05572055720558,10.217102171021711,4.098040980409804,3.405034050340503,5.628056280562806,1.2640126401264014,1.128011280112801,1.1450114501145012,0.9630096300963009,0.0960009600096001
2025-01-10,72.0708555882294,10.204244933885455,4.098901758386845,3.405749264838264,5.62923843245514,1.264278141191062,1.1282482146072135,1.1452519554301945,0.9572105863289924,0.09602112464742243
2025-01-14,72.07013472829294,10.212144550355575,4.098860760759759,3.40571520019204,5.629182128246931,1.2572640254453435,1.1282369297552486,1.145240500505106,0.9572010122125647,0.09602016423448924
2025-01-16,72.06220622062206,10.21102110211021,4.0984098409840986,3.4053405340534053,5.638563856385638,1.258125812581258,1.128112811281128,1.1451145114511452,0.957095709570957,0.09600960096009602
2025-01-21,72.0989803780306,10.23024044667247,4.020452476010367,3.414082590380132,5.641441279180301,1.2587678483875164,1.1286884999849909,1.145698876314552,0.9655890092956704,0.09605859574340347
2025-01-22,72.09176680106854,10.233218941660246,4.020050225615064,3.413741007914036,5.640876847192068,1.2586419073727602,1.1285755735425067,1.1455842479664629,0.9714954626859699,0.09604898498234099
2025-01-23,72.08960300944453,10.232911797662878,4.019929566191772,3.4136385465023213,5.640707539619017,1.2586041299823916,1.1285417000160078,1.1455498639346886,0.9744677445173683,0.09604610212902193
2025-02-03,72.08167021798066,10.237787981553174,4.019487210267799,3.4132629072756924,5.640086832127887,1.2644678531056492,1.1284175144803577,1.1454238068085192,0.9733601432530036,0.09603553314726448
2025-02-04,72.07590201158337,10.240969881265567,4.0181652679276985,3.4129897670324394,5.639635494293345,1.2643666663332367,1.128327214892319,1.1453321463224335,0.9782837022736592,0.09602784807594202
2025-02-05,72.07446010422814,10.247766897062206,4.0130835325537895,3.4129214888019765,5.6395226711212025,1.264341372170486,1.1283046422534084,1.145309233493043,0.9782641313154552,0.09602592700029007
2025-02-06,72.07301825456364,10.24756189047262,4.013003250812703,3.4128532133033262,5.641410352588147,1.264316079019755,1.1282820705176295,1.1452863215803952,0.9782445611402851,0.09602400600150038
2025-02-07,72.07157646258639,10.25635896256139,4.012922972283625,3.4087840203246746,5.641297498424637,1.2642907868809827,1.1282594996849276,1.1452634105844344,0.9752243015893656,0.0960220850795683
2025-02-10,72.06508911247575,10.26243674114376,4.012561758646211,3.4084771868061523,5.642789990598684,1.264176984777869,1.1281579421118957,1.1451603224451423,0.9751365191126758,0.09601344188186346
2025-02-12,72.06508911247575,10.26243674114376,4.012561758646211,3.4084771868061523,5.643790130618286,1.264176984777869,1.1281579421118957,1.142159902386334,0.9771367991518812,0.09601344188186346
2025-02-13,72.06436836788782,10.263334233450347,4.012521627811616,3.4084430976026883,5.643733685379099,1.2641643413643773,1.1281466590656786,1.1421484793023093,0.9771270265134466,0.09601248162261095
2025-02-17,72.05139743012849,10.279486025698716,4.011799410029498,3.407829608519574,5.642717864106794,1.263936803159842,1.127943602819859,1.1419429028548573,0.9769511524423778,0.095995200239988
2025-02-18,72.05788231529262,10.299411976479059,3.972158886355454,3.4081363254530177,5.655226209048362,1.264050562022481,1.1280451218048722,1.142045681827273,0.9770390815632626,0.09600384015360615
2025-02-21,72.05932355941357,10.297617857071424,3.972238334300058,3.4082044922695363,5.6553393203592215,1.264075844550673,1.1280676840610437,1.1420685241114468,0.977058623517411,0.09600576034562074
2025-02-24,72.055,10.299,3.972,3.444,5.623,1.264,1.1280000000000001,1.142,0.9769999999999999,0.096
2025-02-27,72.15240574775947,10.548240124167627,3.897261302758724,3.4476543333500227,5.2631051920092125,1.265708706754118,1.1435437841085465,1.1435437841085465,1.0424072497872128,0.09612977519651529
2025-02-28,72.17842510693285,10.756393432770036,3.898666720091356,3.446894189063298,4.998547516252792,1.274178845826363,1.1439561650422223,1.1439561650422223,1.0628174177844114,0.0961644411944425
2025-03-03,72.17987117713645,10.89484808719084,3.898744828553397,3.5110741582938485,4.779268133871597,1.28923036853757,1.143979083815,1.143979083815,1.062838710969978,0.09616636781632223
2025-03-04,72.18493287918253,10.979763574433981,3.808855940693248,3.5313564415948706,4.73752754958926,1.3003406131035864,1.1440593067521538,1.1440593067521538,1.0729312762973353,0.09617311160088159
2025-03-05,72.18204039108832,10.981327135758935,3.8087033178393974,3.531214938291393,4.737337714377304,1.3022920339798043,1.144013463696105,1.144013463696105,1.0728882833787468,0.09616925789389325
2025-03-06,72.23269242336147,11.10130922068288,3.8113759849229103,3.53369288449586,4.558213204483028,1.3032058864807425,1.1448162479700061,1.1448162479700061,1.0736411572468272,0.09623674238627022
