date,CNI SECURITIES GROUP LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,ADVENT SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD
2024-05-14,0.0,22.974403559511813,27.257271111036076,30.926120558354864,0.0,11.808415550903408,0.0,7.033789220193838
2024-05-16,0.0,23.051780250984383,27.21021042249546,30.907282143453124,0.0,11.801222542939142,0.0,7.029504640127891
2024-05-17,0.0,23.15950131736671,27.132768447996547,30.888466665138647,0.0,11.794038292774072,0.0,7.025225276724019
2024-05-20,0.0,23.25081707053037,27.04145269483289,30.888466665138647,0.0,11.794038292774072,0.0,7.025225276724019
2024-05-21,0.0,23.320837225537456,27.016782116762382,30.86028636221853,0.0,11.783278303443913,0.0,7.0188159920377196
2024-05-22,0.0,23.521205800108486,26.90686490702937,30.80407973289896,0.0,11.761817117115395,0.0,7.00603244284779
2024-05-23,0.0,23.59078882598598,26.88238411994721,30.77605312631329,0.0,11.751115813134483,0.0,6.999658114619038
2024-05-27,0.0,23.6371072091904,26.866088328510752,30.757397037599354,0.0,11.74399242215911,0.0,6.995415002540383
2024-05-28,0.0,23.72957571357573,26.83355594379312,30.72015263264152,0.0,11.729771517540364,0.0,6.986944192449263
2024-05-29,0.0,23.70647958838676,26.841681651407068,30.729455275148965,0.0,11.733323513926141,0.0,6.989059971131064
2024-05-30,0.0,23.699302991771358,26.863828665597495,30.72015263264152,0.0,11.729771517540364,0.0,6.986944192449263
2024-05-31,0.0,23.738289756123145,26.86969881988162,30.69227846841302,0.0,11.719128420106815,0.0,6.980604535475399
2024-06-04,0.0,23.83764150521202,26.81512266069006,30.664454841998644,0.0,11.708504619355146,0.0,6.974276372744129
2024-06-05,0.0,23.93681328576161,26.760645362280922,30.636681616079976,0.0,11.697900062853533,0.0,6.967959673023964
2024-06-06,0.0,24.02855781703239,26.728367686688788,30.599728812549415,0.0,11.683790499417137,0.0,6.95955518431227
2024-06-07,0.0,24.12008129737763,26.6961677815094,30.562865043769033,0.0,11.669714931816934,0.0,6.9511709455270045
2024-06-11,0.0,24.210434472579454,26.6961677815094,30.562865043769033,0.0,11.57936175661511,0.0,6.9511709455270045
2024-06-12,0.0,24.256059176284264,26.680096905042312,30.544466446913543,0.0,11.572391074759897,0.0,6.946986396999985
2024-06-13,0.0,24.308941472370314,26.672068720528387,30.53527545284077,0.0,11.53881834279435,0.0,6.94489601146618
2024-06-14,0.0,24.384538207169577,26.656026837126074,30.516910048431967,0.0,11.50180589509428,0.0,6.940719012178105
2024-06-17,0.0,24.429989698265913,26.640004238867395,30.498566722444558,0.0,11.494892306049952,0.0,6.936547034372184
2024-06-18,0.0,24.51337046420046,26.630041155610083,30.452804739687757,0.0,11.477644640994477,0.0,6.926138999507218
2024-06-19,0.0,24.603873765816118,26.598113559139502,30.41629391135502,0.0,11.463883730735681,0.0,6.917835032953683
2024-06-20,0.0,24.723766920633338,26.568140270435197,30.41629391135502,0.0,11.463883730735681,0.0,6.827915166840766
2024-06-21,0.0,24.761733445769018,26.632155694850233,30.35261018299892,0.0,11.439881370042372,0.0,6.813619306339456
2024-06-24,0.0,24.83699732672604,26.701841726901044,30.262094646417225,0.0,11.405766116217501,0.0,6.793300183738193
2024-06-25,0.0,24.96377041423454,26.61838518258135,30.235045163818448,0.0,11.395571181739532,0.0,6.787228057626129
2024-06-26,0.0,25.543794539214616,26.273469807413896,30.181091007270343,0.0,11.226528333741635,0.0,6.775116312359511
2024-07-05,0.0,25.635096214716807,26.303904334758784,30.01220948426397,0.0,11.311584541916908,0.0,6.737205424343534
2024-07-08,0.0,25.439478749840887,26.103183298285735,29.7831909432192,0.0,11.988352159657016,0.0,6.685794848997157
2024-07-09,0.0,25.334986130395738,25.966007652813587,29.626676375812977,0.0,12.421669719167848,0.0,6.650660121809847
2024-07-10,0.0,25.429494263778977,25.943285092901895,29.600750406063035,0.0,12.381630032974217,0.0,6.6448402042818735
2024-07-12,0.0,25.47297277008652,25.928158800362855,29.58349161989105,0.0,12.37441089486899,0.0,6.640965914790577
2024-07-15,0.0,25.516400605450013,25.913050136385333,29.566252947542264,0.0,12.367200170128761,0.0,6.6370961404936315
2024-07-16,0.0,25.538095549200857,25.905502405479584,29.557641143066725,0.0,12.363597958175696,0.0,6.63516294407714
2024-07-17,0.0,25.55977785839764,25.897959070170117,29.549034353875413,0.0,12.359997844054373,0.0,6.633230873502454
2024-07-18,0.0,25.603104617251514,25.88288557098971,29.531835803831058,0.0,12.352803901980893,0.0,6.629370105946822
2024-07-19,0.0,25.624749088937733,25.875355399454776,29.52324403423356,0.0,12.349210070371033,0.0,6.627441407002902
2024-07-22,0.0,25.754351902587576,25.830266222304044,29.471798217943363,0.0,12.327690917805258,0.0,6.615892739359761
2024-07-23,0.0,25.775908470991098,25.82276663256416,29.463241341539963,0.0,12.324111681589574,0.0,6.613971873315205
2024-07-24,0.0,25.840503136451332,25.8002939698811,29.437600499346733,0.0,12.313386432485572,0.0,6.608215961835261
2024-07-26,0.0,25.847018218151003,25.835827640055477,29.412004247028722,0.0,12.302679834778258,0.0,6.602470059986541
2024-07-30,0.0,25.960725099378323,25.833894098065773,29.343964686612683,0.0,12.274219723020249,0.0,6.587196392922968
2024-07-31,0.0,26.018558254715664,25.776060942728435,29.343964686612683,0.0,12.274219723020249,0.0,6.587196392922968
2024-08-01,0.0,26.076391410053006,25.718227787391097,29.343964686612683,0.0,12.274219723020249,0.0,6.587196392922968
2024-08-02,0.0,26.278807453733695,25.660394632053755,29.343964686612683,0.0,12.158553412345569,0.0,6.558279815254299
2024-08-05,0.0,26.456587696973926,25.579700636371577,29.284687780203754,0.0,12.133992265261705,0.0,6.545031621189038
2024-08-06,0.0,26.66629187043697,25.476770839611675,29.16684953790988,0.0,12.171392591319002,0.0,6.518695160722482
2024-08-07,0.0,26.715350552811827,25.422209500170446,29.170203182748054,0.0,12.172792074930841,0.0,6.519444689338831
2024-08-09,0.0,26.742092817268194,25.5078615947249,29.136701399114667,0.0,12.101387038259386,0.0,6.511957150632853
2024-08-19,0.0,26.868080100001606,25.463993754456908,29.086592762678563,0.0,12.080575348042071,0.0,6.500758034820846
2024-08-22,0.0,26.930911378434637,25.442116367895874,29.061603020702158,0.0,12.070196323474388,0.0,6.495172909492944
2024-08-23,0.0,26.95183115301061,25.434832257074287,29.053282646170626,0.0,12.066740610656037,0.0,6.493313333088451
2024-08-26,0.0,27.097934841807326,25.383960032960516,28.995173157140847,0.0,12.042605915114759,0.0,6.480326052976551
2024-08-27,0.0,27.14154701111282,25.40597116887585,28.95513033361059,0.0,12.025974873082694,0.0,6.471376613318042
2024-08-28,0.0,27.33082219069467,25.312791347342404,28.91387975925558,0.0,11.980349457393912,0.0,6.462157245313432
2024-08-29,0.0,27.343732980824274,25.32685146776148,28.897412420362894,0.0,11.97352628194287,0.0,6.458476849108481
2024-08-30,0.0,27.413549713733293,25.283974941371028,28.88096382809978,0.0,11.96671087408218,0.0,6.454800642713721
2024-09-02,0.0,27.59116725065634,25.240599706458948,28.79900094898381,0.0,11.932749885708452,0.0,6.436482208192444
2024-09-03,0.0,27.619546801838844,25.240599706458948,28.79900094898381,0.0,11.904370334525947,0.0,6.436482208192444
2024-09-09,0.0,27.611710722262057,25.261810069323204,28.79083024057982,0.0,11.900992886158592,0.0,6.4346560816763265
2024-09-10,0.0,27.961313451557935,25.133910367395774,28.74190318710314,0.0,11.739151948164762,0.0,6.423721045778387
2024-09-11,0.0,28.002097793679155,25.119680929736905,28.7256311023531,0.0,11.732505885997249,0.0,6.420084288233591
2024-09-12,0.0,28.10385689833339,25.08417772530624,28.685031384694287,0.0,11.715923607101285,0.0,6.411010384564797
2024-09-13,0.0,28.253808156016152,25.013486747431095,28.63646295575605,0.0,11.696086640722331,0.0,6.400155500074373
2024-09-16,0.0,28.407415629719434,24.978267716234008,28.56391790960017,0.0,11.666456824131323,0.0,6.383941920315063
2024-09-19,0.0,28.52812259117811,24.936153706451456,28.51575840022431,0.0,11.646786874141164,0.0,6.37317842800496
2024-09-23,0.0,28.696725195093585,24.908053272465544,28.51575840022431,0.0,11.5062847042116,0.0,6.37317842800496
2024-09-24,0.0,28.712584259138467,24.81698400345779,28.475749354477564,0.0,11.630445845355956,0.0,6.364236537570224
2024-09-25,0.0,28.760635750259656,24.81002206126642,28.467761013878473,0.0,11.59913000493539,0.0,6.362451169660062
2024-09-26,0.0,28.808660289041825,24.77501875597417,28.45977715398246,0.0,11.595876997829212,0.0,6.360666803172335
2024-09-27,0.0,28.84856950790684,24.761130105333073,28.4438228612286,0.0,11.589376454435632,0.0,6.357101071095851
2024-10-02,0.0,28.980594109745105,24.698148234133228,28.435852420845798,0.0,11.530085531450581,0.0,6.355319703825289
2024-10-04,0.0,28.964361501512364,24.74032630178382,28.419924933287614,0.0,11.52362730079412,0.0,6.3517599626220775
2024-10-07,0.0,28.992367497820222,24.712320305475966,28.419924933287614,0.0,11.52362730079412,0.0,6.3517599626220775
2024-10-08,0.0,29.003414363232,24.7217363587337,28.430753682811932,0.0,11.489915442616136,0.0,6.354180152606228
2024-10-09,0.0,28.903820462671547,24.756415972274418,28.4706363001202,0.0,11.506033478233997,0.0,6.363093786699838
2024-10-10,0.0,28.920048062154386,24.770315076150577,28.486620695106897,0.0,11.512493361388959,0.0,6.310522805199185
2024-10-16,0.0,28.90998480473329,24.817819699092244,28.476708256631834,0.0,11.48716029568206,0.0,6.3083269438605765
2024-10-17,0.0,28.868894603699314,24.930302212203294,28.381136643295022,0.0,11.532511179627804,0.0,6.287155361174561
2024-10-18,0.0,28.90494644645433,24.85334982177726,28.38907643573772,0.0,11.56371306560258,0.0,6.2889142304281105
2024-10-21,0.0,29.043899196656504,24.80477483467395,28.33359099688824,0.0,11.541112200244145,0.0,6.276622771537157
2024-10-22,0.0,29.20327089362394,24.769937920369937,28.325682205876106,0.0,11.426238210228213,0.0,6.274870769901801
2024-10-23,0.0,29.416713161479517,24.659046781185435,28.262570470173053,0.0,11.40077969802848,0.0,6.26088988913351
2024-10-24,0.0,29.419982875400517,24.694116022904296,28.238976014735762,0.0,11.39126197957398,0.0,6.255663107385442
2024-10-25,0.0,29.53763114265671,24.652953947859892,28.191905091086678,0.0,11.372274137287226,0.0,6.245235681109487
2024-10-28,0.0,29.63085323779086,24.688965943471942,28.201306717793152,0.0,11.23155571650614,0.0,6.247318384437907
2024-10-29,0.0,29.689472310600497,24.668399482759757,28.177814398674894,0.0,11.222199579440332,0.0,6.242114228524524
2024-10-30,0.0,29.736750008792885,24.63379190420992,28.16999232083311,0.0,11.219084330066321,0.0,6.240381436097758
2024-10-31,0.0,29.78695403951908,24.63419808632227,28.138747389010792,0.0,11.206640609066707,0.0,6.233459876081147
2024-11-01,0.0,29.842411867598095,24.578740258243258,28.138747389010792,0.0,11.206640609066707,0.0,6.233459876081147
2024-11-04,0.0,29.920141402596023,24.551508791170836,28.107571691439144,0.0,11.194224461553372,0.0,6.226553653240623
2024-11-06,0.0,29.953456583595383,24.59373125437545,28.060937456750175,0.0,11.175651740422143,0.0,6.216222964856854
2024-11-07,0.0,30.06118188229387,24.573817020239233,28.006726052142056,0.0,11.154061307843289,0.0,6.204213737481556
2024-11-08,0.0,30.135661243404634,24.511854407634992,27.998998660143705,0.0,11.150983768400122,0.0,6.202501920416548
2024-11-11,0.0,30.353040941733845,24.45397314828228,27.995908897177536,0.0,10.995259554750888,0.0,6.201817458055451
2024-11-13,0.0,30.33630248885233,24.495633672948344,27.980470305609394,0.0,10.989196121623035,0.0,6.1983974109669004
2024-11-18,0.0,30.319582486931633,24.482132784294862,27.96504873215219,0.0,11.038254862791502,0.0,6.194981133829809
2024-11-19,0.0,30.329515899209497,24.538773518236205,27.872875101157213,0.0,11.084273189333642,0.0,6.1745622920634435
2024-11-21,0.0,30.327016930501717,24.56421632268702,27.870578544795904,0.0,11.064134656547262,0.0,6.174053545468101
2024-11-27,0.0,30.293736654310255,24.50982551952255,27.83999391612266,0.0,11.189165650378039,0.0,6.167278259666502
2024-12-03,0.0,30.107887733804635,24.35946029166822,27.669198451857657,0.0,11.14778748796981,0.5862233850834069,6.129442649616274
2024-12-04,0.0,30.310334574753973,24.385385840022305,27.729685111852326,0.0,10.844247557735269,0.5875049073738396,6.142842008262287
2024-12-05,0.0,30.326908721451023,24.344038632044853,27.74484812061996,0.0,10.850177355355871,0.5878261638910199,6.146201006637268
2024-12-06,0.0,30.42202442952288,24.310804847963734,27.706971648858598,0.0,10.835365004089098,0.5870236804533592,6.137810389112333
2024-12-09,0.0,30.223972105689562,24.15253755692425,27.526594759932195,0.0,10.764825016731795,1.234218314882945,6.0978522458392534
2024-12-10,0.0,30.240377920317357,24.219928550722383,27.54153641648835,0.0,10.662106645004284,1.2348882584897414,6.101162208977887
2024-12-12,0.0,30.11484633973983,24.265027590796915,27.37806504868322,0.0,10.652780883021512,1.5243310621519954,6.064949075606524
2024-12-13,0.0,30.11484633973983,24.211068969127815,27.37806504868322,0.0,10.70673950469061,1.5243310621519954,6.064949075606524
2024-12-16,0.0,30.102664102763182,24.255211757336532,27.366989910772094,0.0,10.688924152165512,1.5237144306732722,6.062495646289409
2024-12-18,0.0,30.127038440759097,24.193880671697304,27.3891491542111,0.0,10.697579048928409,1.5249481929215467,6.067404491482543
2024-12-30,77.12514187748916,6.9045622020628405,5.526234750760162,6.277088415732857,0.0,2.4269453870915725,0.3494900328040623,1.390537334059349
2025-01-02,77.14793952561936,6.915650193942731,5.5252094380374634,6.275923793000667,0.0,2.4264951025678583,0.3185026068108696,1.3902793400210387
2025-01-03,77.2620333385272,6.854897196793947,5.516134946895941,6.2656163439341395,0.0,2.3953426955884525,0.317979504634116,1.3879959736261995
2025-01-06,77.35161512758557,6.853377511159646,5.5198839390447425,6.2080891578433395,0.0,2.3660778906786626,0.31201706091989156,1.3889393127681509
2025-01-07,77.34509759975242,6.903439584970314,5.515453859017913,6.172238761837224,0.0,2.364178953215272,0.3117666461349295,1.3878245950719237
2025-01-08,77.36361839061192,6.903439584970314,5.515453859017913,6.172238761837224,0.0,2.3456581623557717,0.3117666461349295,1.3878245950719237
2025-01-10,77.38831277842459,6.878745197157646,5.515453859017913,6.172238761837224,0.0,2.3456581623557717,0.3117666461349295,1.3878245950719237
2025-01-14,77.33102350988949,6.923005191532118,5.523708914621188,6.1676695571189075,0.0,2.3562597644897547,0.3115358505216196,1.3867972118269325
2025-01-21,77.3119459314093,6.958302313867726,5.510011204876098,6.1661479918443876,0.0,2.355678474749409,0.3114589945669463,1.3864550886861293
2025-01-22,77.24048876812738,6.9518709591965075,5.6158309423683725,6.160448802171104,0.0,2.335015777053692,0.3111711221565152,1.385173628926428
2025-01-23,77.15966349994908,6.987683943907368,5.609954477198356,6.154002443085664,0.0,2.344883104976579,0.3600883623602306,1.3837241685227324
2025-02-03,77.14067036650384,7.029040790147335,5.602419724922795,6.152487612870991,0.0,2.331998220505973,0.35999972529251734,1.3833835597565451
2025-02-04,77.1691635743888,7.074729886317989,5.604489073155349,6.154760137957048,0.0,2.3143912399377387,0.298571552432452,1.3838945358106227
2025-02-05,77.15491433982041,7.128818342010989,5.597299230226476,6.153623665603899,0.0,2.28318900033584,0.29851642139449586,1.3836390006078902
2025-02-06,77.12643165152572,7.126186650789733,5.66291267949811,6.151351979525962,0.0,2.2823461329544057,0.26764269250172973,1.3831282132043412
2025-02-07,77.14067036650384,7.225963716803071,5.676265822418696,5.986333893505213,0.0,2.2950751717580227,0.29230746925460804,1.3833835597565451
2025-02-10,77.17391448891587,7.284486220056078,5.6479295675474575,5.9335052899424,0.0,2.2960642448318267,0.2801204535188313,1.3839797351875445
2025-02-12,77.24048876812738,7.290770201149146,5.652801768763205,5.9386238438021035,0.0,2.211779689070913,0.28036210016082064,1.385173628926428
2025-02-13,77.18341807312456,7.285383268348468,5.65478233364319,5.934235971644231,0.0,2.2347744774826968,0.3232557103398308,1.3841501654170278
2025-02-14,77.15966349994908,7.369316054442996,5.659197330170695,5.870856038494714,0.0,2.2340866857888155,0.3231562226309762,1.3837241685227324
2025-02-17,77.15966349994908,7.363160697821454,5.659197330170695,5.870856038494714,0.0,2.2340866857888155,0.32931157925251864,1.3837241685227324
2025-02-18,77.14541777320572,7.361801262457034,5.658152491778515,5.86977212227372,0.0,2.2521368744847536,0.3292507795735327,1.3834686962267317
2025-02-19,77.10271213718597,7.357725966551729,5.698075983753094,5.866522773718637,0.0,2.2631917785965032,0.32906851516486724,1.3827028450291994
2025-02-20,77.07426797092211,7.385754329601962,5.6959738914119376,5.864358539224921,0.0,2.262356858508052,0.33509566187984463,1.3821927484511756
2025-02-21,77.11694209473504,7.389843639860897,5.69297566330986,5.867605490107162,0.0,2.2390016755693156,0.3106734018855624,1.3829580345321668
2025-02-24,76.93708316333203,7.372608394995145,5.679698003544146,5.853920543263074,0.0,2.233779678458969,0.543177638531718,1.3797325778749177
2025-02-25,76.94180554392409,7.373060924014519,5.686184599270253,5.8542798555689775,0.0,2.2216408330256363,0.5432109786511088,1.3798172655454153
2025-02-27,76.96070086488884,7.374871595750995,5.656883586360728,5.855717545991062,0.0,2.228325906726348,0.5433443800669012,1.3801561202151345
2025-02-28,76.37457521204334,7.318705248769568,5.61380127879511,5.811120937190055,0.0,2.211355180600485,1.3007971650591088,1.369644977542331
2025-03-04,76.36992220135035,7.318259367222119,5.619551621637619,5.810766903039503,0.0,2.211220456979794,1.3007179158704667,1.369561533900145
2025-03-11,76.17445092991595,7.299528047064084,5.6051681985738036,5.7958940583146985,0.0,2.205560767121684,1.5533419018918444,1.3660560971179352
2025-03-14,76.12356660228225,7.294651982029367,5.6074966640822055,5.792022416726303,0.0,2.204087458481842,1.6130313010661164,1.3651435753319139
2025-03-18,76.12356660228225,7.294651982029367,5.619642069556688,5.792022416726303,0.0,2.204087458481842,1.6008858955916332,1.3651435753319139
2025-03-19,76.14206212664608,7.296424342672479,5.657452527078019,5.7326879057353635,0.0,2.2046229792818774,1.6012748582402216,1.3654752603459595
2025-03-20,76.14206212664608,7.326795233694409,5.657452527078019,5.702317014713433,0.0,2.2046229792818774,1.6012748582402216,1.3654752603459595
2025-03-21,76.16241758690967,7.3263236238047105,5.658964963790285,5.703841445286516,0.0,2.180909144619181,1.601702935518898,1.3658403000707393
2025-03-25,76.1577903903225,7.325878517927789,5.670772023000811,5.703494912225912,0.0,2.168625779116555,1.607681058046849,1.3657573193595784
2025-03-28,76.16704534580961,7.326768783772423,5.659308812190919,5.704188020459004,0.0,2.1688893179475928,1.607876428954453,1.3659232908660006
2025-04-03,76.1485376836766,7.324988468406886,5.657933669241276,5.7028019724096595,0.0,2.168362304322235,1.63178451376114,1.3655913881822062
2025-04-07,76.07921398298609,7.318319984367775,5.652782829682905,5.697610285884111,0.0,2.166388282181484,1.7213364465396064,1.3643481883580266
2025-04-09,76.13466283849229,7.323653799560083,5.656902750511755,5.701762878332599,0.0,2.167967212148556,1.649707953953749,1.3653425670009676
2025-04-10,76.16704534580961,7.326768783772423,5.659308812190919,5.704188020459004,0.0,2.1688893179475928,1.607876428954453,1.3659232908660006
2025-04-16,76.16241758690967,7.3263236238047105,5.658964963790285,5.703841445286516,0.0,2.168757540526025,1.6138545396120543,1.3658403000707393
2025-04-17,74.55434761171766,7.171637869055178,5.539483309488142,5.583412282688643,2.111369394697872,2.1229670575701562,1.5797801087877432,1.3370023659945962
2025-04-22,74.49232137777517,7.165671353319119,5.534874681035455,5.578767107088059,2.1928088183765033,2.1212008339281647,1.5784657949516716,1.3358900335258481
2025-04-23,74.41714241776853,7.182185927750327,5.52335221425067,5.573136917271538,2.273707832841559,2.1190600807644766,1.5768727795283943,1.3345418298244975
2025-04-24,74.35975493358762,7.176647317049594,5.5190928288789305,5.5688391399545525,2.3490703886128834,2.1174259475135577,1.5756567591498842,1.3335126852529704
2025-04-25,74.23205510143572,7.164322684476246,5.515536564077962,5.559275635824015,2.422019786373828,2.1137896399661074,1.6617779766558034,1.3312226111903094
2025-04-28,74.18373189529265,7.159658890088708,5.559289718660712,5.555656686810829,2.420443112236764,2.124249523563292,1.6666141546897737,1.3303560186572727
2025-04-29,74.18373189529265,7.159658890088708,5.648059025955459,5.555656686810829,2.3257558511223673,2.124249523563292,1.6725321085094236,1.3303560186572727
2025-04-30,74.18373189529265,7.159658890088708,5.707238564151957,5.555656686810829,2.2665763129258694,2.118331569743642,1.6784500623290732,1.3303560186572727
2025-05-02,74.25843975821807,7.166869134185197,5.712986126123296,5.56125159593194,2.1681523723461193,2.120464867981676,1.680140371160673,1.3316957740530262
