date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS
2024-03-01,37.3894193043119,19.59937380072744,25.558626838022153,11.045825760511109,1.9481732800836808,0.3177455313166259,0.9474459485491792,1.2143492167355863,0.9767899824296365,1.0022503373126896
2024-03-04,37.78769739594489,19.76261962778526,25.65997890549322,10.743570598184164,1.9862223960619054,0.2566028471394808,0.8941070828961889,1.1944004307471816,0.9407581415759283,0.774042574171786
2024-03-05,36.4855271570973,20.71832832404515,26.070328801397004,10.606447523397271,1.8822885483766025,0.23405689934524174,0.8484118490777749,1.1393869218635728,0.9216218376847678,1.0936021377153142
2024-03-06,36.2823485220303,20.73003787943069,26.242617539770762,10.858525803832444,1.5269627008971454,0.2649762630815956,0.8254584696796411,1.1711312134642116,0.9584575031792424,1.1394841046339683
2024-03-07,35.764370917339775,20.904444306094923,26.43639485116898,10.991630810270543,1.5263058585500981,0.2637128259517494,0.8081656804013281,1.196418347974053,0.9673793164433887,1.1411770858051542
2024-03-08,35.923469701977204,20.983935399102574,26.38687342948935,10.939788919709677,1.523422486914797,0.23792304954459503,0.8320809670602425,1.1646635397723115,0.9578346354857898,1.0500078709434582
2024-03-11,35.677752068830586,21.006818916437528,26.303944651538686,10.98921433736307,1.5378785408170235,0.664232546810049,0.8084619483819574,1.1805434149254435,0.936655988656574,0.8944975862390804
2024-03-12,35.85404926235614,21.153721821857832,26.428540052660882,10.99772058064485,1.572689003919078,0.39427019786955064,0.8205338254804471,1.1959764372233277,0.9390299176679329,0.6434689003199549
2024-03-13,35.748862758598705,20.85292469899112,26.310407854993322,11.047929056156942,1.55583308258329,0.7316634168874666,0.8084016488561597,1.1541141805305422,0.950513344231353,0.839349958171099
2024-03-14,35.63218688574935,20.863604293025166,26.188756480252184,11.274868130593847,1.5071742780832846,0.7810690029456698,0.8126981392359891,1.123385628475229,0.9439107977069655,0.8723463639323115
2024-03-15,35.568274325955414,21.400950953800635,26.22594425482182,11.200297787922473,1.5149928447318861,0.2966558894582954,0.8030342617002204,1.1263868093709521,0.9521000730586383,0.9113627991796677
2024-03-18,35.607769409480774,21.28421123096977,26.212755134213072,11.42047155003148,1.553947318015083,0.2651517780990687,0.8618360249971084,1.1537030331832079,0.9589851108343551,0.6811694101760776
2024-03-19,35.44902302270465,21.222194993375357,26.265165934172508,11.48223570034768,1.5611697457359524,0.2416241710737239,0.8513135628249149,1.1797007045066232,0.9526859083662834,0.794886256892308
2024-03-20,35.21339438940313,20.958195966589834,26.79320183637502,11.527224530367462,1.5476517174216469,0.2285963698169947,0.8327785117603745,1.1505392274740467,0.9318485163182689,0.8165689344732286
2024-03-21,34.81587881170377,20.68436586417562,27.24657332643568,11.798148095781178,1.541692050428283,0.22476719736694725,0.8107020068880255,1.1550157105541854,0.9322144510182085,0.7906424856481057
2024-03-22,34.82599489444924,20.380903734246083,27.273325659351837,12.073714800086842,1.5207222130036655,0.2732681825882385,0.8041580876963588,1.1392960413998188,0.9202257794251916,0.7883906077527267
2024-03-25,33.55545792555034,19.82598010705877,28.555330207261843,12.757396481637187,1.1993476930056761,0.3538099736932104,0.8082699311023563,1.2146784870733642,0.9928814312539995,0.7368477623632506
2024-03-26,32.9549856425002,20.021190178431006,28.76601663939159,12.78072099423272,1.0690768850783505,0.22839534972304373,0.8800138979229399,1.260518986109703,1.0389448301144109,1.0001365964960418
