date,UPBEST SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHIEF SECURITIES LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,EMPEROR SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,FIRST SHANGHAI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.236863786049364,2.236863786049364
2024-03-04,0.0,0.0,0.0,0.0,5.460905989242317,0.0,0.0,0.0,0.0,2.236863786049364,7.697769775291681
2024-03-12,0.0,5.0652182557266325,0.0,0.0,5.460905989242317,0.0,0.0,0.0,0.0,2.236863786049364,12.762988031018313
2024-03-14,0.0,5.058998687849818,0.0,0.0,5.460905989242317,0.0,0.0,0.0,0.0,2.236863786049364,12.7567684631415
2024-03-15,0.0,5.058998687849818,0.0,0.0,5.478873629775337,0.0,0.0,0.0,0.0,2.236863786049364,12.774736103674519
2024-03-19,0.0,5.068949996452721,0.0,0.0,5.478873629775337,0.0,0.0,0.0,0.0,2.236863786049364,12.784687412277423
2024-03-22,0.0,5.067153232399419,0.0,0.0,5.478873629775337,0.0,0.0,0.0,0.0,2.236863786049364,12.782890648224122
2024-03-25,0.0,5.081250919586866,0.0,0.0,5.463393816393043,0.0,0.0,0.0,0.0,2.236863786049364,12.781508522029272
2024-04-02,0.0,5.081250919586866,0.0,0.0,5.465467005685314,0.0,0.0,0.0,0.0,2.236863786049364,12.783581711321542
2024-04-03,0.0,5.079868793392018,0.0,0.0,5.465467005685314,0.0,0.0,0.0,0.0,2.236863786049364,12.782199585126698
2024-04-05,0.0,5.0902347398533765,0.0,0.0,5.465467005685314,0.0,0.0,0.0,0.0,2.236863786049364,12.792565531588055
2024-04-08,0.0,5.092446141765132,0.0,0.0,5.465467005685314,0.0,0.0,0.0,0.0,2.236863786049364,12.79477693349981
2024-04-17,0.0,5.127966784972719,0.0,0.0,5.465467005685314,0.0,0.0,0.0,0.0,2.236863786049364,12.830297576707398
2024-04-23,0.0,5.1289342733091114,0.0,0.0,5.465467005685314,0.0,0.0,0.0,0.0,2.236863786049364,12.83126506504379
2024-04-24,0.0,5.04255138613113,0.0,0.0,5.465467005685314,0.0,0.0,0.0,0.0,2.236863786049364,12.744882177865808
2024-04-29,0.0,5.04255138613113,0.0,0.0,5.447499365152294,0.0,0.0,0.0,0.0,2.236863786049364,12.726914537332787
2024-05-02,0.0,5.04255138613113,0.0,0.0,5.450954680639413,0.0,0.0,0.0,0.0,2.236863786049364,12.730369852819907
2024-05-09,0.0,5.04255138613113,0.0,0.0,5.454409996126532,0.0,0.0,0.0,0.0,2.236863786049364,12.733825168307025
2024-05-13,0.0,5.04255138613113,0.0,0.0,5.45057076053564,0.0,0.0,0.0,0.0,2.236863786049364,12.729985932716135
2024-05-20,0.0,5.04255138613113,0.0,0.0,5.443660129561401,4.50445683297979,0.0,0.0,0.0,2.236863786049364,17.227532134721685
2024-05-30,0.0,5.042413173511645,0.0,0.0,5.443660129561401,4.50445683297979,0.0,0.0,0.0,2.236863786049364,17.2273939221022
2024-06-05,0.0,5.042413173511645,5.648579549501682,0.0,5.443660129561401,4.50445683297979,0.0,0.0,0.0,2.236863786049364,22.875973471603885
2024-06-12,0.0,5.498238392572419,5.609465378187492,5.270578850348309,5.7615491543763735,4.469903678108598,0.0,2.6008159671546722,0.0,2.1080496246895577,31.318601045437422
2024-06-13,0.0,5.107787742527941,5.621489876082667,5.2751398667913065,5.590441931454227,4.469903678108598,0.0,2.6008159671546722,0.0,2.1080496246895577,30.77362868680897
2024-06-14,0.0,5.090511165092345,5.623424852755454,5.2751398667913065,5.568051487097694,4.469350827630658,0.0,2.6008159671546722,0.0,2.1080496246895577,30.73534379121169
2024-06-17,0.0,5.081035929857258,5.620245962507304,5.2751398667913065,5.535709734138258,4.469350827630658,0.0,2.6008159671546722,0.0,2.1080496246895577,30.690347912769013
2024-06-18,0.0,5.080759504618288,5.620245962507304,5.2751398667913065,5.531010505075776,4.469350827630658,0.0,2.6008159671546722,0.0,2.1080496246895577,30.685372258467563
2024-06-19,0.0,5.080759504618288,5.620245962507304,5.2751398667913065,5.5220266848092665,4.469350827630658,0.0,2.6008159671546722,0.0,2.1080496246895577,30.67638843820105
2024-06-20,0.0,5.076613126033744,5.620245962507304,5.268229235817068,5.535847946757743,4.469350827630658,0.0,2.6008159671546722,0.0,2.1238058633108214,30.694908929212012
2024-06-21,0.0,5.092231152035524,5.663091874547583,5.268229235817068,5.518571369322147,4.469350827630658,0.0,2.6008159671546722,0.0,2.12753760403691,30.739828030544565
2024-06-24,0.0,5.106052413984001,5.634896500172689,5.268229235817068,5.533774757465471,4.469350827630658,0.0,2.6008159671546722,0.0,2.1448141814725066,30.75793388369707
2024-06-25,0.0,5.106052413984001,5.634758287553205,5.268229235817068,5.533774757465471,4.469350827630658,0.0,2.6008159671546722,0.0,2.1448141814725066,30.75779567107758
2024-06-26,0.0,5.140605568855194,5.62853871967639,5.268229235817068,5.498530539496855,4.469350827630658,0.0,2.6008159671546722,0.0,2.1448141814725066,30.75088504010334
2024-06-27,0.0,5.153321129847792,5.624530553711331,5.2669853222417045,5.511660738347908,4.469350827630658,0.0,2.6008159671546722,0.0,2.158635443420984,30.785299982355053
2024-06-28,0.0,5.153321129847792,5.624530553711331,5.2669853222417045,5.508205422860788,4.469350827630658,0.0,2.6008159671546722,0.0,2.158635443420984,30.78184466686793
2024-07-02,19.027081828816264,5.153321129847792,5.624530553711331,5.2669853222417045,5.5047501073736695,4.469350827630658,0.0,2.6008159671546722,0.0,2.179367336343699,49.82620307311979
2024-07-03,19.027081828816264,5.153321129847792,5.624530553711331,5.2669853222417045,5.5047501073736695,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.200099229266415,52.732822097131745
2024-07-04,19.027081828816264,5.153321129847792,5.624530553711331,5.2669853222417045,5.499498027833248,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.200099229266415,52.72757001759133
2024-07-05,19.027081828816264,5.171288770380813,5.624530553711331,5.2669853222417045,5.506408658807487,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.200099229266415,52.75244828909859
2024-07-08,19.027081828816264,5.1605081860610005,5.624530553711331,5.2669853222417045,5.506408658807487,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.200099229266415,52.74166770477877
2024-07-09,19.027081828816264,5.246338222761043,5.624530553711331,5.2669853222417045,5.247812847751481,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.262294908034562,52.63109760919096
2024-07-10,19.027081828816264,5.252004940159918,5.624530553711331,5.2669853222417045,5.244219319644877,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.262294908034562,52.63317079848323
2024-07-11,19.027081828816264,5.263614800196639,5.624530553711331,5.2669853222417045,5.244219319644877,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.262294908034562,52.64478065851995
2024-07-12,19.027081828816264,5.263614800196639,5.624530553711331,5.2669853222417045,5.244219319644877,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.64491887113943
2024-07-16,19.027081828816264,5.273980746657997,5.624530553711331,5.2669853222417045,5.244219319644877,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.65528481760079
2024-07-17,19.027081828816264,5.271677226035354,5.624530553711331,5.2669853222417045,5.244219319644877,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.652981296978155
2024-07-18,19.027081828816264,5.269880461982052,5.635449350650629,5.2669853222417045,5.244219319644877,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.66210332986414
2024-07-31,19.027081828816264,5.269880461982052,5.641392493288474,5.2669853222417045,5.236617625573214,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.660444778430325
2024-08-05,19.027081828816264,5.26780727268978,5.642083556385898,5.2669853222417045,5.236617625573214,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.65906265223548
2024-08-08,19.027081828816264,5.26780727268978,5.642083556385898,5.2669853222417045,5.230259845076915,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.652704871739175
2024-08-09,19.027081828816264,5.408645931944762,5.642083556385898,5.2669853222417045,5.2648129999481075,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.828096685865354
2024-08-12,19.027081828816264,5.408645931944762,5.642083556385898,5.2669853222417045,5.260804833983049,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.82408851990029
2024-08-15,19.027081828816264,5.408645931944762,5.642083556385898,5.2669853222417045,5.260728056872925,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.82401174279017
2024-08-21,19.027081828816264,5.408645931944762,5.642083556385898,5.2669853222417045,5.253817425898688,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.81710111181594
2024-08-22,19.027081828816264,5.408645931944762,5.636140413748052,5.2669853222417045,5.2565816782883825,4.469350827630658,0.0,2.6008159671546722,2.8858871310892384,2.2624331206540464,52.81392222156778
2024-08-28,19.027081828816264,5.408645931944762,5.636140413748052,5.2669853222417045,5.2565816782883825,4.469350827630658,3.6454038982662693,2.6008159671546722,2.8858871310892384,2.2624331206540464,56.45932611983405
2024-08-29,19.027081828816264,5.408645931944762,5.636140413748052,5.2669853222417045,5.248288921119296,4.469350827630658,3.6454038982662693,2.6008159671546722,2.8858871310892384,2.2624331206540464,56.45103336266496
2024-08-30,19.027081828816264,5.408645931944762,5.635172925411659,5.2669853222417045,5.248288921119296,4.469350827630658,3.6454038982662693,2.6008159671546722,2.8858871310892384,2.2624331206540464,56.45006587432857
