date,DBS BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,CHIEF SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,ORIENT SECURITIES (HONG KONG) LTD
2024-07-02,0.0,22.988614800759013,8.780834914611006,5.51707779886148,38.861480075901326,10.393738140417458,5.88235294117647,0.03795066413662239,7.490512333965844,0.04743833017077799
2024-07-03,0.0,20.142314990512332,11.627134724857685,5.51707779886148,38.861480075901326,10.393738140417458,5.88235294117647,0.03795066413662239,7.490512333965844,0.04743833017077799
2024-07-04,0.05116136293870869,18.622736109689964,15.931648419113886,11.408983935332037,17.926941573723525,11.669906886319453,12.636856645861046,0.6446331730277295,10.922950987414305,0.18418090657935127
2024-07-05,0.05109339873288372,17.28489679133456,15.956468424279583,12.45657061107705,15.593705293276109,11.976292662987941,12.369711833231147,0.398528510116493,13.320049049662783,0.592683425301451
2024-07-08,0.051929168614010486,17.292413148465492,16.23825102560108,13.397725502414707,14.711533468349172,12.255283792906475,12.57205172145194,0.45697668380329226,12.3695279638573,0.6543075245365322
2024-07-09,0.051043846664284624,16.374866009902505,18.309427798478893,12.459802970751877,15.068143535296821,12.270940738094023,12.301567046092593,0.6686743913021286,11.75029350211832,0.7452401612985554
2024-07-10,0.10353574571620854,16.394885334161618,17.00574623388725,12.64171455194906,15.30776000414143,12.28969301651395,12.39322876223016,0.6781591344411658,12.170626908940312,1.0146503080188436
2024-07-11,0.10338054378166028,15.796547089837693,15.998139150211928,11.201281918742891,15.786209035459525,12.410834280988318,12.374651090664738,0.7495089424170371,14.307867259381785,1.2715806885144216
2024-07-12,0.10258514567090685,16.22384078785392,15.875051292572836,11.140746819860484,14.39269593762823,12.161469019286008,12.279441936807551,1.0874025441116126,15.68013951579811,1.0566270004103406
2024-07-15,0.05070222582771384,15.808954013081175,16.163869593875173,10.895908330375704,13.897480099376363,11.58038837904984,12.193885311565179,0.9227805100643919,17.492267910561274,0.9937636262231911
2024-07-16,0.04985790497083313,16.448122849877848,16.4032507354041,10.59480480630204,13.162486912299945,11.372588123847036,11.990826145485368,0.5933090691529143,18.40753851523159,0.9772149374283292
2024-07-17,0.04942909396470763,17.24086797489002,16.26217191438881,10.790371212495675,12.807078246255745,11.27477633334981,11.887697098512184,0.5387771242153131,18.180020760219463,0.9688102417082696
