date,MORTON SECURITIES LTD,BOOM SECURITIES (H.K.) LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,LONG BRIDGE HK LTD
2024-03-13,0.0,0.0,0.0,0.0,73.0792756077271,0.0,23.15309188278961,3.767632509483291,0.0
2024-03-14,0.0,0.0,76.33384829471036,7.251407814410789,11.995775928317903,0.0,3.8005207353797745,0.6184472271811741,0.0
2024-03-15,0.0,0.0,76.33392209783761,7.251414825410309,11.995787526393947,0.0,3.8005244099006026,0.6183511404575288,0.0
2024-03-26,0.0,0.0,76.54113200653315,7.019036420085675,12.028350323768478,0.0,3.7914515830184943,0.620029666594202,0.0
2024-03-28,0.0,0.0,76.51516926807733,7.050575546507126,12.024270309463434,0.0,3.790165523311285,0.6198193526408199,0.0
2024-04-03,0.0,0.0,76.51146174317624,7.050233912493168,12.028533153179792,0.0,3.7899818717139424,0.6197893194368672,0.0
2024-04-17,0.0,0.0,74.85566685682934,7.720744442737128,12.016305959098347,0.0,3.786129295234295,1.6211534461008856,0.0
2024-04-18,0.0,0.0,74.345686931185,8.082859630535426,12.081655493934557,0.0,3.8728551328866954,1.6169428114583124,0.0
2024-04-19,0.0,0.0,74.13808340502361,8.214352900596488,12.009402597812267,0.0,3.7946375762410565,1.8194510334853011,0.02407248684128059
2024-04-22,0.0,0.0,74.05251724916549,8.248152806515607,11.947452589158218,0.0,3.7421686039436333,1.985664047534802,0.024044703682256897
2024-04-23,0.0,0.0,74.03827542201614,8.265798580040979,11.945154847488245,0.0,3.7414489077010096,1.9852821633640518,0.024040079389573536
2024-04-24,0.0,0.0,73.75105247465419,8.573777193300856,11.731187266698717,0.0,3.7077769333916653,2.2122593132793797,0.023946818675196664
2024-04-25,0.0,0.0,73.69810741820272,8.639411057025153,11.72276557844835,0.0,3.7051151617631812,2.210671157038937,0.023929627521659877
2024-04-26,0.0,0.0,73.70163472353606,8.673327634554814,11.723326648128358,0.0,3.667003257772684,2.2107769631774614,0.023930772830620162
2024-04-29,0.0,0.0,73.64171641519883,8.747574830491953,11.7137957618261,0.0,3.664022039883867,2.2089796351230513,0.023911317476195636
2024-04-30,0.0,0.0,73.59596222833584,8.641774755378858,11.567918412052244,0.0,3.6569662614754037,2.51348188157409,0.023896461183577765
2024-05-02,0.0,0.0,73.57404651036403,8.639472897086923,11.513868593778746,0.0,3.6197699198782853,2.628938763252584,0.023903315639429806
2024-05-03,0.0,0.0,73.32896390508279,8.837569736018546,11.493153910485196,0.0,3.609984402146559,2.7064578241198305,0.02387022214707664
2024-05-06,0.0,0.0,73.23926575974286,9.037676094417794,11.37206195669499,0.0,3.6079174791453865,2.657195111723158,0.0858835982758047
2024-05-07,0.0,0.0,69.63097236731014,8.57427015111374,10.811792330955065,4.872284876644024,3.4301654950778646,2.4582389262011417,0.22227585269802833
2024-05-08,0.0,0.0,69.65941164202249,8.591386411414454,10.716370093560718,4.874274856725772,3.4270283778583495,2.454704846455429,0.2768237719627783
2024-05-09,0.0,0.0,69.71002775435454,8.788367576534878,10.360845483320787,4.877816615662141,3.4295185345974013,2.451947098703951,0.38147693682630207
2024-05-10,0.0,0.0,69.77974513475735,8.98354016408585,10.230283468350148,4.723587257597958,3.4056728110025496,2.454399304421187,0.4227718597849579
2024-05-13,0.0,0.0,69.35565171367499,9.462944299862325,10.135432521341437,4.713302603623953,3.439081973784269,2.4490553473429295,0.44453154037010006
2024-05-14,0.0,0.0,69.33049286405254,9.495786730339669,10.131755880485759,4.7115928471945985,3.437834442486101,2.448166949444872,0.44437028599644396
2024-05-16,0.0,0.0,69.33363672200963,9.496217325932426,10.132215314712003,4.711806498909035,3.433455738109434,2.4482779639325285,0.4443904363949455
2024-05-17,0.0,0.0,69.33992529336896,9.488008619126562,10.133134308176748,4.7122338604726375,3.4337671530652765,2.4485000231149336,0.44443074267488114
2024-05-21,0.0,0.0,69.33678086510217,9.49211315865379,10.132674790607108,4.7120201700008355,3.4336114385263294,2.4483889884887593,0.4444105886210084
2024-05-23,0.0,0.0,69.33678086510217,9.487578356729088,10.132674790607108,4.7120201700008355,3.4336114385263294,2.4483889884887593,0.44894539054571253
2024-05-27,0.0,0.0,69.33363672200963,9.487148133352937,10.132215314712003,4.711806498909035,3.433455738109434,2.4482779639325285,0.45345962897443426
