date,CHINA SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CROSBY SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,24.644829927294712,0.0,2.3565997164734727,0.0,1.3958959920583225,0.0,1.3502430235283576,0.0,29.74756865935487
2024-03-04,0.0,24.644806248375268,0.0,2.3565997164734727,0.0,1.398027094808398,0.0,1.3502430235283576,0.4245467227178814,30.174222805903376
2024-03-05,0.0,24.617764922368753,2.2284674596116796,2.3565997164734727,0.0,1.3921073649470772,1.4620918557816964,1.3502430235283576,0.4245467227178814,33.83182106542892
2024-03-06,0.0,24.61658097639649,2.2284674596116796,2.3565997164734727,0.0,1.3802442263049906,1.4620918557816964,1.3502430235283576,0.4245467227178814,33.81877398081457
2024-03-07,0.0,24.613289606593597,2.2284674596116796,2.3565997164734727,0.0,1.3783025549104775,1.4620918557816964,1.3502430235283576,0.41862699285656074,33.80762120975584
2024-03-08,0.0,24.608790611898993,2.223731675722623,2.3565997164734727,0.0,1.3783025549104775,1.4620918557816964,1.3502430235283576,0.41862699285656074,33.798386431172176
2024-03-11,0.0,24.564368959019642,2.223731675722623,2.3565997164734727,0.0,1.3783025549104775,1.4620918557816964,1.3502430235283576,0.41862699285656074,33.753964778292826
2024-03-12,0.0,24.564368959019642,2.223731675722623,2.3542318245289446,0.0,1.3783025549104775,1.4620918557816964,1.3502430235283576,0.41862699285656074,33.7515968863483
2024-03-13,0.0,24.56377698603351,2.198868810305076,2.3542318245289446,0.0,1.3781604813938058,1.4620918557816964,1.3502430235283576,0.41862699285656074,33.72599997442795
2024-03-14,0.0,24.562640397900136,2.198868810305076,2.3542318245289446,0.0,1.3811440252439113,1.4620918557816964,1.3502430235283576,0.41891113988990414,33.72813107717803
2024-03-15,0.0,24.556460199924917,2.198868810305076,2.3542318245289446,0.0,1.3846958631607036,1.4620918557816964,1.3502430235283576,0.41891113988990414,33.725502717119596
2024-03-18,0.0,24.556460199924917,2.198158442721718,2.3542318245289446,0.0,1.3918942546720696,1.4620918557816964,1.3502430235283576,0.41891113988990414,33.73199074104761
2024-03-19,0.0,24.549545955446895,2.198158442721718,2.3542318245289446,0.0,1.4398914243876577,1.4620918557816964,1.3502430235283576,0.41891113988990414,33.77307366628518
2024-03-20,0.0,24.548030504602398,2.2099979024443592,2.367492019418303,0.0,1.6328035811083763,1.4680115856430171,1.3502430235283576,0.41891113988990414,33.99548975663471
2024-03-21,0.0,24.537161880577013,2.2099979024443592,2.367492019418303,0.0,1.6268838512470556,1.4680115856430171,1.3502430235283576,0.41891113988990414,33.97870140274801
2024-03-22,0.0,24.524233190559887,2.2076300104998308,2.367492019418303,0.0,1.6270496036831723,1.4739313155043379,1.3502430235283576,0.41891113988990414,33.969490303083795
2024-03-25,0.0,24.519663159106948,2.2076300104998308,2.367492019418303,0.0,1.6271679982803988,1.4739313155043379,1.3502430235283576,0.41891113988990414,33.96503866622808
2024-03-26,0.0,24.519071186120815,2.2076300104998308,2.367492019418303,0.0,1.6273100717970705,1.4739313155043379,1.3502430235283576,0.41891113988990414,33.96458876675862
2024-03-27,0.0,24.51634811038461,2.2585351409546552,2.3813205083743476,0.0,1.616204658577233,1.4739313155043379,1.3502430235283576,0.41891113988990414,34.015493897213446
2024-03-28,0.0,24.51634811038461,2.2585351409546552,2.3813205083743476,0.0,1.6263629150192593,1.4772463642266773,1.3502430235283576,0.41891113988990414,34.02896720237781
2024-04-02,0.0,24.51634811038461,2.2561672490101268,2.383120106252189,0.0,1.6179095407772934,1.4739313155043379,1.3502430235283576,0.41891113988990414,34.016630485346816
2024-04-03,0.0,24.50910236103435,2.2573038371435006,2.3634901754769126,0.0,1.604317841015701,1.4739313155043379,1.3502430235283576,0.41891113988990414,33.97729969359307
2024-04-05,0.0,24.48857273787529,2.2573038371435006,2.374571909777305,0.0,1.601192223648924,1.4739313155043379,1.3502430235283576,0.41535930197311177,33.96117434945083
2024-04-08,0.0,24.48857273787529,2.2845345945055757,2.360577668385143,0.0,1.5846643378761165,1.4609079098094324,1.3502430235283576,0.4094395721117911,33.938939844091706
2024-04-09,0.0,24.48857273787529,2.2744710537413306,2.3747850200523124,0.0,1.596598513276539,1.4609079098094324,1.3502430235283576,0.4094395721117911,33.95501783039506
