date,NANYANG COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,YF SECURITIES CO LTD,HING WONG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,TOTAL_CCASS_PCT
2024-03-04,32.08912699267852,0.0,2.8695118588227557,0.0,0.0,0.0,0.0,0.0,34.95863885150128
2024-03-12,32.08912699267852,0.0,2.8695118588227557,0.0,0.0,1.586475490670548,0.0,0.0,36.54511434217183
2024-03-22,32.08912699267852,0.0,2.8695118588227557,0.0,0.0,1.5775724705835086,0.0,0.0,36.53621132208479
2024-03-27,32.08912699267852,0.0,2.8695118588227557,0.0,0.0,1.566158342266791,0.0,0.0,36.524797193768066
2024-05-02,32.08912699267852,3.756737531662792,2.8695118588227557,0.0,0.0,1.566158342266791,0.0,0.0,40.28153472543086
2024-05-07,32.08912699267852,3.756737531662792,2.8731643798841056,0.0,0.0,1.566158342266791,0.0,0.0,40.28518724649221
2024-05-09,32.08912699267852,3.756737531662792,2.8818391174048106,0.0,0.0,1.566158342266791,0.0,0.0,40.29386198401291
2024-05-16,32.08912699267852,3.759020357326136,2.8818391174048106,0.0,0.0,1.565587635850955,0.0,0.0,40.29557410326042
2024-05-17,32.08912699267852,3.756737531662792,2.8818391174048106,0.0,0.0,1.549607856207551,0.0,0.0,40.277311497953676
2024-05-22,32.08958355781119,3.756737531662792,2.8900572897928476,0.0,0.0,1.549607856207551,0.0,0.0,40.28598623547438
2024-05-29,32.09369264400521,3.7563951078132902,2.8900572897928476,0.0,0.0,1.5473250305442074,0.0,0.0,40.28747007215555
2024-05-30,32.09369264400521,3.7563951078132902,2.8900572897928476,0.0,0.0,1.5473250305442074,0.8618237585537477,0.0,41.1492938307093
2024-06-14,32.09369264400521,3.7563951078132902,2.8900572897928476,0.0,0.0,1.5473250305442074,0.863193453951754,0.0,41.15066352610731
2024-07-03,32.09369264400521,3.7586779334766343,2.8900572897928476,0.0,0.0,1.5473250305442074,0.863193453951754,0.0,41.15294635177065
2024-07-10,32.09369264400521,3.763243584803321,2.8900572897928476,0.0,0.0,1.5473250305442074,0.863193453951754,0.0,41.15751200309734
2024-07-22,32.09369264400521,4.527990182023387,2.8900572897928476,0.0,0.0,1.5473250305442074,0.863193453951754,0.0,41.922258600317406
2024-07-23,32.09780173019923,4.528446747156056,2.8900572897928476,0.0,0.0,1.5587391588609247,0.863193453951754,0.0,41.93823837996081
2024-07-25,32.09780173019923,4.529359877421394,2.8900572897928476,0.0,0.0,1.5587391588609247,0.863193453951754,0.0,41.93915151022615
2024-07-26,32.09780173019923,4.529359877421394,2.8900572897928476,0.0,0.0,1.5594240065599279,0.863193453951754,0.0,41.939836357925145
2024-07-30,32.09780173019923,4.529359877421394,2.8923401154561907,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.84017458137543
2024-08-12,32.09780173019923,4.5299305838372295,2.8923401154561907,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.840745287791265
2024-08-28,32.09780173019923,4.56845326690615,2.8923401154561907,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.879267970860184
2024-08-30,32.09780173019923,4.569366397171488,2.8923401154561907,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.88018110112553
2024-09-02,32.09780173019923,4.569366397171488,2.8991885924462215,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.88702957811555
2024-09-09,32.09780173019923,4.564800745844801,2.8991885924462215,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.882463926788866
2024-09-11,32.09780173019923,4.562517920181457,2.8991885924462215,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.88018110112553
2024-09-13,32.09780173019923,4.56160478991612,2.8991885924462215,1.898854386769108,0.0,1.5586250175777576,0.863193453951754,0.0,43.879267970860184
2024-09-16,32.09780173019923,4.561148224783452,2.8991885924462215,1.898854386769108,0.0,1.5633618808291954,0.863193453951754,0.0,43.883548268978956
2024-09-17,32.09780173019923,4.558408833987439,2.8991885924462215,1.898854386769108,0.0,1.565644706492539,0.863193453951754,0.0,43.88309170384629
2024-09-25,32.09780173019923,4.558408833987439,2.8991885924462215,1.898854386769108,0.0,1.5679275321558823,0.863193453951754,0.0,43.88537452950963
2024-09-26,32.09780173019923,4.546994705670722,2.906950199701589,1.898854386769108,0.0,1.5679275321558823,0.863193453951754,0.0,43.88172200844828
2024-09-27,32.09780173019923,4.537406837884679,2.956259234029808,1.898854386769108,0.0,1.5286629307463744,0.863193453951754,0.0,43.88217857358095
2024-09-30,32.09780173019923,4.537406837884679,2.956259234029808,1.9440543349033086,0.0,1.5286629307463744,0.863193453951754,0.0,43.92737852171515
2024-10-02,32.09780173019923,4.53695027275201,2.956259234029808,1.9440543349033086,0.0,1.5332285820730613,0.863193453951754,0.0,43.93148760790917
2024-10-03,32.09780173019923,4.524623014169955,2.956259234029808,1.9559250283526948,0.0,1.5332285820730613,0.863193453951754,0.6579103561755912,44.588941398952095
2024-10-04,32.09780173019923,4.520057362843268,2.956259234029808,1.9559250283526948,0.0,1.5332285820730613,0.863193453951754,0.6579103561755912,44.5843757476254
2024-10-07,32.09780173019923,4.515491711516582,2.956259234029808,1.9559250283526948,0.0,1.538250798532417,0.863193453951754,0.6579103561755912,44.584832312758074
2024-10-08,32.09780173019923,4.504077583199864,2.956259234029808,1.9559250283526948,0.0,1.538250798532417,0.863193453951754,0.6579103561755912,44.57341818444135
2024-10-09,32.09780173019923,4.49494628054649,2.956259234029808,1.9559250283526948,0.0,1.538250798532417,0.8609106282884104,0.6579103561755912,44.562004056124636
2024-10-10,32.09780173019923,4.49494628054649,2.956259234029808,1.9559250283526948,0.0,1.5505780571144718,0.8609106282884104,0.6579103561755912,44.5743313147067
2024-10-16,32.09780173019923,4.493120020015815,2.956259234029808,1.9559250283526948,0.0,1.5462977589957028,0.8609106282884104,0.6579103561755912,44.56822475605725
2024-10-17,32.09780173019923,4.492206889750478,2.956259234029808,1.9559250283526948,0.0,1.5440149333323594,0.8609106282884104,0.6579103561755912,44.56502880012857
2024-10-21,32.09780173019923,4.492206889750478,2.956259234029808,1.9559250283526948,0.0,1.5485805846590464,0.8609106282884104,0.6579103561755912,44.56959445145526
