date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,MERRILL LYNCH FAR EAST LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD
2024-03-01,20.38527104466124,12.768020709579615,14.118482072831984,11.172376617555884,10.338450383249054,10.122020903624724,8.018708324651847,13.076669943845657,0.0
2024-03-04,20.106144707270445,12.591692719966332,13.931803680418966,11.045035921513847,10.210975940168325,10.012049385735265,7.811624842027673,12.894329045802461,1.3963437570966855
2024-03-05,20.06467778138098,12.559460362239877,13.96040643367678,11.033103152547518,10.250492736753676,9.996943264548515,7.842303255506739,12.896079677998983,1.3965333353469305
2024-03-06,20.112655912480562,12.587191069078765,13.991771755559535,11.056027865117732,10.252360336219512,9.798578067091963,7.873296945667875,12.928114832074101,1.4000032167099523
2024-03-07,20.080410702789532,12.586748652855334,13.987741868571653,11.059057243033838,10.2878946933078,9.802445537456956,7.8715168999830665,12.925758698374512,1.3984257036273107
2024-03-08,19.971884417210735,12.573606253028071,13.862944996178278,11.101149990759039,10.310391017083072,9.931601264684899,7.941054415144673,12.912700106792737,1.3946675391184942
2024-03-11,19.91561727530489,12.563508435526746,13.846016426593144,11.175201367011816,10.349536646186268,9.713243883641217,8.14015137085872,12.902037043449077,1.39468755142812
2024-03-12,19.888982235224756,12.528057243422847,13.839827618354459,11.239775329037663,10.308739335938828,9.93315699736577,7.994099110828684,12.874367762544011,1.3929943672829863
2024-03-13,19.835488879070823,12.518493584164695,13.80262402024434,11.24932744153735,10.339036129355325,9.733297271680277,8.271439382524674,12.860251219612387,1.3900420718101305
2024-03-14,19.671579990195344,12.44102804436556,13.76751787767884,11.23932372539059,10.324520295336175,9.856044424141162,8.476561803897782,12.837514208186503,1.3859096308080416
2024-03-15,19.73883123916263,12.344242371853431,13.863877843935732,11.256806569378844,10.428731225440101,9.647271121991777,8.438361087783118,12.889928141669053,1.391950398785319
2024-03-18,19.725528886475647,12.324718045023277,13.827731926934566,11.325940372695342,10.471080660218666,9.67069322357397,8.380250099765508,12.882347797221867,1.3917089880911604
2024-03-19,19.67383212444269,12.345597468677457,13.833365466115588,11.350438156427396,10.534780798313891,9.654666391835324,8.313614421401883,12.899037337944302,1.3946678348414656
2024-03-20,19.675020385401403,12.33758081400964,13.844556037927735,11.29503807517242,10.572863240760318,9.660679520777435,8.319626808338946,12.899975225906124,1.3946598917059791
2024-03-21,19.652749350585452,12.31456460528114,13.84149666238727,11.282157207367606,10.597179321865301,9.72036798007244,8.283858630054121,12.911339084752434,1.3962871576342353
2024-03-22,19.632451198286308,12.324890007426301,13.87820797122495,11.294899219691867,10.499467037329179,9.682986522742663,8.374147357953587,12.91549118192376,1.3974595034213833
2024-03-25,19.624566817320378,12.32168911993636,13.857518042036556,11.272819792014475,10.495122807076395,9.694971492087138,8.402687868270707,12.93036873095007,1.4002553303079204
2024-03-26,19.65544143670536,12.335701784631468,13.839732307016012,11.292294992617325,10.573895148083473,9.680391600614966,8.302772232718194,12.917248709840468,1.4025217877727356
2024-03-27,19.65380666500102,12.335255770959854,13.834081850597258,11.284597335879809,10.64862327315788,9.67960350563336,8.235877991010614,12.925511253635108,1.4026423541250979
2024-03-28,19.610480504318755,12.337608912205598,13.83854770376019,11.336387516670914,10.678857529859487,9.644227459221803,8.221674666159217,12.922663681701914,1.4095520261021208
2024-04-02,19.52147296092552,12.38166086020419,13.933920998158818,11.505094703119656,10.297458098643476,9.739027788250025,8.250164864739187,12.950996212227475,1.4202035137316444
2024-04-03,19.511761988613603,12.382851801410695,13.935261244905378,11.506201331020499,10.298448568929361,9.73996454541332,8.27233949710743,12.932830905313406,1.4203401172863066
2024-04-05,19.502559540521904,12.377011603534347,13.917684837659507,11.500774593007645,10.293591450518633,9.724801160738286,8.337175262642697,12.926731317528645,1.4196702338483314
2024-04-08,19.502559540521904,12.377011603534347,13.917684837659507,11.500774593007645,10.293591450518633,9.756946270306225,8.305030153074759,12.926731317528645,1.4196702338483314
2024-04-09,19.49044919575719,12.371530306831724,13.911521236747394,11.49568134757219,10.28903281951115,9.65169175927666,8.402285717752518,12.968766099393175,1.4190415171579969
2024-04-10,19.659669682741647,12.439998317360908,13.98851205024349,11.559302129482338,10.345975622054532,9.807257522304392,7.7798741689702915,12.99251555950007,1.4268949473423347
2024-04-11,19.66840129084252,12.483656357865284,13.98851205024349,11.559302129482338,10.345975622054532,9.783973234035392,7.75076880863404,12.99251555950007,1.4268949473423347
2024-04-12,20.22092258340031,12.375186864079204,13.866966985447274,11.458864275814943,10.256080265575871,9.698961071453413,7.781275270522671,12.927245912682462,1.4144967710238536
2024-04-15,20.247279493908852,12.376738318235777,13.868705461302625,11.460300852313189,10.257366051280197,9.700177012160735,7.745892129490854,12.928866577455006,1.4146741038527613
2024-04-16,20.320706295575373,12.40641656720493,13.901961306500061,11.487781570836196,10.281962245819521,9.698561381363884,7.524675496205976,12.959868777817384,1.418066358676675
2024-04-17,20.31983853724964,12.40641656720493,13.901961306500061,11.487781570836196,10.281962245819521,9.698561381363884,7.524675496205976,12.960736536143116,1.418066358676675
2024-04-18,19.714607038328488,12.429012397988128,13.959827996719987,11.535599276756797,10.32476074820448,9.700733805665445,7.897675676214984,13.013814023047368,1.4239690370743252
2024-04-19,19.784702043177802,12.170955138774332,13.99708875700251,11.566389426855169,10.352318998585762,9.726626439656522,7.9255996457103794,13.04854973789916,1.4277698123383635
2024-04-22,19.72724996758199,12.135612345479792,13.956443120811803,11.532802209909873,10.322257276534014,9.698381643435491,8.19297114304448,13.01065852961503,1.4236237635875224
2024-04-23,20.39887489228283,12.175016801321714,14.001759832569588,11.570249335153889,10.355773750154205,9.729872386574563,7.287320219448415,13.05288649816989,1.4282462843249033
2024-04-24,19.68118040216658,12.224824209385295,13.992078616037773,11.5622493344054,10.348613472501356,9.723144874995468,7.882295977738854,13.158354358705186,1.4272587540640895
2024-04-25,19.686137874801535,12.227903507996798,13.995603066575176,11.565161737701473,10.351220174287088,9.725594028128487,7.859092542398413,13.161668803282256,1.4276182648287739
2024-04-26,19.754333240683337,12.64601053499107,14.039506229661209,11.601440787591025,10.383691180022916,9.75610249130041,7.1838778599602335,13.202941078930081,1.4320965968597146
2024-04-29,19.758142524594298,12.648449100944264,14.042213507327677,11.603677926207535,10.385693496540844,9.757983788117722,7.165979864799471,13.205487039374129,1.4323727520940572
2024-04-30,19.889892349914685,12.657919647137545,14.05272763681626,11.612366198337586,10.39346980091012,9.765290093853794,6.950298780912964,13.244590248668006,1.43344524344904
2024-05-02,19.889892349914685,12.687158618381067,14.05272763681626,11.612366198337586,10.39346980091012,9.765290093853794,6.950298780912964,13.215351277424483,1.43344524344904
2024-05-03,19.889893227083824,12.687158618381067,14.05272763681626,11.612366198337586,10.39346980091012,9.76040163025159,6.9551872445151695,13.215350400255346,1.43344524344904
2024-05-06,19.894186358779827,12.689896890114335,14.055760639557116,11.614872497428951,10.395713025372151,9.762508219496146,6.935105365793596,13.21820237926336,1.4337546241945158
2024-05-07,19.89418840594956,12.689896890114335,14.055760639557116,11.614872497428951,10.395713025372151,9.762508219496146,6.935105365793596,13.21820033209363,1.4337546241945158
2024-05-08,19.91698744281001,12.689896890114335,14.055760639557116,11.614872497428951,10.395713025372151,9.76247926666707,6.912335866667858,13.218199747187992,1.4337546241945158
2024-05-13,19.918127716351133,12.689896890114335,14.055760639557116,11.614872497428951,10.395713025372151,9.761617993115234,6.912056866678571,13.218199747187992,1.4337546241945158
2024-05-16,19.918244817026387,12.68987833416088,14.05574008635306,11.61485551344277,10.395697824116482,9.761603719072607,6.9120467594407735,13.218180418717365,1.4337525276696739
2024-05-20,19.907472392803264,12.683015241854747,14.048138292300871,11.608573827881091,10.390075498048823,9.756324331389314,6.962391703565183,13.21103160373712,1.4329771084195886
2024-05-21,19.92614000500938,12.68030536826715,14.0448130659378,11.605826051988874,10.387616143489414,9.754014987175982,6.96074368957493,13.207902769085585,1.4326379194708863
2024-05-23,19.926140589459454,12.68030536826715,14.0448130659378,11.605826051988874,10.387616143489414,9.754014987175982,6.96074368957493,13.207902184635511,1.4326379194708863
2024-05-27,19.931965208729967,12.684011954129696,14.04891851166962,11.609218556310982,10.39065255231592,9.75686618775866,6.933547342003911,13.211762992564788,1.4330566945164578
2024-05-29,19.941583278724593,12.69013256057818,14.055697746942158,11.61482052658778,10.395666509669923,9.76157431467637,6.936893090551437,13.169883763421735,1.433748208847824
2024-05-31,19.931965208729967,12.684011954129696,14.04891851166962,11.609218556310982,10.39065255231592,9.75686618775866,6.933547342003911,13.211762992564788,1.4330566945164578
2024-06-03,19.931936077163208,12.68413957082521,14.048897978470649,11.609201588855846,10.390637365856113,9.756851927609409,6.9335372082767455,13.21174368291059,1.4330546000322295
2024-06-04,19.931865863007083,12.684150693938628,14.048910298382827,11.609211769322975,10.390646477726671,9.756860483693957,6.93354328850949,13.211755268696338,1.4330558567220317
2024-06-05,19.844172777045383,12.684150693938628,14.048910298382827,11.609211769322975,10.390646477726671,9.844553569655657,6.93354328850949,13.211755268696338,1.4330558567220317
2024-06-06,19.844172777045383,12.684150693938628,14.048910298382827,11.609211769322975,10.390646477726671,9.815265540495883,6.962831317669265,13.211755268696338,1.4330558567220317
2024-06-07,19.844172777045383,12.684150693938628,14.048910298382827,11.609211769322975,10.390646477726671,10.843583312890857,6.962831317669265,12.18343749630136,1.4330558567220317
2024-06-11,19.844172777045383,12.684150693938628,14.048910298382827,11.609211769322975,10.390646477726671,10.770213430969568,7.036201199590554,12.18343749630136,1.4330558567220317
2024-06-12,19.844172777045383,12.684150693938628,14.048910298382827,11.609211769322975,10.390646477726671,10.77332390472863,7.033090725831492,12.18343749630136,1.4330558567220317
2024-06-13,19.84037407478818,12.681722610268267,14.046220963439957,11.60698945754168,10.38865743173961,10.768151725776288,7.0539969422656865,12.181105262449254,1.4327815317310741
2024-06-14,20.362451170023164,12.687516331506032,14.052638063955966,11.61229218047557,10.393403552360905,10.773071220647955,6.498521100799199,12.186670273641138,1.433436106590072
2024-06-17,20.39253212680337,12.706259292617613,14.073397686396316,11.629446738946127,10.408757476132033,10.788986018285653,6.3603936267457275,12.204673346981137,1.435553687092021
2024-06-20,20.39919234196533,12.710409165731274,14.077994067859311,11.633244924331555,10.412156983556054,10.830037739486514,6.324942904852837,12.175999332293438,1.4360225399236908
