date,SILVERBRICKS SECURITIES CO LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,CMB WING LUNG BANK LTD,ELSTONE SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA CITIC BANK INTERNATIONAL LTD,YUANTA SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING
2024-04-25,89.96497080953652,0.0,0.0,1.6397095071549466,0.0,2.4427482402380276,2.113065733176917,0.0,2.1140197473220703,1.7254859625715175
2024-04-26,89.97341461858667,0.0,0.0,1.6371945132328616,0.0,2.442847334246627,2.106882068319894,0.0,2.114105505930988,1.725555959682966
2024-04-29,89.96814178206095,0.0,0.0,1.637152249961323,0.0,2.44278427349277,2.11235934760969,0.0,2.1140509314657456,1.7255114154095217
2024-04-30,89.96924357860374,0.0,0.0,1.6333366292795761,0.0,2.4431446645171873,2.1137774867675123,0.0,2.114362823510053,1.7261348173219258
2024-05-02,89.96898459528194,0.0,0.0,1.633378800271284,0.0,2.4432077438797273,2.1138320622244438,0.0,2.1144174140797487,1.7261793842628506
2024-05-03,86.21563026169655,0.0,4.169912893247941,1.5649739409433598,0.0,2.340887766418755,2.025306127618642,0.0,2.0258669653126797,1.6574220447620716
2024-05-06,86.21219430651382,0.0,4.170310810213612,1.565123279718024,0.0,2.341111147333617,2.0276199656178986,0.0,2.0260602851388554,1.6575802054641704
2024-05-07,86.21719101951807,0.0,4.170296071193956,1.5647643207779158,0.0,2.341102873206151,2.026552517355687,0.0,2.026053124487354,1.6540400734608676
2024-05-08,86.21780045412062,0.0,4.170325549337452,1.5640685217380288,0.0,2.34111942151957,2.025859982510594,0.0,2.026067445840973,1.6547586249327635
2024-05-09,86.1501305761768,0.0,4.190586703081448,1.5723777027252785,0.0,2.3524935408709955,2.035702442070131,0.0,2.0359109133425477,1.6627981217327898
2024-05-10,86.1498246176835,0.0,4.190571820392529,1.5723721184933153,0.0,2.3510646032492537,2.036405503781151,0.0,2.03590368289227,1.6638576535079688
2024-05-13,86.10634881288867,0.0,4.190616468776422,1.600090531867905,0.0,2.3677816788660992,2.034651453160924,0.0,2.035925374397176,1.664585680042809
2024-05-17,86.1026782159951,0.0,4.190973690101276,1.6020028274582716,0.0,2.3686938755585345,2.0330489944065153,0.0,2.0360989230778936,1.6665034734024056
2024-05-20,81.41905402974146,0.0,3.9630023174841518,1.5148605997762477,5.440587720773199,2.2395110143907457,1.9127197400952756,0.0,1.9253436903799044,1.5849208873590177
2024-05-21,81.38024212707076,0.0,3.961113181555677,1.5809426524483388,5.437994230052796,2.2384434549041328,1.8983799846255054,0.0,1.9244258922943187,1.5784584770484753
2024-05-22,81.3788761851634,0.0,3.96104669551001,1.580916116820456,5.437902955020717,2.2384058833309552,1.8983481209113005,0.0,1.9243935914077013,1.580110451835454
2024-05-23,81.36606973840598,0.0,3.9614855446614,1.5810912684280025,5.438505426862278,2.238653879024487,1.9009085577439484,0.0,1.9246067972998424,1.5886787875740664
2024-05-24,81.340798009165,0.0,3.9602224539309896,1.6047520691279964,5.436771399130884,2.239953843928608,1.9006380908252483,0.0,1.923993150480247,1.5928709834110237
2024-05-27,79.6502506109535,0.0,3.8777231250785102,1.571321884279094,5.323512612087891,2.194934300644177,1.8577576885074911,2.076626717438322,1.8839125374647252,1.5639605235462852
2024-05-28,79.64644080153545,0.0,3.877697638354288,1.5713115566083866,5.323477622767235,2.1949198742183076,1.8616890383959743,2.076613068600911,1.8839001552605938,1.56395024425886
2024-05-29,79.63664160630462,0.0,3.877060579114983,1.5552817597249171,5.322603039207321,2.1945592751938823,1.861383185203375,2.076271905966483,1.8835906530477424,1.5926079962366742
2024-05-30,79.59133135898041,0.0,3.8792401884183056,1.5725941466227158,5.325595304833669,2.196121775189142,1.8719636808273914,2.0774391463203874,1.8846495716865566,1.6010648271214254
2024-05-31,79.57894019409059,0.0,3.8789086278670446,1.572459736233867,5.325140123605053,2.205467318307692,1.8764059402146822,2.0772615865831425,1.8844884897683016,1.6009279833296257
2024-06-03,79.57499540234522,0.0,3.8789086278670446,1.5533932427979082,5.325140123605053,2.22190395058007,1.8813369298963958,2.0772615865831425,1.8844884897683016,1.6025716465568633
2024-06-04,79.55454413795925,0.0,3.8777995872613977,1.571681506761438,5.32361758280958,2.2212686735113247,1.880141748950775,2.076667665027084,1.8839496850537454,1.6103294126654077
2024-06-05,79.55206319368112,0.0,3.8770860574655384,1.5707351550478965,5.322638017032231,2.220859951671143,1.8768385920913702,2.076285550319567,1.8836030311836993,1.6198904515074326
2024-06-06,79.54957695541395,0.0,3.8775574673594777,1.5709261387098206,5.323285189724789,2.221129983168705,1.8770667944754613,2.0765380032021077,1.8838320560472164,1.6200874118984636
2024-06-07,79.54984576707679,0.0,3.877506498601117,1.5709054895884496,5.323215217522235,2.221100787408654,1.8770421212721162,2.0765107080389535,1.8838072939175343,1.6200661165741477
2024-06-11,79.54326630268983,0.0,3.877009623418446,1.5707041891000095,5.3225330849366275,2.230673320182404,1.8587301476317364,2.076244617798293,1.883565897263881,1.6372728169787774
2024-06-12,79.54641747117957,0.0,3.8764746694604195,1.5704874616465174,5.321798676096547,2.2303655294783296,1.8581451516761573,2.07595813533268,1.8833060008153761,1.637046904314408
2024-06-13,79.54772414743444,0.0,3.876538346714082,1.5705132593975657,5.321886095092705,2.2304021667747627,1.856533015826216,2.07599223624241,1.8833369371077973,1.6370737954100223
2024-06-14,79.53936972691764,0.0,3.8760671845695245,1.5703223761070702,5.321239262521636,2.2301310792801643,1.858606811985148,2.075739916036435,1.8831080326082545,1.6454156099741264
2024-06-17,79.53600859985713,0.0,3.8767039173645808,1.5705803375169394,5.322113397924211,2.2304974293788176,1.858912130715179,2.0760809038510457,1.8834173762248385,1.6456859071672554
2024-06-18,79.53526900370352,0.0,3.876844026654596,1.5706371004012583,5.32230574625554,2.230578042553791,1.8589793142980335,2.0761559362052444,1.8834854454602017,1.6457453844678067
2024-06-19,79.53556084290125,0.0,3.8766020260597776,1.5705390579961662,5.3219735169609015,2.2304388052748663,1.8578776614861352,2.076026338272482,1.8833678744165903,1.6476138766318242
2024-06-20,79.52902878251157,0.0,3.87628365025061,1.5704100734782667,5.321536436338892,2.230255624810466,1.8646237923735758,2.0758558393249866,1.8832131980358455,1.6487926028757884
2024-06-21,79.5460142907583,0.0,3.876551082415855,1.5705184190494805,5.321903579236577,2.230409494378488,1.83781274290076,2.075999056558796,1.8833431244882446,1.6574482102135029
2024-06-24,79.49083750021946,0.0,3.876423729163686,1.5359720084492718,5.3217287429673945,2.230336220507787,1.8377523666991544,2.1252091634209562,1.883281252513194,1.6984590160591042
2024-06-25,79.4898093579429,0.0,3.875748896601127,1.5327484328875733,5.320802302491385,2.2299479493557635,1.8367755093235276,2.1248391934574213,1.8829533989031533,1.706374959037147
2024-06-26,79.48950634303827,0.0,3.876054452047064,1.5233430394030445,5.321221782742468,2.230123753505686,1.8369203166304016,2.1250067110661783,1.8831018467724114,1.7147217547944738
2024-06-27,79.48996120380802,0.0,3.8760926498653987,1.5233580516742604,5.321274222424493,2.2301457309735095,1.8362814311595108,2.1250276526244853,1.8831204044018617,1.7147386530684519
2024-06-28,79.47541570467898,0.0,3.875799819163265,1.5232429651559107,5.320872211273688,2.2299772481225424,1.835814234755765,2.1248671112247353,1.8829781385893445,1.7310325670357636
2024-07-02,79.47384942208038,0.0,3.875723435821843,1.499892093432346,5.320767348789106,2.232561001896386,1.8338072787387854,2.124825234848863,1.8829410293038398,1.755633155088448
2024-07-03,79.47411046489292,0.0,3.8757361661696703,1.4995685562513674,5.320784825582841,2.232568335050717,1.833813302131551,2.1248322141302176,1.8829472140831816,1.7556389217075303
2024-07-04,79.47407759396428,0.0,3.8754943038606458,1.4994749768388362,5.320452786133156,2.2324290133555813,1.8336988644349288,2.1246996156241362,1.8828297102228972,1.756843135565544
2024-07-05,79.62132882381884,0.0,3.8476918357791123,1.488717870283141,5.282284308213212,2.2164137565852955,1.8205440640011334,2.109457200434056,1.8693224492602663,1.7442396916249443
2024-07-08,79.62078482623144,0.0,3.847917691890216,1.4881530443018407,5.282594373634903,2.2165438581144783,1.8206509283291354,2.109581023707895,1.8694321768363842,1.7443420769537068
2024-07-09,79.62005376327535,0.0,3.8480557281226546,1.4882064287700063,5.282783875979606,2.2166233721237965,1.8207162404836188,2.10965670064276,1.8694992389190879,1.744404651683123
2024-07-10,79.61997490706676,0.0,3.8481937742589873,1.4876075578682404,5.2829733919208195,2.216702891838127,1.820781557324152,2.1097323830073327,1.8695663058133958,1.7444672309021834
2024-07-11,79.62337525290121,0.0,3.8481059255717236,1.4725719788121827,5.282852789294093,2.2166522877234365,1.8213922358298356,2.1096842208743434,1.8695236263239126,1.7558416826692635
2024-07-16,79.62533198583137,0.0,3.8481059255717236,1.471267490192072,5.282852789294093,2.2166522877234365,1.8207399915197802,2.1096842208743434,1.8695236263239126,1.7558416826692635
2024-07-17,79.62572455301256,0.0,3.8480933760866782,1.470936570987,5.282835560796915,2.2166450587528015,1.820734053702647,2.1096773407491356,1.8695175294130568,1.7558359564992032
2024-07-18,79.62611711763327,0.0,3.848080826683485,1.4706056539403152,5.282818332412109,2.2166378298293172,1.8207281159242428,2.1096704606688026,1.869511432541968,1.7558302303664917
2024-07-19,79.62650967969353,0.0,3.848068277362144,1.4702747390519972,5.282801104139674,2.2166306009529824,1.8207221781845666,2.1096635806333444,1.8695053357106448,1.755824504271128
2024-07-22,79.64670601231177,0.0,3.8483192793417476,1.4462362647017823,5.283145690939962,2.2167751874386648,1.8234500622288616,2.1098011898691658,1.8696272798931073,1.7559390332749403
2024-07-23,79.6497740149905,0.0,3.848294177670284,1.4455745550282526,5.283111230237041,2.2167607279413035,1.8211552015336525,2.109787428137751,1.8696150847589896,1.755927579702218
2024-07-24,79.74062092460524,0.0,3.831176129888042,1.4388196382665737,5.259610804775066,2.2069000950710613,1.8130543079118444,2.100402635723804,1.86129863105828,1.7481168327001022
2024-07-25,79.74166076300351,0.0,3.8311636905831823,1.4378409076504826,5.2595937275382,2.2068929295683155,1.813048421172499,2.100395816003742,1.8612925876762165,1.7481111568038565
2024-07-26,79.74211699847575,0.0,3.8308141280023613,1.4378315707655998,5.259559573397152,2.206878598702416,1.8130366478084878,2.1003821766964736,1.8612805010298203,1.7480998051219376
2024-07-29,79.74283213872874,0.0,3.830152323675551,1.4378269023686312,5.259542496492967,2.2068714333392614,1.8130307611838217,2.1003753571092663,1.8612744577654872,1.7480941293362635
2024-07-30,79.74238009165119,0.0,3.8301150164602364,1.437812897359614,5.259491266445756,2.206849937528971,1.8136624615325634,2.1003548986133462,1.8612563282079435,1.7480771022003798
2024-07-31,79.69392170751959,0.0,3.839277059463094,1.4412522989282504,5.27207252965828,2.212128957595366,1.818000935284348,2.105379171205594,1.8657086515572672,1.7522586887882081
2024-08-01,79.74275066543898,0.0,3.841064702622287,1.4419233744388078,5.216243441990268,2.213158968489878,1.818847432394359,2.1063594772930734,1.8665773623213897,1.7530745750109613
2024-08-02,79.74393369402422,0.0,3.8409021208204845,1.4418623417516683,5.216022652619847,2.2130652915016915,1.81844485111622,2.106270320836316,1.8664983551881424,1.7530003721414014
2024-08-05,79.74551643327669,0.0,3.8406020059581207,1.4417496795945421,5.215615090575505,2.2128923702023533,1.8183027640988885,2.1061057441281483,1.8663525134355157,1.7528633987302447
2024-08-06,79.7482897287816,0.0,3.8400144168534975,1.4415291005285495,5.214817132704218,2.2125538109232568,1.8183500938380628,2.1057835225632706,1.8660669726789936,1.7525952211285587
2024-08-07,79.75390948640391,0.0,3.839689444796178,1.4469404646655928,5.2143758140871,2.2123665673127353,1.8087569537379535,2.1056053146897287,1.865909051495014,1.7524469028117946
2024-08-08,79.75721053474223,0.0,3.83998941705,1.4470535055764717,5.214783182466162,2.2125394064433523,1.8007603349190267,2.105769813194357,1.866054823946576,1.7558389816618276
2024-08-09,79.75250133662539,0.0,3.8403269418649146,1.4471806977151982,5.215241547981615,2.2133849740778406,1.8005930712787963,2.1059549047373953,1.8662188451822277,1.7585976805366221
2024-08-12,79.75368372535358,0.0,3.8401644225105973,1.4471194542648012,5.215020843416141,2.21329130551725,1.8005168717187687,2.1058657825255316,1.8661398683955308,1.7581977262977888
2024-08-13,79.75804742791638,0.0,3.840139420753893,1.447110032655584,5.214986890525589,2.213276895673126,1.800505149281962,2.1058520720855203,1.866127718713946,1.7539543923939995
2024-08-14,79.75870241493062,0.0,3.8400769177863996,1.4470864791692595,5.214902010233396,2.2125898229435945,1.8008013683277868,2.1058177967665315,1.866097345202112,1.7539258446402954
2024-08-15,79.76027195574788,0.0,3.839964417572015,1.4470440848259625,5.214749232670158,2.2125250021510023,1.7997720666312924,2.105756104003948,1.866042675372342,1.753874461025394
2024-08-16,79.75923344288547,0.0,3.8399144195925565,1.4470252436929307,5.214681334404273,2.2124961941289536,1.801050675609166,2.105728686158629,1.8660183786984135,1.7538516248296017
2024-08-19,79.76301553822599,0.0,3.8398144275395083,1.4469875628987467,5.21454554317675,2.2124385803353537,1.7961212426497692,2.105673852609887,1.865969787248625,1.755433465315369
2024-08-20,79.76419732427146,0.0,3.839651951559716,1.446926335793514,5.214324897514755,2.2123449643200868,1.7957197540317666,2.1055847541837047,1.8658908315399136,1.7553591867850857
2024-08-23,79.76387567861283,0.0,3.8395894644594017,1.4469027882865437,5.214240038770511,2.2123089602698607,1.7963414965027746,2.1055504875659445,1.8658604657387845,1.7553306197933438
2024-08-26,79.76498767579628,0.0,3.839501985935751,1.4468698230643613,5.214121241168639,2.212258556568242,1.7956496184474022,2.105502516174777,1.8658179552776033,1.7552906275669455
2024-08-27,79.76219787235189,0.0,3.8393520320257695,1.4468133147494817,5.213917600730349,2.2121721555658045,1.7991595815753665,2.1054202845895524,1.8657450847077397,1.7552220737040432
2024-08-29,79.76324397733978,0.0,3.839277059463094,1.4467850622472325,5.213815786476057,2.212128957595366,1.7984735353349994,2.105379171205594,1.8657086515572672,1.7551877987806102
2024-09-02,79.7635694340056,0.0,3.839277059463094,1.4467850622472325,5.213815786476057,2.212128957595366,1.7981480786691768,2.105379171205594,1.8657086515572672,1.7551877987806102
2024-09-03,79.76422034733724,0.0,3.839277059463094,1.4467850622472325,5.213815786476057,2.212128957595366,1.7965207953400646,2.105379171205594,1.8657086515572672,1.7561641687780776
2024-09-04,79.7653284275096,0.0,3.8392520692595395,1.4467756449916802,5.213781849274917,2.212114558646792,1.7955327379806314,2.105365467101089,1.8656965074899718,1.7561527377457837
2024-09-05,79.99425280157699,0.0,3.796488491661502,1.430660708684962,5.155708047224793,2.188118540142407,1.772958528849025,2.0819148163231698,1.8449154136901518,1.7349826518469946
2024-09-09,79.99637720251181,0.0,3.7961464123650055,1.4305318002450111,5.155243496631367,2.1879213816227634,1.7724769774934812,2.0817272271977725,1.8447491791899824,1.7348263227428027
2024-09-10,80.0095725619254,0.0,3.7967573115047815,1.430762010187216,5.15607311000117,2.1879516230828933,1.756669602645842,2.0820622314979755,1.8450460475307289,1.7351055016239891
2024-09-11,80.00886437284575,0.0,3.7967084323381037,1.4307435906652308,5.156006731105636,2.1876016074485025,1.757934379856366,2.082035427186165,1.8450222945473573,1.7350831640068967
2024-09-12,80.00809185924992,0.0,3.7966717737889994,1.4307297763349738,5.155956948055581,2.187580485389125,1.7588829413934925,2.0820153244052158,1.8450044802111796,1.7350664111715128
2024-09-13,80.0080917290358,0.0,3.796610677780251,1.4307067530440125,5.155873978441778,2.1875452828632187,1.7582109578169434,2.0819818206329503,1.844974790415332,1.7360040099697223
2024-09-20,80.0066754619364,0.0,3.796512928256078,1.4306699173196757,5.155741232613759,2.1874889611782597,1.7584875215356792,2.0819282168401,1.844927288729439,1.737568471590617
2024-09-24,80.00776888907676,0.0,3.7961219804884108,1.4305225933882117,5.155210317649515,2.187263703437188,1.759271835617347,2.0817138292680846,1.8447373064434132,1.7373895446310694
2024-09-25,80.01098510555066,0.0,3.795511285764905,1.4302924604778025,5.154380981881134,2.1869118310765336,1.7589888157268516,2.0813789370654843,1.8444405374393902,1.7371100450172439
2024-09-26,80.01021347228881,0.0,3.795718899923629,1.4303706973590957,5.154662926101748,2.1870314549758794,1.7587632680444543,2.081492788324108,1.8445414281868193,1.7372050647954644
2024-09-27,80.0078333495865,0.0,3.7961708445560896,1.4305410072203222,5.155276676040303,2.187935463195881,1.758329073525856,2.0817406252999198,1.844761052089379,1.7374119084857425
2024-09-30,80.00661037230394,0.0,3.796097548926299,1.4305133866499216,5.155177139094737,2.187893219020294,1.759904105724664,2.0817004315108525,1.844725433849668,1.7373783629196307
2024-10-02,80.0006892688945,0.0,3.795816608563561,1.4304075176767015,5.154795616408143,2.1877312981247794,1.762348039392472,2.081546369696896,1.8445889100048882,1.7420763712380576
2024-10-03,80.00307026692008,0.0,3.7956700474899874,1.4303522879111312,5.154596583510218,2.1876468271714087,1.7638887934333967,2.0814659986721344,1.84451768819445,1.7387915066972046
2024-10-04,79.99766485525403,0.0,3.7954135928428507,1.4218904490710589,5.154248312919936,2.1910381405109094,1.75990875603446,2.0983774966831352,1.8443930632594732,1.7370653334241408
2024-10-07,80.00113966973188,0.0,3.7955479219072727,1.4187232759497401,5.15443073450239,2.2007681787763014,1.7641537900921724,2.098451763447228,1.8444583408869446,1.7223263247060732
2024-10-08,80.0111796642756,0.0,3.7960242561268065,1.387044101927044,5.155077605992772,2.201044371098037,1.7634098177802988,2.098715115248743,1.844689816985349,1.7428152505653465
2024-10-09,80.08643104756727,0.0,3.799594458159584,1.2711068673886903,5.159926012458651,2.204080755509023,1.7808508690938751,2.1006889796039525,1.8464247677891572,1.7508962424297896
2024-10-10,80.0933963733994,0.0,3.799924918801728,1.2712174188689227,5.160374784684811,2.2042724501621827,1.7781066673820325,2.1008716820046405,1.846585356168037,1.745250348528234
2024-10-14,80.09191254535745,0.0,3.799839238301018,1.2660349393689605,5.160258428834406,2.2042227483466816,1.7787108017492879,2.1008243116640446,1.8465437194617067,1.7516532669164482
2024-10-15,80.09526651512266,0.0,3.7999983623063374,1.2715641154749526,5.160474522447369,2.193362735539584,1.778785287949711,2.100912286854041,1.846621046267977,1.7530151280373645
2024-10-16,80.10197529743898,0.0,3.800316650301674,1.2716706217296057,5.160906763973319,2.193546451678797,1.765725965876265,2.1010882593404485,1.846775719311206,1.757994270349713
2024-10-17,80.10255550499011,0.0,3.800328893212467,1.2716747184803272,5.16092339009344,2.1935535182987658,1.7615436390156634,2.101095028101711,1.8467816687918588,1.7615436390156634
2024-10-18,80.09907112419296,0.0,3.8001330161051685,1.2716091736361097,5.160657385025708,2.1934404578426996,1.765962783065601,2.100986733154661,1.8466864817011466,1.7614528452759408
2024-10-21,80.09913523252301,0.0,3.8001207744563925,1.271605077307687,5.160640760619432,2.193433391951168,1.7659570942394338,2.1009799650911325,1.846680532833775,1.7614471709779687
2024-10-22,80.09894131264362,0.0,3.8000962913954495,1.271596884730016,5.160607512128201,2.1934192603046765,1.7653014460962884,2.100966429094889,1.8466686352140116,1.7624022283928458
2024-10-23,80.09790921808178,0.0,3.8000473262199734,1.2715804998913645,5.160541016430982,2.1933909975579624,1.76656722435128,2.100939357625647,1.8466448404343967,1.7623795194066108
2024-10-24,80.09874739526296,0.0,3.800071808649978,1.2715886922579094,5.160574264065387,2.193405128840276,1.7656122060763038,2.1009528932730617,1.8466567377475533,1.7623908738265752
2024-10-25,80.10003753943361,0.0,3.8001330161051685,1.2716091736361097,5.160657385025708,2.1934404578426996,1.764029952584318,2.100986733154661,1.8466864817011466,1.762419260516582
2024-10-28,80.08971754961246,0.0,3.799643411664897,1.2714453410820745,5.159992492307553,2.193157857685526,1.7638026771458277,2.113599921006377,1.84644855689762,1.762192192597667
2024-10-29,80.09016790442988,0.0,3.7996189347545637,1.2714371505625348,5.159959252168974,2.1931437295891727,1.7634692200764752,2.113586305414033,1.8464366622667654,1.7621808407376065
2024-10-30,80.08862013657793,0.0,3.79954550591566,1.271412579637053,5.159859534322742,2.190202548901039,1.7650455835261314,2.1167663457908272,1.8464009792936706,1.7621467860349387
2024-11-01,80.08758832457744,0.0,3.799496554933077,1.2713961995476595,5.1597930578997575,2.190174331692781,1.7663111816181194,2.1167390746889643,1.846377191411136,1.7621240836310597
2024-11-04,80.08500891088818,0.0,3.7993741829946637,1.2713552511706363,5.159626874335915,2.190103791852948,1.7694750341823668,2.116670900008467,1.8463177243863111,1.7620673301805116
2024-11-05,80.08577304860864,0.0,3.798982645757127,1.2712242340875601,5.1590951588596825,2.1898780948967445,1.7699367661106624,2.1164527705384417,1.846127455645565,1.7625298254955708
2024-11-06,80.08982844962738,0.0,3.7988847740565177,1.2711914840359682,5.158962247113596,2.188211514927396,1.7711792983223957,2.1163982451954153,1.8460798945876524,1.7592640921336813
2024-11-07,80.0911092449894,0.0,3.798578957492311,1.2710891510000328,5.158546942042997,2.1880353602485747,1.7713587221085223,2.1162278716046554,1.845931282075246,1.759122468438258
2024-11-08,80.09066047917322,0.0,3.7986645811670385,1.2711178025892806,5.15866322072257,2.188084680699742,1.7713986502618513,2.1162755734449896,1.8459728911668125,1.7591621207744945
2024-11-11,80.08776376682611,0.0,3.7987257432980543,1.2711382688010027,5.158746280131748,2.1881199109547578,1.7740033244223345,2.1163096475047345,1.846002613094982,1.7591904449662756
2024-11-12,80.12558872894017,0.0,3.789609901799869,1.2680879051359994,5.1463667832696744,2.182869056948654,1.7797048676225964,2.1112311173313545,1.8415727415108336,1.7549688974408384
2024-11-13,80.12392660814123,0.0,3.7898655727138677,1.2681734583201367,5.146713989534526,2.1830163270216674,1.7801462057434962,2.1113735542584835,1.84169698558825,1.755087298678347
2024-11-14,80.12334594804383,0.0,3.789792520361126,1.2681490133753128,5.1466147829641065,2.182974247830281,1.781075677699938,2.111332856032466,1.8416614855697788,1.7550534681231529
2024-11-15,80.12366720989047,0.0,3.789792520361126,1.2681490133753128,5.1466147829641065,2.182974247830281,1.7807544158533108,2.111332856032466,1.8416614855697788,1.7550534681231529
2024-11-18,80.12643290503625,0.0,3.789877748379802,1.2681775325692304,5.14673052433477,2.18302334037795,1.777260503159797,2.111380337448696,1.841702902391054,1.7554142063024458
2024-11-19,80.12443743878235,0.0,3.7897681702027133,1.2681408652697896,5.146581714957195,2.1829602217936417,1.7797791948104158,2.1113192903057856,1.8416496525344144,1.7553634513437024
