date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,HANG SENG BANK LTD,CITIC SECURITIES BROKERAGE (HK) LTD,LUK FOOK SECURITIES (HK) LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,64.84722706501432,0.0,0.0,18.815961572538445,16.336811362447232,0.0,0.0,0.0,0.0,0.0
2024-03-04,37.928000141471344,32.14683813668968,3.2047594845397596,11.001271552123468,9.551767917957728,0.0,0.0,0.0,6.167362767218024,0.0
2024-03-05,37.930310189692996,32.15033089721467,3.2051076823118736,11.002466842523058,9.55280571949161,0.0,0.0,0.0,6.158978668765789,0.0
2024-03-07,37.963902845281204,32.14887548809649,3.204962590712023,11.00196877329272,9.522194028770599,0.0,0.0,0.0,6.158096273846962,0.0
2024-03-08,37.94517516703368,32.00763892213801,3.2059301162487204,11.005290086862166,9.676010405805776,0.0,0.0,0.0,6.1599553019116415,0.0
2024-03-11,37.946206147277174,32.0085085779829,3.2060172222008547,10.985060463185295,9.67627330551622,0.0,0.0,0.0,6.177934283837554,0.0
2024-03-12,36.04479254427628,30.416721364863058,3.0465815769283466,10.400617144832179,9.195071000171438,0.0,0.0,0.0,5.87902430504794,5.017192063880762
2024-03-13,36.07686979934308,30.4002383357852,3.0449306135612497,10.394980979356964,9.187220896477903,0.0,0.0,0.0,5.875838421618653,5.019920953856949
2024-03-14,36.09424088277878,30.400591419550473,3.0440757513627337,10.392062595517945,9.184641590460604,0.0,0.0,0.0,5.865876145865633,5.018511614463835
2024-03-15,36.09975014102482,30.402334340951633,3.0442502737823993,10.392945050564148,9.17570841152821,0.0,0.0,0.0,5.866212447253001,5.018799334895786
2024-03-18,36.099853624550185,30.402421492267763,3.0442590004286827,10.392688183026094,9.175734714609266,0.0,0.0,0.0,5.8662292633346125,5.018813721783403
2024-03-19,36.10037105107647,30.402857256343346,3.0443026344105846,10.39283714353439,9.175866232276594,0.0,0.0,0.0,5.864880024899869,5.018885657458742
2024-03-20,36.0754094163196,30.422248619070164,3.044808880026464,10.394565397545994,9.177392112785146,0.0,0.0,0.0,5.865855312233888,5.019720262018738
2024-03-21,36.070652151976255,30.41823683705739,3.044407361070709,10.393481340096452,9.176181890060873,0.0,0.0,0.0,5.8650817818770165,5.031958637861305
2024-03-25,36.101834369988126,30.282816558054815,3.043411021702132,10.47662706869063,9.20183682254062,0.0,0.0,0.0,5.863162323937868,5.030311835085808
2024-03-26,36.152382732620104,30.281948737665452,3.043323806098102,10.476326838011476,9.20157312376614,0.0,0.0,0.0,5.871591458807432,4.9728533030312985
2024-03-27,36.157503750957396,30.283597638934047,3.0434895200198877,10.476897291015113,9.202074164360598,0.0,0.0,0.0,5.863313551746361,4.9731240829665975
2024-03-28,36.24658370705825,30.331354269025308,3.045435827926782,10.488759128049633,9.035896421405416,0.0,0.0,0.0,5.8756662566666815,4.976304389867928
2024-04-02,36.26287129696833,30.26902657733225,3.051149450322849,10.508437365401223,9.052848904753926,0.0,0.0,0.0,5.870025839575016,4.985640565646405
2024-04-03,36.397495815964184,29.947973571550886,3.0494541291906168,10.815016792970079,9.148321038095153,0.0,0.0,0.0,5.6588682759641795,4.982870376264905
2024-04-05,36.43653338596013,29.93121386280934,3.0477475708852997,10.808964412462528,9.143201386319506,0.0,0.0,0.0,5.655701417816488,4.976637963746713
2024-04-09,36.43465492224937,29.867811458225518,3.043275839646551,10.810299272564205,9.12978625323829,0.0,0.0,0.0,5.647403231658065,5.066769022418
2024-04-10,36.41733113099887,29.88225315261982,3.041828836086993,10.822345105371447,9.125445262180452,0.0,0.0,0.0,5.6464366156213766,5.064359897121047
2024-04-11,36.3385894427025,29.37393248456454,3.686876882155509,10.770481610148847,9.084564337398481,0.0,0.0,0.0,5.6370510460345695,5.108504196995557
2024-04-12,36.438242934717415,29.3279514904164,3.6811055655491134,10.75362185015079,9.070343657213563,0.0,0.0,0.0,5.628226990511984,5.100507511440729
2024-04-15,36.47912601195711,29.326812779551737,3.679891298054404,10.721622772075445,9.067351669270627,0.0,0.0,0.0,5.626370436016131,5.098825033074548
