date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,GLOBAL MASTERMIND SECURITIES LTD,SPDB INTERNATIONAL SECURITIES LTD,FORTUNE (HK) SECURITIES LTD,DBS BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CNI SECURITIES GROUP LTD,RIFA SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,2.4889748549323016,0.0,0.0,0.0,0.0,0.0,0.0,2.4889748549323016
2024-03-04,0.0,0.0,0.0,2.503288201160542,0.0,0.627852998065764,0.0,0.0,0.0,0.27427466150870405,3.4054158607350096
2024-03-05,57.242553191489364,0.0,0.0,2.5148936170212766,0.0,0.627852998065764,0.0,0.0,0.28936170212765955,0.27427466150870405,60.94893617021276
2024-03-06,57.242166344294,0.0,0.0,2.5152804642166346,0.0,0.627852998065764,0.0,0.0,0.28781431334622826,0.27427466150870405,60.947388781431336
2024-03-07,57.242166344294,0.0,0.0,2.5152804642166346,0.0,0.6282398452611219,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,62.043713733075435
2024-03-08,57.242166344294,0.0,0.0,2.5152804642166346,0.0,0.6286266924564796,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,62.044100580270786
2024-03-11,57.242166344294,0.0,0.0,2.1369439071566734,0.0,0.627852998065764,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,61.66499032882011
2024-03-12,57.242166344294,0.0,0.0,2.1369439071566734,0.0,0.6282398452611219,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,61.66537717601548
2024-03-13,57.242166344294,0.0,0.0,2.1369439071566734,0.0,0.6286266924564796,0.0,1.0959381044487428,0.28936170212765955,0.27427466150870405,61.667311411992266
2024-03-14,57.242166344294,0.0,0.0,2.1369439071566734,0.0,0.6290135396518375,0.0,1.0959381044487428,0.28936170212765955,0.27427466150870405,61.66769825918762
2024-03-15,57.242166344294,0.0,0.0,2.1369439071566734,0.0,0.6313346228239846,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,61.66847195357834
2024-03-18,57.242166344294,0.0,0.0,2.1377176015473887,0.0,0.6309477756286267,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,61.6688588007737
2024-03-19,57.24139264990329,0.0,0.0,2.1388781431334625,0.0,0.6309477756286267,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,61.66924564796905
2024-03-20,57.24100580270793,0.0,0.0,2.141972920696325,0.0,0.6321083172147002,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,61.67311411992264
2024-03-21,57.24100580270793,0.0,0.0,2.1485493230174084,0.0,0.6321083172147002,0.0,1.0959381044487428,0.28781431334622826,0.27543520309477754,61.68085106382979
2024-03-22,57.24100580270793,0.0,0.0,2.1485493230174084,0.0,0.6317214700193424,0.0,1.0959381044487428,0.28820116054158607,0.27543520309477754,61.68085106382979
2024-03-25,57.24100580270793,0.0,0.0,2.1485493230174084,0.0,0.6313346228239846,0.0,1.0959381044487428,0.29206963249516443,0.27543520309477754,61.68433268858801
2024-03-26,57.24100580270793,14.969052224371374,0.0,2.0943907156673114,0.0,0.6317214700193424,0.0,1.0959381044487428,0.29206963249516443,0.27543520309477754,76.59961315280465
2024-03-27,57.24100580270793,15.036363636363637,0.0,2.027466150870406,0.0,0.632495164410058,0.0,1.0959381044487428,0.2905222437137331,0.27543520309477754,76.59922630560928
2024-03-28,57.2394584139265,15.036363636363637,0.0,2.0286266924564798,0.0,0.6336557059961315,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,76.59613152804641
2024-04-02,57.2394584139265,15.036363636363637,0.0,2.0309477756286265,0.0,0.6340425531914894,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,76.59883945841392
2024-04-03,57.2394584139265,15.036363636363637,0.0,2.0444874274661506,0.0,0.6317214700193424,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,76.6100580270793
2024-04-05,57.2394584139265,15.036363636363637,0.0,2.051063829787234,0.0,0.6301740812379111,0.0,1.0959381044487428,0.28936170212765955,0.27427466150870405,76.61663442940039
2024-04-08,57.2394584139265,15.036363636363637,0.0,2.051063829787234,0.0,0.6305609284332688,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,76.61547388781432
2024-04-09,57.2394584139265,15.036363636363637,0.0,2.051063829787234,0.0,0.6340425531914894,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,76.61895551257253
2024-04-10,57.2394584139265,15.036363636363637,0.0,2.051063829787234,0.0,0.639458413926499,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,76.62437137330754
2024-04-11,57.2394584139265,15.036363636363637,0.0,2.052611218568665,0.0,0.6413926499032883,0.0,1.0959381044487428,0.28936170212765955,0.27427466150870405,76.6294003868472
2024-04-12,57.2394584139265,15.036363636363637,0.0,2.0541586073500966,0.0,0.6413926499032883,0.0,1.0959381044487428,0.28781431334622826,0.27427466150870405,76.6294003868472
