date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TAI YIP STOCK CO LTD
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-04-24,80.89387810833551,0.0,14.502008804758615,0.0,4.604113086905875,0.0,0.0
2024-05-02,80.88836954179082,0.0,14.50102127291565,0.0,4.610609185293534,0.0,0.0
2024-05-14,80.89497991167882,0.0,14.50220632726785,0.0,4.602813761053344,0.0,0.0
2024-05-23,80.89608174503641,0.0,14.502403855157809,0.0,4.6015143998057715,0.0,0.0
2024-05-24,80.89718360840958,0.0,14.502601388428715,0.0,4.600215003161711,0.0,0.0
2024-05-27,76.66752586142665,0.0,13.744342106982035,5.228436341439247,4.359695690152064,0.0,0.0
2024-06-20,74.78750563934268,0.0,13.407307087134512,5.100226047167444,4.2527884179070625,0.0,2.4521728084483083
2024-06-28,74.7827973015055,0.0,13.406463013907127,5.0999049562703656,4.258816299372588,0.0,2.4520184289444242
2024-07-22,75.38076180240259,0.0,13.088561418684396,4.978973140070908,4.157828850712441,0.0,2.393874788129666
2024-07-29,75.38261510980502,0.0,13.08888321335965,4.979095552839846,4.155472480187538,0.0,2.393933643807948
2024-07-30,75.38354179768064,0.0,13.089044116631069,4.979156761481569,4.154294251474351,0.0,2.3939630727323697
2024-08-05,75.38446850834032,0.0,13.089205023858543,4.979217971628202,4.153115993792584,0.0,2.393992502380347
2024-08-15,75.38632199801523,0.0,13.089526850182247,4.979340396436417,4.150759391519034,0.0,2.3940513638470757
2024-08-16,75.38168844471261,0.0,13.08872231404414,4.979034345702978,4.156650679933212,0.0,2.393904215607056
2024-08-20,75.36775965605099,0.0,13.096127779140868,4.981851432365664,4.159002470336503,0.0,2.3952586621059746
2024-08-22,75.36683266078158,0.0,13.095966701664844,4.981790157455387,4.160181278778357,0.0,2.395229201319838
2024-08-27,75.36127116800094,0.0,13.095000320012657,4.981422539645043,4.167253520520486,0.0,2.395052451820877
2024-08-29,64.34969277803117,14.606952524743091,11.185246252457786,4.252838762381131,3.559507879675884,0.0,2.0457618027109294
2024-08-30,64.42391557073233,14.576541319518713,11.161958929609812,4.243984488899385,3.552097098786218,0.0,2.04150259245355
2024-09-11,64.42594174502257,14.576999761279053,11.162309980520199,4.240972899568846,3.5522088145637247,0.0,2.0415667990456154
2024-09-27,64.41583124208769,14.587330385648176,11.162192961096588,4.240928439577579,3.552171575190445,0.0,2.0415453963995227
2024-09-30,29.71511342849938,6.735088133125823,5.149973430416305,1.9566646858948187,1.6388884600247622,0.0,0.941921053066383
2024-10-02,64.39631841869807,14.601946950868225,11.165353346967834,4.242129186632223,3.552128671434914,0.0,2.0421234253987324
2024-10-03,64.4003703907114,14.602865740666118,11.166055897989255,4.242396111654697,3.5460599382376627,0.0,2.042251920740868
2024-10-04,63.34432520840656,14.363406154956978,10.982953542135121,4.172828779231592,3.4879112118992777,1.639812280423084,2.008762822947383
2024-10-09,63.35480752895493,14.365783034448349,10.984771018905418,4.1735193056317605,3.488488397041705,1.623535478776195,2.0090952362416514
2024-10-17,63.354153916297896,14.365634826948623,10.984657692298446,4.173476248677618,3.489484077527414,1.623518729244795,2.0090745090052065
2024-11-05,63.3606906498122,14.367117039571204,10.985791063603118,4.17390685820169,3.4795263480824534,1.6236862401123944,2.0092818006169466
2024-11-18,63.38298119443196,14.358376403650173,10.979107551543809,4.17136754567884,3.4774094812884777,1.6226984253520829,2.008059398054653
2024-12-09,63.369912431136164,14.355415889344988,10.997462525542606,4.1705074628293595,3.476692483751645,1.6223638456080922,2.007645361787148
2024-12-11,63.3479966201781,14.364004746258411,11.004042316248128,4.173002680810553,3.47877259167085,1.623334507206394,2.0088465376275555
2024-12-12,63.35593468312596,14.360893801061842,11.001659069152957,4.172098895071516,3.4780191617552254,1.6229829266564826,2.0084114631760173
2025-01-15,63.35480088465661,14.361338139299681,11.00199946981825,4.172227983350894,3.478126774618805,1.6230331431251557,2.008473605130603
2025-01-22,63.328429017141865,14.371268862572977,11.009607243629294,4.175113037733284,3.4815639396701505,1.624155454489976,2.009862444762454
2025-02-04,63.32385417040014,14.370230681876714,11.016035911048721,4.174811427499563,3.4813124314345494,1.6240381254735397,2.0097172522667703
2025-02-18,63.325814738065645,14.370675598093355,11.01637697815672,4.174940683692219,3.478324119676805,1.624088407261944,2.0097794750533207
2025-02-19,63.325436244764354,14.370823909621203,11.016490671885997,4.174983770868409,3.478360017471659,1.6241051685499848,2.009800216838392
2025-02-25,63.32808553382424,14.369785793208436,11.01569486505895,4.174682179310206,3.478108748466741,1.6239878467984883,2.009655033332937
2025-03-03,63.40207339187776,14.354527973102638,10.968948748037773,4.170249507132107,3.4744156970631774,1.6222634985878024,2.0075211841987484
