date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,THE CORE SECURITIES COMPANY LTD,CAITONG INTERNATIONAL SECURITIES CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIBANK N.A.,GF SECURITIES (HONG KONG) BROKERAGE LTD,HANG SENG SECURITIES LTD
2024-03-01,26.75679305808781,27.348975640681854,0.0,0.0,0.0,19.246830437653266,0.6390185931871074,17.140677857745885,0.0,8.86770441264408
2024-03-04,26.699310542788073,27.37782005366941,0.0,0.0,0.0,19.244090007302184,0.6378865795042017,17.185423252185807,0.0,8.855469564550324
2024-03-05,26.59552357265617,27.382740948555995,0.0,0.0,0.0,19.212270492304512,0.6361785657160562,17.350162300817207,0.0,8.823124119950062
2024-03-06,26.57878459614943,27.256034233461946,0.0,0.0,0.0,19.267547075197122,0.7374540195409228,17.340879293384504,0.0,8.819300782266073
2024-03-07,26.617116957993975,27.346911157109567,0.0,0.0,0.0,19.213779061945655,0.7425275444875146,17.272142108070952,0.0,8.807523170392335
2024-03-08,24.85812655764532,25.558436260376478,0.0,6.817605799651702,0.0,17.96472597901687,0.6621862029455262,15.911407763736227,0.0,8.227511436627875
2024-03-11,24.880754525368275,25.575748502936257,0.0,6.813390366362464,0.0,17.97348736165168,0.658634422958724,15.85796348139272,0.0,8.24002133932988
2024-03-12,24.921422012027218,25.621561705545336,0.0,6.74359127792891,0.0,17.96766637869126,0.6561554349453618,15.841374250394729,0.0,8.248228940467186
2024-03-13,24.90283821933167,25.59438882192558,0.0,6.809719671804791,0.0,17.92380361008697,0.6071022240368263,15.922490331002864,0.0,8.2396571218113
2024-03-14,24.9441472313343,25.712674179604722,0.0,6.792852822870624,0.0,17.865907920849473,0.6100826345911097,15.958944934384029,0.0,8.115390276365746
2024-03-15,22.466976631873184,23.215955742973406,0.0,6.116241847673446,0.0,16.095641382864052,0.5493579709364881,14.382183864636874,9.851488332426666,7.322154226615883
2024-03-18,22.53160107898558,23.23070197174709,0.0,6.121981331143894,0.0,16.123608076064453,0.5506991245157247,14.250085743670091,9.860732972493471,7.330589701379692
2024-03-19,22.528268398352523,23.267819412482357,0.0,6.121571675812852,0.0,16.140735382333858,0.5492718226461787,14.20411632266399,9.860073136794592,7.328143848913649
2024-03-20,22.543769387204147,23.252748465430308,0.0,6.126232744764637,0.0,16.14641553934576,0.5466896035148512,14.177621709255142,9.868667881852959,7.337854668632195
2024-03-21,22.54465227912367,23.256643645648833,0.0,6.124464376815811,0.0,16.15427477272022,0.5467926316724169,14.171964270118051,9.865819241145537,7.335388782755459
2024-03-22,22.571517162233036,23.279755900696703,0.0,6.124504170242124,0.0,16.16822837962422,0.5466277590334162,14.10578577325696,9.869237670840887,7.3343431840726545
2024-03-25,22.61506618622099,23.326438579782927,0.0,6.128284025574086,0.0,16.121013914889883,0.5434422061875553,14.033420225624788,9.886114868201135,7.346219993518642
