date,ROOFER SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA MERCHANTS BANK CO LTD
2024-03-01,94.15093370289665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.849066297103347
2024-03-04,85.6705029769981,0.0,0.0,0.0,0.0,0.0,8.976202258003461,0.0,0.0,5.353294764998438
2024-03-07,85.6460900846681,0.0,0.0,0.0,0.0,0.0,9.002140639319373,0.0,0.0,5.351769276012529
2024-03-11,77.3985324995962,0.0,9.629812145444717,0.0,0.0,0.0,8.135251406684182,0.0,0.0,4.836403948274896
2024-03-12,77.37063808071227,0.0,9.626341562669003,0.0,0.0,0.0,8.132319463362576,0.0,0.0,4.870700893256157
2024-03-13,77.36585819904292,0.0,9.63089510788469,0.0,0.0,0.0,8.132846706910888,0.0,0.0,4.870399986161502
2024-03-14,77.29820660095287,0.0,9.70991723090167,0.0,0.0,0.0,8.125735041771359,0.0,0.0,4.866141126374101
2024-03-18,71.28859244712173,0.0,8.955011540468275,0.0,7.7745841955368915,0.0,7.4939929294426,0.0,0.0,4.4878188874305
2024-03-20,62.56786423877628,0.0,7.8720362353686015,12.22050196725754,6.823519889526559,0.0,6.577253332130351,0.0,0.0,3.938824336940664
2024-03-21,62.533534104185264,0.0,7.876496223277983,12.240548175995727,6.827385829074702,0.0,6.580979746676875,0.0,0.0,3.941055920789454
2024-03-26,62.5181679232447,0.0,7.874560755086743,12.23754034218658,6.825708155687078,0.0,6.5793626219292936,0.0,0.0,3.964660201865606
2024-04-03,62.518381435366166,0.0,7.87424612817704,12.237582135848916,6.825731466853692,0.0,6.579385091776348,0.0,0.0,3.9646737419778435
2024-04-16,62.51786067665359,0.0,7.874180538150842,12.237480200588088,6.82567461062918,0.0,6.579330287540677,0.0,0.0,3.965473686437622
2024-04-23,62.51760030055061,0.0,7.874564226293651,12.23742923359449,6.825646182872118,0.0,6.579302885765218,0.0,0.0,3.9654571709239153
2024-04-29,62.50198302346502,0.0,7.87784521290167,12.242528035290453,6.8284901311940205,0.0,6.582044193606255,0.0,0.0,3.9671094035425827
2024-04-30,62.48766329105915,0.0,7.8760403320014705,12.239723168677326,6.826925666409308,0.0,6.578453387583992,0.0,0.0,3.9911941542687583
2024-05-17,62.34103388353589,0.0,7.8760403320014705,12.239723168677326,6.826925666409308,0.0,6.578453387583992,0.0,0.0,4.137823561792017
2024-05-20,62.29916952144473,0.0,7.8760403320014705,12.239723168677326,6.826925666409308,0.0,6.578453387583992,0.0,0.0,4.179687923883175
2024-05-21,62.20271587844254,0.0,7.876565302957693,12.240538997305025,6.82738070949493,0.0,6.583057754778755,0.0,0.0,4.26974135702106
2024-05-22,58.32304104537551,0.0,7.3852923457348645,11.477078585321983,6.401546937764479,6.198086475217839,6.172462764911227,0.0,0.0,4.042491845674095
2024-05-23,58.32292713914157,0.0,7.3852779220898945,11.477056170324843,6.401534435396805,6.198074370213105,6.172450709950185,0.0,0.0,4.042679252883595
2024-05-27,58.315524188174315,0.0,7.38434050599954,11.475599383290227,6.400721886235352,6.197287646313863,6.17166723847173,0.0,0.0,4.054859151514972
2024-05-28,58.30413870179913,0.0,7.38289879198957,11.473358894462518,6.399472213307917,6.196077691759866,6.1704622860300935,0.0,0.0,4.073591420650901
2024-05-29,58.3045940358943,0.0,7.382956449741078,11.473448497218119,6.399522190855904,6.196126080870693,6.174415293047704,0.0,0.0,4.068937452372203
2024-05-31,58.38438717703846,0.0,7.393060444045417,11.489150561703559,6.408280299644311,6.204605830555831,6.182865330289324,0.0,0.0,3.9376503567230943
2024-06-03,58.299254030243134,0.0,7.472505477434156,11.491060167703042,6.40934541672506,6.205637095004393,6.183892981260152,0.0,0.0,3.938304831630067
2024-06-04,58.20656779000238,0.0,7.472505477434156,11.491060167703042,6.40934541672506,6.205637095004393,6.187803793084656,0.0,0.0,4.027080260046303
2024-06-05,58.19166152021595,0.0,7.508126003098485,11.488117392523273,6.407704030957722,6.2040478774255705,6.18621914248203,0.0,0.0,4.014124033296961
2024-06-06,58.14190364285319,0.0,7.520198666124918,11.494319196361554,6.411163198556376,6.207397102248441,6.197382584522872,0.0,0.0,4.027635609332647
2024-06-13,58.136218035567886,0.0,7.5292421235843925,11.493195184575427,6.4105362607730365,6.206790090438093,6.196776552016802,0.0,0.0,4.027241753044356
2024-06-14,58.131784033758535,0.0,7.536294792670735,11.492318607977127,6.4100473344145685,6.206316703633426,6.196303928936522,0.0,0.0,4.026934598609081
2024-06-18,58.115401961749654,0.0,7.5392435718609745,11.496815288493362,6.4125554388223955,6.208745092921158,6.198728400455313,0.0,0.0,4.028510245697141
2024-06-19,58.10983138612434,0.0,7.548106276388007,11.495713276344208,6.411940771732129,6.208149961804262,6.198134229475334,0.0,0.0,4.02812409813172
2024-06-20,58.109717712027006,0.0,7.548091510828598,11.495690788500092,6.411928228732744,6.208137817459215,6.1981221047230015,0.0,0.0,4.028311837729335
2024-06-21,58.107671654322516,0.0,7.547825740637346,11.495286022350253,6.411702463135015,6.207919227372871,6.199664379806554,0.0,0.0,4.029930512375454
2024-06-24,58.103807271751485,0.0,7.547323781336432,11.494521541831777,6.411276060380547,6.207506376983557,6.201403672814704,0.0,0.0,4.0341612949015015
2024-06-25,58.10187527320673,0.0,7.547072826721804,11.494139339701933,6.411062880270666,6.207299972380314,6.201197471131306,0.0,0.0,4.037352236587245
2024-06-27,58.089295536017346,0.0,7.542776929848259,11.494746378487688,6.411401467067922,6.2076277978683025,6.195656874771059,0.0,0.0,4.058495015939421
2024-06-28,58.10736746633505,0.0,7.545123533259789,11.498322463438535,6.413396092746932,6.209559028329374,6.166473777664884,0.0,0.0,4.059757638225438
2024-07-03,58.10743568359478,0.0,7.54501499249128,11.498335962312844,6.413403621986785,6.209566318267285,6.1664810170212965,0.0,0.0,4.059762404325733
2024-07-04,58.1052755481398,0.0,7.5447345076582835,11.497908513348815,6.413165204641605,6.209335478544171,6.166251778987978,0.0,0.0,4.063328968679344
2024-07-10,58.07505050656951,0.0,7.540809908523705,11.491927563090703,6.4098292220982165,6.206105523584102,6.163044235187616,0.0,0.0,4.113233040946143
2024-07-17,54.91521754257309,0.0,7.130518406125637,10.866657826483149,6.061073784213882,5.868434585024299,5.827716238689171,5.440947423091743,0.0,3.889434193799025
2024-07-22,53.41621205553588,0.0,9.665550929298195,10.570033676810505,5.895626331459454,5.708245551147657,5.668638682237382,5.292427387901634,0.0,3.783265385609292
2024-07-24,38.954838438193455,23.48925272768475,7.048795868854961,7.708407959334966,4.299501824053177,4.16285196298281,4.13396786356673,3.859608270748057,3.583753315834274,2.759021768746817
2024-08-07,38.954889536145416,23.48928353907444,7.048673942635945,7.708418070629874,4.299507463807992,4.162857423490879,4.133973286186865,3.8596133334844436,3.583758016725411,2.759025387818733
2024-08-09,38.95499173245149,23.489345162096313,7.048430089238314,7.708438293299272,4.299518743362009,4.1628683445499925,4.1339841314698145,3.8596234589970626,3.5837674185446824,2.7590326259910487
2024-08-13,38.94477475540885,23.48318445997331,7.046581451998112,7.706416551448621,4.298391080838114,4.161776522207944,4.132899884776709,3.858611170647866,3.5828274807392044,2.784536641961274
2024-08-21,38.92435687092918,23.470872745487096,7.042887085116621,7.702376247610997,4.2961375294159225,4.159594594778801,4.130733096730215,3.8565881861106837,3.580949083494086,2.835504560326403
2024-08-26,38.893770155086315,23.452429360086256,7.037352792367734,7.6963237290200865,4.292761629378066,4.156325990025383,4.1274871713094985,3.853557683452343,3.5781351777325137,2.9118563115418032
2024-08-28,38.88358526256669,23.44628800450658,7.035509960430199,7.6943083360750535,4.291637508069351,4.155237596349066,4.126406329492202,3.8525485740071126,3.577198191627526,2.937280236876222
2024-08-29,38.873405702771485,23.44014986448925,7.0336680933840325,7.692293998372887,4.290513975341138,4.154149772546562,4.1253260535946294,3.8515399929231355,3.5762616961206155,2.962690850456263
2024-09-03,38.86323147151355,23.434014937509467,7.03182719047162,7.690280715085029,4.289391030731285,4.153062518170417,4.12424634317243,3.850531939785553,3.5753256908265736,2.9880881627340745
2024-09-04,38.86445209805618,23.43475095918214,7.028907221774887,7.690522253433891,4.289525753047099,4.153192958644637,4.124375878580685,3.85065287830021,3.575437985591355,2.9881820133889234
2024-09-11,38.86038364106544,23.432297733387895,7.028171412952688,7.700185509179831,4.289076711568452,4.152758188925413,4.123944125526936,3.850249779458572,3.575063697137971,2.987869200796807
2024-09-23,38.850216224232284,23.426166915416193,7.026332564705838,7.698170835405955,4.2879545190765125,4.151671662762828,4.122865138265562,3.8492424014877042,3.574128318754947,3.013251419892169
2024-10-04,38.78505778728735,23.38687723911144,7.009872712135428,7.690483706840938,4.280762888210382,4.144708601484279,4.236102770823596,3.8427865656474207,3.609926028448218,3.013421700010955
2024-10-07,38.791106751976315,23.390524684872137,6.995369859014197,7.691683124014401,4.2814305211863255,4.145355015268525,4.236763438553424,3.843385891304491,3.6104890368932647,3.0138916769169146
2024-10-08,38.787053635752585,23.388080709357645,6.9946389428470495,7.690879453063296,4.280983172890306,4.144921884917979,4.236320757329124,3.8429843124114287,3.620560363117089,3.0135767683134973
2024-10-09,38.77692454978682,23.38197300439237,6.992812320494732,7.688871010249773,4.279865211031604,4.143839454927602,4.235214458883964,3.8419807322263737,3.6196148680684916,3.0389043899382724
2024-10-10,38.7748993674015,23.380751846180058,7.0185603519312885,7.667578854416276,4.279641688724522,4.143623036767339,4.2349932685286245,3.841780079085518,3.61942582831463,3.038745678650242
