date,ROOFER SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA MERCHANTS BANK CO LTD
2024-10-17,38.82559247089299,23.411319117594918,7.027736200536607,7.6776032097269935,4.285236759829089,4.149040281295617,4.109793062304921,3.8468027034718597,3.6241577536345644,3.0427184407124344
2024-10-24,38.90086198991961,23.456705642760785,6.847494840813703,7.6924874513855475,4.29354436543921,4.157083848605744,4.117760542706682,3.854260335689518,3.631183753590577,3.04861722908862
2024-10-30,33.74658539895731,33.598519734255426,5.940217198125813,6.673250191110387,3.72465940806279,3.606279602337669,3.5721665458959926,3.3435795227844762,3.1500600853421856,2.6446823131279498
2024-11-01,33.740450875812236,33.59241212678897,5.93913737332405,6.667492563069506,3.7239823318763805,3.605624045473868,3.594239945203622,3.3429717200771085,3.1494874609929826,2.6442015573812734
2024-11-04,33.7419842974991,33.593938820473625,5.939407292717926,6.663250826895911,3.72415157784438,3.6057879123447156,3.5944032946947138,3.343123650036581,3.149630597561992,2.644321729931055
2024-11-08,33.68200889969465,33.5342265692079,6.106597266360332,6.651407091936805,3.7175320064997917,3.5993787289803167,3.5880143471577752,3.3371813447752015,3.1440322205856908,2.639621524801527
2024-11-12,33.67284312612972,33.52510101115928,6.104935498264422,6.663203401003077,3.7165203668231483,3.598399241963895,3.600644287149171,3.3362732086648403,3.1431766455070025,2.6389032133354413
2024-11-13,33.878663744049405,33.73001857574064,6.142251076040434,6.703931314478692,3.739237085917683,3.6203939619442815,3.0114164965061656,3.3566657193531766,3.1623888800363447,2.655033145933187
2024-11-14,33.878663744049405,33.73001857574064,6.142251076040434,6.703931314478692,3.739237085917683,3.6203939619442815,3.006853329405359,3.3566657193531766,3.1623888800363447,2.6595963130339935
2024-11-18,33.851669967083375,33.703143235987795,6.21703487389408,6.698589768895142,3.736257743736925,3.6175093113607697,3.0044575345547497,3.353991201654891,3.1598691578668854,2.6574772049653843
2024-11-21,33.859389114254576,33.70626794385153,6.218452535333138,6.700117238597992,3.7371097171675265,3.618334206758684,2.9823397817830637,3.3547560074007126,3.160589698244805,2.6626437566079826
2024-11-22,33.84086907203351,33.687831654191136,6.215051233463355,6.696452480981539,3.7350656333385737,3.6163550894729903,2.980708533845017,3.3529210592659795,3.158860953096527,2.7158842903113665
2024-11-25,33.83315836586261,33.680155817885996,6.177178818942458,6.6766985299314685,3.7342145915533753,3.6155310961102534,2.9162308429531265,3.352157089846423,3.158141200640045,2.856533646274241
2024-11-26,33.83624222663678,33.68322573262087,6.150397143315362,6.6773071047643215,3.7436698682927907,3.6158606483916134,2.902824294817278,3.3524626358331857,3.1584290622597795,2.8795812830680263
2024-11-27,33.806968227745095,33.654084118544446,6.145076022903974,6.694297670893129,3.7495379894585326,3.612732325219539,2.9094198877933093,3.349562195919426,3.155696493783388,2.922625067739158
2024-11-28,33.803889700528785,33.65101951324767,6.144516440522752,6.680028788313333,3.7765151234032355,3.612403342901057,2.909154950451164,3.349257178376493,3.1554091300222527,2.9178058322332676
2024-11-29,33.79619583487477,33.64336044130213,6.143117930338834,6.67850839392921,3.775655577349298,3.6115811491755836,2.9084928181476406,3.348494877499303,3.154690949536371,2.939902027846859
2024-12-03,33.79465748200004,33.64182904526858,6.142838304691789,6.6782043980997114,3.7754837150888303,3.61141675534054,2.9083604278540762,3.3483424589624353,3.154547352667811,2.944320060026185
2024-12-04,33.79465748200004,33.64182904526858,6.142838304691789,6.6782043980997114,3.7754837150888303,3.61141675534054,2.9038085756803915,3.3483424589624353,3.154547352667811,2.9488719121998694
2024-12-09,33.7900432635437,33.637235693536326,6.141999580467556,6.677292576637832,3.7749682221696004,3.6109236636187223,2.903412098600228,3.347885286594864,3.154116640487229,2.962122974343939
2024-12-10,33.78250941587558,33.629735915932756,6.131529724808855,6.675803803607402,3.7741265530626387,3.6101185699817977,2.88410886682833,3.3471388401472284,3.153413396809452,3.0115149129459513
2024-12-12,33.785584049932424,33.63279664567598,6.132087771278416,6.676411385876638,3.751716895838672,3.610447136263475,2.8843713570784297,3.3474434719596315,3.15370039716534,3.0254408889309974
2024-12-16,33.785584049932424,33.63279664567598,6.132087771278416,6.676411385876638,3.7426156357191513,3.610447136263475,2.8843713570784297,3.3474434719596315,3.15370039716534,3.034542149050518
2024-12-20,33.77636182628626,33.623616127379954,6.125864548617239,6.674588970764223,3.732495263291048,3.6094616167914997,2.8835840296285253,3.346529742829016,3.152839552778791,3.074658321633445
2025-01-09,33.774825278470146,33.622086528242065,6.125585871954477,6.674285331634608,3.732325465327758,3.6092974158514117,2.883452850173317,3.346377503135637,3.1526961244026297,3.079067630807945
2025-01-10,33.77181243838138,33.623616127379954,6.125864548617239,6.674588970764223,3.732495263291048,3.6094616167914997,2.8835840296285253,3.346529742829016,3.152839552778791,3.079207709538324
2025-01-13,33.77027609752516,33.622086528242065,6.130135052899469,6.674285331634608,3.732325465327758,3.6092974158514117,2.883452850173317,3.346377503135637,3.1526961244026297,3.079067630807945
2025-01-14,33.76259648949499,33.6144406196049,6.151481747446978,6.672767550285102,3.731476707191106,3.608476635193948,2.882797131884285,3.345616512391266,3.151979178221801,3.078367428285623
2025-01-16,33.76259648949499,33.6144406196049,6.156029893874916,6.672767550285102,3.731476707191106,3.608476635193948,2.8782489854563464,3.345616512391266,3.151979178221801,3.078367428285623
2025-01-17,33.763364293118514,33.615205053978855,6.160718139543853,6.670645172426198,3.7315615656331333,3.6085586964606744,2.8737661905755805,3.345692595890411,3.152050858166058,3.078437434206723
2025-01-21,33.761828720791506,33.61367621999776,6.1649859904357385,6.6703417886152385,3.7313918526084775,3.608394577659403,2.873635490453453,3.3455404323524314,3.15190750153758,3.0782974255484223
2025-02-10,33.752618219245804,33.60450613565958,6.167850934361044,6.66852206510848,3.730373898554203,3.6074101782623837,2.8728515393130847,3.3446277417047114,3.1510476355286947,3.100191652262018
2025-02-13,33.741878983634855,33.593814025594625,6.165888479064479,6.6664003088296395,3.7291869872469596,3.6062623909233973,2.8719374700887195,3.3435635651387408,3.150045051291838,3.1310227381867457
2025-02-25,34.050727838249465,33.90130760024034,6.364522355905108,5.656135112407366,3.763321278648263,3.6392715191173735,2.911985998394839,3.374168137513773,3.1788782945901066,3.15968186493337
2025-02-28,34.05228980332918,33.90286271115837,6.3602271365195735,5.656394568991486,3.7634939086269497,3.6394384587215853,2.9121195761692618,3.374322916372801,3.1790241151702836,3.159826804940512
2025-03-03,34.05393002089694,33.90449573117957,6.360304123895546,5.656667024024492,3.7636751871506786,3.639613761790228,2.9076724541661063,3.374485449458204,3.1791772411783192,3.159979006259909
2025-03-04,34.04455947680333,33.8951663065867,6.349381714065004,5.659696621109432,3.7672256745841146,3.6386122573759754,2.9160446155193065,3.373556899811276,3.178302434056158,3.1774540000886953
2025-03-05,34.07737896450857,33.92784177693973,6.355502617325408,5.665152657155321,3.770857339044162,3.5319467207837505,2.9326273800914886,3.376809061416472,3.1813663673030868,3.1805171154320124
2025-03-10,34.075814696973985,33.92628437367038,6.355210878150849,5.664892607390659,3.770684243873927,3.4858811930972857,2.932492762525787,3.3766540544016794,3.1812203317723267,3.2308648581431183
2025-03-11,34.02427431190722,33.874970156356625,6.368515473021002,5.6517409414544835,3.7649810047988628,3.476025327668194,3.065559214073925,3.371546794259882,3.1764086692386555,3.2259781072211466
2025-03-12,34.036754628487394,33.88739570723891,6.329585780828954,5.658399113539328,3.7663620233748203,3.477300355494865,3.06668368036338,3.3727834987071685,3.1775737958014347,3.2271614161637485
2025-03-14,34.055492279776395,33.90605113460809,6.32848269320148,5.661514131718962,3.768435451907959,3.4792146520310534,3.068371927378806,3.374640257430551,3.1793230891867967,3.1784743827599007
2025-03-27,34.085202456930865,33.935630938580445,6.246763205764631,5.66645326419234,3.7717230533307062,3.482249935820848,3.071048789976748,3.377584310009712,3.1820967461181087,3.1812472992755962
2025-03-28,34.093029542416396,33.94342367751745,6.243605009470293,5.667754468553811,3.772589165210296,3.464678939384205,3.0717540039604336,3.3783599146481893,3.1828274603712092,3.1819778184677157
2025-03-31,34.094595390898924,33.944982654797286,6.239298900251088,5.668014781141253,3.772762435321484,3.4648380675793957,3.0718950856246434,3.378515078322899,3.1829736434947344,3.182123962568294
2025-04-02,34.097727519407925,33.9481010390072,6.230685495059708,5.668535478057638,3.773109023296671,3.465156367825112,3.0721772878348186,3.37882544843504,3.1832660500294914,3.182416291046402
2025-04-08,34.11653238202207,33.966823382767096,6.211142586895217,5.671661669702745,3.7751898891482414,3.434896623121072,3.0738715905355236,3.3806888672895328,3.185021618071409,3.1841713904470907
2025-04-10,34.00747934343547,33.85824888699047,6.191288752847519,5.653532279177635,3.7631225452563406,3.423917022093987,3.3836946611550123,3.3698825406275628,3.17484073914956,3.1739932292664497
2025-04-16,34.01449146665662,33.86523023985259,6.171946000747612,5.654698001122975,3.7638984768894135,3.4246230117327805,3.384392357202025,3.3705773887042767,3.1754953708629436,3.1746476862287536
2025-04-23,34.00981639658565,33.86057568476403,6.184842054992602,5.653920799752455,3.7633811535851174,3.424152319629027,3.3839271945394254,3.3701141248190214,3.175058919729068,3.1742113516036037
2025-04-24,34.003769228844845,33.86367857931266,6.185408817733886,5.654438910259236,3.7637260199859304,3.424466099987198,3.384237288772395,3.3704229532584282,3.1753498738199055,3.1745022280255157
2025-04-29,34.008443896051695,33.86833398756145,6.186259156635042,5.646051255985087,3.764243438113396,3.4249368783668195,3.3801200376461464,3.370886302057991,3.175786404953425,3.174938642628954
