date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,KINGSWAY FINANCIAL SERVICES GROUP LTD,BOCI SECURITIES LTD,CHINA GUARD INVESTMENTS LTD,BOOM SECURITIES (H.K.) LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,DAIWA CAPITAL MARKETS HONG KONG LTD
2024-03-01,37.30719042438175,14.697038533733457,14.232352115174448,13.136805038247768,0.0,7.965365340550442,2.8263345605575236,5.295347536080464,4.5395664512741405,0.0
2024-03-04,37.09283901106176,14.580173985702663,14.127654547923527,13.028715943493255,0.0,7.902028171073273,3.5058259479737295,5.253241203226425,4.5095211895453655,0.0
2024-03-05,37.06939495448053,14.579997526207794,14.120221944182823,13.029768530991026,0.0,7.900722265025443,3.533619731663742,5.241074923226512,4.525200124222129,0.0
2024-03-06,37.089713986459444,14.572808872276532,14.093547160117561,13.01976462008799,0.0,7.903941375105047,3.5320968975553346,5.24482847201592,4.5432986163821685,0.0
2024-03-07,37.08583385221193,14.563159482991228,14.095025323614474,13.048394977239116,0.0,7.898810326139697,3.5255047480718407,5.242226561469629,4.541044728262093,0.0
2024-03-08,35.792179362668655,13.9456288413543,13.623657035812457,12.583852477057198,0.0,7.617140227039167,3.4049748171239353,5.060732288487298,4.379782838393365,3.5920521120636235
2024-03-11,33.27579802508576,12.96390859528795,12.660262981976864,11.69799620691144,7.013590418036025,7.080921970904611,3.1761258467025497,4.70989989170973,4.082311019809677,3.3391850435753887
2024-03-12,33.25081949529552,12.968129158926416,12.658958646822976,11.70288984546412,7.015873780686715,7.075630793793214,3.188011960735416,4.711433258909726,4.083640067552067,3.344612991813837
2024-03-13,33.239923313343034,12.975339581007175,12.67036593580261,11.681273959151696,7.019187298625868,7.078972534294674,3.189517622774434,4.71365841562014,4.08556872462941,3.346192614750955
2024-03-14,33.28726449505718,12.973733113276287,12.663550976000446,11.669735632099107,7.014209823495792,7.075037615259797,3.1872558588452384,4.708145944170145,4.077246792992604,3.3438197488034076
2024-03-15,33.295586549973294,12.986428515327178,12.62095351661813,11.68474216327092,7.01344889848171,7.075354924992439,3.1999280972323287,4.7032958545038595,4.0768044795814795,3.343457000018659
2024-03-18,33.24561854909032,12.996156595344054,12.638007344179373,11.69240950921844,7.018702644113019,7.080655044172772,3.197982565390642,4.712247304991888,4.072258873637731,3.345961569861767
2024-03-19,33.24958652308478,12.998132187527418,12.6388426815889,11.696358536604434,7.019769582171154,7.08173139983652,3.197382890915929,4.707534574401088,4.064191422438767,3.3464702014310124
2024-03-20,33.273118971144875,12.990206828924261,12.639641877537267,11.678803270629476,7.0190074504619835,7.065762834198125,3.217663926666192,4.705937787165889,4.063750175882321,3.346106877389611
2024-03-21,33.331025972820775,12.972419868639815,12.62995300139721,11.658584942233956,7.008810828672357,7.056582406269488,3.224914853518564,4.699101397815983,4.077360792983253,3.3412459356486006
2024-03-22,33.33030250585996,12.97551460088936,12.609109789041394,11.671125615707993,7.010482867746183,7.056097092314125,3.234359195237773,4.699138052185319,4.071827249557141,3.342043031460748
