date,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FORTUNE (HK) SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,DBS BANK LTD
2024-03-01,0.0,55.40914005190943,18.224997559811367,19.365845548999875,0.0,0.0,7.000016839279326,0.0,0.0,0.0
2024-03-04,0.0,51.79918756804528,17.029272399651216,18.082113912240903,0.0,6.553429457526473,6.535996662536127,0.0,0.0,0.0
2024-03-05,1.0421726836529748,51.151894613516845,16.9839361965353,17.895451176013747,0.0,6.476762609580196,6.4497827207009335,0.0,0.0,0.0
2024-03-06,0.8778203938493709,42.496752180964556,14.156891232371818,14.98173679535762,16.66252127433815,5.41601969130433,5.408258431814148,0.0,0.0,0.0
2024-03-07,0.8787534250988108,42.428639511150166,14.166111249437726,15.010480824504736,16.68023179137825,5.421776353663709,5.414006844766599,0.0,0.0,0.0
2024-03-08,0.8672319114886263,40.11902864126681,13.564660127545883,14.44920706937243,15.990719612996026,5.197655917504771,5.201380366843791,4.610116352981667,0.0,0.0
2024-03-11,0.8739529626802713,39.52654994769571,13.599203639644685,14.681618597827164,16.11880102122755,5.288391300816367,5.243042039254814,4.6684404908534285,0.0,0.0
2024-03-12,0.8756416207555878,39.43140599527264,13.336157292605657,14.923894037325605,16.149945882188305,5.374889688338656,5.230604599034088,4.677460884479463,0.0,0.0
2024-03-13,0.876351635750532,39.28042929810477,13.233813155127619,14.941867553038223,16.16304108400614,5.588397824396533,5.234845840667546,4.68125360890864,0.0,0.0
2024-03-14,0.8918453042619894,39.09315612128709,13.130045360157602,14.97786722900667,16.198310106165536,5.759720889723346,5.257586518297773,4.691468471099998,0.0,0.0
2024-03-15,0.8948410668238874,38.93285415154427,12.967700607219163,15.029768614177264,16.252721213955382,5.939639876708889,5.275247070842242,4.707227398728906,0.0,0.0
2024-03-18,0.885929985722624,38.518157060817444,12.548575082179342,14.887655101526361,16.099044110791443,5.955018104062497,5.2253671351902975,4.662718355532531,0.0,1.2175350641774612
2024-03-19,0.886417721749295,38.460805089998736,12.4663465423162,14.908231421950138,16.10790720825325,6.012863465283154,5.22824388600073,4.665285348140144,0.0,1.2638993163083523
2024-03-20,0.8883422356148444,38.393371899019144,12.36897719439274,15.047007086748495,16.122409009087974,6.01805149497798,5.2329508259259425,4.663853060984756,0.0,1.2650371932481237
2024-03-21,0.901704456502765,38.40204141011212,12.287614473249423,15.023048755986467,16.159998149710585,6.037728019022536,5.245151367690889,4.674726760346541,0.0,1.267986607378669
2024-03-22,0.9071375368562469,38.3293286618966,12.282619655321582,15.027364679305608,16.16828624532251,6.091660484443392,5.247841486565391,4.6771243214100044,0.0,1.2686369288786616
2024-03-25,0.9072236265634726,38.33296621469162,12.280395929382717,15.028790815225523,16.169820657660935,6.086137717662748,5.248339520346146,4.677568192650173,0.0,1.268757325816662
2024-03-26,0.9079909561206054,38.36538822964788,12.164365015883249,15.056428042143018,16.183497088654207,6.118197183346019,5.252778564835194,4.68152447886741,0.0,1.269830440502416
2024-03-27,0.7125752441927093,38.412945623233675,12.132799272188734,15.012721709765946,16.20355800752287,6.237637671456173,5.259289862365446,4.687327654920011,0.0,1.3411449543544385
2024-03-28,0.7127011181918192,38.40206647904366,12.134942490013426,15.015373656117625,16.206420311066026,6.238739528986453,5.260218898074797,4.688155655446091,0.0,1.3413818630601033
2024-04-02,0.7449254276792123,38.199234987055235,12.071172830495582,14.946702073246474,16.129382308669324,6.575798559325944,5.235214193254181,4.733488322750723,0.0,1.3640812975233263
2024-04-03,0.7696369217277027,38.02196036929528,11.785220578207042,15.188957135660894,16.156053903125883,6.715359044299052,5.255159468188833,4.741315633089904,0.0,1.366336946405414
2024-04-05,0.7708166589289532,38.019497844674255,11.796364823438958,15.23259566122579,16.17133126051446,6.647135876416129,5.248829826133919,4.745799077738771,0.0,1.3676289709287672
2024-04-08,0.7691295680175314,37.95313435885922,11.787825184992117,15.333478395324876,16.159624491163406,6.6427755060698965,5.245030087006224,4.742363493228472,0.0,1.3666389153382559
2024-04-09,0.7712676073849839,37.980579560738825,11.796349362175079,15.355639544280455,16.171310065067924,6.562610877839696,5.248822946595669,4.7457928575130515,0.0,1.3676271784043137
2024-04-10,0.7720926219185348,37.96623514542744,11.808967757623625,15.305363972328811,16.18860829683922,6.584335185626817,5.2544375415475555,4.7508693679786544,0.0,1.3690901107093385
2024-04-11,0.7720681697828035,37.96503275660953,11.808593768189898,15.304879252197257,16.188095604402932,6.587293655181671,5.254271133766532,4.750718908177162,0.0,1.369046751692214
2024-04-12,0.7717905720254946,37.95115626467116,11.804347978406927,15.307517143725974,16.182275161065462,6.612965630927752,5.252381956178191,4.749010783213423,0.0,1.368554509785612
2024-04-15,0.7736997951485091,37.94497823506395,11.802426360767775,15.312034218295583,16.179640865173134,6.619124178366061,5.251526926333846,4.748237696643436,0.0,1.368331724207708
2024-04-16,0.7742612561406235,37.962785096522026,11.734515349860068,15.314835380432845,16.191382159754284,6.645874772851075,5.2553378715307595,4.751683413269793,0.0,1.369324699638531
2024-04-17,0.7748804140383055,37.990878604577055,11.721255076523908,15.250737766484038,16.204330014317705,6.672474752391544,5.259540437424818,4.755483218941688,0.0,1.3704197153009425
