date,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,SINO GRADE SECURITIES LTD,CHIEF SECURITIES LTD,REALINK FINANCIAL TRADE LTD,VALUABLE CAPITAL LTD,CITIC SECURITIES BROKERAGE (HK) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.8008255821030869,0.0,0.0,0.0,0.0,0.0,0.8008255821030869
2024-03-04,0.0,7.078860461442403,0.0,0.0,0.8008255821030869,0.0,0.0,0.0,0.0,0.0,7.879686043545489
2024-03-05,0.0,7.078860461442403,0.0,0.0,0.800141700307952,0.0,0.0,0.0,0.0,0.0,7.879002161750355
2024-03-07,0.0,7.0809121068278085,0.0,0.31014039409372324,0.8080063409520045,0.0,0.0,0.3132178621718308,0.0,0.41101295887613604,8.923289662921501
2024-03-08,0.0,7.0809121068278085,0.0,0.31014039409372324,0.8168968042887594,0.0,0.0,0.3132178621718308,0.0,0.41101295887613604,8.932180126258258
2024-03-11,0.0,7.0809121068278085,1.5144562353264612,0.31014039409372324,0.8052708137714646,0.0,0.0,0.3132178621718308,0.0,0.41101295887613604,10.435010371067422
2024-03-12,0.0,7.0809121068278085,1.5424953889269963,0.31014039409372324,0.7785994237611994,0.0,0.0,0.3132178621718308,0.0,0.41101295887613604,10.436378134657694
2024-03-13,0.0,7.0809121068278085,1.5424953889269963,0.31014039409372324,0.7833865963271445,0.0,0.33954731128452836,0.3132178621718308,0.0,0.41101295887613604,10.780712618508167
2024-03-15,0.0,7.07920240233997,1.5424953889269963,0.31014039409372324,0.774838073887957,0.0,0.33954731128452836,0.3132178621718308,0.0,0.41101295887613604,10.770454391581142
2024-03-19,0.0,7.07920240233997,1.5424953889269963,0.31014039409372324,0.7731283694001194,0.0,0.33954731128452836,0.3132178621718308,0.0,0.41101295887613604,10.768744687093305
2024-03-20,0.0,7.074757170671593,1.5469406205953737,0.31014039409372324,0.771418664912282,0.0,0.33954731128452836,0.3132178621718308,0.0,0.41101295887613604,10.767034982605466
2024-03-25,0.0,7.074757170671593,1.5469406205953737,0.31014039409372324,0.7686831377317419,0.0,0.33954731128452836,0.3166372711475058,0.0,0.41101295887613604,10.767718864400603
2024-03-28,0.0,7.074073288876457,1.5469406205953737,0.31014039409372324,0.7693670195268769,0.0,0.33954731128452836,0.3166372711475058,0.0,0.41101295887613604,10.767718864400603
2024-04-02,0.0,7.074073288876457,1.5510439113661838,0.31014039409372324,0.7693670195268769,0.0,0.33954731128452836,0.3166372711475058,0.0,0.41101295887613604,10.771822155171412
2024-04-03,0.0,7.07646687515943,1.5353146300780787,0.31014039409372324,0.7738122511952544,0.0,0.33954731128452836,0.3166372711475058,0.0,0.41101295887613604,10.762931691834657
2024-04-05,0.0,7.075782993364295,1.5353146300780787,0.31014039409372324,0.7744961329903894,0.0,0.33954731128452836,0.3166372711475058,0.0,0.41101295887613604,10.762931691834657
2024-04-08,0.0,7.075782993364295,1.5489922659807789,0.31014039409372324,0.7744961329903894,0.0,0.33954731128452836,0.3166372711475058,0.0,0.41101295887613604,10.776609327737356
2024-04-09,0.0,7.075782993364295,1.5483083841856438,0.31014039409372324,0.7751800147855245,0.0,0.33954731128452836,0.3166372711475058,0.0,0.41101295887613604,10.776609327737356
