date,LUK FOOK SECURITIES (HK) LTD,EVERBRIGHT SECURITIES INVESTMENT,GAOYU SECURITIES LIMITED,CGS INTERNATIONAL SECURITIES HK LTD,CITIBANK N.A.,PLUTUS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,PATRONS SECURITIES LTD,EVER-LONG SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,TOTAL_CCASS_PCT
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.4733905118403194,0.0,0.0,0.0,1.4733905118403194
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.4736680910625952,0.0,0.0,0.0,1.4736680910625952
2024-05-20,0.0,0.0,0.0,0.0,2.190100063756616,0.0,1.4736680910625952,0.0,0.0,0.0,3.6637681548192114
2024-06-21,0.0,0.0,0.0,0.0,2.190100063756616,0.0,1.4736680910625952,0.0,0.0,2.193431014423927,5.857199169243139
2024-07-09,0.0,0.0,0.0,0.0,2.190100063756616,0.0,1.4736680910625952,0.0,1.6149559152010131,2.193431014423927,7.472155084444151
2024-07-17,0.0,0.0,0.0,0.0,2.190100063756616,0.0,1.4922658989550786,0.0,1.6149559152010131,2.1129330399639246,7.410254917876633
2024-07-18,0.0,0.0,0.0,0.0,2.190100063756616,0.0,1.4925434781773546,0.0,1.6149559152010131,2.0937800736268892,7.391379530761874
2024-07-19,0.0,0.0,0.0,0.0,2.190100063756616,0.0,1.4919883197328028,0.0,1.6149559152010131,2.0737943696230268,7.370838668313459
2024-07-22,0.0,0.0,0.0,0.0,2.2012032326476514,0.0,1.4922658989550786,0.0,1.6149559152010131,2.051310452618681,7.359735499422425
2024-07-31,0.0,0.0,0.0,0.0,2.2012032326476514,0.0,1.4930986366219061,0.0,1.6149559152010131,2.0257731641693013,7.335030948639871
2024-08-01,0.0,0.0,0.0,0.0,2.2012032326476514,0.0,1.4947641119555612,0.0,1.6149559152010131,2.0163354706119216,7.327258730416148
2024-08-02,0.0,0.0,0.0,0.0,2.2012032326476514,0.0,1.4967071665114926,0.0,1.6149559152010131,2.0163354706119216,7.329201784972078
2024-08-05,0.0,0.0,0.0,0.0,2.2028687079813065,0.0,1.4950416911778373,0.0,1.6149559152010131,2.0163354706119216,7.329201784972078
2024-08-07,0.0,0.0,0.0,0.0,2.2028687079813065,0.0,1.5022587509570098,0.0,1.6149559152010131,1.9996807172753694,7.319764091414699
2024-08-13,0.0,0.0,0.0,0.0,2.2028687079813065,0.0,1.5003156964010789,0.0,1.6149559152010131,1.9996807172753694,7.317821036858768
2024-08-16,0.0,0.0,0.0,0.0,2.2067548170931683,0.0,1.5005932756233546,0.0,1.6149559152010131,1.9486061403766093,7.2709101482941465
2024-08-19,0.0,0.0,0.0,0.0,2.239786744543997,0.0,1.5030914886238376,0.0,1.6149559152010131,1.8986418803669525,7.2564760287358006
2024-08-20,0.0,0.0,0.0,0.0,2.2481141212122733,0.0,1.501981171734734,0.0,1.6149559152010131,1.8847629192531592,7.24981412740118
2024-08-21,0.0,0.0,0.0,0.0,2.2481141212122733,0.0,1.5022587509570098,0.0,1.6149559152010131,1.8570049970255722,7.222333784395868
2024-08-23,0.0,0.0,0.0,0.0,2.2481141212122733,0.0,1.5033690678461133,0.0,1.6149559152010131,1.8062079993490878,7.172647103608487
2024-08-26,0.0,0.0,0.0,0.0,2.2481141212122733,0.0,1.5069775977356996,0.0,1.6149559152010131,1.7984357811253633,7.16848341527435
2024-08-27,0.0,0.0,0.0,0.0,2.2481141212122733,0.0,1.512529182181217,0.0,1.6149559152010131,1.7851119784561216,7.160711197050625
2024-08-28,0.0,10.298744304879339,0.0,0.0,2.250889913435032,0.0,1.5144722367371481,0.0,1.6149559152010131,1.7851119784561216,17.464174348708653
2024-08-29,0.0,10.300409780212993,0.0,0.0,2.249502017323653,0.0,1.5144722367371481,0.0,1.6149559152010131,1.7851119784561216,17.46445192793093
2024-08-30,0.0,10.304018310102581,0.0,0.0,2.249502017323653,0.0,1.5144722367371481,0.0,1.6149559152010131,1.7851119784561216,17.468060457820517
2024-09-02,0.0,10.304018310102581,0.0,0.0,2.249502017323653,0.0,1.5144722367371481,0.0,1.6149559152010131,1.5250202471836312,17.207968726548025
2024-09-04,0.0,10.298189146434787,0.0,0.0,2.249502017323653,1.9541577248221267,1.5144722367371481,0.0,1.6149559152010131,1.5250202471836312,19.15629728770236
2024-09-05,0.0,10.298744304879339,0.0,0.0,2.249502017323653,1.9541577248221267,1.5144722367371481,0.0,1.6149559152010131,1.5250202471836312,19.15685244614691
2024-09-12,0.0,10.299854621768443,0.0,0.0,2.249502017323653,1.9541577248221267,1.5144722367371481,0.0,1.6149559152010131,1.5250202471836312,19.157962763036014
2024-09-16,0.0,10.299854621768443,0.0,0.0,2.249224438101377,1.9541577248221267,1.5144722367371481,0.0,1.6149559152010131,1.5250202471836312,19.15768518381374
2024-09-17,0.0,10.299854621768443,0.0,0.0,2.249224438101377,1.9541577248221267,1.5150273951817,0.0,1.6149559152010131,1.5250202471836312,19.15824034225829
2024-09-19,0.0,10.299854621768443,0.0,0.0,2.249224438101377,1.9541577248221267,1.5144722367371481,0.0,1.6149559152010131,1.5250202471836312,19.15768518381374
2024-09-26,0.0,10.299854621768443,0.0,0.0,2.249224438101377,1.9533249871552991,1.515304974403976,0.0,1.6149559152010131,1.5250202471836312,19.15768518381374
