date,TIGER BROKERS (HK) GLOBAL LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,HANG SENG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TOTAL_CCASS_PCT
2024-03-01,39.88021958744115,0.0,0.0,4.3293195074611805,3.921715591341858,1.8224500408110225,1.358547388937568,0.0,1.0962539177458066,0.0,52.40850603373859
2024-03-04,39.88021958744115,0.0,0.0,4.328205695571929,3.9264572476703874,1.8197768922768174,1.358547388937568,0.0,1.0962539177458066,2.3385276194766442,54.747988349120305
2024-03-05,39.88021958744115,7.331940599610001,0.0,4.324768790313666,3.9241023311045407,1.9015625081447496,1.358547388937568,0.0,1.0857522627900023,2.3385276194766442,62.14542108781832
2024-03-06,39.84381385026103,7.327326236068815,0.0,4.3469177353113615,3.9387410016489954,1.898443834854844,1.358547388937568,0.0,1.0851157988532867,2.3385276194766442,62.13743346541254
2024-03-07,39.809635736859406,7.316188117176295,0.0,4.3463130945714825,3.946696800857938,1.9065587500479657,1.358547388937568,0.0,1.0262428847071101,2.3385276194766442,62.04871039263441
2024-03-08,39.809635736859406,7.296966906287489,0.0,4.348190663184793,3.9169421118164918,1.9084681418581118,1.3649120283047222,0.0,1.0235379129760696,2.3385276194766442,62.00718112076373
2024-03-11,39.809444797678395,7.2982398341609205,0.0,4.341094090290416,3.928080230709012,1.9150873667999522,1.3649438515015582,0.0,1.0235379129760696,2.337318337996885,62.017746422113206
2024-03-12,39.809444797678395,7.380025450028851,0.0,4.324609674329487,3.9137597921329146,1.9139417317138645,1.3649438515015582,0.0,1.0235379129760696,2.337318337996885,62.06758154835802
2024-03-13,39.80989032243409,7.391163568921372,0.0,4.3288421595086435,3.913441560164557,1.9150555436031165,1.3875383212549557,0.0,1.0267202326596467,2.3346133662658444,62.10726507481223
2024-03-14,39.71111111945586,7.374647329763606,0.0,4.234263618512733,3.9296713905508005,1.9276257063532458,1.3830830736979476,0.0,1.029902552343224,2.3346133662658444,61.924918156943264
2024-03-15,39.71111111945586,7.38658102857702,0.0,4.1359299402901994,3.931262550392589,1.9280394079121113,1.3846424103429005,0.0,1.030698132264118,2.3346133662658444,61.84287795550064
2024-03-18,39.71270387045749,7.398992075342971,0.0,4.127369500341377,3.958630499671352,1.9367271406482767,1.3941893693936318,0.0,1.0275158125805408,2.332608504865191,61.888736773300835
2024-03-19,39.71270387045749,7.439725767292758,0.0,4.1457633081124525,3.9745420980892376,1.965590780178321,1.3687308119250148,0.0,1.031016364232476,2.3290443068195845,61.96711730710733
2024-03-20,39.714295030299276,7.37130589409585,0.0,4.1496457381264165,4.007479106814261,1.9940088949526646,1.4037363284443631,0.0,1.031016364232476,2.3290443068195845,62.0005316637849
2024-03-21,39.72479668525508,7.374488213779427,0.0,4.174626947642497,4.053463626241951,2.000087125548297,1.4132832874950945,0.0,1.029425204390687,2.3290443068195845,62.09921539717263
2024-03-22,39.72482850845192,7.377034069526289,0.0,4.185160425795138,4.072207489178219,2.0153304368326315,1.4132832874950945,0.0,1.0415180191882802,2.3290443068195845,62.15840654328716
2024-03-25,39.72638784509687,7.398514727390435,0.0,4.14156264613013,4.088914667517,2.0221087777586506,1.4315179792819914,0.0,1.035153379821126,2.3290443068195845,62.17320432981579
2024-03-26,39.72641966829371,7.413121574738053,0.0,4.148309163859314,4.101962178219665,2.0414891046316352,1.4665234958013398,0.0,1.0271975806121831,2.327866848536661,62.25288961469256
2024-03-27,39.72641966829371,7.415349198516558,0.0,4.137712039313002,4.095597538852512,2.0491266718722203,1.4803665864249,0.0,1.0090583584157935,2.327866848536661,62.24149691022536
2024-03-28,39.72641966829371,7.416781242374168,0.0,4.133925078889546,4.103235106093097,2.0557777200108966,1.49150470531742,0.0,1.0170141576247365,2.327866848536661,62.27252452714023
2024-04-02,39.72641966829371,7.416781242374168,0.0,4.135134360369305,4.109695215050758,2.054568438531137,1.5273694481513342,0.0,1.0178097375456308,2.326021103120186,62.313799213436226
2024-04-03,39.72482850845192,7.436129746050317,0.0,4.118204419652675,4.111286374892546,2.0549184936963307,1.5232960789563554,0.0,1.0194008973874191,2.321279446791656,62.309343965879215
2024-04-05,39.72482850845192,7.4784864210387285,0.0,4.149041097386537,4.112877534734335,2.0714665560509316,1.5690260128093585,0.0,1.0146274178620536,2.320324750886583,62.440678299220444
2024-04-08,39.72482850845192,7.583502970596773,0.0,4.164188939080364,4.127197973310432,2.0714665560509316,1.535611656131799,0.0,0.9969655436182007,2.320324750886583,62.52408689812701
2024-04-09,39.724860331648756,7.582866506660057,0.0,4.180418769466607,4.127197973310432,2.0683478827610258,1.5598291089238208,0.0,0.9969655436182007,2.320324750886583,62.560810867275485
2024-04-10,39.724860331648756,7.605333683626111,0.0,4.163743414324663,4.117714660653372,2.0715302024446034,1.5614202687656094,0.0,1.0240152609286062,2.320324750886583,62.5889425732783
2024-04-11,39.724860331648756,7.589422085208226,0.0,4.163457005553141,4.117714660653372,2.0727076607275268,1.571762807737235,0.0,1.0558384577643771,2.311827957331432,62.60759096662407
2024-04-12,39.724860331648756,7.560622092071853,0.0,4.183155564394484,4.1193058204951605,2.077003792300356,1.5774909831676738,0.0,1.0908439742837257,2.311827957331432,62.64511051569344
2024-04-15,39.724860331648756,7.5733195476093265,0.0,4.187356226376806,4.1193058204951605,2.05860998452928,1.5807369492449226,0.0,1.0828881750747827,2.311827957331432,62.638904992310465
2024-04-16,39.724860331648756,7.571728387767537,0.0,4.206386498084597,4.168631775590606,2.050972417288695,1.596648547662808,0.0,1.0987997734926682,2.311827957331432,62.7298556888671
2024-04-17,39.724860331648756,7.571728387767537,0.0,4.206768376446626,4.169427355511501,2.050972417288695,1.60890047844458,0.0,1.114711371910554,2.311827957331432,62.75919667634968
2024-04-18,39.724860331648756,7.576501867292904,0.0,4.2131330158137805,4.169045477149471,2.041934629387336,1.6857216756061315,0.0,1.114711371910554,2.311827957331432,62.83773632614036
2024-04-19,39.724860331648756,7.577711148772662,0.0,4.214596882868226,4.180438181616678,2.0785313057484727,1.707743327816485,0.0,1.1303365615569176,2.311827957331432,62.92604569735963
2024-04-22,39.724860331648756,7.579302308614451,0.0,4.2547895804718046,4.186802820983831,2.072262135971826,1.707743327816485,0.0,1.141665619630452,2.3075954721522747,62.97502159728988
2024-04-23,39.724860331648756,7.6319696993776525,0.0,4.258576540895262,4.201123259559929,2.071975727200304,1.7347930451268905,0.0,1.14529346406973,2.3072454169870813,63.0758374848656
2024-04-24,39.724860331648756,7.648899640094283,0.0,4.2591493584383056,4.180438181616678,2.099057267707545,1.733201885285102,0.0,1.14529346406973,2.3072454169870813,63.09814554584749
2024-04-25,39.724860331648756,7.694884159521973,0.0,4.246197317326147,4.18011994964832,2.0996619084474246,1.733201885285102,0.0,1.1476802038324128,2.278286307866529,63.10489206357667
2024-04-26,39.72501944763294,7.694884159521973,0.0,4.2641456003415215,4.22451330923422,2.1101953866000653,1.7459311640194104,0.0,1.1476802038324128,2.2774270815519637,63.1897963527345
2024-04-29,39.72501944763294,7.694884159521973,0.0,4.248106709136293,4.229286788759587,2.1264252169863087,1.7486361357504512,0.0,1.1476802038324128,2.2774270815519637,63.19746574317192
2024-04-30,39.72501944763294,7.651286379856965,0.0,4.2953959796342485,4.203732761700462,2.103958040020254,1.7677300538519138,0.0,1.2133951052982803,2.2774270815519637,63.23794484954702
2024-05-02,39.72501944763294,7.6456218508201985,0.0,4.383259826097813,4.245071094390129,2.112295717591226,1.75850132676954,0.0,1.286588458020554,2.264697802817655,63.421055524140044
2024-05-03,39.71706364842399,7.654118644375349,0.0,4.441814508275632,4.3055351683780945,2.1411593571212704,1.7903245236053114,0.0,1.2861111100680174,2.264697802817655,63.60082476306532
2024-05-06,39.71706364842399,7.73689077934519,0.0,4.475451627331042,4.344232175730391,2.1741281890431297,1.7330427693009232,0.0,1.3099785076948458,2.264697802817655,63.75548549968717
2024-05-07,39.72260088467341,7.699403053472651,1.7883847406421869,5.232780065628724,4.696992312654915,2.2613237483731425,1.9212133321908382,0.0,1.8049883344752664,2.264697802817655,67.3923842749288
2024-05-08,39.61217439165329,8.225631436348964,1.601900807184568,5.193192008765025,5.481115882688316,1.9757423799689322,1.978654202479405,2.2101097230094306,1.587922308858471,2.1873037881130597,70.05374692906946
2024-05-09,39.63569173411493,8.061551033463727,1.4586964214235976,4.995442663627543,5.634503691436733,2.0881419111928756,2.0658497618094183,2.2101097230094306,1.5030498428974695,2.1867309705700158,69.83976775354573
2024-05-10,39.62041659963376,7.835351750355065,1.4586964214235976,5.180876431589581,5.829993589598876,2.017780822988986,2.1214448866815103,2.2104279549777885,1.485865316606153,2.1867309705700158,69.94758474442533
2024-05-13,39.629549857125625,7.686260073179478,1.4586964214235976,5.446218246806241,5.725708973568054,2.024400047930826,2.0724689867512582,2.2101097230094306,1.4679806799844497,2.1867309705700158,69.90812398034898
2024-05-14,39.628945216385745,7.794872643979965,1.4586964214235976,5.3370010352658745,5.7745894039077985,1.9478016131471247,2.0813476586684385,2.2085185631676425,1.445131624656366,2.184471523594676,69.86137570419723
2024-05-16,39.62378985849835,7.822049654077714,1.4586964214235976,5.060871156321888,5.844091265797123,1.9600217207320612,2.049174406667474,2.2085185631676425,1.4372076486442589,2.1824030158003507,69.64682371113045
2024-05-17,39.592762241583465,7.798564134812914,1.4586964214235976,5.053519997852826,5.89640860139513,1.9645087914859047,2.0459920869838966,2.2085185631676425,1.4400080899658068,2.1824030158003507,69.64138194447153
2024-05-20,39.593175943142334,7.8878282019372525,1.4586964214235976,5.068445077168802,5.756927529663945,1.9939134253621573,2.0694139598550243,2.2085185631676425,1.4681716191654643,2.1819256678478145,69.68701640873404
2024-05-21,39.61048776222099,8.007037897284052,1.4586964214235976,4.99366056460474,5.708747209654588,2.0088703278749698,2.0519112015953502,2.2085185631676425,1.4739316177927388,2.1814801430921134,69.70334170871078
2024-05-22,39.60335936612978,8.062028381416264,1.4586964214235976,4.846287340058283,5.78127227524331,2.002123810145786,2.032085349966665,2.2101097230094306,1.486024432590332,2.173524343883171,69.65551144386663
2024-05-23,39.596676494794266,8.19727696796829,1.4586964214235976,4.837472314534775,5.888198216611501,1.9949954140545738,2.0268345224887625,2.2101097230094306,1.4939802317992747,2.173524343883171,69.87776465056764
2024-05-24,39.59938146652531,8.202018624296821,1.4586964214235976,4.8569799341951025,6.005816752116512,1.9784155285031368,2.0395319780262353,2.2101097230094306,1.4981490705847609,2.173524343883171,70.02262384256409
2024-05-27,39.60008157685569,8.197467907149306,1.4586964214235976,4.842691318815842,6.0228103392268135,2.0390705416721167,2.028998499873595,2.2101097230094306,1.5115148132557847,2.173524343883171,70.08496548516536
2024-05-28,39.59992246087152,8.264964907637976,1.4586964214235976,4.806667459997748,6.034680391646556,1.9415006201736422,2.014932646872184,2.2101097230094306,1.5372916026927592,2.1733652278989917,70.0421314622244
2024-05-29,39.59960422890316,8.169049792374961,1.4586964214235976,4.885557164953625,6.030957077616771,1.9558847051434107,2.003699058389157,2.2101097230094306,1.530926963325605,2.1733652278989917,70.01785036303872
2024-05-30,39.59925417373797,8.15597045847546,1.4586964214235976,4.874705454832627,6.049605470962533,1.9596080191731962,2.043478054433871,2.2101097230094306,1.5354458572762846,2.1733652278989917,70.06023886122395
2024-05-31,39.59704899054072,8.142755881628705,1.458615190276559,4.879970922600411,6.057605796865658,1.9284737999859132,2.08059532514123,2.209986647539275,1.5969348089046758,2.1732441986376574,70.1252315621208
2024-06-03,39.59758995476031,8.147210881084144,1.458615190276559,4.882962136520493,6.069570652545981,1.936747370403159,2.08059532514123,2.209986647539275,1.5990032015089872,2.1597837359972925,70.14206509577743
2024-06-04,39.59749449048626,8.171522449540975,1.458615190276559,4.842771677147488,6.073484687781833,1.9134859089608258,2.068821398008996,2.2112595045265437,1.5990032015089872,2.1597837359972925,70.09624224423577
2024-06-05,39.59803545470585,8.227369049857382,1.458615190276559,4.878316208516963,6.0856722934349285,1.928951121356139,2.0745174330270224,2.2112595045265437,1.5990032015089872,2.1597519145726105,70.22149137178299
2024-06-06,39.598608240350124,8.243279762198238,1.458615190276559,4.8913629926364655,6.070938973807295,1.9431116553395016,2.0697442193247655,2.2112595045265437,1.6141501996574832,2.1597519145726105,70.26082265268958
2024-06-07,39.60000838303612,7.807294422634076,1.458615190276559,4.893972349460365,6.0809627225820355,1.9709554019360014,2.0856549316656223,2.2112595045265437,1.61892341335974,2.1597519145726105,69.88739823404967
2024-06-11,39.60576806090351,7.914914480907632,1.458615190276559,4.88588970759121,6.0241296581004935,1.9681869379886925,2.052878864243457,2.2112595045265437,1.6508084808908177,2.1595291645998387,69.93198005002876
2024-06-12,39.608345596302726,7.916664659265127,1.458615190276559,4.897822741846853,6.001695553699886,1.9646865812737038,2.070507933517127,2.2112595045265437,1.6505539094933641,2.1595291645998387,69.93968083480173
2024-06-13,39.59727174051349,7.9218515514882455,1.458615190276559,4.876597851584149,6.043190691484841,1.963763759957934,2.070507933517127,2.2112595045265437,1.6441578031323394,2.1595291645998387,69.94674519108108
2024-06-14,39.59720809766413,7.94234454898327,1.458615190276559,4.878570779914416,6.102792219913691,1.9416160483794611,2.0534834713124095,2.2112595045265437,1.6438395888855224,2.1595291645998387,69.98925861445584
2024-06-17,39.59720809766413,7.94234454898327,1.458615190276559,4.878061637119509,6.076857758798094,1.9506851544137498,2.0466418650058413,2.2112595045265437,1.6438395888855224,2.159051843229613,69.96456518890282
2024-06-18,39.59720809766413,7.9612146538195265,1.458615190276559,4.953542056464534,6.182695817289475,1.9246870504487892,2.0466418650058413,2.2112595045265437,1.646639874257513,2.159051843229613,70.14155595298253
2024-06-19,39.60672270364396,7.971556616841083,1.458615190276559,4.90612813368878,6.212926170737103,1.928632907109322,2.0676440052957727,2.2112595045265437,1.646639874257513,2.159051843229613,70.16917694960625
2024-06-20,39.60672270364396,7.983648758220134,1.458615190276559,4.898713741737941,6.227245811843875,1.9124358019463292,2.0598795776734344,2.2112595045265437,1.6546270518526234,2.159051843229613,70.172199984951
2024-06-21,39.60672270364396,7.984794329508676,1.458615190276559,4.931426166310743,6.236951346371797,1.9003118391425964,2.0678349338438626,2.2112595045265437,1.6538315162355803,2.15806537906448,70.20981290892479
2024-06-24,39.60678634649332,7.935725692649473,1.458615190276559,4.977567232099228,6.236155810754754,1.9091900166287947,2.1119076070280367,2.212055040143586,1.653863337660262,2.15806537906448,70.2599316527985
2024-06-25,39.60678634649332,7.928724979219496,1.458615190276559,5.0111388351384365,6.22104063403094,1.9232232649134304,2.049855828898694,2.212055040143586,1.7001635105721562,2.15806537906448,70.2696690087511
2024-06-26,39.60678634649332,7.919178551814982,1.458615190276559,5.082832504946338,6.179545496245986,1.9155543015651373,2.0578111850691228,2.212055040143586,1.7042684743560972,2.148105273139103,70.28475236405023
2024-06-27,39.60678634649332,7.926020158121551,1.458615190276559,5.075099898748682,6.1943106372983,1.9340107278805314,2.0023146204242135,2.212055040143586,1.7357716847909939,2.148105273139103,70.29308957731685
2024-06-28,39.60678634649332,7.875105878630808,1.458615190276559,4.8494223549059665,6.2064982429513975,1.9544400825261918,2.0045739415766155,2.213168790007446,1.715724187241514,2.1467051304531077,70.03104014506293
2024-07-02,39.60678634649332,7.878001628276844,1.458615190276559,4.801562932184668,6.204907171717311,1.9464210835064,2.005369477193658,2.213168790007446,1.7167742942560107,2.1467051304531077,69.97831204436534
2024-07-03,39.60678634649332,7.943712870244584,1.458615190276559,4.78692507683108,6.231159847079725,1.9593405819271759,2.0117019407053194,2.213168790007446,1.726766221606069,2.1467051304531077,70.08488199562439
2024-07-04,39.601758561393616,7.958064332776036,1.458615190276559,4.799717289553128,6.231159847079725,1.9529444755661514,2.005369477193658,2.213168790007446,1.7263843645098884,2.1467051304531077,70.0938874588093
2024-07-05,39.601758561393616,7.956950582912175,1.458615190276559,4.805922467366063,6.248757094928713,1.9558084037875056,2.0109700479376396,2.212532361513812,1.7185562940381867,2.1467051304531077,70.11657613460739
2024-07-08,39.601758561393616,7.951509119291603,1.458615190276559,4.893717778062912,6.267913592587105,1.9550128681704626,2.005369477193658,2.2083955763051892,1.7137830803359295,2.1467051304531077,70.20278037407014
2024-07-09,39.601503989996154,7.939926120707459,1.458615190276559,4.898172777518352,6.271095735055276,1.9689824736057353,2.001391799108444,2.2083955763051892,1.713305758965704,2.141931916750851,70.20332133828973
2024-07-10,39.601503989996154,7.9404034420776854,1.458615190276559,4.903614241138925,6.268868235327556,1.9740739015548094,2.001391799108444,2.2083955763051892,1.7018182246556053,2.141931916750851,70.20061651719178
2024-07-11,39.601472168571476,7.945176655779942,1.458615190276559,4.893622313788867,6.26781812831306,1.9777651868178883,1.9934364429380151,2.2083955763051892,1.7018182246556053,2.141931916750851,70.19005180419745
