date,FIRST SHANGHAI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,0.0,89.79754552787251,0.0,0.0,0.0,10.202454472127483,0.0,0.0,0.0,0.0
2024-03-04,0.0,89.79912479896227,0.0,0.0,0.0,10.200875201037734,0.0,0.0,0.0,0.0
2024-03-05,0.0,39.39256184374681,31.39852250225519,0.0,0.0,4.414566963596971,8.82233182093262,0.0,10.00656967829037,5.965447191178033
2024-03-06,0.0,39.37012020394707,31.364387478822835,0.0,0.0,4.484509474875016,8.812740589261963,0.0,10.009280420569802,5.9589618325233165
2024-03-07,0.0,39.37691491527263,31.364387478822835,0.0,0.0,4.477714763549448,8.812740589261963,0.0,10.009280420569802,5.9589618325233165
2024-03-08,0.0,39.38103379903453,31.362256504028206,0.0,0.0,4.470616286752721,8.812141829663037,0.0,10.015394614743181,5.958556965778322
2024-03-11,0.0,30.89456025574564,24.60380111564273,21.570966879334087,0.0,3.485893832242276,6.913156422657847,0.0,7.857112486921036,4.674509007456386
2024-03-12,0.0,30.891267176916216,24.65447402197884,21.552678976412114,0.0,3.4695336334431963,6.912419543127228,0.0,7.856274990268651,4.663351657853758
2024-03-13,0.0,30.875278542660716,24.67046265623434,21.552678976412114,0.0,3.4695336334431963,6.912419543127228,0.0,7.856274990268651,4.663351657853758
2024-03-14,30.74935176450097,21.323674591445553,17.13270353505311,14.892074636513147,0.0,2.535448490453117,4.779762633891995,0.0,5.384506530985482,3.202477817156626
2024-03-15,30.74140816196217,21.328390612007848,17.136492665383933,14.862193681830076,0.0,2.580241958651055,4.780819743386312,0.0,5.367267088110364,3.203186088668238
2024-03-18,30.742541350463714,21.32549062243396,17.13712435005963,14.86274153139179,0.0,2.591395658871138,4.7809959737636785,0.0,5.3674649360852165,3.1922455769308753
2024-03-19,30.745941417282346,21.32416257778406,17.139019683539228,14.86438532244142,0.0,2.5916822623205156,4.78152474285876,0.0,5.3680585675362185,3.185225426237447
2024-03-20,30.749342236266063,21.330208261901333,17.14091543630578,14.86602947713162,0.0,2.5993429517306033,4.7820536289285,0.0,5.368652330310772,3.16345567742533
2024-03-21,30.734610784905314,21.323674591445553,17.13270353505311,14.90313037120989,0.0,2.598097653734662,4.779762633891995,0.0,5.36608030649091,3.1619401232685673
2024-03-22,28.466539408029607,19.75008654996554,15.868389671822552,13.803348641180987,7.3624686001551405,2.4234365814140704,4.427038374780351,0.0,4.970088529196439,2.928603643455313
2024-03-25,28.44226897313949,19.726426959344,15.854860358939781,13.791579972370938,7.356191394758682,2.5134506527293223,4.423263903107098,0.0,4.965851055567596,2.9261067300430916
2024-04-02,28.439359301788052,19.72440892697661,15.853238391542915,13.803809208209447,7.3554388493349245,2.5131935243207413,4.422811398974222,0.0,4.965343044249457,2.92239735460363
2024-04-03,28.439359301788052,19.560727394863456,15.853238391542915,13.803809208209447,7.3554388493349245,2.5131935243207413,4.586492931087378,0.0,4.965343044249457,2.92239735460363
2024-04-15,28.440329126089132,19.561394444657825,15.850368862261377,13.804279938561542,7.355689680700901,2.5132792279446288,4.586649337293793,0.0,4.965512369806211,2.9224970126845955
2024-04-16,28.438389543627355,19.556650474920943,15.849287893847771,13.803338509960364,7.3620078663548485,2.5165177421815095,4.586336535547601,0.0,4.965173730240421,2.922297703319178
2024-04-17,28.438389543627355,19.560060390560757,15.849287893847771,13.803338509960364,7.3620078663548485,2.513107826541697,4.586336535547601,0.0,4.965173730240421,2.922297703319178
2024-04-18,28.440329126089132,19.557984296451657,15.850368862261377,13.804279938561542,7.362509977113234,2.509869079738462,4.586649337293793,0.0,4.965512369806211,2.9224970126845955
2024-04-19,28.438389543627355,19.570290137480196,15.849287893847771,13.803338509960364,7.3620078663548485,2.5096979109018847,4.586336535547601,0.0,4.958353898960797,2.922297703319178
2024-04-22,28.438389543627355,19.573700053120007,15.849287893847771,13.803338509960364,7.3620078663548485,2.5062879952620722,4.586336535547601,0.0,4.958353898960797,2.922297703319178
2024-04-24,28.438389543627355,19.573700053120007,15.849287893847771,13.803338509960364,7.3620078663548485,2.5096979109018847,4.586336535547601,0.0,4.954943983320984,2.922297703319178
2024-04-25,28.434979627987545,19.570290137480196,15.849287893847771,13.803338509960364,7.3620078663548485,2.523337573461134,4.579516704267976,0.0,4.954943983320984,2.922297703319178
2024-04-26,28.419474346379715,19.556210617290084,15.833829338999958,13.795811701306896,7.3579934444470325,2.5935308064956883,4.577019544183587,0.0,4.945425994370361,2.9207042065266817
2024-04-29,28.40979212941601,19.549548021357566,15.828434919343989,13.791111612893772,7.355486653220765,2.5926472177401583,4.575460201609767,0.0,4.9778100911941685,2.919709153223805
2024-04-30,28.407856477640486,19.548216046904326,15.827356476460075,13.790171979489967,7.354985499930542,2.599283898308015,4.575148460586716,0.0,4.97747093676117,2.919510223918701
2024-05-03,28.40011650746508,19.502021145274597,15.823044174080636,13.786414725931644,7.352981569487752,2.700747746458447,4.57390192117742,0.0,4.942057432425955,2.918714777698473
2024-05-06,28.386581703531704,19.49953518045181,15.815503296546948,13.779844456397338,7.349477317530102,2.740309977124471,4.5717221109045525,0.0,4.939702168201677,2.9173237893113937
2024-05-07,28.378853320436715,19.49762952340841,15.841826114759952,13.7760928276151,7.347476387060523,2.73275754460843,4.570477437620325,0.0,4.938357310580927,2.9165295339096193
2024-05-08,28.37692188214615,19.492899579557285,15.840747934848837,13.775155239584983,7.3469763246699555,2.7291686023090804,4.583778188666248,0.0,4.938021210587934,2.9163310376295284
2024-05-10,28.375956261586428,19.492236267846426,15.840208899926347,13.774686493426822,7.346726318999138,2.732478570706951,4.583622210139804,0.0,4.937853177746843,2.916231799621242
2024-05-13,28.37499070674147,19.50178116662704,15.839669901687575,13.774217779168914,7.346476330342315,2.7255801484966162,4.5834662422283925,0.0,4.937685156341132,2.9161325683665416
2024-05-14,28.358586322239244,19.480304371751284,15.830512540610664,13.766254514369916,7.345629879209245,2.7954202595879623,4.580816410784654,0.0,4.934830540926709,2.907645160520326
2024-05-16,28.35955076095883,19.48096687162317,15.831050915798746,13.766722686821339,7.345879694548936,2.792114457974387,4.5809721984062115,0.0,4.934998368109425,2.907744045758954
2024-05-17,28.35762194911381,19.483042555864174,15.82997420203897,13.765786373760205,7.345380080860188,2.7953251974384608,4.5806606337586455,0.0,4.934662725158386,2.907546282007158
2024-05-20,28.333704298611316,19.485518127613734,15.834112016788977,13.772343241074728,7.34887880452604,2.7966566561668538,4.582842476711377,0.0,4.9370131850487455,2.908931193458224
2024-05-21,28.330812635993325,19.48012757589888,15.832496029365464,13.770937672297249,7.348128797470864,2.8099788827365435,4.582374763978358,0.0,4.936509326593766,2.9086343156655503
2024-05-22,28.336596551580627,19.484104567839655,15.81191009211137,13.773749096808011,7.349628964699926,2.8139551637994624,4.583310284930926,0.0,4.9375171463696335,2.909228131860387
2024-05-24,28.329848879611934,19.581518774372995,15.774126912365832,13.770469213124196,7.347878829137416,2.769061743943452,4.582218880948194,0.0,4.9363413966290866,2.908535369866894
2024-05-27,28.331776457949225,19.5862531387826,15.775200192546576,13.771406163344519,7.348378782812293,2.759044070768875,4.582530657614888,0.0,4.936677267984491,2.9087332681965328
2024-05-29,28.332740345486325,19.593723777026316,15.775736887408737,13.771874686269262,7.34862878516344,2.7523336514801957,4.582686561858868,0.0,4.933443077846335,2.908832227460528
2024-05-30,28.33466831733091,19.608666578588267,15.776810386695269,13.77281182776417,7.349128840901829,2.7525209408748057,4.582998402173502,0.0,4.920169288407705,2.9022254172635464
2024-05-31,28.333193945578454,19.610000989920167,15.77788403208961,13.773749096808011,7.349628964699926,2.7493056497581203,4.583310284930926,0.0,4.920504116358755,2.902422919856036
2024-06-03,28.339944022032604,19.611269443536308,15.781642941999516,13.77703054328532,7.351379934164104,2.7635743085839133,4.584402208944003,0.0,4.887642206786646,2.9031143906675836
2024-06-04,28.343802652811856,19.60713185981432,15.78379169476896,13.778906357650364,7.3523808627778635,2.757142823541699,4.585026399148973,0.0,4.888307684694522,2.903509664791443
2024-06-05,28.342837896613027,19.609868243454518,15.783254451722739,13.778437356172882,7.352130605072486,2.7570489769021824,4.5848703356632585,0.0,4.888141298229079,2.903410836169829
2024-06-06,28.3409085812301,19.61534045193268,15.782180075341751,13.777499448993618,7.3516301407673454,2.756861302787755,4.584558240561859,0.0,4.887808559276298,2.903213199108586
2024-06-12,28.3409085812301,19.622147516877835,15.782180075341751,13.777499448993618,7.3516301407673454,2.7500542378426,4.584558240561859,0.0,4.887808559276298,2.903213199108586
2024-06-13,28.344767474691213,19.62141526936635,15.784328974390641,13.77937539105743,7.352631137520764,2.7470246888792853,4.585182473259477,0.0,4.885070086590542,2.900204504244301
2024-06-19,28.344767474691213,19.611203281675348,15.784328974390641,13.77937539105743,7.352631137520764,2.7572366765702863,4.585182473259477,0.0,4.885070086590542,2.900204504244301
2024-06-20,28.339944022032604,19.611269443536308,15.781642941999516,13.794047626466257,7.351379934164104,2.753364058675352,4.584402208944003,0.0,4.88423879015046,2.8997109740313967
2024-06-21,28.40665299805306,19.65402069338725,15.818791118430731,13.505843010107238,7.375507094683469,2.7461994501481,4.595193365651541,0.0,4.991255708636521,2.9065365609020883
2024-06-24,28.411499187086942,19.6573736790263,15.821489812009753,13.508147113596426,7.376765359837198,2.6716037357782265,4.59597730790967,0.0,5.050111387280328,2.9070324174751585
2024-06-25,28.41052981700272,19.653291096912728,15.820949999632711,13.507686230007742,7.376513672461919,2.664688796573894,4.595820498060224,0.0,5.0635866567219985,2.906933232626066
