date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK LTD
2024-03-01,82.27070081007575,17.729299189924237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,73.8927431261569,15.92385306006058,0.0,10.183403813782519,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,73.8936046719467,15.92575161851595,0.0,10.18064370953735,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,72.92845250757142,15.815797765810427,0.0,9.953534448585275,0.0,0.0,0.0,0.0,1.3022152780328657,0.0
2024-03-08,72.9270222864479,15.825293243225724,0.0,9.945494730416621,0.0,0.0,0.0,0.0,1.3021897399097602,0.0
2024-03-11,63.49195080268941,13.791217266074918,12.916557678557986,8.66545915960277,0.0,0.0,0.0,0.0,1.134815093074919,0.0
2024-03-12,63.38916412876733,13.917300062953059,12.913026618918364,8.646004325983228,0.0,0.0,0.0,0.0,1.1345048633780208,0.0
2024-03-13,63.38523944758283,13.918791997359806,12.914410895223455,8.646931177547573,0.0,0.0,0.0,0.0,1.1346264822863317,0.0
2024-03-14,63.37441018792944,13.933498824388657,12.912204490229584,8.645453864158167,0.0,0.0,0.0,0.0,1.1344326332941472,0.0
2024-03-18,63.185884451266396,13.982646132151949,12.946320615749748,8.735535952204435,0.0,0.0,0.0,0.0,1.149612848627474,0.0
2024-03-19,63.16364491699235,13.982646132151949,12.951452815966835,8.735535952204435,0.0,0.0,0.0,0.0,1.1667201826844305,0.0
2024-03-21,62.29037861842549,13.81801003951972,12.77239305340047,8.60295359760985,0.0,0.0,1.3656749488489472,0.0,1.150589742195522,0.0
2024-03-22,62.29070648748234,13.81850812075274,12.779602014714769,8.603263697958834,0.0,0.0,1.3657241756956842,0.0,1.1421955033956317,0.0
2024-03-25,60.739101264056806,13.467006495435257,12.457815514972205,8.364691613367004,0.0,0.0,1.3309842266869005,2.5272594284684526,1.113141457013379,0.0
2024-03-26,60.79436034132405,13.46722792718883,12.461308860480386,8.363184896411607,0.0,0.0,1.3310061114443923,2.4582423273161598,1.1246695358345775,0.0
2024-03-27,60.7963596341185,13.46767081254209,12.461718665022687,8.363459929411512,0.0,0.0,1.3277612675574046,2.458323169455865,1.1247065218919439,0.0
2024-03-28,60.850985664695244,13.543565237952352,12.457417061184858,8.273454754777386,0.0,0.0,1.315796762374261,2.4163810873555036,1.1423994316603923,0.0
2024-04-02,60.8568467920369,13.550892973004247,12.454954412630393,8.279485342622923,0.0,0.0,1.3157102549413129,2.399785900479883,1.1423243242843442,0.0
2024-04-03,57.69192622643985,12.90165810227126,11.825427017817217,7.85320147833014,0.0,5.1389103411129256,1.2492085543584315,2.255081979313818,1.084586300356357,0.0
2024-04-05,57.67842466617674,12.934523129494298,11.811738195490557,7.849803414032502,0.0,5.137707689161508,1.2489162038393717,2.254554225653411,1.0843324761516089,0.0
2024-04-08,57.70392506317196,12.953334347479926,11.790256650969493,7.847966765420524,0.0,5.117787693155638,1.2486239901250564,2.2540267189540995,1.0840787707233064,0.0
2024-04-09,57.70836406581276,12.952930261243525,11.79612795520695,7.850841497693109,0.0,5.117628041014178,1.2485850386276802,2.253956403377494,1.0715667370243036,0.0
2024-04-10,57.70878323480488,12.952324179158042,11.795576001194421,7.8504741480439,0.0,5.117388581477743,1.2500863198641592,2.253850938237947,1.0715165972188996,0.0
2024-04-15,57.70524451199318,12.954490038153313,11.79612795520695,7.850841497693109,0.0,5.117628041014178,1.2501448155374681,2.253956403377494,1.0715667370243036,0.0
2024-04-16,57.700294534702515,13.010305770761393,11.795116078972997,7.8532873358188064,0.0,5.061041896965842,1.2500375776512187,2.2537630581606902,1.076153746966543,0.0
