date,CHINA SECURITIES DEPOSITORY AND CLEARING,SDICS INTERNATIONAL SECURITIES (HONG,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CLSA LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-12-27,84.65611636830312,10.103577397633954,0.0,0.0,0.0,0.0,1.1719788039465047,0.7016498797589669,0.005490723603343048,0.007299432555032521,96.64611260580091
2025-01-02,84.65611636830312,9.980197608429421,0.0,0.0,0.0,0.0,1.1739167063947433,0.47131402459872596,0.023319426127139293,0.02738902126844061,96.33225315512158
2025-01-03,84.65611636830312,9.980197608429421,0.0,0.0,0.0,0.0012919349654924818,1.173852109646469,0.2967413123865544,0.03307353511660753,0.029197730220130082,96.1704705990678
2025-01-06,84.65611636830312,9.957071972547107,0.0,0.0,0.0,0.0012919349654924818,1.1735291259050957,0.2763933366800478,0.027001440778792865,0.0319107936476643,96.12331497282732
2025-01-07,84.65611636830312,9.957071972547107,0.0,0.0,0.0008397577275701131,0.0012919349654924818,1.1740458998912926,0.25462423251149946,0.02435297409953328,0.027712005009813735,96.09605514505543
2025-01-08,84.65611636830312,9.957071972547107,0.0,0.0,0.0008397577275701131,0.0012919349654924818,1.1740458998912926,0.2500378633840012,0.023771603365061664,0.026549263540870498,96.08972466372451
2025-01-09,84.65611636830312,9.957071972547107,0.0,0.0,0.003100643917181956,0.0012919349654924818,1.1740458998912926,0.22387618033277842,0.02054176595133046,0.013952897627318803,96.0499976635356
2025-01-10,84.65611636830312,9.958493101009147,0.0,0.0,0.0065888683240116555,0.0012919349654924818,1.1740458998912926,0.220000375436301,0.016213783816930644,0.013952897627318803,96.0467032293736
2025-01-13,84.65611636830312,9.958493101009147,0.0,0.0,0.0065888683240116555,0.0012919349654924818,1.1730769486671733,0.1999107867228929,0.016213783816930644,0.012790156158375568,96.02448194796713
2025-01-14,84.65611636830312,9.958428504260873,0.0,0.0,0.0065888683240116555,0.0012919349654924818,1.1730769486671733,0.1956474013367677,0.016213783816930644,0.013823704130769552,96.02118751380513
2025-01-15,84.65611636830312,9.958428504260873,0.0,0.0,0.0065888683240116555,0.0012919349654924818,1.1730769486671733,0.1913840159506425,0.021187733434076702,0.013759107382494931,96.02183348128787
2025-01-16,84.65611636830312,9.95881608475052,0.0,0.0,0.0065888683240116555,0.0012919349654924818,1.172107997443054,0.18951071025067842,0.020800152944428954,0.013048543151474063,96.01828066013277
2025-01-17,84.65611636830312,9.95881608475052,0.0,0.0,0.0065888683240116555,0.0012919349654924818,1.172107997443054,0.19603498182641543,0.018926847244464858,0.01014168947911598,96.02002477233619
2025-01-20,84.65611636830312,9.95881608475052,0.0,0.0,0.0065888683240116555,0.0012919349654924818,1.1714620299603078,0.2128947331260923,0.01879765374791561,0.01014168947911598,96.03610936265657
2025-01-21,84.65611636830312,9.95978503597464,0.0,0.0,0.0065888683240116555,0.0036174179033789484,1.1714620299603078,0.2064350582986299,0.020154185461682714,0.009883302486017485,96.03404226671178
2025-01-22,84.44980136386336,10.18572997190175,0.0,0.0,0.0065728106254561575,0.003608601912015145,1.1686070656141905,0.18576244931895822,0.020105067795512955,0.013661135809771623,96.03384846684101
2025-01-23,84.44980136386336,10.186632122379754,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.18350707312394876,0.020105067795512955,0.009279262059467516,96.02746897417514
2025-01-24,84.44980136386336,10.186632122379754,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.18440922360195255,0.020105067795512955,0.009279262059467516,96.02837112465313
2025-01-27,84.44980136386336,10.186632122379754,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.18266936196580238,0.020105067795512955,0.009279262059467516,96.02663126301698
2025-02-03,84.44980136386336,10.186632122379754,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.17577435474105918,0.02255376195009466,0.006701689265170984,96.01960737715252
2025-02-04,84.44980136386336,10.186632122379754,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.1795601647826822,0.0518092131653603,0.014241089688488343,96.06018803883273
2025-02-05,84.44980136386336,10.187534272857759,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.18767951908471628,0.044849766620759665,0.019718431876368472,96.06772743925605
2025-02-06,84.44980136386336,10.187534272857759,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.18858166956272007,0.04343210158389657,0.019718431876368472,96.06721192469719
2025-02-07,84.44980136386336,10.187534272857759,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.1932857399123112,0.04426981274204295,0.020169507115370366,96.07320478144393
2025-02-10,84.44980136386336,10.187534272857759,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.2037249097292122,0.042078875866890894,0.022682640589809486,96.08396614786012
2025-02-11,84.44980136386336,10.186632122379754,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1686070656141905,0.1965721452250393,0.05528893643766063,0.017720812960788663,96.08415946581968
2025-02-12,84.44980136386336,10.168138037580675,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1698958520113387,0.20337049346999642,0.08222457213805939,0.02004062847565554,96.10300796687798
2025-02-13,84.44980136386336,10.168524673499821,0.0,0.0,0.0065728106254561575,0.0029642087134410127,1.1698958520113387,0.21875538108595385,0.0905372443996657,0.020169507115370366,96.1272210413144
