date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,DT SECURITIES & FUTURES CO. LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,DEUTSCHE BANK AG
2024-03-05,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,72.86125434960243,0.0,0.0,27.13874565039757,0.0
2024-03-08,0.0,0.0,72.78361369162933,0.0,0.0,27.216386308370684,0.0
2024-03-14,0.0,49.024667907417005,36.403444254707715,0.0,0.0,14.57188783787529,0.0
2024-03-15,0.0,48.99748518091126,36.42285648467112,0.0,0.0,14.579658334417614,0.0
2024-03-19,0.0,48.86719240284978,36.32600181674683,0.0,0.0,14.806805780403387,0.0
2024-03-28,0.0,40.741742503383165,30.285853134239417,16.627617630418165,0.0,12.344786731959257,0.0
2024-04-02,0.0,40.0839426035266,29.73215327316953,18.064810445726344,0.0,12.119093677577522,0.0
2024-04-03,0.0,40.25918950160977,29.8621421738621,18.143789752387548,0.0,11.734878572140582,0.0
2024-04-10,0.0,39.737986366798374,29.475541193914946,19.203515840095562,0.0,11.582956599191121,0.0
2024-04-11,0.0,39.65242838515875,29.41207879828651,19.162169657113427,0.0,11.773323159441308,0.0
2024-04-24,26.532969102659333,24.696792178382736,18.318777113972992,11.934808055432223,11.183853840708396,7.332799708844323,0.0
2024-05-06,26.497436314302895,24.79763776922985,18.294244720797508,11.918825034192967,11.168876492715656,7.322979668761122,0.0
2024-05-13,26.55644940392837,24.777728460672492,18.279556799054326,11.909255753140664,11.159909323729567,7.317100259474582,0.0
2024-05-17,26.520961211805837,24.744617227517875,18.255129270594754,11.893341051978043,11.144995997022122,7.4409552410813635,0.0
2024-05-20,26.535145100819218,24.196292133133866,18.264892443408563,11.899701825561335,11.150956542155228,7.953011954921791,0.0
2024-05-22,26.45026861281065,24.118896803608177,18.526333971240724,11.861638913319274,11.115288599672219,7.9275730993489555,0.0
2024-05-24,26.520961211805837,23.568646426872856,18.57584857986158,11.893341051978043,11.144995997022122,8.29620673245956,0.0
2024-06-14,26.457320909153083,23.512090566029688,18.771235828394442,11.864801519867743,11.11825221075247,8.276298965802575,0.0
2024-06-20,26.43770738103464,23.518361143266482,18.776242039295234,11.867965813324364,11.121217402598338,8.278506220480935,0.0
2024-07-30,26.430658433827535,23.512090566029688,18.771235828394442,11.864801519867743,11.11825221075247,8.302961441128122,0.0
2024-08-14,26.47300859012717,23.389533085001705,18.80131320135358,11.88381263153144,11.136067117637328,8.316265374348777,0.0
2024-08-23,26.297439018227315,23.23441319008343,19.339824667911454,11.804998926275658,11.06221247698191,8.261111720520232,0.0
2024-08-30,26.29320844062314,23.171329213564224,19.375804881186216,11.826961192551035,11.082792847851195,8.249903424224195,0.0
2024-09-03,26.230465961367216,23.22209243609359,19.32956913789266,11.798738966687653,11.056346402491576,8.362787095467308,0.0
2024-09-20,26.264835136440524,23.21127327923018,19.320563504951505,11.793241942333697,11.05119525832169,8.358890878722407,0.0
2024-09-24,26.195412924665263,23.14992212584226,19.269496127437407,12.0263866853362,11.021985159967462,8.336796976751408,0.0
2024-09-26,26.153935473059676,23.113266861906965,19.23898507592666,12.007344272331846,11.004533102334902,8.481935214439954,0.0
2024-09-30,26.25124609699033,23.082809363138193,19.213632910533367,11.991521598904686,10.990031882952207,8.47075814748122,0.0
2024-10-02,26.233104775954168,23.034097559012466,19.23898507592666,12.007344272331846,11.004533102334902,8.481935214439954,0.0
2024-10-04,26.25256655227522,23.02802051790766,19.23390929195806,12.00417639807432,11.001629797795584,8.479697441989158,0.0
2024-10-07,26.349721599932547,22.997683347835736,19.208570493215706,11.988362066978056,10.987136224021647,8.468526268016301,0.0
2024-10-08,26.33584363822379,23.038239191962283,19.198453657454316,11.982047995344118,10.981349481447248,8.46406603556825,0.0
2024-10-17,26.349721599932547,22.997683347835736,19.208570493215706,11.988362066978056,10.987136224021647,8.468526268016301,0.0
2024-10-22,25.1883116024479,18.860867971884073,18.36191920228645,11.45995407203022,10.50285900667385,8.095261183057655,7.530826961619858
2024-12-13,25.005666549355865,18.82412068468669,18.228773568688393,11.376855849610468,10.426700855577065,8.66166293376607,7.47621955831545
2024-12-19,25.080678785726924,18.74910844831563,18.228773568688393,11.376855849610468,10.426700855577065,8.66166293376607,7.47621955831545
2024-12-20,25.086951546857794,18.728787330265817,18.23333264554919,11.379701239074393,10.42930860811873,8.663829244456617,7.478089385677459
2024-12-27,25.055619078783444,18.705395921787954,18.335455515665327,11.365488506805868,10.416282873270431,8.653008513500264,7.468749590186713
2025-01-06,25.074334832329114,18.700724649896145,18.330876628464438,11.362650219542635,10.413681629778635,8.650847610003877,7.46688442998516
2025-01-20,25.049312715526785,18.781854617145843,18.312583926418554,11.351311232371945,10.403289634943077,8.642214778035088,7.459433095558706
2025-01-21,25.043064987507318,18.802111814952433,18.308016454048946,11.348480020751506,10.400694876161271,8.640059261513251,7.457572585065275
2025-02-03,24.980758692797775,18.75533279966462,18.262466731229384,11.320245388088491,10.374818300731649,8.86735968960136,7.439018397886723
2025-02-04,24.845382358794755,18.579675514606524,18.091425494119004,11.214223085402471,10.277650607940286,9.622296340158194,7.369346598978767
2025-02-05,24.808695293720266,18.69990198967723,18.064711423278467,11.197663995018885,10.26247447455577,9.608087912736973,7.358464911012411
2025-02-13,24.753139971394074,18.713718468677865,18.07805858981282,11.205937422843734,10.27005693478206,9.61518687747785,7.363901735011597
2025-02-14,24.777549260757368,18.732172231299216,18.095885522628425,11.21698769644366,10.280184328389025,9.526057617105044,7.371163343377263
2025-02-18,24.776877361589513,18.73166426617313,18.09539481185246,11.216683522507015,10.279905557989947,9.528511022240464,7.370963457647467
2025-02-21,24.79521494921311,18.74552773773994,18.10878737472886,11.22498508988931,10.287513807656797,9.461552267416149,7.376418773355832
