date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA SYSTEM SECURITIES LTD,THE BANK OF EAST ASIA LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,53.879310344827594,46.12068965517241,0.0
2024-04-03,0.0,70.71096608325918,0.0,17.053956953096673,0.0,0.0,6.592175088170342,5.642901875473813,0.0
2024-04-26,0.0,63.35607335873128,0.0,15.280115767402025,10.401346682023567,0.0,5.906500103363752,5.055964088479372,0.0
2024-05-13,0.0,62.98749297773573,0.0,15.298187516631678,10.73889003873333,0.0,5.91348570414831,5.061943762750953,0.0
2024-05-14,0.0,62.95026742708549,0.0,15.28914630182323,10.791643272952927,0.0,5.909990839514199,5.058952158624154,0.0
2024-05-17,0.0,57.24304715840387,9.039365847104662,13.902996103721618,9.84011823189574,0.0,5.374177079134757,4.6002955797393525,0.0
2024-06-04,0.0,57.221520857396115,9.035966585188966,13.935372961938274,9.836417846302615,0.0,5.372156114856698,4.598565634317333,0.0
2024-06-27,0.0,52.422668996234954,8.27817014051234,12.766690454511897,9.011491990058321,8.386445849841277,4.921623151315304,4.2129094175259,0.0
2024-07-24,35.874142417790395,33.598296664300925,5.30557527008911,8.18232000630865,5.775569750019714,5.409668007254949,3.1543253686617776,2.7001025155744816,0.0
2024-08-01,35.86848537412284,33.59299850193172,5.304738626507924,8.18102972482851,5.790428132145391,5.408814949144524,3.153827958684854,2.699676732634235,0.0
2024-08-27,35.86283011430824,33.58770201024833,5.303902246748128,8.17973985021679,5.805281828931809,5.407962160031533,3.1533307055577455,2.69925108395743,0.0
2024-09-17,35.84361556280433,33.56970642462062,5.301060527269576,8.175357317322995,5.855749381490411,5.405064687435982,3.1516412171638377,2.6978048818922455,0.0
2024-09-30,7.899836765880595,7.398673288646545,1.162782620775883,1.8052998992810751,1.2905914632028619,1.1912617650123294,0.6946132740596673,0.5945889625950751,0.0
2024-10-03,35.84474526057015,33.57076445467009,5.276013678553982,8.191373686118158,5.855933939518099,5.411538522148857,3.1517405487180294,2.697889909702633,0.0
2024-11-04,35.56451991181575,33.308316525165345,6.016542364401082,8.127335553575058,5.810153697015182,5.369232453054396,3.1271010209984835,2.676798473974702,0.0
2024-11-14,35.55340200384513,33.29790393422636,6.045922753489536,8.124794848148554,5.80833737124279,5.367553964706066,3.126123450615065,2.6759616737264955,0.0
2024-11-15,35.5522905953516,33.29686303318276,6.045733756388815,8.12766689069851,5.808155801122243,5.3673861735882085,3.126025727191735,2.675878022476125,0.0
2024-11-18,35.485733006755176,33.421738248646626,6.034415513502551,8.112451052278507,5.797282328897486,5.35733786798546,3.1201734816455793,2.670868500288616,0.0
2024-12-09,35.46360248834562,33.38842202092331,6.0306521773024215,8.17599276571197,5.799903334944418,5.353996788225572,3.1182275994324824,2.6692028251142053,0.0
2024-12-18,35.43377003723147,33.36033523904476,6.025579112987398,8.169115012540308,5.879145701244684,5.349492935366785,3.1156045051641144,2.666957456420482,0.0
2024-12-19,35.20269956503568,33.1486153893782,6.628175162144173,8.117270095815984,5.841833970558643,5.315542621859666,3.0958314629351578,2.650031732272495,0.0
2024-12-30,34.35087984291217,32.346499509100525,6.467789441885054,7.920851899403368,5.700475794879541,5.186919416962465,3.0209198701004456,2.5859074088059817,2.419756815950457
2025-01-22,34.31666943308536,32.3897330657452,6.461348100979312,7.912963438004557,5.694798629868268,5.205896998687209,3.0179113035867875,2.5833320758702905,2.417346954173017
2025-01-23,34.318740851404165,32.385651983641935,6.461738120029577,7.913441079270226,5.7192871263223015,5.182066488599152,3.018093470354777,2.583488010623689,2.4174928697541764
2025-02-06,34.257738947051294,32.32808616404308,6.628003314001657,7.899374858778338,5.7091210363787,5.172855313700384,3.0127287790916624,2.578895834902463,2.4131957520524216
2025-02-07,34.19386849900013,32.26179915500158,6.853207836533401,7.884647190605783,5.653370220571652,5.163210994000813,3.0071118194530064,2.5740877174517736,2.4086965673818583
2025-02-13,34.149710939259705,32.22013664689541,6.973496508746903,7.8744650499286735,5.646069524739095,5.156543284030333,3.0032284706059014,2.5707635708386514,2.405586004955327
2025-02-17,34.15278799801769,32.21402934418598,6.974124855456607,7.875174578383818,5.646578263677184,5.157007914220067,3.003499076424034,2.570995209418973,2.4058027602156513
2025-02-20,34.14150815931303,32.20338983050847,6.989836513488763,7.887586134422242,5.644713335635256,5.155304679407305,3.0025070934230085,2.570146071970095,2.4050081818318296
2025-02-27,34.13126022421996,32.19372364214855,7.017754498656781,7.885218591946691,5.643019015173118,5.153757260134172,3.001605859134637,2.569374615419249,2.404286293166844
2025-02-28,7.8984475393324765,7.4486854443788415,1.760150036467197,1.824749070954746,1.3058729552321746,1.1926509915604486,0.6946132740596673,0.5945889625950751,0.5563852325217935
2025-03-04,33.937711718971514,32.00519317723956,7.548014505081254,7.84050379788393,5.614003671039083,5.1245317932876695,2.984584620435451,2.554804435092746,2.390652280968796
2025-03-10,33.93872464892775,32.00614842782313,7.545255114984554,7.840737811338776,5.614171230730201,5.12468474384038,2.9846737005476878,2.5548806876688204,2.390723634138698
2025-03-11,33.85384878753145,31.92610566116379,7.7764711136252,7.821129255548774,5.60013099721631,5.111868645518555,2.9772094615716687,2.5484912991053483,2.3847447787189067
2025-03-19,33.802523818725014,31.8628398162874,7.75279061817209,7.809271838166441,5.591640779440836,5.104118670015904,2.9726957891764147,2.544627595535011,2.559491074480893
2025-03-21,33.67040255837022,31.655389899767556,8.169610470367026,7.778748352901115,5.569785173889226,5.084168603704307,2.9610766474690196,2.534681610233481,2.576136683298047
2025-03-25,33.73133000103825,31.74233547411044,8.184393586567982,7.79282419424215,5.579863840643124,5.093368535026179,2.966434790347221,2.5392681805372215,2.3701813974874297
2025-03-27,33.669405581464204,31.684062476867275,8.16936856910208,7.7785180250203565,5.5696202531645564,5.084018062032719,2.9609889703160857,2.5346065585905695,2.54941150344215
2025-03-31,7.8984475393324765,7.43270933907547,1.8907373319904144,1.824749070954746,1.3065675685062341,1.1926509915604486,0.6946132740596673,0.5945889625950751,0.5549960059736742
2025-04-01,33.70133815444347,31.714112120448718,8.067456024658792,7.7858952890443245,5.574902565166491,5.088839821579408,2.9637972169944136,2.5370104177472177,2.566648389917162
2025-04-02,33.698341902885,31.711292545230936,8.066738779320461,7.785203076147999,5.574406922814764,5.088387393127565,2.9635337176048724,2.5367848622697706,2.5753108005986336
2025-04-03,33.718326982667875,31.73009918899284,8.071522825329518,7.789820155084732,5.577712870846739,5.091405103266268,2.9652912657345767,2.5382893234687978,2.517532284608656
2025-04-07,33.67339384337475,31.687815567762854,8.060766690850942,7.77943941839288,5.570279994669589,5.084620282215675,2.961339710084842,2.534906791832625,2.647437700815849
2025-04-08,33.706333091254024,31.71584829037661,8.068651717033985,7.736657230513851,5.575728831646189,5.119236412681004,2.9642364867869158,2.5373864326896,2.57592150701783
2025-04-09,33.73133000103825,31.739369039320092,8.074635499325137,7.742394802806247,5.579863840643124,5.123032882929651,2.966434790347221,2.5392681805372215,2.5036709630530547
2025-04-10,33.57000516643295,31.58757103845302,8.372573621669495,7.705365709646468,5.523654882279136,5.09853125691933,2.95224739833198,2.527123772972175,2.662927153295446
2025-04-14,33.5541555394898,31.57265739115039,8.356817209377812,7.701727724744383,5.580064033521697,5.096124053882586,2.950853534384821,2.5259306254334066,2.6616698880151084
2025-04-22,33.60174938313559,31.61744064065247,8.368670675669685,7.712651999822698,5.587978901020966,5.06493698379161,2.9550390803918383,2.5295134528154137,2.5620188826997237
2025-04-29,33.571987422683456,31.589436235071815,8.449830973856304,7.705820699428706,5.5830294799309135,5.060450834797242,2.952421723919045,2.527272995674702,2.5597496346378117
2025-05-02,33.63952370386806,31.65298424672731,8.466829376525405,7.721322387397382,5.594260779528142,5.0706308704977445,2.9583610679683456,2.532357074180904,2.363730493306708
