date,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,DBS VICKERS (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,FOSUN INTERNATIONAL SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,HAFOO SECURITIES LTD
2024-07-19,0.0,87.91250000000001,0.0,0.0,12.0875,0.0,0.0,0.0,0.0,0.0
2024-07-22,0.0,31.46,0.0,0.0,68.54,0.0,0.0,0.0,0.0,0.0
2024-07-23,0.0,81.46,0.0,0.0,18.54,0.0,0.0,0.0,0.0,0.0
2024-07-24,0.0,31.46,0.0,0.0,68.54,0.0,0.0,0.0,0.0,0.0
2024-07-26,10.0,31.46,0.0,0.0,58.540000000000006,0.0,0.0,0.0,0.0,0.0
2024-07-30,6.307556452630251,56.76800807367226,0.0,0.0,36.92443547369749,0.0,0.0,0.0,0.0,0.0
2024-08-01,12.615112905260503,50.46045162104201,0.0,0.0,36.92443547369749,0.0,0.0,0.0,0.0,0.0
2024-08-08,7.180297264306742,71.80297264306742,0.0,0.0,21.016730092625835,0.0,0.0,0.0,0.0,0.0
2024-08-12,12.615112905260503,50.46045162104201,0.0,0.0,36.92443547369749,0.0,0.0,0.0,0.0,0.0
2024-08-20,9.151642719868217,64.06149903907752,0.0,0.0,26.78685824105427,0.0,0.0,0.0,0.0,0.0
2024-08-21,24.609326934908328,39.374923095853326,0.0,0.0,36.01574996923834,0.0,0.0,0.0,0.0,0.0
2024-08-26,19.749185346104472,51.34788189987163,0.0,0.0,28.902932754023897,0.0,0.0,0.0,0.0,0.0
2024-08-30,29.62377801915671,41.473289226819396,0.0,0.0,28.902932754023897,0.0,0.0,0.0,0.0,0.0
2024-09-05,39.437360326015515,55.21230445642171,0.0,0.0,5.350335217562771,0.0,0.0,0.0,0.0,0.0
2024-09-09,61.53846153846154,30.112820512820516,0.0,0.0,8.34871794871795,0.0,0.0,0.0,0.0,0.0
2024-09-10,61.53846153846154,30.112820512820516,0.0,0.0,8.34871794871795,0.0,0.0,0.0,0.0,0.0
2024-09-12,12.260912211868563,5.9996730423410165,0.0,0.0,81.73941474579041,0.0,0.0,0.0,0.0,0.0
2024-09-13,9.239866945915978,29.16102008131083,0.0,0.0,61.5991129727732,0.0,0.0,0.0,0.0,0.0
2024-09-16,10.180534817429075,21.949233066377086,0.0,0.0,67.87023211619385,0.0,0.0,0.0,0.0,0.0
2024-10-03,11.70594662088341,10.254409239893866,0.0,0.0,78.03964413922273,0.0,0.0,0.0,0.0,0.0
2024-10-08,11.71005894063,10.25801163199188,0.0,0.0,78.03192942737812,0.0,0.0,0.0,0.0,0.0
2024-10-09,11.71005894063,9.813029392247941,0.0,0.0,78.03192942737812,0.0,0.08587376556462001,0.35910847417932,0.0,0.0
2024-10-10,11.71051604340698,9.809508939027246,0.0,0.0,77.98813334374269,0.0,0.1327191818252791,0.35912249199781404,0.0,0.0
2024-10-16,8.192692118630182,36.03419083510842,0.0,0.8192692118630182,54.56059861270413,0.0,0.1420066633895898,0.2512425583046589,0.0,0.0
2024-10-17,16.385384237260364,27.841498716478235,0.0,0.8192692118630182,54.56059861270413,0.0,0.1420066633895898,0.2512425583046589,0.0,0.0
2024-10-18,16.385384237260364,27.841498716478235,0.0,1.0923589491506909,54.28750887541646,0.0,0.1420066633895898,0.2512425583046589,0.0,0.0
2024-10-25,22.541137576076338,38.30114959801638,0.0,1.502742505071756,37.113983019009694,0.0,0.19535652565932826,0.3456307761665039,0.0,0.0
2024-10-30,35.65486094604231,60.58355122415022,0.0,2.3769907297361543,0.5288804373662943,0.0,0.30900879486570004,0.5467078678393155,0.0,0.0
2024-11-04,35.65486094604231,60.58355122415022,0.0,2.3769907297361543,0.5288804373662943,0.0,0.30900879486570004,0.5467078678393155,0.0,0.0
2024-11-08,35.65486094604231,60.45281673401474,0.0,2.3769907297361543,0.5288804373662943,0.0,0.43974328500118853,0.5467078678393155,0.0,0.0
2024-11-12,35.84443515144274,24.929804647828423,0.0,2.389629010096183,35.84443515144274,0.0,0.44208136686779376,0.549614672322122,0.0,0.0
2024-11-18,35.84443515144274,24.929804647828423,0.0,2.987036262620228,35.247027898918695,0.0,0.44208136686779376,0.549614672322122,0.0,0.0
2024-12-02,28.930999566035005,39.40884324220069,0.0,2.4109166305029173,28.44881623993442,0.0,0.3568156613144317,0.44360866001253674,0.0,0.0
2024-12-04,28.930999566035005,53.87434302521819,0.0,2.4109166305029173,13.983316456916919,0.0,0.3568156613144317,0.44360866001253674,0.0,0.0
2024-12-18,25.274864147605207,59.703441594001426,0.0,2.1062386789671006,12.216184338009182,0.0,0.31172332448713086,0.3875479169299465,0.0,0.0
2024-12-19,16.303461768382153,38.51149394054671,0.0,1.358621814031846,43.37536003478072,0.0,0.20107602847671321,0.24998641378185968,0.0,0.0
2024-12-20,27.520410971470504,65.00779744977525,0.0,2.293367580955876,4.417025960921016,0.0,0.3394184019814696,0.4219796348958811,0.0,0.0
2024-12-27,27.76492364645997,65.58537714021287,0.0,2.3137436372049978,3.5677926885701066,0.0,0.34243405830633966,0.42572882924571953,0.0,0.0
2024-12-30,49.1480996068152,32.765399737876805,6.315530799475753,4.095674967234601,6.315530799475753,0.0,0.6061598951507209,0.7536041939711665,0.0,0.0
2025-01-02,32.95254833040422,38.44463971880492,4.234402460456942,2.7460456942003515,20.71067662565905,0.0,0.40641476274165206,0.5052724077328646,0.0,0.0
2025-01-06,39.45291951604419,39.45291951604419,5.0697001578116785,3.2877432930036825,11.645186743819043,0.0,0.48658600736454494,0.6049447659126775,0.0,0.0
2025-01-09,31.236984589754268,41.649312786339024,4.013952519783424,2.603082049146189,19.63244481466056,0.0,0.385256143273636,0.4789670970428988,0.0,0.0
2025-01-13,31.236984589754268,41.649312786339024,4.013952519783424,2.603082049146189,19.55435235318617,0.0,0.4633486047480217,0.4789670970428988,0.0,0.0
2025-02-03,22.893772893772894,30.525030525030527,2.9418498168498166,1.907814407814408,41.04090354090354,0.0,0.3395909645909646,0.35103785103785107,0.0,0.0
2025-02-06,22.465178972592483,31.825670211172678,2.886775497978134,1.8720982477160402,40.272577504867456,0.0,0.33323348809345515,0.3444660775797514,0.0,0.0
2025-02-11,22.465178972592483,31.825670211172678,2.886775497978134,1.8720982477160402,40.14527482402276,0.0,0.33323348809345515,0.3444660775797514,0.12730268084469074,0.0
2025-02-12,22.465178972592483,31.825670211172678,2.886775497978134,1.8720982477160402,40.11532125205931,0.0,0.3631870600569118,0.3444660775797514,0.12730268084469074,0.0
2025-02-17,22.465178972592483,43.05825969746893,2.886775497978134,1.8720982477160402,28.88273176576307,0.0,0.3631870600569118,0.3444660775797514,0.12730268084469074,0.0
2025-02-19,28.97430944562488,26.559783658489472,3.723198763762797,2.4145257871354064,37.25130384392506,0.0,0.46841800270426887,0.4442727448329148,0.16418775352520765,0.0
2025-02-25,28.97430944562488,12.072628935677034,3.723198763762797,2.4145257871354064,51.73845856673749,0.0,0.46841800270426887,0.4442727448329148,0.16418775352520765,0.0
