date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),UBS SECURITIES HONG KONG LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,48.82205728897114,19.695280564986007,0.0,0.0,6.8268139445086256,0.0,8.456208310227966,7.729072504167759,4.657726830659324,3.8128405564791836
2024-03-04,49.39669133848826,17.269214959317328,0.0,0.0,8.577257938051233,0.0,8.50813575994429,7.7425597558400865,4.677693321137364,3.828446927221438
2024-03-05,43.97405633163611,15.477600829625429,10.708434384282771,0.0,7.7215046058035055,0.0,7.623113993643105,6.942140191172587,4.191116646517476,3.3620330173190105
2024-03-06,43.751735131663374,15.503801507735385,10.71092672274562,0.0,7.701216124175383,0.0,7.753516088492381,6.937682556198954,4.26768456739813,3.3734373015907746
2024-03-07,38.09148671667791,13.511180347295198,9.360364340949063,12.67385970583281,6.701682018539164,0.0,6.789341924689807,6.044892239158392,3.834152104810972,2.9930406020466838
2024-03-08,38.07366968503919,13.475429203834544,9.387060967870697,12.666236747515992,6.6976511515526544,0.0,6.785258332817104,6.041060493265064,3.88180528638452,2.991828131720232
2024-03-11,38.03987465372595,13.486280941034432,9.384523692547555,12.662813127487683,6.696036676081034,0.0,6.783424311648184,6.0502002504737264,3.89642532733636,3.0004210196650773
2024-03-12,37.953206029438945,13.513675480279053,9.366856024608849,12.638973624830344,6.683430457974052,0.0,6.7706535741923535,6.037441428839412,4.0308252160765,3.004938163760492
2024-03-13,37.94688811566721,13.524854851665651,9.366068677433097,12.637911234188087,6.682868670744527,0.0,6.770084455273944,6.027355385086164,4.040260435118878,3.0037081748224406
2024-03-14,34.779484999946256,12.35540087360734,8.552362294844505,11.57414142280531,6.123077960427418,8.442755658100324,6.150687460302909,5.530210020760079,3.743340661405614,2.748538647800241
2024-03-15,34.763204865316375,12.30699603966762,8.541040276034726,11.563662145308678,6.119323435844119,8.435111550762638,6.1451186013839605,5.533254959377367,3.8694993927166124,2.722788733587904
2024-03-18,34.814847802751345,12.284570418322964,8.524516118697449,11.576135717697552,6.125450351070472,8.3964504572584,6.151271343778002,5.526973633364287,3.884120461502182,2.715663695557352
2024-03-19,34.80174099752643,12.23321902928182,8.527800110974287,11.585074864030187,6.12781012508755,8.399685113404336,6.153641065097596,5.5335823950405185,3.899055419680144,2.7383908798771306
2024-03-20,34.756271300800506,12.202861761298296,8.521616090498565,11.576673829854943,6.126410363564313,8.419556519309856,6.149178690059298,5.545147175313497,3.9039272110278835,2.798357058272843
2024-03-21,34.72504207045463,12.193486765984462,8.515319146009121,11.568119387633562,6.120451970625031,8.413334990498328,6.189364722078742,5.540155058445558,3.905873279950777,2.828852608319789
2024-03-22,34.720350970471,12.203421357467262,8.505533177897826,11.563582066633108,6.113596943765505,8.403666224534899,6.1822517854100285,5.5302139269106645,3.921221824264175,2.856161722645527
2024-03-25,23.94023921764369,8.40930237430598,5.896388318882911,7.974465765749112,4.217777962644581,5.780168721769298,4.275106452467663,3.808317773710708,2.7041490272925026,2.045705236044097
2024-03-26,23.92631258511576,8.387734580568033,5.896388318882911,7.974465765749112,4.218517429858454,5.780168721769298,4.275106452467663,3.7984582108590756,2.7041490272925026,2.076886103562383
2024-03-27,23.914357865158152,8.388843781388843,5.9074803270909975,7.00872158443175,4.019072461624733,5.793725620690292,4.275106452467663,3.7972257655026223,2.755418754120989,2.0779953043831916
2024-03-28,35.158473208429825,12.358321037897845,8.691858955856064,10.34245036843702,5.912152496682912,8.544465565139777,6.288784670561608,5.584904179225831,4.060539251773225,3.058050265995894
2024-04-02,23.90055447716587,8.404002859273227,5.908712772447452,7.049269036659086,4.017716771732633,5.80851496496774,4.275106452467663,3.7966095428243953,2.7652783169726214,2.079227749739646
2024-04-03,23.8889694908152,8.40634450545049,5.908712772447452,7.061593490223627,4.017470282661343,5.80851496496774,4.275106452467663,3.7966095428243953,2.7652783169726214,2.0794742388109366
2024-04-05,23.889708958029075,8.376149594217367,5.9136425538732675,7.073917943788167,3.697491665588277,5.80851496496774,4.275106452467663,3.7962398092174587,2.7652783169726214,2.086745666414015
2024-04-08,23.91817844576316,8.392787606529495,5.9136425538732675,7.086242397352708,4.199907504975998,5.80851496496774,4.275106452467663,3.8173146248128225,2.7652783169726214,2.0929078931962852
2024-04-09,35.12397057428981,12.346927601664657,8.707009236980708,10.05770077588014,6.171111044607662,8.536212537992235,6.282710386545187,5.582769937721275,4.109142176948173,3.082445727370154
2024-04-10,24.143018395377382,8.483639715492796,5.984036925191137,6.9163054518929385,4.241198711900358,5.866654052883287,4.317897215922246,3.8368515000858903,2.8415032476342934,2.119333444533792
2024-04-11,35.09862665597952,12.32060358341786,8.697631970955811,10.052658459716737,6.2390534187267965,8.527019216423925,6.275944039450734,5.576757411785336,4.13004628834395,3.0816589551993343
2024-04-12,35.152902604206595,12.368024896874045,8.71663739324596,10.077742142582547,6.138506721535795,8.464319875867751,6.28312278737643,5.583136394046857,4.128974209201036,3.086632975062987
2024-04-15,35.131081233915964,12.355077860096703,8.737385285728374,10.071174962461228,6.134506551780914,8.429841777463183,6.279028378283076,5.577687988186854,4.199051354082027,3.0851646080016772
2024-04-16,35.1295467471064,12.31759253859503,8.74457077515116,10.079457339717273,6.136834024989557,8.317025414166746,6.284192153316694,5.575934276719842,4.2994269478183345,3.115419782418959
2024-04-17,35.12486394174296,12.315856593560442,8.760163742092306,10.081988125436768,6.134523487910349,8.314630387969894,6.28238251536517,5.57541526015507,4.298188856113824,3.1119870896532196
2024-04-18,24.127465289274717,8.476171027965256,6.041296862902282,6.929375655066135,4.21627333653657,5.714666261697832,4.317897215922246,3.8319968531929884,2.971707366864421,2.1448514602528896
2024-04-19,35.06820774414296,12.341753212516013,8.795320525496214,10.070606996252348,6.127598484286844,8.305244354045945,6.275290599950896,5.569121410118438,4.329699053693576,3.1171576194967683
2024-04-22,35.06866321798567,12.340703930153705,8.79728612631899,10.074273086517978,6.127077522564297,8.304538251252822,6.274757081606176,5.5664772340211615,4.329330947414597,3.1168926021645995
2024-04-23,24.134560542425877,8.496958874916912,6.071420569263363,6.93248760820261,4.412353893800242,5.714666261697832,4.317897215922246,3.8308765500638575,2.984155179410322,2.1402457696109063
2024-04-24,35.09111126975887,11.874752386726426,8.826890251492102,10.098653125854474,6.515022821578636,8.308225618775007,6.273018898769261,5.565872334797854,4.338492114255318,3.107961177992055
2024-04-25,35.1071174401432,11.85729848795274,8.831258355777353,10.109463596634097,6.484835542581188,8.308930010357258,6.273550740574041,5.56815409252317,4.34953817238034,3.109853561076612
2024-04-26,35.069566462286225,11.850876313853268,8.830780340249415,10.094435188485077,6.5692754151995185,8.296578218367143,6.2642246788921625,5.564756034526351,4.34307228679804,3.116435061342804
2024-04-29,35.07343819383208,11.82918067280497,8.841430018150987,10.096278012459619,6.570474691632963,8.298092828443087,6.264826013065791,5.569025443611182,4.339346378772498,3.1179077472268215
2024-04-30,24.16119886127411,8.126511973550887,6.088847506827625,6.954893670785232,4.525028069817291,5.758233605608487,4.31229570027659,3.833490590698497,2.9883874356759286,2.1409926383636604
2024-05-02,35.051410677734594,11.800827598890102,8.835406959101878,10.090046756585357,6.612391750451765,8.353951773553272,6.256208549497525,5.554522831774676,4.339657535237908,3.1055755671729224
2024-05-03,35.04525480912057,11.770193446520203,8.840153644922726,10.09676066978166,6.632370109535951,8.365861205009208,6.257011803474471,5.53085310024816,4.3537607694670575,3.1077804419199944
2024-05-06,35.21270332490317,11.796902152919172,8.882742308220823,9.957347550003178,6.390790518658298,8.41352013256851,6.285871551091697,5.556363524328305,4.37420488467452,3.12955405263233
2024-05-07,35.20067699332881,11.779162638027184,8.882500552638776,9.95707654761798,6.3922495642088375,8.413291147488659,6.285700472782454,5.558026722065311,4.38606101693636,3.1452543449056276
2024-05-08,35.19905123721751,11.732594878104077,8.882822896339258,10.002800071539793,6.392481537330226,8.413596463698397,6.285928579264241,5.561494498707924,4.3862201859823235,3.1430096518162505
2024-05-09,35.18567769500181,11.719550255304345,8.88105029544867,10.000803974969806,6.392475781166766,8.41191749871636,6.307169351891817,5.569999545425559,4.3853448991620505,3.1460107029128173
2024-05-10,35.15174300650323,11.72890914232822,8.884474868504459,9.989696312219484,6.382129117353353,8.41298940812534,6.310693362268865,5.562604306475171,4.408684412461914,3.168076063759964
2024-05-13,35.172892467514714,11.705450480893624,8.887438030677068,9.99302808935503,6.384257693758953,8.415795319824307,6.312798113324025,5.563553245795244,4.4101548028986395,3.1546317559583947
