date,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,HING WONG SECURITIES LTD,EAST ASIA SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CELESTIAL SECURITIES LTD
2024-09-20,57.52276511716424,22.1280563333489,6.6308218351536485,6.169522692838565,4.9691537338342675,2.5796802876603735
2024-09-23,57.416588456643595,22.087211928172927,6.618582532722167,6.3427168484957415,4.959981571334819,2.574918662630755
2024-09-30,57.5988463298981,22.157323517529896,6.639591944963444,6.0454198877945995,4.975726075090135,2.583092244723826
2024-10-02,57.751614119506264,22.21609075946421,6.657201946724986,5.796226814636551,4.988923052505855,2.5899433071621307
2024-10-03,58.39435656993486,22.463343149399726,6.731292798685966,5.592556509605314,4.19968307678973,2.6187678955844005
2024-10-04,58.09212228161344,22.347078617536148,6.696453344875778,5.563610864240533,4.695521070510505,2.6052138212235847
2024-10-09,57.73477000693208,22.20961110795288,6.655260275297625,5.5293864475779735,5.281784250355725,2.5891879118837178
2024-10-14,57.89441722275209,22.27102475136749,6.673663289172649,5.544676214064317,5.019871031855761,2.596347490787686
2024-10-15,58.00546041656188,22.31374123140897,6.686463571507119,5.555311066006637,4.837696352931047,2.6013273615843433
2024-10-21,58.18661216712322,22.795911271468775,6.830949087167483,5.675353892149601,3.853635022880141,2.6575385592107756
2024-10-28,56.9946291678489,22.438069989259194,8.609575519531896,5.5487615926568195,3.7931421703973753,2.6158215603058173
2024-10-29,56.87421983883014,22.39487662438218,8.796196877387539,5.53808020677105,3.7858403581704425,2.610786094458642
2024-10-31,56.123950360250376,22.099449408757117,8.680159803588827,5.465023335646635,3.735898565921513,3.8955185258355325
2024-11-04,56.0735012977869,22.098283350210824,8.732465947076298,5.46473497836459,3.735701444429014,3.895312982132372
2024-11-19,55.99963198066907,22.069171825822732,8.852698681959634,5.4575359229865805,3.7307801588258456,3.890181429736131
2024-11-22,56.01143798979448,22.073824514327107,8.8545650342503,5.4586864969569815,3.710484395304888,3.891001569366241
2024-11-26,55.83686416911098,22.16142710251058,8.889705424794574,5.48034994113745,3.7252098922948687,3.906443470151544
2024-12-04,56.25353543697686,21.95233801146687,8.8058326480858,5.428643822100375,3.6900632049121453,3.869586876457942
2024-12-10,56.486177666793324,21.83559621494261,8.759003525707467,5.399774476513984,3.670439572677415,3.8490085433652013
2024-12-12,56.83285926271597,21.355865396398013,8.81276155017315,5.432915370631179,3.6929667448344623,3.872631675247219
2024-12-20,57.33816685493254,21.545742890917005,8.002005158541314,5.481220055988633,3.725801343659448,3.907063695961062
2024-12-27,57.92677684494001,21.766922607733065,7.057591658867672,5.53748800209418,3.7640488847294247,3.94717200163565
2025-01-02,58.39510503380968,21.942904493786106,7.114651093198479,5.582257655580172,3.7944805830391894,3.1706011405863683
2025-01-13,58.521274260443754,21.990314619831487,7.130023101274848,5.594318754380643,3.802678987346585,2.9613902767226783
2025-01-14,58.53247367031813,21.984377153279596,7.12809796857848,5.592808267556829,3.801652249908523,2.9605906903584485
2025-01-16,58.548281923706156,21.990314619831487,7.130023101274848,5.567311091118238,3.802678987346585,2.9613902767226783
2025-01-23,56.1413356929832,23.229372482706033,7.603092224681332,5.881004674033041,4.016943284184358,3.128251641412038
2025-01-27,56.13332843457858,23.226059351913,7.616270498892532,5.8801658852240015,4.016370360464676,3.127805468927214
2025-02-06,56.09332637962634,23.209507864081633,7.6108429484599425,5.875975527633802,3.799720468276068,3.4106268119222176
2025-02-13,55.1500933480203,22.8192301630132,7.482863402038163,5.777168511393346,5.4173688974306256,3.3532756781043687
2025-03-18,55.1500933480203,22.8192301630132,7.482863402038163,5.777168511393346,5.4173688974306256,3.3532756781043687
