date,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,HING WONG SECURITIES LTD,EAST ASIA SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CELESTIAL SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-12,95.29594504707508,0.0,0.0,0.0,0.0,4.704054952924917
2024-03-14,95.28759967669164,0.0,0.0,0.0,0.0,4.712400323308361
2024-03-15,80.01835325649635,0.0,0.0,9.252578611134954,6.904242983890567,3.8248251484781255
2024-03-18,79.78282572480401,0.0,0.0,9.22534439656565,7.178262792705531,3.8135670859247988
2024-03-25,79.49035894571696,0.0,0.0,9.558104873596728,7.151948816240665,3.7995873644456424
2024-04-05,60.30893497100084,24.130503659965722,0.0,7.251686027250108,5.426147545378836,2.8827277964044917
2024-04-25,60.52849235115582,23.997021976832976,0.0,7.211572183374006,5.396131955257298,2.8667815333799025
2024-04-26,60.40803730215853,24.070253597062027,0.0,7.233579710637058,5.412599310516411,2.875530079625966
2024-04-29,60.542406050593776,24.12379431771445,0.0,7.249669739312599,5.202203621200834,2.881926271178335
2024-04-30,60.626690494429035,24.15737839076179,0.0,7.120546856501734,5.209445897607297,2.8859383607001408
2024-05-02,60.79596537010428,24.22482784562048,0.0,6.861219524670975,5.223991113575095,2.893996146029175
2024-05-03,60.68413808910256,24.18026902310292,0.0,7.032537744769398,5.214382174582977,2.8886729684421466
2024-05-06,60.596321073733705,24.145277357681106,0.0,7.167072490071111,5.206836356285416,2.884492722228666
2024-05-09,60.41138925135186,24.071589218458303,0.0,7.145199548723421,5.496132343093606,2.875689638372803
2024-05-10,60.32770196363182,24.038243088899485,0.0,7.273830366485648,5.488518606438251,2.871705974544799
2024-05-16,60.048203153490945,23.926873682763727,0.0,7.2897700284444715,5.876751801523642,2.85840133377722
2024-05-17,60.512120990470976,24.111726899041138,0.0,6.740256263921647,5.755411198145996,2.8804846484202438
2024-05-22,60.42815457870236,24.078269549404098,0.0,6.869663164816944,5.747425009285796,2.876487697790791
2024-05-30,60.731529683773374,24.19915273052069,0.0,6.402109159243688,5.7762795337741935,2.8909288926880503
2024-06-11,60.64695369212741,24.165452487009077,0.0,6.532455529161369,5.768235366730535,2.886902924971607
2024-06-27,60.680755805282026,24.178921314537412,0.0,6.536096450716886,5.7157144637506105,2.8885119657130707
2024-06-28,60.71459561925977,24.192405164377583,0.0,6.539741433135078,5.663134982146765,2.8901228010808087
2024-07-10,60.95253525911551,24.287214857390346,0.0,6.1734720042208595,5.685328727890482,2.9014491513828085
2024-07-11,61.209548853293384,24.389624779414625,0.0,6.1995031811295185,5.2876397303073235,2.9136834558551516
2024-08-15,61.31296220414936,24.430830977986755,0.0,6.209977223327404,5.296573181915353,2.7496564126211287
2024-08-22,61.26121188645088,24.41021048895315,0.0,6.289139333608077,5.292102686036118,2.747335604951765
2024-09-03,57.070465410171245,22.74036099623605,6.578683889993083,6.121011928438177,4.930081433098402,2.559396342063046
