date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,MERRILL LYNCH FAR EAST LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB INTERNATIONAL SECURITIES LTD,CHINA MERCHANTS BANK CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INDUSTRIAL SECURITIES,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.00519105988629612,3.1667166820480173,1.7974448605402582,0.09545782346466754,0.0,0.0,0.0014419610795267,0.0,5.066252387018766
2024-03-04,0.0,4.487212728079706,0.00519105988629612,3.163832759888964,1.7954491864061932,0.09574621568057289,0.0,0.0,0.00086517664771602,0.0,9.548297126589448
2024-03-05,0.0,4.486924335863801,0.00519105988629612,3.1597952688662896,1.7942956175425722,0.10785868874859718,0.0,0.0,0.00086517664771602,0.0,9.554930147555272
2024-03-06,0.0,4.487212728079706,0.00519105988629612,3.1534506401163718,1.7940072253266666,0.11362653306670395,0.0,0.0,0.00057678443181068,0.0,9.554064970907556
2024-03-07,0.0,4.486924335863801,0.0060562365340121405,3.149701541309603,1.793430440894856,0.12285508397567484,0.0,0.0,0.00057678443181068,0.0,9.559544423009756
2024-03-08,0.0,4.487212728079706,0.0060562365340121405,3.1433569125596845,1.7937188331107614,0.13669791033913117,0.0,0.0,0.00057678443181068,0.0,9.567619405055106
2024-03-11,0.0,4.48634755143199,0.00692141318172816,3.139896205968821,1.7940072253266666,0.14592646124810205,0.0,0.0,0.00028839221590534,0.0,9.573387249373214
2024-03-12,0.0,4.486059159216086,0.00692141318172816,3.1318212239234713,1.793430440894856,0.1629416019865171,0.0,0.0,0.00028839221590534,0.14390771573676467,9.725369947155329
2024-03-13,0.0,4.48634755143199,0.00346070659086408,3.1176900053441097,1.7931420486789509,0.1779379972135948,0.0,0.0,0.00057678443181068,0.14390771573676467,9.723062809428084
2024-03-14,0.0,4.502451084375929,0.00346070659086408,3.1133641221055295,1.7940072253266666,0.19264600022476713,0.0,0.0,0.00028839221590534,0.14390771573676467,9.750125246576426
2024-03-15,0.0,4.5018742999441175,0.00346070659086408,3.1055775322760852,1.793430440894856,0.20706561102003412,0.0,0.0,0.00028839221590534,0.14390771573676467,9.755604698678628
2024-03-18,0.0,4.502162692160024,0.00374909880676942,3.0949070202875877,1.7945840097584775,0.22292718289482782,0.0,0.0,0.00057678443181068,0.14333093130495397,9.762237719644451
2024-03-19,0.0,4.503027868807739,0.00346070659086408,3.079333840628699,1.799486677428868,0.24426820687182296,0.0,0.0,0.00057678443181068,0.14188897022542726,9.77204305498523
