date,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,I WIN SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HAFOO SECURITIES LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0
2024-03-04,0.0,100.0,0.0,0.0,0.0
2024-03-05,0.0,0.030774429280515388,0.0,99.96922557071949,0.0
2024-03-25,86.17575557261165,0.004254332324872218,0.0,13.819990095063481,0.0
2024-05-08,76.68045795223026,0.0037855676319228995,0.0,12.297230959487575,11.018525520650252
2024-06-27,76.58478538030123,0.003780844459927982,0.0,12.40665583387514,11.004777941363715
2024-08-20,67.84766426365785,0.0033495094916892697,11.408429328693652,10.991251271013246,9.749305627143567
2024-08-27,67.84539177582064,0.0033493973033086807,11.408047215069367,10.990883130339574,9.75232848146711
2024-10-10,67.84463431370325,0.0033493599088518593,11.407919849549431,10.991876875564794,9.752219601273664
2024-10-22,67.84248017154962,0.0033495842881183777,11.408684085331195,10.99261323992638,9.752872918904677
2024-11-28,54.13416329428434,20.208769066262658,9.103434392235235,8.7714352225383,7.782198024679465
2024-12-04,67.84248017154962,0.0033495842881183777,11.408684085331195,10.99261323992638,9.752872918904677
2025-01-17,54.13416329428434,20.208769066262658,9.103434392235235,8.7714352225383,7.782198024679465
2025-02-03,54.13561021141835,20.20930921341632,9.103677712061366,8.76899683307304,7.782406030030928
2025-02-06,54.137057205901854,20.209849389445242,9.103921044894921,8.766558313256017,7.782614046501969
2025-03-14,54.15053785392481,20.20390904088455,9.101245098962146,8.763981529478224,7.780326476750278
