date,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,VISION CAPITAL INTERNATIONAL HOLDINGS,CCB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),BOCOM INTERNATIONAL SECURITIES LTD
2024-03-01,4.328736674035224,0.0,0.0,0.0,0.0,3.210745963251952,69.07361346563809,0.0,0.0,23.38690389707473
2024-03-04,3.2744785723483245,0.0,0.0,0.0,0.0,2.4370250136857345,52.23740813095053,5.343137286809072,18.918669788722994,17.789281207483356
2024-03-05,3.2635404209889605,0.0,0.0,0.0,0.0,2.4599941825402483,52.20305546699349,5.273489187919549,18.912135026426206,17.887785715131546
2024-03-06,3.2570668184610874,0.1574210040299479,0.0,0.0,0.0,2.659011280727107,51.73063998719679,5.219986899341519,18.85378372538367,18.122090284859873
2024-03-07,3.2546556055839018,0.1568508124356372,0.0,0.0,0.0,2.7979019169772243,51.66240262785299,5.226641373905529,18.839826232757286,18.061721430487427
2024-03-08,3.258711287345237,0.15567276415082756,0.0,0.0,0.0,2.800966113937388,51.723175291276746,5.232789692622742,18.861988315052468,17.96669653561459
2024-03-11,3.252350990164879,0.15574880852736303,0.0,0.0,0.0,2.803924782183257,51.727084297066504,5.235345850932689,18.87120218203467,17.954343089090635
2024-03-12,3.25063015414662,0.15566640101343684,0.0,0.0,0.0,2.8024412108306382,51.6631547323917,5.232575801901828,18.86121732968605,18.034314370029723
2024-03-13,3.249508529800079,0.15561268858937277,0.0,0.0,0.0,2.8014742333085088,51.64532844966525,5.230770310616685,18.85470929907069,18.062596488949413
2024-03-14,3.025820277857576,0.14489056833042305,0.0,0.0,6.902942764723205,2.614786274607023,47.97523028243695,4.870356588408135,17.564025201018854,16.901948042617835
2024-03-15,3.025801091478552,0.1448896495959624,0.0,0.0,6.860626425940906,2.6147696945474275,47.82274483215637,4.810087296615209,17.563913829551367,17.15716718011421
2024-03-18,3.0260121550312022,0.14489975631588928,0.0,0.0,6.861104986210763,2.6149520867683336,47.82608068871687,4.799008432828375,17.56513899338046,17.162802900748108
2024-03-19,2.4442082723483574,0.14562466747803554,0.0,0.0,6.89543003765059,2.6499151018100826,48.06534720381974,4.558323031754739,17.653014678231116,17.58813700690734
2024-03-20,2.441526769553549,0.14546490492537043,0.0,0.0,6.887865168843561,2.648917739384275,48.01219105662644,4.55332216661261,17.64213591156177,17.66857628249242
2024-03-21,2.4361611788541992,0.14538530920243142,0.0,0.0,6.884308341494151,2.6765240686893463,47.985919667943385,4.550830672394043,17.632482458979588,17.68838830244286
2024-03-22,2.4334004383796395,0.14520657183222316,0.0,0.0,6.87650680978817,2.6921333499318565,47.931540396248984,4.588042628308859,17.622669318600202,17.710500486910068
2024-03-25,2.424299811232873,0.1445628344516673,0.0,0.0,6.846021519589167,2.82361479064263,47.71757143583022,4.806026901582869,17.542645420316575,17.695257286353996
2024-03-26,2.420356854291262,0.14426495997259622,0.0,0.0,6.831915161605859,2.8946188914838378,47.61840658202955,4.7961239914390505,17.505446105580628,17.788867453597216
2024-03-27,2.4261632565236626,0.14425979832689143,0.0,0.0,6.831670723000974,2.889674646543542,47.59228898928559,4.795952391261122,17.497663993750592,17.822326201307625
2024-03-28,2.4278987197773447,0.1441878773620758,0.0,0.0,6.828264782084659,2.8857096820898755,47.56856177365385,4.793561361139149,17.48894050397003,17.86287529992301
2024-04-02,2.422164423475761,0.14417210682707288,0.0,0.0,6.827728277641694,2.8853940578752586,47.563358966856114,4.793037065833486,17.487027652810642,17.87711744867997
2024-04-03,2.4213846570897544,0.1440881565007644,0.0,0.0,6.823752543156929,2.8837139147600737,47.535663183021974,4.790246116637134,17.476845088999045,17.92430633983432
2024-04-05,2.4251163425797313,0.14431021609022993,0.0,0.0,6.834268880690471,2.8515245285133464,47.60892215244558,4.672569064180937,17.503779301635706,17.959509513863996
2024-04-08,2.4255146594245027,0.14433391853655467,0.0,0.0,6.835391385359248,2.8549408953113176,47.616741750755885,4.615850246082092,17.50665423593085,18.000572908599548
2024-04-09,2.4252848452779174,0.1443202430981553,0.0,0.0,6.834743741515209,2.864145254792871,47.61223013058237,4.615412900679561,17.504995504746866,17.99886737930705
2024-04-10,2.423539679925768,0.14421639439421477,0.0,0.0,6.82982565612341,2.862084298088375,47.57796973658195,4.612091782050625,17.49239941249655,18.05787304033911
2024-04-11,2.423317405512072,0.1442783212415478,0.0,0.0,6.832758398773748,2.8633132835870523,47.59839982485776,4.585866389260451,17.499910688537366,18.052155688230005
2024-04-12,2.4183270583744907,0.14399371573338585,0.0,0.0,6.819280000498132,2.9805595837179233,47.491901965824,4.587113971212131,17.465390111007483,18.093433593632454
2024-04-15,2.42009591921378,0.14402397172642323,0.0,0.0,6.820712869197743,2.9927424723817335,47.4806588318211,4.5868170952711775,17.469059942839397,18.085888897548642
2024-04-16,2.4201669012761173,0.14399069083323413,0.0,0.0,6.819136746738735,2.999193349964232,47.413597917883806,4.5880679673302245,17.465023212626342,18.15082321334731
2024-04-17,2.4250308675246903,0.1440799788459491,0.0,0.0,6.823365264325706,3.0269079759184923,47.28871066155772,4.6106719913116985,17.475853198965414,18.205380061550326
2024-04-18,2.398372048657277,0.1440948204614393,0.0,0.0,6.824068136191825,3.0284811179563,47.28412178912153,4.565528414371965,17.476812484563805,18.278521188675853
2024-04-19,2.401563561103671,0.14404667206659905,0.0,0.0,6.821787915945284,2.9976273938893914,47.268322091684205,4.606033541365816,17.470972715546708,18.289646108398326
2024-04-22,2.405152473624827,0.14417362307475956,0.0,0.0,6.827800084369322,3.023406500499819,47.309980542084375,4.4923033291739864,17.481742759993125,18.315440687179787
2024-04-23,2.407739012363019,0.1442403695612021,0.0,0.0,6.830961076345831,3.026910573369842,47.32493874062456,4.437565377712017,17.48983609136149,18.33780875866204
2024-04-24,2.4075515572734805,0.14422913969315895,0.0,0.0,6.830429250257694,3.050031483395006,47.29579347990425,4.400186047922515,17.48847441604133,18.38330462551257
2024-04-25,2.4082118076673216,0.14411754314251868,0.0,0.0,6.825144240963852,3.0453587131055864,47.1969626074945,4.331601835386646,17.474942799441916,18.573660452797657
2024-04-26,2.408034600735294,0.14410693833292915,0.0,0.0,6.824642016505134,3.073937676698856,47.19306916259277,4.0672200559008,17.473656915454892,18.81533263377932
2024-04-29,2.4141046422582955,0.14438195505210835,0.0,0.0,6.837666307206638,3.0383074709697344,47.22120451466876,4.074982024400676,17.50700401069225,18.76234907475154
2024-04-30,2.4097622356783153,0.14423551318745434,0.0,0.0,6.9780312863770995,2.998821623659119,47.173099172367316,4.078845200781492,17.48924723277006,18.72795773517914
2024-05-02,2.411044407734143,0.14442576302629836,0.0,0.0,7.079946287394669,2.9305048351264857,47.09372682413791,4.08464670084027,17.51231593751557,18.743389244224655
2024-05-03,2.40597824907863,0.1444884790044308,0.0,0.0,7.083020709486925,2.900368499206291,47.11417697845795,4.08642043294873,17.51992055043484,18.74562610138221
2024-05-06,2.3876373717032964,0.1434876094552623,0.0,0.0,7.033956730177972,2.8903259002281856,46.7878177739263,4.058113859271579,17.3985603208608,19.300100434376606
2024-05-07,2.385510024705024,0.14335976427287342,0.0,0.0,7.027271283977314,2.8877506657303718,46.746130570971324,4.139831835237643,17.383058479789163,19.28708737531629
2024-05-08,2.3892345781681836,0.14318188109619573,0.0,0.0,7.01855172904703,2.9568618031685676,46.66723802720386,4.134695063134963,17.372351659726743,19.317885258454453
2024-05-09,2.374498597758069,0.1422863441536657,0.0,0.0,6.974653909656064,2.9674299127513746,46.37535587466303,4.554727374709712,17.26369557439807,19.34735241191001
2024-05-10,2.3764669416801905,0.14240429261696666,0.0,0.0,6.967970124242736,2.996898209314573,46.401333356059205,4.5585030223152305,17.278006338906128,19.278417714864972
2024-05-13,2.376106574736451,0.14238269846019308,0.0,0.0,6.966913502728797,2.971516671830867,46.3716549623323,4.557811771882343,17.275386305684094,19.338227512344954
2024-05-14,2.3736714310799805,0.14222434445967833,0.0,0.0,7.115201121427573,2.9518197530964003,46.31530934402879,4.552742702848842,17.25617311081191,19.29285819224682
2024-05-16,2.3673057446276915,0.14194219186612653,0.0,0.0,7.130077218212354,3.1012760715619123,46.223426448015324,4.543710717739239,17.221939351349057,19.27032225662829
2024-05-17,2.3645573272314158,0.14178980169741487,0.0,0.0,7.130696745300201,3.161245907042954,46.17380064146524,4.538832556892559,17.203449752105943,19.28562726826427
2024-05-20,2.3506034254093278,0.14101474377164583,0.0,0.0,7.2211227691349285,3.2464192962093783,45.889720872868914,4.5140221819230995,17.165370023209388,19.47172668747332
2024-05-21,2.324890902337366,0.14025787054357092,0.0,0.0,7.224312874638583,3.4655420717994345,45.64341541399612,4.497978948084223,17.049910411153828,19.653691507446876
