date,FUTU SECURITIES INTERNATIONAL,WING FUNG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,LUK FOOK SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-04,6.156275443487701,0.0,0.0,0.0,0.0,0.0,0.0,6.156275443487701
2024-03-05,6.164664084281168,0.0,0.0,0.0,0.0,0.0,0.0,6.164664084281168
2024-03-13,6.172559275616194,0.0,0.0,0.0,0.0,0.0,1.6273963139325454,7.79995558954874
2024-03-18,6.1720658261577555,0.0,0.0,0.0,1.8060250178875428,0.0,1.6273963139325454,9.605487157977844
2024-03-22,6.166637882114925,0.0,0.0,0.0,1.8060250178875428,0.0,1.6273963139325454,9.600059213935012
2024-03-27,6.189830006661568,0.0,0.0,0.0,1.8060250178875428,0.0,1.6269028644741064,9.622757889023218
2024-03-28,6.2071007377069405,0.0,5.597690656534504,0.0,1.8060250178875428,0.0,1.6269028644741064,15.237719276603093
2024-04-02,6.250524290049592,0.0,5.597690656534504,0.0,1.8075053662628606,0.0,1.6269028644741064,15.282623177321064
2024-04-03,6.268288470553404,0.0,5.597690656534504,0.0,1.8075053662628606,0.0,1.6269028644741064,15.300387357824874
2024-04-05,6.303816831561028,0.0,5.597690656534504,0.0,1.8099726135550567,0.0,1.6269028644741064,15.338382966124694
2024-04-09,6.334410697984259,0.0,5.597690656534504,0.0,1.8099726135550567,0.0,1.6269028644741064,15.368976832547926
2024-04-15,6.368952160075005,0.0,5.597690656534504,0.0,1.8119464113888133,0.0,1.6269028644741064,15.405492092472429
2024-04-16,6.370432508450322,0.0,5.597690656534504,0.0,1.8119464113888133,0.05427944042831413,1.62443561718191,15.458784633983862
2024-04-22,6.382768744911302,0.0,5.597690656534504,0.0,1.8134267597641311,0.05921393501270632,1.62443561718191,15.477535713404556
2024-04-24,6.382275295452863,0.0,5.597690656534504,0.0,1.8134267597641311,0.06266808122178086,1.62443561718191,15.48049641015519
2024-04-25,6.382275295452863,0.0,5.597690656534504,0.0,1.8134267597641311,0.09967679060472232,1.62443561718191,15.51750511953813
2024-04-26,6.3862228911203776,0.0,5.597690656534504,0.0,1.8134267597641311,0.152969332116158,1.62443561718191,15.574745256717081
2024-05-02,6.3862228911203776,0.0,5.597690656534504,0.0,1.8134267597641311,0.1707335126199699,1.62443561718191,15.592509437220892
2024-05-03,6.392637734080086,0.0,5.597690656534504,0.0,1.8134267597641311,0.36564604870346157,1.62443561718191,15.793836816264095
2024-05-07,6.40990846512546,0.0,5.597690656534504,0.0,1.8134267597641311,0.3725543411216106,1.62443561718191,15.818015839727618
2024-05-08,6.40990846512546,0.0,5.597690656534504,3.9707877920603982,1.8134267597641311,0.3725543411216106,1.62443561718191,19.788803631788014
2024-05-10,6.410895364042338,0.0,5.597690656534504,3.9707877920603982,1.8134267597641311,0.3725543411216106,1.62443561718191,19.78979053070489
2024-05-16,6.419777454294244,0.0,5.597690656534504,3.9707877920603982,1.8134267597641311,0.4238730847992894,1.62443561718191,19.849991364634477
2024-05-17,6.4345809380474215,0.0,5.597690656534504,3.9707877920603982,1.8134267597641311,0.4238730847992894,1.625915965557228,19.866275196762974
2024-05-20,6.439515432631812,0.0,5.597197207076065,3.9707877920603982,1.8124398608472525,0.46433594039130544,1.6239421677234709,19.908218400730306
2024-05-21,6.4469171745084015,0.0,5.597197207076065,3.9707877920603982,1.8124398608472525,0.46433594039130544,1.6239421677234709,19.915620142606894
2024-05-22,6.427672645629272,0.0,5.597197207076065,3.9707877920603982,1.8371123337692137,0.46433594039130544,1.621968369889714,19.91907428881597
2024-05-29,6.432607140213664,0.0,5.597197207076065,3.9707877920603982,1.8371123337692137,0.46433594039130544,1.621968369889714,19.92400878340036
2024-05-31,6.426685746712393,0.0,5.597197207076065,3.9707877920603982,1.8371123337692137,0.46433594039130544,1.621968369889714,19.91808738989909
2024-06-03,6.427672645629272,0.0,5.597197207076065,3.9707877920603982,1.8371123337692137,0.46433594039130544,1.621968369889714,19.91907428881597
2024-06-05,6.442476129382448,0.0,5.597197207076065,3.9707877920603982,1.8371123337692137,0.46433594039130544,1.621968369889714,19.933877772569144
2024-06-06,6.4483975228837185,0.0,5.597197207076065,3.9707877920603982,1.8371123337692137,0.46433594039130544,1.621968369889714,19.939799166070415
2024-06-07,6.385729441661938,0.0,5.597197207076065,3.9707877920603982,1.8371123337692137,0.46433594039130544,1.621968369889714,19.877131084848635
2024-06-11,6.3862228911203776,0.0,5.60065135328514,3.9742419382694725,1.8371123337692137,0.46433594039130544,1.621968369889714,19.884532826725223
2024-06-12,6.390663936246329,0.0,5.60065135328514,3.9742419382694725,1.8371123337692137,0.4692704349756976,1.619994572055957,19.891934568601812
2024-06-13,6.393131183538527,0.0,5.60065135328514,3.9742419382694725,1.8371123337692137,0.4692704349756976,1.619994572055957,19.894401815894007
2024-06-14,6.400532925415114,0.0,5.60065135328514,3.9742419382694725,1.8371123337692137,0.4692704349756976,1.619994572055957,19.901803557770595
2024-06-17,6.395104981372284,0.0,5.60065135328514,3.9791764328538646,1.8371123337692137,0.47864597468604275,1.619994572055957,19.910685648022504
2024-06-18,6.4227381510448796,0.0,5.60065135328514,3.9791764328538646,1.8371123337692137,0.47864597468604275,1.6165404258468827,19.93486467148602
2024-06-19,6.403987071624188,0.0,5.60065135328514,3.9791764328538646,1.8371123337692137,0.47864597468604275,1.6165404258468827,19.916113592065333
2024-06-20,6.425698847795515,0.0,5.60065135328514,3.9791764328538646,1.8420468283536058,0.48358046927043496,1.6165404258468827,19.947694357405442
2024-06-21,6.433594039130543,0.0,5.60065135328514,3.9791764328538646,1.8420468283536058,0.4840739187288742,1.6165404258468827,19.95608299819891
2024-06-24,6.445436826133083,0.0,5.60065135328514,3.9791764328538646,1.8420468283536058,0.4840739187288742,1.6165404258468827,19.96792578520145
2024-06-25,6.444449927216205,0.0,5.60065135328514,3.9801633317707434,1.8420468283536058,0.4840739187288742,1.6165404258468827,19.96792578520145
2024-06-26,6.445436826133083,0.0,5.60065135328514,3.9801633317707434,1.8420468283536058,0.4939429078976586,1.6165404258468827,19.978781673287113
2024-06-27,6.4479040734252795,0.0,5.60065135328514,3.9801633317707434,1.846981322937998,0.5038118970664429,1.6165404258468827,19.996052404332488
2024-06-28,6.444449927216205,0.0,5.60065135328514,3.9801633317707434,1.846981322937998,0.5136808862352273,1.6165404258468827,20.002467247292195
2024-07-02,6.5081049073548645,0.0,5.60065135328514,3.9801633317707434,1.846981322937998,0.5136808862352273,1.6165404258468827,20.066122227430856
2024-07-03,6.492807974143249,0.0,5.60065135328514,3.9801633317707434,1.846981322937998,0.5181219313611803,1.6165404258468827,20.05526633934519
2024-07-04,6.4849127828082205,0.0,5.608053095161728,3.9801633317707434,1.846981322937998,0.5181219313611803,1.6165404258468827,20.054772889886756
2024-07-08,6.495275221435444,0.0,5.610026892995485,3.979669882312304,1.846981322937998,0.5304581678221608,1.6165404258468827,20.078951913350277
2024-07-09,6.492314524684809,0.0,5.610026892995485,3.979669882312304,1.846981322937998,0.5304581678221608,1.6165404258468827,20.07599121659964
2024-07-10,6.492807974143249,0.0,5.610026892995485,3.979669882312304,1.846981322937998,0.5427944042831413,1.6165404258468827,20.088820902519057
2024-07-15,6.505637660062669,0.0,5.610026892995485,3.979669882312304,1.846981322937998,0.5427944042831413,1.6125928301793688,20.097702992770966
2024-07-16,6.49774246872764,0.0,5.610026892995485,3.979669882312304,1.846981322937998,0.5541437418272434,1.6125928301793688,20.10115713898004
