date,KINGSWAY FINANCIAL SERVICES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CORPORATE BROKERS LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,ABCI SECURITIES CO LTD
2024-03-01,0.0,53.94733341833864,21.52840973757228,17.546620169900013,6.977636674189068,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,47.455175449693684,18.92677198701205,15.42861292850163,6.181538463164773,5.174757970454268,0.0,3.1585193154365534,3.6746238857370397,0.0
2024-03-05,0.0,47.4533346043285,18.9434938544654,15.428014433388471,6.167721737633093,5.174557235146988,0.0,3.1583967925381007,3.674481342499453,0.0
2024-03-06,0.0,47.44413251934766,18.945637916837217,15.425022654178742,6.1723432600547685,5.17355379216847,0.0,3.1597235067647222,3.679586350648422,0.0
2024-03-07,0.0,47.43817984122778,18.939711979286457,15.423355240972878,6.1891268313106265,5.172994541650159,0.0,3.157442970615988,3.6791885949361136,0.0
2024-03-08,0.0,47.44034886458789,18.940577962716983,15.424060445471047,6.185531687338128,5.1725368819532065,0.0,3.15758733887768,3.67935681905507,0.0
2024-03-11,0.0,47.43371142242726,18.939476216342047,15.423163249898868,6.190988741002673,5.176113907675628,0.0,3.1574036665308802,3.67914279612264,0.0
2024-03-12,0.0,47.43831045373088,18.94131253151497,15.424658633845437,6.1818932988286575,5.176615768254921,0.0,3.157709798981095,3.6794995148440397,0.0
2024-03-13,0.0,47.43832310287442,18.93628337095347,15.423401818967141,6.194962469444546,5.170377025819723,0.0,3.157452505983506,3.679199705957198,0.0
2024-03-14,0.0,47.43364896056523,18.946039101550497,15.428188216622996,6.185247468823319,5.1642232303059865,0.0,3.15649278501859,3.686160237113384,0.0
2024-03-15,0.0,47.43652418335698,18.945247826860054,15.429123406712057,6.158466568048353,5.176174473374385,0.0,3.1564416552568564,3.698021886391323,0.0
2024-03-18,0.0,47.43192399418619,18.953108166537266,15.427627156983977,6.150111292199186,5.1756725103370735,0.0,3.160014584366407,3.7015422953898987,0.0
2024-03-19,0.0,47.4485583163938,18.934550829647517,15.42672954643487,6.147814065538829,5.175371379243048,0.0,3.159830728327017,3.70714513441492,0.0
2024-03-20,0.0,47.447539113574656,18.934918053589747,15.427028738345502,6.1479332986031645,5.175471752380888,0.0,3.1598920112962974,3.707217032209746,0.0
2024-03-21,0.0,47.44950701950936,18.927848601315407,15.427589754458952,6.1520358908447506,5.175659962508517,0.0,3.160006923270934,3.7073518480920784,0.0
2024-03-22,0.0,47.429413936176395,18.932989499518136,15.431779964879148,6.15952692152579,5.177065697600742,0.0,3.1608651969318573,3.708358783367934,0.0
2024-03-25,0.0,47.42389369345309,18.940484964882845,15.42998388173181,6.162689642602446,5.174523336339521,0.0,3.1604973082810255,3.707927172709265,0.0
2024-03-26,0.0,47.431254302681054,18.947304918157972,15.432378752184272,6.153945591994201,5.169506135445664,0.0,3.1571076236194076,3.7085026759174258,0.0
2024-03-27,0.0,47.445557339682196,18.939441594317437,15.433875923766733,6.146781420098752,5.170007654868276,0.0,3.1554736111163932,3.708862456150209,0.0
2024-03-28,0.0,47.45302202239816,18.941646742001993,15.435672913165153,6.145556574029363,5.170609606639267,0.0,3.155841007657234,3.6976511341088343,0.0
2024-04-02,0.0,47.427994837983,18.951818833290087,15.434474873741774,6.145079586787167,5.177969787748647,0.0,3.155596067124849,3.707066013324474,0.0
2024-04-03,0.0,46.8707506232979,18.975563825573495,15.433271256055308,6.1504210480684804,5.17756599713915,0.0,3.685650322516261,3.7067769273494062,0.0
2024-04-05,0.0,46.868022590624044,18.974459385012317,15.432372988634985,6.157823514119416,5.177264645677452,0.0,3.6834956952567595,3.70656118067503,0.0
2024-04-08,0.0,46.866204078590755,18.973723162726642,15.431774201777108,6.161464656154778,5.1770637641907316,0.0,3.683352773049333,3.706417363510648,0.0
2024-04-09,0.0,46.866204078590755,18.973723162726642,15.431774201777108,6.165344726046283,5.173183694299226,0.0,3.683352773049333,3.706417363510648,0.0
2024-04-10,0.0,46.868228773332845,18.970662620303248,15.432440879027842,6.1656110787687926,5.173407184083211,0.0,3.683511899762057,3.706137564721998,0.0
2024-04-11,0.0,46.872832553206095,18.957003598924558,15.433956779299166,6.170097334065424,5.173794089018365,0.0,3.6858140336908325,3.7065016117955594,0.0
2024-04-12,0.0,46.87696399351866,18.958674497067634,15.435317150920575,6.168700695153316,5.16842867376604,0.0,3.6853292413259813,3.7065857482477935,0.0
2024-04-15,0.0,46.87878334068084,18.959410304332156,15.435916212763823,6.165058997961966,5.168629266237043,0.0,3.68547227305683,3.7067296049673413,0.0
2024-04-16,0.0,46.87878561495317,18.959411224126978,15.435916961620228,6.165059297052984,5.168629516987376,0.0,3.6854724518534407,3.7067249334058263,0.0
2024-04-17,0.0,46.87696626761446,18.96061589723957,15.435317899718854,6.166760513960891,5.168428924496911,0.0,3.685329420108715,3.706581076860602,0.0
2024-04-18,0.0,46.876056646900196,18.96218842012917,15.435018386204845,6.166640851500838,5.168328634090251,0.0,3.6852579083995254,3.70650915277517,0.0
2024-04-19,0.0,46.87696626761446,18.96255637768807,15.435317899718854,6.164820033512389,5.168428924496911,0.0,3.685329420108715,3.706581076860602,0.0
2024-04-22,0.0,46.88242473332887,18.964764422962464,15.437115224935368,6.150012228633631,5.169030748683242,0.0,3.6896399614581528,3.7070126799982748,0.0
2024-04-23,0.0,46.87870567550495,18.96539933115293,15.437632033405798,6.146336577877719,5.175026113200139,0.0,3.6897634843545712,3.707136784503884,0.0
2024-04-24,0.0,45.999385279653,18.96631054469565,16.31514187611204,6.146631885402231,5.175274753041353,0.0,3.6899407631135186,3.707314897982212,0.0
2024-04-26,0.0,46.002985720159714,18.958026900402583,16.316418886605256,6.147112991449313,5.1756798295166355,0.0,3.692170596816728,3.707605075049768,0.0
2024-04-30,0.0,46.00209281193174,18.961540886828875,16.31416120950351,6.152816613866785,5.175579370665264,0.0,3.6920989325659543,3.7017101746378747,0.0
2024-05-02,0.0,46.000883676879184,18.96128390673067,16.31394010855107,6.15467417913647,5.175509227584441,0.0,3.6920488946522676,3.7016600064658958,0.0
2024-05-06,0.0,45.999098035542104,18.960547876253823,16.313306841459223,6.158317024222992,5.175308327026048,0.0,3.6919055783809727,3.7015163171148426,0.0
2024-05-07,0.0,46.00088479294837,18.957402461563643,16.313940504358378,6.158556233664549,5.175509353152168,0.0,3.6920465580376636,3.7016600962752277,0.0
2024-05-08,0.0,45.99909915152464,18.966370968031892,16.311366359976844,6.154435419111798,5.1753084525840265,0.0,3.691903241853593,3.7015164069172033,0.0
2024-05-09,0.0,45.99832247503405,18.975876584541933,16.314532810549093,6.1401001191090385,5.176313111424347,0.0,3.6926199340591914,3.702234965282346,0.0
2024-05-10,0.0,46.00131198077528,18.975508221723384,16.314216110170978,6.13803971013311,5.176212627987973,0.0,3.6925482523173403,3.702163096891936,0.0
2024-05-13,0.0,46.00296699010332,18.97629100980819,16.3090652238861,6.144116809203849,5.176426159953614,0.0,3.6888179864880235,3.7023158205569056,0.0
2024-05-14,0.0,46.00595647097078,18.97592263089984,16.306807363988387,6.136232501026575,5.184090707100731,0.0,3.6887463769863427,3.7022439490273404,0.0
2024-05-16,0.0,46.00037530654883,18.981869935497322,16.304829120733018,6.1374291136492545,5.185402827807854,0.0,3.6882988805832664,3.7017948151804494,0.0
2024-05-17,0.0,45.999490919497084,18.98218081395406,16.30509615554738,6.137529630326361,5.185487752529925,0.0,3.6883592862581485,3.7018554418870497,0.0
2024-05-20,0.0,45.999490919497084,18.980239758923297,16.30509615554738,6.137529630326361,5.187428807560688,0.0,3.6883592862581485,3.7018554418870497,0.0
2024-05-24,0.0,46.00038381226124,18.9806081829733,16.305412652579957,6.1454131363002595,5.187529500363028,0.0,3.6884308807313153,3.6922218347909013,0.0
2024-05-27,0.0,46.00127673968982,18.980976621326487,16.305729161899777,6.143591296394509,5.187630197074524,0.0,3.688502477983966,3.6922935056309134,0.0
2024-05-28,0.0,46.00574189686979,18.982819027669315,16.307311892832523,6.132539717028906,5.190075058082559,0.0,3.6888605059451485,3.6926519015717583,0.0
2024-05-29,0.0,46.006635032327324,18.981246195365944,16.307628475890812,6.132658771486897,5.190175815941699,0.0,3.6889321198781038,3.6927235891092187,0.0
2024-05-30,0.0,46.006635032327324,18.981246195365944,16.307628475890812,6.138482840966337,5.184351746462259,0.0,3.6889321198781038,3.6927235891092187,0.0
2024-06-03,0.0,46.004848796088794,18.98050923666895,16.306995322065767,6.140185791668369,5.186091741897862,0.0,3.688788894792648,3.6925802168176114,0.0
2024-06-04,0.0,46.005117666419515,18.980627975271556,16.307097335653133,6.140224203550345,5.186124185141546,0.0,3.688205317038208,3.692603316925701,0.0
2024-06-05,0.0,46.00065262856727,18.980726910670633,16.305514646366436,6.147392682002685,5.185620844601022,0.0,3.687847357376702,3.692244930415249,0.0
2024-06-06,0.0,45.99708122226871,18.98895805257937,16.302307761969285,6.146915409710018,5.185218242509789,0.0,3.6875610396718947,3.6919582712909365,0.0
2024-06-07,0.0,46.000807885591485,18.98969521513277,16.302940627173513,6.141330948105708,5.18541953574078,0.0,3.6877041929667875,3.6921015952889547,0.0
2024-06-11,0.0,46.00527276516089,18.991538371940056,16.290934479921447,6.143868249075669,5.185922837200212,0.0,3.6900033427286822,3.6924599539730445,0.0
2024-06-12,0.0,46.00616584508443,18.991907046237976,16.29125072859568,6.1420462616831255,5.1860235092165405,0.0,3.690074975124387,3.692531634057852,0.0
