date,CCB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,2.9104488026156687,0.0,1.66188227355674,0.0,0.0,0.0,4.572331076172409
2024-03-08,0.0,0.0,2.9104488026156687,0.0,1.66188227355674,0.0,0.0,0.45312868115748106,5.02545975732989
2024-03-13,0.0,0.0,2.9104488026156687,0.0,1.6536734206372206,0.0,0.3858160872174205,0.45312868115748106,5.403066991627791
2024-03-15,0.0,0.0,2.9104488026156687,0.0,1.6536734206372206,0.0,0.38663697250937246,0.45312868115748106,5.403887876919742
2024-03-20,0.0,0.0,2.9104488026156687,0.0,1.6536734206372206,0.006567082335615667,0.38663697250937246,0.45312868115748106,5.410454959255358
2024-03-25,0.0,0.0,2.9104488026156687,0.0,1.6536734206372206,0.011492394087327419,0.38663697250937246,0.45312868115748106,5.415380271007071
2024-03-28,0.0,0.0,2.9145532290754286,0.0,1.6536734206372206,0.011492394087327419,0.3858160872174205,0.45312868115748106,5.418663812174878
2024-04-05,0.0,0.0,2.9145532290754286,0.0,1.6532629779912444,0.011492394087327419,0.3890996283852283,0.45312868115748106,5.42153691069671
2024-04-08,0.0,0.0,2.9145532290754286,0.0,1.6532629779912444,0.011492394087327419,0.4018233504104837,0.45312868115748106,5.434260632721966
2024-04-09,0.0,0.0,2.9145532290754286,0.0,1.6532629779912444,0.011492394087327419,0.40633821951621946,0.45312868115748106,5.438775501827701
2024-04-11,0.0,0.0,2.9145532290754286,0.0,1.6520316500533163,0.011492394087327419,0.4112635312679312,0.45312868115748106,5.442469485641485
2024-04-12,0.0,0.0,2.9120905731995728,0.0,1.6520316500533163,0.011492394087327419,0.414547072435739,0.45312868115748106,5.443290370933437
2024-04-16,0.0,0.0,2.9120905731995728,0.0,1.6544943059291723,0.011492394087327419,0.42480813858513855,0.45312868115748106,5.456014092958692
2024-04-18,0.0,0.0,2.9120905731995728,0.0,1.646285453009653,0.011492394087327419,0.43014389298282624,0.45312868115748106,5.45314099443686
2024-04-24,0.0,0.0,2.906754818801885,0.0,1.646285453009653,0.013544607317207314,0.43014389298282624,0.45312868115748106,5.449857453269052
2024-04-30,0.0,0.0,2.906754818801885,2.703996151689751,1.6565465191590523,0.013544607317207314,0.43014389298282624,0.45312868115748106,8.164114671108203
2024-05-02,0.0,0.0,2.906754818801885,2.6978395120001117,1.6565465191590523,0.013544607317207314,0.47816568256201586,0.45312868115748106,8.205979820997754
2024-05-03,0.0,0.0,2.905523490863957,2.631347803352003,1.6549047485751485,0.020522132298798963,0.4892476340033673,0.4527182385115051,8.15426404760478
2024-05-06,0.0,0.0,2.905523490863957,2.6235493930784592,1.6549047485751485,0.020522132298798963,0.4892476340033673,0.4527182385115051,8.146465637331236
2024-05-07,0.0,0.0,2.905523490863957,2.6235493930784592,1.6549047485751485,0.020522132298798963,0.48842674871141534,0.4527182385115051,8.145644752039285
2024-05-20,0.0,0.0,2.905523490863957,2.015683834388034,1.6549047485751485,0.5573811132353799,0.48842674871141534,0.4527182385115051,8.07463817428544
2024-05-22,0.0,0.0,2.905523490863957,2.015683834388034,1.6549047485751485,0.5573811132353799,0.4892476340033673,0.4527182385115051,8.075459059577392
2024-05-23,0.0,0.0,2.905523490863957,2.015683834388034,1.6549047485751485,0.5606646544031877,0.48842674871141534,0.4527182385115051,8.077921715453247
2024-05-24,0.0,0.0,2.905523490863957,2.015683834388034,1.6549047485751485,0.5606646544031877,0.43260654885868216,0.4527182385115051,8.022101515600514
2024-05-28,0.0,0.14529669667549666,2.9014190644041973,2.015683834388034,1.6532629779912444,0.5606646544031877,0.43260654885868216,0.4527182385115051,8.161652015232347
2024-05-29,0.0,0.14488625402952068,2.9014190644041973,2.015683834388034,1.6532629779912444,0.5606646544031877,0.4219350400633067,0.4527182385115051,8.150570063790996
2024-05-30,0.0,0.14488625402952068,2.9014190644041973,2.015683834388034,1.6532629779912444,0.6669692997109663,0.416188843019643,0.4527182385115051,8.25112851205511
2024-05-31,0.0,0.14447581138354468,2.9014190644041973,2.015683834388034,1.6532629779912444,0.731408795129195,0.39730848130474794,0.4527182385115051,8.296277203112469
2024-06-03,0.0,0.14447581138354468,2.9014190644041973,2.015683834388034,1.6376661574441571,0.7597293377015376,0.39320405484498816,0.4527182385115051,8.304896498677964
2024-06-04,0.0,0.14447581138354468,2.9014190644041973,2.015683834388034,1.6376661574441571,0.7593188950555616,0.39320405484498816,0.4527182385115051,8.304486056031989
2024-06-05,0.0,0.14447581138354468,2.9014190644041973,2.015683834388034,1.6376661574441571,0.7593188950555616,0.3927936121990121,0.4527182385115051,8.304075613386013
2024-06-06,0.0,0.14447581138354468,2.9014190644041973,2.015683834388034,1.6376661574441571,0.7589084524095856,0.396898038658772,0.4527182385115051,8.307769597199796
2024-06-07,0.0,0.14447581138354468,2.9014190644041973,2.015683834388034,1.6376661574441571,0.7580875671176337,0.396898038658772,0.4527182385115051,8.306948711907843
2024-06-11,0.0,0.14447581138354468,2.9014190644041973,2.015683834388034,1.6376661574441571,0.7572666818256817,0.396898038658772,0.4510764679276012,8.304486056031989
2024-06-12,0.0,0.14447581138354468,2.8993668511743174,2.015683834388034,1.6376661574441571,0.7568562391797058,0.39607715336682,0.4510764679276012,8.301202514864181
2024-06-13,0.0,0.14447581138354468,2.8977250805904133,2.015683834388034,1.6376661574441571,0.7560353538877538,0.39607715336682,0.4510764679276012,8.298739858988323
2024-06-27,0.0,0.1403713849237849,2.8977250805904133,2.015683834388034,1.6376661574441571,0.7560353538877538,0.39607715336682,0.4510764679276012,8.294635432528565
2024-07-02,0.0,0.14160271286171286,2.8956728673605334,2.015683834388034,1.6376661574441571,0.7560353538877538,0.40018157982657976,0.4510764679276012,8.297918973696373
