date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHIEF SECURITIES LTD,REALINK FINANCIAL TRADE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,1.9475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9475
2024-03-05,0.0,0.0,1.9516666666666669,0.0,0.0,0.0,0.0,0.0,1.5841666666666667,0.0,3.535833333333333
2024-03-06,0.0,0.0,1.9258333333333333,0.0,0.0,0.0,0.0,0.0,1.5841666666666667,0.0,3.51
2024-03-07,0.0,0.0,1.9266666666666667,0.0,0.0,0.0,0.0,0.0,1.5783333333333334,0.0,3.505
2024-03-08,3.36,2.058333333333333,1.9266666666666667,0.0,0.0,0.0,0.0,0.0,1.5783333333333334,0.0,8.923333333333334
2024-03-11,3.36,2.058333333333333,1.9491666666666667,0.0,1.6591666666666667,0.0,0.0,0.0,1.5783333333333334,0.0,10.605
2024-03-13,3.3266666666666667,2.060833333333333,1.9591666666666667,2.0970795833333336,1.6591666666666667,0.0,0.8216666666666668,0.0,1.5508333333333335,0.0,13.475412916666665
2024-03-15,3.3266666666666667,2.0725000000000002,1.9591666666666667,2.0854129166666664,1.6591666666666667,0.0,0.8216666666666668,0.0,1.5508333333333335,0.0,13.475412916666665
2024-03-21,3.3266666666666667,2.0725000000000002,1.9625,2.0854129166666664,1.6591666666666667,0.0,0.8216666666666668,0.0,1.5508333333333335,0.0,13.47874625
2024-03-25,3.3266666666666667,2.0766666666666667,1.9725,2.0854129166666664,1.6466666666666667,0.0,0.8216666666666668,0.7208333333333333,1.5508333333333335,0.0,14.201246249999999
2024-03-27,3.3266666666666667,2.0766666666666667,1.9675000000000002,2.0854129166666664,1.6466666666666667,0.0,0.8216666666666668,0.7208333333333333,1.5508333333333335,0.0,14.19624625
2024-03-28,3.3266666666666667,2.085,1.9349999999999998,2.0854129166666664,1.6466666666666667,0.0,0.8216666666666668,0.7208333333333333,1.5508333333333335,0.0,14.172079583333334
2024-04-02,3.3266666666666667,2.085,1.9349999999999998,2.0854129166666664,1.6475,0.0,0.8216666666666668,0.7208333333333333,1.5508333333333335,0.0,14.172912916666666
2024-04-03,3.3266666666666667,2.095833333333333,1.9283333333333332,2.042912916666667,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.0,14.16874625
2024-04-05,3.3266666666666667,2.095833333333333,1.9241666666666668,2.042912916666667,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.0,14.164579583333333
2024-04-08,3.3225,2.0883333333333334,1.9241666666666668,2.042912916666667,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.0,14.152912916666665
2024-04-09,3.3225,2.058333333333333,1.9300000000000002,2.065412916666667,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.0,14.15124625
2024-04-10,3.3225,2.0425,1.9483333333333333,2.065412916666667,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.0,14.15374625
2024-04-11,3.32,2.0425,1.9483333333333333,2.0645795833333334,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.0,14.150412916666665
2024-04-15,3.32,2.0425,1.9683333333333335,2.0645795833333334,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.5708333333333333,14.741246250000001
2024-04-16,3.32,2.0416666666666665,1.9683333333333335,2.0645795833333334,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.5708333333333333,14.740412916666667
2024-04-17,3.32,2.045,1.9683333333333335,2.0645795833333334,1.6475,0.0,0.8641666666666667,0.7208333333333333,1.5425,0.5708333333333333,14.743746250000001
2024-04-18,3.32,2.04,1.9625,2.0645795833333334,1.6466666666666667,0.0,0.8641666666666667,0.7208333333333333,1.5708333333333335,0.5708333333333333,14.760412916666665
2024-04-19,3.32,2.0658333333333334,1.9458333333333335,2.0645795833333334,1.6466666666666667,0.0,0.8516666666666667,0.7208333333333333,1.555,0.5708333333333333,14.741246250000001
2024-04-22,3.311666666666667,2.038333333333333,1.9458333333333335,2.0645795833333334,1.6466666666666667,0.0,0.8516666666666667,0.7208333333333333,1.5699999999999998,0.5708333333333333,14.720412916666668
2024-04-24,3.311666666666667,2.038333333333333,1.9458333333333335,2.0645795833333334,1.6466666666666667,0.0,0.8591666666666666,0.7208333333333333,1.5699999999999998,0.5708333333333333,14.727912916666666
2024-04-26,3.311666666666667,2.0108333333333333,1.9483333333333333,2.0629129166666664,1.6466666666666667,0.0,0.8591666666666666,0.7208333333333333,1.5966666666666667,0.5708333333333333,14.727912916666666
2024-04-29,3.3075,2.01,1.9483333333333333,2.0629129166666664,1.6466666666666667,0.0,0.8591666666666666,0.7208333333333333,1.6008333333333333,0.5708333333333333,14.727079583333333
2024-05-02,3.3075,2.005,1.9483333333333333,2.0629129166666664,1.6466666666666667,0.0,0.8591666666666666,0.7208333333333333,1.6258333333333332,0.5708333333333333,14.747079583333333
2024-05-03,3.3075,2.005,1.9483333333333333,2.0629129166666664,1.6466666666666667,0.0,0.8591666666666666,0.7208333333333333,1.6308333333333334,0.5666666666666667,14.747912916666667
2024-05-06,3.311666666666667,2.0008333333333335,1.9483333333333333,2.0679129166666668,1.6466666666666667,0.0,0.8583333333333334,0.7208333333333333,1.6308333333333334,0.5666666666666667,14.752079583333334
2024-05-07,3.315833333333333,1.9949999999999999,1.9358333333333335,2.0679129166666668,1.6466666666666667,0.0,0.8541666666666666,0.7208333333333333,1.63,0.5666666666666667,14.732912916666665
