date,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,TOTAL_CCASS_PCT
2024-03-01,0.0,3.4895959656110103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4895959656110103
2024-03-05,9.779881459181212,3.4931900596027092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.273071518783922
2024-03-08,9.779881459181212,3.4931900596027092,0.0,0.0,0.0,0.0,0.609198931592921,0.0,0.0,0.0,13.882270450376843
2024-03-11,9.779881459181212,3.4931900596027092,0.0,0.0,0.9158377890086712,0.0,0.609198931592921,0.0,0.0,0.0,14.798108239385513
2024-03-12,9.779881459181212,3.49369631341354,0.0,0.0,0.9153315351978405,0.0,0.609198931592921,0.0,0.0,0.0,14.798108239385513
2024-03-20,9.779881459181212,3.4890753354242134,0.0,0.0,0.9153315351978405,0.0,0.6104825365899563,0.0,0.0,0.0,14.794770866393222
2024-03-21,9.779881459181212,3.4890753354242134,0.0,0.0,0.9153315351978405,0.0,0.6104825365899563,0.41378752782226663,0.0,0.0,15.208558394215487
2024-04-03,9.779881459181212,3.493953034412947,0.0,0.0,0.9153315351978405,0.0,0.6104825365899563,0.41378752782226663,0.0,0.0,15.213436093204221
2024-04-05,9.779881459181212,3.500371059398123,0.0,0.0,0.9171285821936899,0.7310497569144797,0.6053481166018153,0.41378752782226663,0.0,0.0,15.947566502111588
2024-04-08,9.779881459181212,3.500371059398123,0.0,0.0,0.9184121871907249,0.7310497569144797,0.6053481166018153,0.41404424882167373,0.0,0.0,15.949106828108029
2024-04-10,9.779881459181212,3.505505479386264,0.0,0.0,0.9184121871907249,0.7310497569144797,0.6053481166018153,0.41404424882167373,0.0,0.0,15.95424124809617
2024-04-11,9.779881459181212,3.4934395924141324,1.1181221273754511,0.0,0.9145613721996192,0.7354140139043995,0.6066317215988506,0.41404424882167373,0.0,0.0,17.06209453549534
2024-04-15,9.779881459181212,3.4975471284046455,1.1181221273754511,0.0,0.9145613721996192,0.7354140139043995,0.6081720475952929,0.41404424882167373,0.0,0.0,17.067742397482295
2024-04-17,9.779881459181212,3.500114338398716,1.117865406376044,0.0,0.9145613721996192,0.7354140139043995,0.6081720475952929,0.41404424882167373,0.0,0.0,17.070052886476958
2024-04-19,9.779881459181212,3.4983172914028664,1.117865406376044,0.0,0.9137912092013981,0.7354140139043995,0.6081720475952929,0.41404424882167373,0.0,0.0,17.06748567648289
2024-04-22,9.779881459181212,3.497033686405832,1.117865406376044,0.0,0.9135344882019912,0.7354140139043995,0.609198931592921,0.4145576908204878,0.0,0.0,17.06748567648289
2024-04-24,9.779881459181212,3.4934395924141324,1.117865406376044,0.0,0.9132777672025841,0.7354140139043995,0.609455652592328,0.4145576908204878,0.0,0.0,17.063891582491188
2024-04-25,9.779881459181212,3.4934395924141324,1.117865406376044,0.0,0.9132777672025841,0.7354140139043995,0.6097123735917351,0.4145576908204878,0.0,0.0,17.064148303490594
2024-04-26,9.779881459181212,3.49369631341354,1.117865406376044,0.0,0.9096836732108855,0.7354140139043995,0.6122795835858056,0.4145576908204878,0.0,0.0,17.063378140492375
2024-05-02,9.779881459181212,3.4934395924141324,1.117865406376044,0.0,0.9096836732108855,0.7354140139043995,0.6117661415869915,0.4145576908204878,0.0,0.0,17.062607977494153
2024-05-03,9.779881459181212,3.49189926641769,1.117865406376044,0.0,0.9148180931990263,0.7310497569144797,0.6117661415869915,0.4143009698210807,0.3861011949202144,0.0,17.44768228841674
2024-05-06,9.779881459181212,3.49189926641769,1.117865406376044,0.0,0.9148180931990263,0.7310497569144797,0.6117661415869915,0.4145576908204878,0.3861011949202144,0.0,17.447939009416146
2024-05-13,9.779881459181212,3.494466476411761,1.117865406376044,0.8578301388666526,0.9148180931990263,0.7310497569144797,0.5886612516403573,0.4143009698210807,0.41074641086329083,0.0,18.309619963273903
2024-05-14,9.779881459181212,3.494466476411761,1.118378848374858,0.8578301388666526,0.9148180931990263,0.7310497569144797,0.5891746936391714,0.4143009698210807,0.4102329688644767,0.0,18.31013340527272
2024-05-16,9.779881459181212,3.494466476411761,1.118378848374858,0.8578301388666526,0.9263705381723435,0.7310497569144797,0.5891746936391714,0.4143009698210807,0.4102329688644767,0.0,18.321685850246038
2024-05-17,9.779881459181212,3.494466476411761,1.118378848374858,0.8578301388666526,0.93972003014151,0.7307930359150727,0.5891746936391714,0.4171249008145582,0.4102329688644767,0.0,18.337602552209272
2024-05-20,9.779881459181212,3.494466476411761,1.118378848374858,0.8578301388666526,0.9469082181249071,0.7307930359150727,0.5891746936391714,0.4194353898092217,0.4102329688644767,0.0,18.34710122918733
2024-05-21,9.779881459181212,3.497033686405832,1.118378848374858,0.8578301388666526,0.9507590331160128,0.7307930359150727,0.5891746936391714,0.4222593208026992,0.4102329688644767,0.0,18.356343185165986
2024-05-22,9.779881459181212,3.494466476411761,1.118378848374858,0.8578301388666526,0.9533262431100833,0.7307930359150727,0.5994435336154533,0.42302948380092037,0.4102329688644767,0.437452582989607,18.804834771130096
2024-05-23,9.779881459181212,3.494466476411761,1.118378848374858,0.8578301388666526,0.9564068951029678,0.7307930359150727,0.5994435336154533,0.42277276280151327,0.4102329688644767,0.437452582989607,18.807658702123575
