date,KINGSTON SECURITIES LTD,GET NICE SECURITIES LTD,CHAOSHANG SECURITIES LTD,SINOMAX SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,RUISEN PORT SECURITIES LTD
2024-03-01,0.0,0.0,93.99362919898532,0.0,2.3077275351836386,3.698643265831044,0.0
2024-03-04,0.0,0.0,60.04860903451039,35.99228393940954,1.5055727981392535,2.4535342279408163,0.0
2024-03-05,0.0,0.0,60.02692786122758,36.050567702190634,1.464997101317264,2.4575073352645234,0.0
2024-03-07,89.66157540174429,0.0,6.205838675582368,3.727060759134108,0.15145762068631724,0.2540675428529261,0.0
2024-03-08,89.60098762138598,0.0,6.254693176763475,3.7249986784202473,0.16523014912700704,0.25409037430328174,0.0
2024-03-11,89.59958212591292,0.0,6.254595064642405,3.7249402474931035,0.1667961733506878,0.25408638860088806,0.0
2024-03-12,89.59748981753071,0.0,6.248532537638562,3.7264194587875896,0.17338873613419692,0.2541694499089356,0.0
2024-03-13,89.58811813090908,0.0,6.254416308781459,3.7260296840800655,0.17677002361134986,0.2546658526180451,0.0
2024-03-14,89.58822318618535,0.0,6.256395881754484,3.7272090023881446,0.17473335768090958,0.2534385719911112,0.0
2024-03-15,83.41425109813183,6.889551248319564,5.802342652006692,3.4703484070031627,0.1855853383491059,0.23792125618964854,0.0
2024-03-18,83.38196185053658,6.908795380022456,5.795227472903465,3.4690050521509606,0.20255542167096635,0.2424548227155583,0.0
2024-03-19,83.35274032261904,6.938499100672195,5.793196513237493,3.467789326042726,0.20662173751212534,0.24115299991642652,0.0
2024-03-20,83.28909212713765,6.961896674733757,5.827196036047586,3.4651413203256016,0.21570498639404928,0.2409688553613681,0.0
2024-03-21,83.29111764116216,6.9620659816500865,5.827337748089262,3.4652255893716677,0.20719855443502425,0.2470544852917966,0.0
2024-03-22,83.29800512581568,6.962641686766832,5.827819620591967,3.465512134789038,0.19894651738770674,0.2470749146487823,0.0
2024-03-25,83.27592868689881,6.960796380463689,5.861774456483813,3.4645936714135495,0.1898973722628944,0.24700943247723578,0.0
2024-03-26,83.27572620493237,6.960779455576013,5.861760203822359,3.4645852473977437,0.19014005638746828,0.24700883188404626,0.0
2024-03-27,83.27532124395341,6.960745606047572,5.86173169870738,3.4645683994890266,0.19062542109617497,0.24700763070642914,0.0
2024-03-28,83.27329649813568,6.960576363343447,5.864749981144589,3.4644841624032687,0.18989136997943387,0.24700162499357506,0.0
2024-04-02,83.26924730186236,6.960237902623676,5.864464805406793,3.4643157005199368,0.19474467514327107,0.24698961444395728,0.0
2024-04-03,83.2686399563853,6.960187136354657,5.864422031438125,3.4642904326504644,0.1930413785896883,0.24941906458177437,0.0
2024-04-08,83.26681797311085,6.960034841990822,5.864293713275836,3.4642146312535713,0.1927940348504514,0.2518448055184703,0.0
2024-04-09,83.26600822835967,6.959967157746143,5.864236684783943,3.464180942808607,0.19206280755272648,0.2535441787489165,0.0
2024-04-10,83.26155491372734,6.959594917930118,5.863923047903883,3.463995668072734,0.19229563993582235,0.2586358124301166,0.0
2024-04-11,83.2724866273768,6.948351848899096,5.864692943778259,3.464450468715908,0.19134834155936695,0.25866976967057304,0.0
2024-04-12,83.27329649813568,6.948419425444636,5.864749981144589,3.4644841624032687,0.19037764749538633,0.258672285376434,0.0
2024-04-18,83.27471380986975,6.948537687562253,5.8648497992053015,3.464543127933185,0.1886788874500773,0.25867668797943827,0.0
2024-04-22,83.34766922714397,6.954625171304309,5.782623112902686,3.467578349286692,0.18860082958082577,0.25890330978151066,0.0
2024-04-23,83.34807489207478,6.954659020451681,5.782651257749768,3.4675952264824694,0.1881150333406519,0.25890456990065047,0.0
2024-04-24,83.34848056095446,6.954692869928554,5.782679402870819,3.467612103842535,0.18762923237157655,0.25890583003205664,0.0
2024-04-26,83.35111750493023,6.954912899560087,5.782862352835985,3.4677218106876504,0.18447141080084492,0.258914021185203,0.0
