date,CHINA SECURITIES (INTERNATIONAL),CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,DAIWA CAPITAL MARKETS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,22.573818889928305,17.751736894294698,12.274808707947761,5.847314136446542,3.1535778019777174,0.785450437704112,2.20267286393483,1.792690731133635,0.0,66.3820704633676
2024-03-04,0.0,22.639527741058505,17.76585535237418,12.263204495827638,5.850505294779576,3.1853775013628662,0.7846284726789367,2.20267286393483,1.8014905919913955,0.0,66.49326231400792
2024-03-05,0.0,22.659690059617223,17.803955848835255,12.23958682970662,5.852874488087434,3.1158544424105483,0.7837098058860934,2.20267286393483,1.8027477149710758,1.721560778907983,68.18265283235706
2024-03-06,0.0,22.724576945722248,17.8801568417574,12.260542296163745,5.846637224072868,3.1027320125380418,0.786755911567626,2.20267286393483,1.7909305655585475,1.721560778907983,68.31656544022329
2024-03-07,0.0,22.94292953711591,17.91153656536557,12.199432387700286,5.851472312456253,3.021502527697175,0.798311772803916,2.20267286393483,1.7909305655585475,1.721850884210986,68.44063941684347
2024-03-08,0.0,22.76494993372351,17.956067729376546,12.200447756260797,5.862012805132032,3.0970600670572606,0.8016479837884515,2.20267286393483,1.7909308556638506,1.7218509809127536,68.39764097585002
2024-03-11,0.0,22.822149029298952,17.936485621423838,12.187091598215837,5.8621095068997,3.077664980323221,0.8076434933838488,2.20267286393483,1.7967329617239125,1.7218509809127536,68.41440103611689
2024-03-12,0.0,22.826452257960163,17.98691559326254,12.133808924230935,5.8621095068997,3.093556852119963,0.8083687566413564,2.20267286393483,1.7934451016232107,1.7218509809127536,68.42918083758546
2024-03-13,0.0,22.79913400859404,17.953553483417185,12.125395870443846,5.861625998061362,3.1827045678027632,0.8019380890914547,2.20267286393483,1.7913660136183551,1.7176928049030427,68.43608369986688
2024-03-14,0.0,22.76403126693067,17.931408778621282,12.085548746655158,5.862012805132032,3.220937448983774,0.7994721940159284,2.20267286393483,1.7993922603347743,1.7068138560404265,68.37229022064886
2024-03-15,0.0,22.786659480564907,17.95244141308901,12.104608665062463,5.868926981520273,3.273296137578611,0.7997139484350975,2.20267286393483,1.7685927473326122,1.7068138560404265,68.46372609355824
2024-03-18,0.0,22.828676398616523,17.929716497687096,12.138587828887305,5.868395121798101,3.213863231170043,0.7892701575269861,2.20267286393483,1.7685927473326122,1.7339870527550496,68.47376189970855
2024-03-19,0.0,22.90627956716985,17.95887208063891,12.092788517895135,5.875647754373178,3.2602800796505385,0.7904789296228324,2.20267286393483,1.7685875254371584,1.7339870527550496,68.58959437147747
2024-03-20,0.0,22.861264894320538,17.935325200211825,12.090350569630466,5.87593785967618,3.3310251588408732,0.7986502289907528,2.20267286393483,1.7752599474062294,1.7351474739670623,68.60563419697876
2024-03-21,37.10857807922169,22.948538239640634,18.075881219516823,12.095882394249896,5.870232455383786,3.1698294043501827,0.7938634914912017,2.20267286393483,1.7361924332684793,1.7356793336892347,105.73734991474674
2024-03-22,37.10857807922169,22.970779646204207,18.113836663326392,12.064889574414167,5.870232455383786,3.1143516002392246,0.7930898773498603,2.20267286393483,1.7361924332684793,1.7356793336892347,105.71030252703186
2024-03-25,37.10857807922169,22.941962519439233,18.089226063454966,12.148328888049775,5.872166490737141,3.138865498342986,0.791881105254014,2.20267286393483,1.7183227202176299,1.7356793336892347,105.74768356234149
2024-03-26,37.10857807922169,23.04243565604597,18.222142643114218,12.150407879352864,5.874584034928834,2.9895657052054734,0.7869009642191276,2.20267286393483,1.7183227202176299,1.7337452983358803,105.82935584457651
2024-03-27,37.10857807922169,23.09973145338908,18.183316883395637,12.110566751073772,5.882416878109916,2.9403607513595835,0.7906723331581678,2.20267286393483,1.6994449879406126,1.732294771820865,105.75005575340415
2024-03-28,37.10857807922169,23.09973145338908,18.182543269254296,12.096365709684699,5.875841157908513,2.955710803152083,0.7957008250768881,2.20267286393483,1.6994449879406126,1.7325365262400343,105.74912567580273
2024-04-02,37.10857807922169,23.203927608051025,18.18263997102196,12.07426935577263,5.87593785967618,2.9440354185309556,0.794105245910371,2.20267286393483,1.6994449879406126,1.7325365262400343,105.81814791630029
