date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,TOTAL_CCASS_PCT
2024-03-01,9.673169293367337,17.352787273444207,6.539479046490328,0.508859560818615,0.0,1.9139505793039544,2.8942222843940946,1.913680029544533,2.1691172956348854,0.0,42.965265362997954
2024-03-04,9.535339591466991,17.54562681735167,6.593214391015374,0.5036150577898344,5.713943905881965,1.8246287843462372,2.8997581487022517,1.9266664179967519,2.2118225345835274,0.0,48.75461564913461
2024-03-05,9.483638156787194,17.670454314044633,6.657646856797536,0.5014922827543756,5.713943905881965,1.7715115419638692,2.906292965968272,1.9261669415178202,2.234007614856068,0.0,48.86515458057173
2024-03-06,9.185217401726394,17.883689147508466,6.689530105369329,0.49953599987856057,5.713943905881965,2.380433723189224,2.1012617510504463,1.90876851083504,2.2482010714657044,0.0,48.61058161690514
2024-03-07,9.038787547319647,17.972221353399075,6.760747126656977,0.5189739595169777,5.713943905881965,2.457415535504539,2.0203049384236347,1.9086436417153074,2.2797065909503056,0.0,48.670744599368426
2024-03-08,9.04503100330629,17.996654077826808,6.866761009310185,0.5168511844815189,5.713319560283301,2.4659482586862858,2.0340821646341616,1.907061966198691,2.261267584269752,0.5059488616376417,49.312925670634634
2024-03-11,9.108506139170501,17.83869464136472,6.970860232127489,0.5343328612441209,5.713319560283301,2.4390268927022776,2.0638842612104065,1.9123064692274716,2.2486974262166424,0.5059488616376417,49.335577345184575
2024-03-12,9.09456242080033,17.59253598333132,7.14958956550514,0.5379956887562852,5.712487099485082,2.4690787275179886,2.102552065287686,1.9108912858704992,2.2485309340569986,0.5059488616376417,49.324172632248974
2024-03-13,9.105946322215978,17.43853073566078,6.904762844748889,0.5150197707254367,5.711862753886417,1.9740979531272833,2.769186672501579,1.909101495154328,2.1999568464809114,0.5134410088216141,49.04190640332322
2024-03-14,9.207464916558802,17.355992247517353,7.05352358939065,0.5097752676966562,5.710405947489535,1.9825699066707596,2.757032744847579,1.9204421086084673,2.2030369514343224,0.5107355112274019,49.210979191441524
2024-03-15,9.142886770136952,17.434035447350396,7.109007101591958,0.5159771006433888,5.70978160189087,1.9513097550064336,2.7463772466303737,1.9219405380452619,2.212672685173709,0.5107355112274019,49.254723757696745
2024-03-18,9.07853755043461,17.494888331700214,7.064137464567945,0.518682598237601,5.70978160189087,1.8480858647184566,2.754160755093723,1.9271017949942206,2.224993104987352,0.5128166632229498,49.133185729847945
2024-03-19,9.11418206500796,17.494805085620392,6.986593741213831,0.5232195095878953,5.70978160189087,1.869521938387799,2.697595043854732,1.8215457657800325,2.2218297539541196,0.5136907470610799,48.95276525235871
