date,SHANGHAI COMMERCIAL BANK LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD,HANG SENG BANK LTD,ABCI SECURITIES CO LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,62.132126519905505,37.8678734800945,0.0,0.0,0.0
2024-03-14,47.328750627967125,28.966206640682092,0.0,10.922082371535234,6.617664027380254,4.949895176088195,0.0,1.2154011563470983
2024-03-21,47.32931074577637,28.966549444749184,0.0,10.922211630236745,6.61655888285915,4.949953756219832,0.0,1.2154155401587141
2024-03-22,47.32987087684334,28.966892256930286,0.0,10.922340891997749,6.615453712179803,4.950012337738034,0.0,1.215429924310788
2024-04-02,40.88497297608305,25.02247703585308,13.619022213849174,9.435048182719191,5.712584219302631,4.275970268043016,0.0,1.0499251041498612
2024-04-08,40.88539095659286,25.022732848855927,13.619161445587238,9.435144640316262,5.711620288076836,4.276013982691762,0.0,1.0499358378791108
2024-04-16,40.88037575446193,25.019663437993785,13.617490852597777,9.433987279302984,5.723186162140644,4.2754894658916,0.0,1.0498070476112846
2024-04-17,40.913833694837884,24.937836006671926,13.62863588706989,9.441708387000093,5.7483311005567295,4.278988677163214,0.0,1.0506662467002608
2024-05-03,40.91425226566422,24.938091134331245,13.628775315445818,9.440781926301382,5.748389909118077,4.2790324535504345,0.0,1.0506769955888242
2024-05-08,40.914670845055056,24.938346267210804,13.627891681684664,9.44087851163605,5.748448718882724,4.279076230833376,0.0,1.0506877446973237
2024-05-09,40.90741617861413,24.941408269002867,13.629564953372538,9.44203768981938,5.749154529929303,4.279601628104983,0.0,1.0508167511568014
2024-05-14,41.032912084939355,24.888439784070698,13.600619618847787,9.421985476820495,5.736944954519331,4.270512966714692,0.0,1.048585114087643
2024-05-16,41.1221785849301,24.847816613246977,13.581206307191405,9.408536682161909,5.728756129048229,4.2644173033200214,0.0,1.0470883801013608
2024-05-21,41.25889284846642,24.930425343272056,13.626358210181847,9.43981618163686,5.415343169862432,4.27859472998118,0.0,1.050569516599208
2024-05-22,41.2593149105747,24.930680371634534,13.626497602421372,9.438889786877569,5.4153985666750355,4.278638498308141,0.0,1.050580263508649
2024-05-23,41.28000653712899,24.94318315625692,13.63333131743199,9.308524926094734,5.503062687712049,4.280784243824267,0.0,1.051107131551052
2024-05-24,41.28042903131933,24.943438445702252,13.633470852372989,9.308620197341806,5.502095526842445,4.280828056958636,0.0,1.051117889462539
2024-05-27,41.23822237769632,24.917935341898612,13.619531482181149,9.299102716114097,5.598713716521937,4.276451178344253,0.0,1.0500431872436295
2024-05-28,41.249609666239415,24.924816039059547,13.623292302261824,9.176898713143496,5.697418085801909,4.27763205328746,0.0,1.0503331402063527
2024-05-30,41.61620008274355,24.950229147984388,13.637182483463153,8.673767582077353,5.789223166841591,4.281993486853921,0.0,1.0514040500360424
2024-05-31,41.61620008274355,24.950229147984388,13.38226563004643,8.928684435494077,5.789223166841591,4.281993486853921,0.0,1.0514040500360424
2024-06-06,41.72444299116603,24.904845118829808,13.357923523611007,8.912443315128844,5.776648870937916,4.27420461581412,0.0,1.0494915645122798
2024-06-11,41.72486937771367,24.90509962410701,13.358060029660857,8.912534392340756,5.7756859924303905,4.274248294368449,0.0,1.049502289378878
2024-06-12,41.72529577297597,24.9053541345859,13.358196538500671,8.91262547141414,5.774723094243147,4.274291973815498,0.0,1.0495130144646754
2024-06-13,41.69717236641039,24.888567593304142,13.349192935643567,8.906618242824003,5.838232189195835,4.271411043944716,0.0,1.0488056286773524
2024-06-17,41.81203483596022,24.804544910660912,13.385965723342725,8.931153147918252,5.731429201918773,4.283177425047458,0.0,1.051694755151662
2024-06-20,41.82060007564023,24.809626147992386,13.38870785261767,8.932982704112561,5.712118185214007,4.284054838485514,0.0,1.0519101959376325
2024-06-24,41.839538174867805,24.808101558218034,13.387885095879536,8.932433758553932,5.6964042813350515,4.283791576711211,0.0,1.0518455544344234
2024-06-27,41.23055972417661,25.574515268056285,12.613673601561942,9.208389565922431,5.8723872088376305,4.416133690305692,0.0,1.0843409411394132
2024-06-28,41.11249012247164,25.501278987692956,12.577552544071189,9.182020026055255,6.141935083667356,4.403487460194376,0.0,1.0812357758472322
2024-07-03,41.11162446795989,25.502847614496417,12.577287714208682,9.181826691692905,6.141805760588161,4.403394741442095,0.0,1.0812130096118415
2024-07-05,41.13327677271872,25.51417254304782,12.583911808249034,9.186662494518604,6.094480045977544,4.405713882224028,0.0,1.0817824532642462
2024-07-18,41.11725187399099,25.50423260966047,12.57900930769115,9.183083510599236,6.131064207641908,4.403997483134888,0.0,1.0813610072813553
2024-07-19,41.118550724938316,25.50503826167212,12.579406665428133,9.183373594594965,6.128098986217303,4.404136600805507,0.0,1.0813951663436634
2024-08-01,41.118550724938316,25.507144191888948,12.579406665428133,9.183373594594965,6.12599305600047,4.404136600805507,0.0,1.0813951663436634
2024-08-05,41.11681894190971,25.50606991182215,12.578876860690638,9.182986820006466,6.129946731633141,4.40395111253108,0.0,1.08134962140681
2024-08-07,41.12547931610419,25.511442217252174,12.581526330746037,9.184921018811986,6.110175022442599,4.404878710179687,0.0,1.081577384463326
2024-08-08,41.10080686156159,25.49824213079701,12.573978281662257,9.179410698930429,6.104404316900096,4.402236086396332,0.0,1.1409216237522872
2024-08-09,41.00112084587217,25.488896518700066,12.543481318415623,9.157146929704794,6.279641067881372,4.391558890275703,0.0,1.1381544291502728
2024-08-12,40.46200642697297,25.54437822953454,12.379586085856813,9.088549301139363,6.464398788661284,4.333815280580433,0.0,1.7272658872545996
2024-08-13,40.46242567932804,25.544642910940073,12.378678195513986,9.088643473327924,6.464465770372168,4.333860185972511,0.0,1.7272837845452935
2024-08-14,40.313302658977705,25.553733347441348,12.333056959281404,9.05514755846678,6.6130426780369485,4.410798864299463,0.0,1.72091793349635
2024-08-15,40.20538757289902,25.485328301167954,12.300042474841048,9.07517971706059,6.595340157460072,4.398991552377064,0.0,1.9397302241942562
2024-08-16,40.222366565174596,25.496090918281926,12.306266877030872,9.0264814280437,6.607395552156779,4.400849274640098,0.0,1.94054938467203
2024-08-19,40.07541580530517,25.96840711509668,12.260280185296248,9.007871084544696,6.36979518930502,4.3847709530442955,0.0,1.9334596674078897
2024-08-20,40.0774722855662,27.88893030201179,12.260909324724727,9.008333325764333,6.370122056982135,2.460673821563212,0.0,1.9335588833876025
2024-08-21,40.07089229153176,28.015696935304913,12.143969002218133,9.006854320823066,6.369076198480007,2.460269823552778,0.0,1.9332414280893422
2024-08-26,39.943830026292645,28.438302344492953,12.10546124453734,8.978294155395346,6.1545325239582045,2.452468463537989,0.0,1.9271112417855285
2024-08-27,39.98063598157313,28.770630394404606,12.116615734853436,8.986567140058085,5.76193551152416,2.4547282729888193,0.0,1.9288869645977627
2024-08-28,39.898529238770514,28.916911497408933,12.091732292473024,8.968111761879827,5.750102439201148,2.4496870889753013,0.0,1.9249256812912503
2024-08-29,39.87204942150239,29.040666202646108,12.083707263288522,8.962159814145775,5.756496663427692,2.3612724865113237,0.0,1.9236481484781913
2024-08-30,39.87204942150239,29.050876649294082,12.083707263288522,8.962159814145775,5.746286216779718,2.3612724865113237,0.0,1.9236481484781913
2024-09-02,39.78733075749709,29.297063691474705,12.05895866511838,8.943804446281913,5.636697735457945,2.3564363726709607,0.0,1.9197083314990049
2024-09-03,39.85281805669643,29.283039805658,12.017539996179837,8.938504770215879,5.633999567264103,2.3553083963326946,0.0,1.918789407653058
2024-09-12,39.79971766791601,29.854287939821262,12.10527276421874,8.345825928548917,5.6264927564035805,2.352170154229837,0.0,1.9162327888616548
2024-09-19,39.79971766791601,29.854287939821262,12.255804851666468,8.345825928548917,5.4759606689558495,2.352170154229837,0.0,1.9162327888616548
2024-09-20,39.85687734300576,29.897164158514933,12.27340642937438,8.357812061275082,5.340206857297813,2.355548300851213,0.0,1.9189848496808186
2024-09-30,39.856471377163224,29.896859638235213,12.273281417478964,8.357726932021576,5.341171023214454,2.3555243082001485,0.0,1.9189653036864194
2024-10-02,39.928093178066234,30.102905507515988,12.362995417862294,8.415327467052933,4.886729505217625,2.371758322727694,0.0,1.932190601557238
