date,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,CITIBANK N.A.,CMB WING LUNG BANK LTD,CHINA CONSTRUCTION BANK (ASIA),CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,7.2527359863991485,0.0,45.06366178207108,18.816071609487725,0.0,10.171221305742582,11.330333755316751,3.2800317980753375,3.9125549398831003,0.17338882302427674
2024-03-04,7.267881121982467,0.0,45.05679014492375,18.81529845436981,0.0,10.185748775768946,11.318437235021914,3.2746145153375794,3.910634073901435,0.1705956786940984
2024-03-05,7.259169955352814,0.0,45.07641615414822,18.823344691141198,0.0,10.215820571008765,11.267451758892383,3.2792292044628732,3.9084869234977213,0.17008074149602972
2024-03-06,7.282207093357151,0.0,44.9892720173869,18.830732653006137,0.0,10.228470330926246,11.306604816712962,3.279555116848794,3.9087332251129454,0.17442474664886054
2024-03-07,7.207029232248921,0.0,44.97881576184691,18.828651323249147,0.0,10.263910286253505,11.362158629405435,3.2841614497877076,3.9083011992898675,0.1669721179185105
2024-03-08,7.185701781536678,0.0,45.016857271231295,18.821146347592848,0.0,10.25362054803567,11.36295419667807,3.2842431189333956,3.906743376328755,0.16873335966328704
2024-03-11,4.388169998107254,37.602348146286715,28.13237996206045,11.750396347035824,0.0,6.4028590590134105,7.136150082054768,2.0457392822026566,2.4377541743855113,0.10420294885340214
2024-03-12,3.9441148855972767,33.92375238308062,25.403604853081042,10.600756281237318,9.743465652163987,5.763001497723103,6.502439287101263,1.8274085331686285,2.197436210303628,0.09402041654313746
2024-03-13,3.981752553940094,33.911938586440066,25.363009053624047,10.601874726137568,9.740072533369553,5.770256818904197,6.5016290611097665,1.8231925284759458,2.203695962718156,0.10257817528060793
2024-03-14,3.96469389600032,33.89946297258689,25.361449531707535,10.597328488414176,9.728066958521579,5.855211839590459,6.466070529909686,1.8179531314514472,2.204991940726143,0.1047707110917679
2024-03-15,3.897492486420193,33.90964849369521,25.327326322089277,10.597085725300845,9.725466611015458,5.993547735457414,6.407794860096133,1.8169598102244735,2.205015879201621,0.11966207649937768
2024-03-18,3.7788600813900315,33.97474225535981,25.389289815601785,10.613916931394444,9.74118067829953,5.957089050642187,6.440368595499467,1.8200747855829795,2.183177700176014,0.10130010605376025
2024-03-19,3.906153152136519,33.64470091496376,25.443749310306295,10.657206356796385,9.773274606850299,6.007189626463473,6.466670052716096,1.823249873628714,2.1777196790292574,0.10008642710919956
2024-03-20,3.8726357897006634,33.63631473953283,25.41604683946355,10.645751625471052,9.770707931446239,6.106425326588822,6.4571027492311766,1.8238727104374222,2.1710773795265386,0.10006490860170153
2024-03-21,3.8343056813284973,33.60932854285213,25.514139061423556,10.635029556147598,9.762471657458681,6.073540393134023,6.497313875220029,1.8132906408549339,2.163776012324317,0.09680457925622753
2024-03-22,3.7559164147517263,33.56197242441053,25.492374587541565,10.62335372727733,9.744286056562936,6.248487882627673,6.5123314175479505,1.804245749940726,2.1603965431164616,0.09663519622310403
2024-03-25,3.812901906618095,33.49031491201732,25.419548824142918,10.602216306384701,9.723481221554096,6.3643304372689835,6.540033488846513,1.7998563941887753,2.153120574395815,0.09419593458278105
2024-03-26,3.7867749402341944,33.473882670812976,25.40898002837464,10.59681292901499,9.718777442431445,6.463193004984068,6.512441174107806,1.7951927366896623,2.149782381960723,0.09416269138949313
2024-03-27,3.6700593281639673,33.47452034298513,25.419361970085774,10.596276569393158,9.71896258360504,6.539353532748033,6.535316056160262,1.7995668161343263,2.147138872311139,0.09944392841316928
2024-03-28,3.5823788397908647,33.46557155941074,25.48074242740342,10.593756957685851,9.715917110871924,6.573500449232415,6.5469205937912625,1.8012774608867193,2.1456255643492255,0.09430903657757969
2024-04-02,3.575741048243003,33.4762708164201,25.462953804551542,10.596987279270905,9.719202354207335,6.554147606317848,6.568969254968679,1.8052874009046098,2.147407753868853,0.09303268124712476
2024-04-03,3.520028826923078,33.476078726821065,25.483368192107232,10.596904101321492,9.71914658462376,6.523349098067145,6.632466802434019,1.807894514963292,2.147731005320978,0.09303214741793765
2024-04-05,3.532800979155068,33.459518797473805,25.403778675147056,10.591863274741835,9.714338722207419,6.499416310980553,6.7574233068519725,1.7977981713519455,2.1485468485946146,0.09451491349573898
2024-04-08,3.521263318729441,33.41076651042383,25.47153257277103,10.575626565232717,9.700184417336738,6.50832219320643,6.78153814494372,1.7925663181854667,2.1453493185472556,0.09285064062338014
2024-04-09,3.5069052598191903,33.41245238256476,25.478467087423528,10.5761602002271,9.70067387844102,6.508650596299676,6.781880334226556,1.7937732213521431,2.148181713876971,0.09285532576905751
2024-04-10,3.4630852136098498,33.3950380653879,25.374852915800794,10.57064798561528,9.695439421427729,6.500861808033492,6.81531960688401,1.7982301385197432,2.147062097834106,0.23946274688710045
2024-04-11,3.4510869309571772,33.39056876830663,25.367421339947242,10.559504216890465,9.695703878710631,6.4516587593560635,6.897305569833659,1.8001880519959015,2.1446325698101543,0.24192991419208107
2024-04-12,3.461962164478359,33.36544919183415,25.33530936995763,10.549085311696995,9.688409843777421,6.4346084006738575,6.953279160929707,1.8017324706309215,2.142283350418102,0.2678807356028526
2024-04-15,3.467071293326894,33.387727619955925,25.383808320516998,10.556262911524543,9.694878887280415,6.416837767771291,7.020798612765305,1.7856433016196653,2.1437137734093934,0.14325751182956925
2024-04-16,3.489686201612119,33.381835954635996,25.35346842077948,10.554110120644076,9.691606508742336,6.41197990642496,7.063775319301231,1.7943185622152598,2.1442278326855435,0.11499117295899622
2024-04-17,3.48267313814766,33.4161801150357,25.336452972479933,10.55753554068189,9.694623573362273,6.385009906707616,7.079881154678132,1.8031463429242316,2.1498642388024005,0.09463301718017017
2024-04-18,3.4476423846481885,32.31106475595358,25.334370761473224,10.561022660815732,9.697937291702063,6.383078382534044,7.101551380033083,1.802536471553568,2.1518020999442653,1.208993811342255
