date,CHINA SECURITIES DEPOSITORY AND CLEARING,GF SECURITIES (HONG KONG) BROKERAGE LTD,FORTUNE ORIGIN SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB WING LUNG BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,XIN YONGAN INTERNATIONAL SECURITIES,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.5807505182513459,0.19497108580733635,0.0,0.0,0.0,0.0,0.7757216040586823
2024-03-04,0.0,0.0,0.26322064662867306,0.5807505182513459,0.19593916468423475,0.0,0.0,0.0,0.0,1.0399103295642538
2024-03-05,0.0,0.0,0.2618653362010153,0.5807505182513459,0.197584898774962,0.0,0.0,0.0,0.0,1.0402007532273232
2024-03-06,0.0,0.0,0.2618653362010153,0.5768782027437523,0.2031997562609727,0.0,0.0,0.0,0.021200927404074806,1.0631442226098151
2024-03-07,0.0,0.0,0.2618653362010153,0.5730058872361588,0.20678164810549673,0.0,0.0,0.0,0.020136040639486576,1.0617889121821573
2024-03-08,0.0,0.0,0.2618653362010153,0.5701016506054636,0.21016992417464114,0.0,0.0,0.0,0.020136040639486576,1.0622729516206066
2024-03-11,0.0,0.0,0.2618653362010153,0.5614857486010679,0.2164624368744807,0.0,0.007938246790566823,0.0,0.020039232751796733,1.0677910012189273
2024-03-12,0.0,0.0,0.2618653362010153,0.5595495908472712,0.21936667350517586,0.0,0.007938246790566823,0.0,0.019845616976417055,1.068565464320446
2024-03-13,0.0,1.0389422506873554,0.2643823412809511,0.556645354216576,0.21936667350517586,0.0,0.007938246790566823,0.0,0.019845616976417055,2.1071204834570425
2024-03-14,0.0,1.0389422506873554,0.2630270308532934,0.556645354216576,0.21936667350517586,0.0,0.008809517779775376,0.0,0.019845616976417055,2.106636444018593
2024-03-15,0.0,1.0389422506873554,0.26496318860709017,0.5537411175858808,0.21917305772979617,0.0,0.008809517779775376,0.0,0.019845616976417055,2.105474749366315
2024-03-18,0.0,1.0389422506873554,0.26718977002395644,0.5498688020782871,0.21985071294362504,0.003001044518385018,0.008809517779775376,0.0,0.02081369585331545,2.1084757938847
2024-03-19,0.0,1.0393294822381147,0.27212697229613825,0.5450284076937952,0.21985071294362504,0.003001044518385018,0.008809517779775376,0.0,0.020523272190245932,2.1086694096600795
2024-03-20,0.0,1.0393294822381147,0.2757088641406623,0.5421241710631001,0.21985071294362504,0.003001044518385018,0.008809517779775376,0.0,0.019845616976417055,2.1086694096600795
2024-03-21,0.0,1.0393294822381147,0.278903524434427,0.5392199344324049,0.21985071294362504,0.003001044518385018,0.008809517779775376,0.0,0.019845616976417055,2.108959833323149
2024-03-22,0.0,1.0394262901258045,0.27774182978214895,0.5392199344324049,0.2210124075959031,0.003001044518385018,0.008809517779775376,0.0,0.019845616976417055,2.109056641210839
2024-03-25,0.0,1.0394262901258045,0.27822586922059817,0.5392199344324049,0.2210124075959031,0.003001044518385018,0.008809517779775376,0.0,0.019845616976417055,2.1095406806492885
2024-03-26,0.0,1.0394262901258045,0.28113010585129333,0.5392199344324049,0.22004432871900473,0.003001044518385018,0.006873360025978591,0.0,0.019845616976417055,2.1095406806492885
2024-03-27,0.0,1.039813521676564,0.2840343424819885,0.537283776678608,0.21965709716824539,0.003001044518385018,0.006873360025978591,0.0,0.019167961762588184,2.1098311043123577
2024-03-28,0.0,1.0399103295642538,0.2852928450219564,0.537283776678608,0.21859221040365714,0.003001044518385018,0.006873360025978591,0.0,0.018974345987208503,2.1099279122000474
2024-04-02,0.0,1.0399103295642538,0.28500242135888687,0.537283776678608,0.21830178674058762,0.003001044518385018,0.006873360025978591,0.0,0.018974345987208503,2.1093470648739086
2024-04-03,0.0,1.0399103295642538,0.2859705002357853,0.537283776678608,0.21733370786368922,0.003001044518385018,0.006873360025978591,0.0,0.018974345987208503,2.1093470648739086
2024-04-05,0.0,1.0399103295642538,0.28635773178654467,0.537283776678608,0.216268821099101,0.003001044518385018,0.006873360025978591,0.0,0.018974345987208503,2.1086694096600795
2024-04-08,0.0,1.0399103295642538,0.28829388954034146,0.537283776678608,0.21423585545761437,0.003001044518385018,0.006873360025978591,0.0,0.018974345987208503,2.10857260177239
2024-04-09,0.0,1.0399103295642538,0.2902300472941382,0.537283776678608,0.2122996977038176,0.003001044518385018,0.006873360025978591,0.0,0.018877538099518663,2.1084757938847
2024-04-10,0.0,1.0399103295642538,0.2916821656094858,0.537283776678608,0.21075077150078014,0.003001044518385018,0.006873360025978591,0.0,0.018780730211828824,2.10828217810932
2024-04-11,0.0,1.0399103295642538,0.2934247075879029,0.537283776678608,0.20997630839926143,0.003001044518385018,0.006873360025978591,0.0,0.018780730211828824,2.109250256986219
2024-04-12,0.0,1.0399103295642538,0.2943927864648013,0.537283776678608,0.20997630839926143,0.003001044518385018,0.006873360025978591,0.0,0.018780730211828824,2.110218335863117
2024-04-15,0.0,1.0399103295642538,0.2988459492985339,0.5353476189248113,0.20852419008391385,0.003001044518385018,0.006873360025978591,0.0,0.018780730211828824,2.1112832226277054
2024-04-16,0.0,1.0399103295642538,0.300007643950812,0.5353476189248113,0.20745930331932563,0.003001044518385018,0.006873360025978591,0.0,0.018780730211828824,2.111380030515395
2024-04-17,0.0,1.0399103295642538,0.30126614649077993,0.5353476189248113,0.20745930331932563,0.003001044518385018,0.006873360025978591,0.0,0.01781265133493043,2.1116704541784643
