date,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,SHANGHAI COMMERCIAL BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,WOCOM SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-18,0.0,24.24099880441387,48.0841222241822,0.0,0.0,18.423786284079107,9.251092687324828,0.0
2024-03-20,46.09795386777256,14.129851138453805,27.662199677828426,0.0,0.0,6.443431469993488,5.66656384595172,0.0
2024-03-21,46.65860193779607,13.982883178256888,27.374478524832956,0.0,0.0,6.376411798622966,5.60762456049112,0.0
2024-03-25,46.53234262777509,13.945045156780282,27.300402521112627,0.0,0.0,6.3591570734347345,5.863052620897272,0.0
2024-04-05,46.35087282641898,13.992374789288503,27.393060379450397,0.0,0.0,6.380740120600514,5.882951884241608,0.0
2024-04-11,46.32990693308908,13.98604561748708,27.42590268118646,0.0,0.0,6.377853920005427,5.8802908482319545,0.0
2024-04-19,38.27004810611368,11.552940077530241,22.542618280323197,17.508757180888328,0.0,5.268320022418383,4.857316332726168,0.0
2024-04-22,38.2986679130638,11.561579808366442,22.484692685206824,17.52185089974293,0.0,5.27225987380229,4.860948819817715,0.0
2024-04-30,37.719421429574496,11.578898094836868,22.44347703974161,17.548097177362727,0.0,5.841876140991434,4.868230117492862,0.0
2024-05-06,37.76523807303083,11.53569929580749,22.546285501095927,17.48262836356853,0.0,5.820081145362123,4.850067621135103,0.0
2024-05-21,37.25102350614103,11.341828050968306,23.637701826210957,17.244583467500803,0.0,5.74083444500667,4.784028704172226,0.0
2024-05-22,37.22362675247069,11.333486554814986,23.69386347965985,17.231900712479888,0.0,5.73661227304068,4.780510227533901,0.0
2024-05-23,37.31969215171206,11.362735609935942,23.49693534264252,17.276372183049908,0.0,5.751417115996129,4.7928475966634405,0.0
2024-05-27,36.49216836852562,11.392136025504781,24.223074435152242,17.321073788291827,0.0,5.766298572286652,4.805248810238876,0.0
2024-05-31,36.532679587399976,11.404782829918128,24.13895184791156,17.340302511679543,0.0,5.772699939867709,4.810583283223091,0.0
2024-06-03,36.54620332238212,11.401601036509184,24.11827310166119,17.346721576974687,0.0,5.774836888621535,4.812364073851279,0.0
2024-06-04,36.5597370735546,11.405823265287228,24.090172661204463,17.353145396472712,0.0,5.776975420080544,4.814146183400454,0.0
2024-06-12,36.58005650502524,11.393636237321106,24.066509193645498,17.36279005141031,0.0,5.780186188689732,4.81682182390811,0.0
2024-06-26,36.56650770869022,11.389416176674846,24.094634010833836,17.356359090698646,0.0,5.7780452798740685,4.81503773322839,0.0
2024-07-12,36.52592147250613,11.376774730610924,24.06789067196966,17.337094760209038,0.0,5.882624982657355,4.809693382046895,0.0
2024-07-25,36.3778729676201,11.330661876468149,24.11772834047257,17.26682326931049,0.0,5.858781262954263,5.048132283174428,0.0
2024-08-09,36.404701544134596,11.339018206960128,24.061765383728968,17.279557501728508,0.0,5.863102097257433,5.051855266190366,0.0
2024-08-26,36.36447350246328,11.326488328191905,24.035176573507066,17.260463188912933,0.0,5.967125558266955,5.046272848657858,0.0
2024-09-17,36.207102056534055,11.277471645869053,24.36392309314458,17.185766547168253,0.0,5.941302135384672,5.0244345218993836,0.0
2024-09-23,36.233679246148625,11.212346426638039,24.381807004505124,17.198381458339068,0.0,5.945663244240139,5.028122620129006,0.0
2024-10-04,39.030766666374234,10.720520761139428,23.31230754384272,16.44398045391141,0.0,5.684858799687683,4.807565775044523,0.0
2024-10-07,41.62076244459956,10.276939120489121,22.684114476019072,15.763579940625869,0.0,5.045960288292531,4.608643729973845,0.0
2024-10-08,41.25988978465489,10.187832959557138,23.35448156269019,15.626901881664402,0.0,5.0022093091115245,4.568684502321859,0.0
2024-10-09,39.18230976905476,9.674839874274586,22.685203512077713,14.840032618936402,0.0,9.278978995621777,4.338635230034757,0.0
2024-10-10,39.25690307534882,9.693258346752124,22.76011961893279,14.868284325001785,0.0,9.074539728874328,4.34689490509015,0.0
