date,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CHIEF SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD
2024-04-23,99.39991863303499,0.0,0.0,0.14239218877135884,0.0,0.0,0.0,0.26444263628966636,0.193246541903987
2024-04-25,99.39955220842663,0.0,0.0,0.14247913698351314,0.0,0.0,0.0,0.2646041115408101,0.19336454304905354
2024-04-26,99.39912414706183,0.0,0.0,0.14258071086668703,0.0,0.0,0.0,0.26479274875241876,0.19350239331907526
2024-04-30,99.44948516668366,0.0,0.0,0.09175247221939035,0.0,0.0,0.0,0.26506269752268324,0.19369966357426854
2024-05-02,99.44937289691038,0.0,0.0,0.09177118384827164,0.0,0.0,0.0,0.2651167533394514,0.1937391659019068
2024-05-08,99.44909202203633,0.0,0.0,0.09181799632728015,0.0,0.0,0.0,0.2652519893899204,0.19383799224648032
2024-05-13,99.439176098705,0.0,0.0,0.10196798205363516,0.0,0.0,0.0,0.2651167533394514,0.1937391659019068
2024-05-17,99.47996329152646,0.0,0.0,0.10196798205363516,0.0,0.0,0.0,0.2651167533394514,0.15295197308045275
2024-05-20,99.47932618683002,0.0,0.0,0.10209290454313426,0.0,0.0,0.0,0.265441551812149,0.1531393568147014
2024-05-22,99.470737913486,0.0,0.0,0.1119592875318066,0.0,0.0,0.0,0.26463104325699743,0.15267175572519084
2024-05-23,99.47111472742066,0.0,0.0,0.11187957689178193,0.0,0.0,0.0,0.26444263628966636,0.15256305939788448
2024-05-24,99.470737913486,0.0,0.0,0.1119592875318066,0.0,0.0,0.0,0.26463104325699743,0.15267175572519084
2024-05-30,99.47089947089947,0.0,0.0,0.11192511192511193,0.0,0.0,0.0,0.26455026455026454,0.15262515262515264
2024-06-03,99.47100712105798,0.0,0.0,0.11190233977619532,0.0,0.0,0.0,0.2644964394710071,0.1525940996948118
2024-06-04,99.470737913486,0.0,0.0,0.1119592875318066,0.0,0.0,0.0,0.26463104325699743,0.15267175572519084
2024-06-11,99.47046843177189,0.0,0.0,0.1120162932790224,0.0,0.0,0.0,0.26476578411405294,0.15274949083503053
2024-06-14,99.47030661098096,0.0,0.0,0.11205052460018336,0.0,0.0,0.0,0.2648466945095243,0.15279616990934095
2024-06-20,99.47025264873676,0.0,0.0,0.11206193969030154,0.0,0.0,0.0,0.26487367563162184,0.1528117359413203
2024-06-21,99.47041450249516,0.0,0.0,0.1120277013952541,0.0,0.0,0.0,0.26479274875241876,0.15276504735716467
2024-06-24,99.47030661098096,0.0,0.0,0.11205052460018336,0.0,0.0,0.0,0.2648466945095243,0.15279616990934095
2024-06-25,99.09210128114597,0.2824573791990316,0.0,0.21184303439927368,0.0,0.0,0.0,0.26228185211338645,0.15131645314233833
2024-06-26,99.08284928156526,0.2853357790685825,0.0,0.21400183430143688,0.0,0.0,0.0,0.26495465199225515,0.1528584530724549
2024-06-27,99.08275580921321,0.2853648593558908,0.0,0.21402364451691805,0.0,0.0,0.0,0.26498165511618427,0.15287403179779863
2024-06-28,99.05121403795144,0.28565598857376046,0.0,0.21424199143032036,0.0,0.03060599877576005,0.0,0.2652519893899204,0.15302999387880023
2024-07-02,99.05179445350734,0.28548123980424145,0.0,0.2141109298531811,0.0,0.03058727569331158,0.0,0.26508972267536707,0.15293637846655792
2024-07-03,99.0514075887393,0.28559771521827826,0.0,0.21419828641370867,0.0,0.03059975520195838,0.0,0.2651978784169727,0.15299877600979192
2024-07-05,99.04120767033864,0.28559771521827826,0.0,0.21419828641370867,0.0,0.03059975520195838,0.0,0.2753977968176255,0.15299877600979192
2024-07-10,98.68421052631578,0.6017951856385149,0.0,0.25499796001631986,0.0,0.03059975520195838,0.0,0.2753977968176255,0.15299877600979192
2024-07-11,98.6824634868757,0.6025942191808804,0.0,0.2553365335512205,0.0,0.03064038402614646,0.0,0.27576345623531817,0.1532019201307323
2024-07-12,98.68286706146621,0.6024096385542169,0.0,0.2552583214212783,0.0,0.030630998570553403,0.0,0.2756789871349806,0.153154992852767
2024-07-15,98.71073365394454,0.6037040826767626,0.0,0.22510999693031825,0.0,0.030696817763225213,0.0,0.2762713598690269,0.15348408881612607
2024-07-16,98.7102057528918,0.6039512744395537,0.0,0.22520217013000304,0.0,0.03070938683590951,0.0,0.27638448152318557,0.15354693417954754
2024-07-17,98.71126112304388,0.6034570931778664,0.0,0.22501789915106885,0.0,0.03068425897514575,0.0,0.27615833077631174,0.15342129487572875
2024-07-19,98.75306623058054,0.6030253475061325,0.0,0.1839738348323794,0.0,0.030662305805396566,0.0,0.2759607522485691,0.15331152902698283
2024-07-22,98.7538304392237,0.6026557711950971,0.0,0.18386108273748722,0.0,0.030643513789581203,0.0,0.27579162410623087,0.15321756894790603
2024-07-23,98.75395771627005,0.6025942191808804,0.0,0.18384230415687877,0.0,0.03064038402614646,0.0,0.27576345623531817,0.1532019201307323
2024-07-25,98.75217346834407,0.6034570931778664,0.0,0.18410555385087451,0.0,0.03068425897514575,0.0,0.27615833077631174,0.15342129487572875
2024-07-26,98.7520458265139,0.603518821603928,0.0,0.18412438625204583,0.0,0.030687397708674305,0.0,0.27618657937806873,0.1534369885433715
2024-07-29,98.96770237121831,0.3883892068683565,0.0,0.1839738348323794,0.0,0.030662305805396566,0.0,0.2759607522485691,0.15331152902698283
2024-07-30,98.81159717242086,0.38930437455178774,0.0,0.18440733531400472,0.15367277942833726,0.030734555885667453,0.0,0.2766110029710071,0.15367277942833726
2024-07-31,98.83256528417819,0.3891449052739375,0.0,0.18433179723502305,0.13312852022529442,0.030721966205837174,0.0,0.2764976958525346,0.15360983102918588
2024-08-01,98.73106835857553,0.3888661481784691,0.0,0.28653295128939826,0.13303315595579204,0.030699959066721242,0.0,0.2762996316004912,0.15349979533360622
2024-08-02,98.7208350388866,0.39909946786737616,0.0,0.28653295128939826,0.13303315595579204,0.030699959066721242,0.0,0.2762996316004912,0.15349979533360622
2024-08-05,98.5887309110058,0.46340179041600843,0.0,0.2948920484465508,0.1790416008425487,0.0315955766192733,0.0,0.2843601895734597,0.1579778830963665
2024-08-06,97.52903907074973,0.46462513199577615,0.0,1.3938753959873282,0.13727560718057022,0.031678986272439286,0.0,0.28511087645195354,0.15839493136219643
2024-08-07,97.67936981051734,0.25548222269533744,0.0,1.447732595273579,0.13838620395997445,0.03193527783691718,0.0,0.2874175005322546,0.1596763891845859
2024-08-08,97.4687600128164,0.25632809996795897,0.0,1.4738865748157641,0.13884438748264444,0.21360674997329918,0.0,0.28836911246395386,0.16020506247997437
2024-08-09,97.44510135135135,0.2533783783783784,0.0,1.509712837837838,0.13724662162162163,0.21114864864864866,0.0,0.28505067567567566,0.15836148648648649
2024-08-12,97.50844594594594,0.1900337837837838,0.0,1.509712837837838,0.13724662162162163,0.21114864864864866,0.0,0.28505067567567566,0.15836148648648649
2024-08-13,97.47650723260479,0.19005384859043395,0.0,1.4676380530039068,0.21117094287825994,0.21117094287825994,0.0,0.2850807728856509,0.15837820715869497
2024-08-14,98.5705209656925,0.1905972045743329,0.0,0.4129606099110546,0.16941973739940702,0.21177467174925876,0.0,0.28589580686149935,0.1588310038119441
2024-08-16,98.51252324182434,0.19687192387618943,0.043749316416930986,0.42655583506507716,0.1421852783550257,0.21874658208465492,0.0,0.29530788581428413,0.1640599365634912
2024-08-19,98.60769860769861,0.18427518427518427,0.040950040950040956,0.39926289926289926,0.13308763308763308,0.20475020475020475,0.0,0.2764127764127764,0.15356265356265356
2024-08-20,98.6478180700676,0.18438844499078058,0.04097520999795124,0.35853308748207335,0.13316943249334154,0.2048760499897562,0.0,0.27658266748617083,0.15365703749231713
2024-08-23,98.06458290209066,0.18629683295383978,0.04139929621196439,0.9314841647691989,0.1345477126888843,0.20699648105982196,0.0,0.27944524943075966,0.15524736079486648
2024-08-26,98.04434218782681,0.18824513700062748,0.04183225266680611,0.9412256850031374,0.13595482116711985,0.2091612633340305,0.0,0.2823677055009412,0.1568709475005229
2024-08-27,98.03408972079892,0.1882254522639339,0.041827878280874205,0.9515842308898881,0.13594060441284114,0.20913939140437102,0.0,0.28233817839590086,0.15685454355327824
2024-08-29,98.05443444064991,0.18627755355479667,0.04139501190106592,0.9417365207492497,0.13453378867846424,0.2069750595053296,0.0,0.279416330332195,0.1552312946289972
2024-08-30,98.1773499897604,0.18431292238378047,0.040958427196395655,0.829408150727012,0.1331148883882859,0.20479213598197826,0.0,0.2764693835756707,0.15359410198648374
2024-09-02,98.17884182525066,0.1841620626151013,0.04092490280335584,0.8287292817679558,0.13300593411090647,0.20462451401677922,0.0,0.2762430939226519,0.1534683855125844
2024-09-09,96.6768359119634,0.19612115929396384,0.043582479843103074,2.004794072782741,0.141643059490085,0.47940727827413376,0.0,0.29418173894094574,0.1634342994116365
2024-09-10,97.74460666811942,0.19612115929396384,0.043582479843103074,0.9261276966659402,0.141643059490085,0.47940727827413376,0.0,0.29418173894094574,0.1743299193724123
2024-09-11,97.26519938984528,0.19612115929396384,0.043582479843103074,1.405534974940074,0.141643059490085,0.47940727827413376,0.0,0.29418173894094574,0.1743299193724123
2024-09-12,97.32352313926211,0.19193857965451055,0.04265301770100234,1.3755598208573256,0.13862230752825763,0.46918319471102576,0.0,0.28790786948176583,0.17061207080400936
2024-09-13,97.37941115055335,0.18793067446230946,0.04176237210273544,1.3468365003132179,0.13572770933389017,0.45938609313008977,0.0,0.2818960116934642,0.16704948841094175
2024-09-16,97.40648894399669,0.18598884066955984,0.04133085348212441,1.3329200247985122,0.13432527381690432,0.4546393883033685,0.0,0.27898326100433973,0.16532341392849764
2024-09-17,97.43248772504091,0.18412438625204583,0.04091653027823241,1.3195581014729951,0.13297872340425532,0.4500818330605565,0.0,0.27618657937806873,0.16366612111292964
2024-09-23,97.46239639824005,0.18418090657935127,0.04092909035096695,1.289266346055459,0.13301954364064258,0.4502199938606365,0.0,0.2762713598690269,0.1637163614038678
2024-09-25,97.94344473007712,0.18508997429305912,0.04113110539845759,0.8020565552699229,0.13367609254498714,0.45244215938303345,0.0,0.2776349614395887,0.16452442159383035
2024-09-26,98.44730077120822,0.18508997429305912,0.04113110539845759,0.2982005141388175,0.13367609254498714,0.45244215938303345,0.0,0.2776349614395887,0.16452442159383035
2024-09-27,98.41645244215938,0.18508997429305912,0.04113110539845759,0.2879177377892031,0.13367609254498714,0.45244215938303345,0.0,0.2776349614395887,0.2056555269922879
2024-09-30,98.41970241149308,0.18471010774756283,0.04104669061056952,0.28732683427398664,0.13340174448435096,0.4515135967162648,0.0,0.2770651616213443,0.2052334530528476
2024-10-02,98.47638395124429,0.18283392585068564,0.04062976130015236,0.28440832910106656,0.13204672422549518,0.44692737430167595,0.0,0.27425088877602843,0.16251904520060945
2024-10-03,98.37346174424826,0.1926163723916533,0.042803638309256285,0.3103263777421081,0.13911182450508291,0.4815409309791332,0.0,0.28892455858747995,0.17121455323702514
2024-10-04,98.36276083467095,0.1926163723916533,0.042803638309256285,0.32102728731942215,0.13911182450508291,0.4815409309791332,0.0,0.28892455858747995,0.17121455323702514
2024-10-08,98.27715355805243,0.1926163723916533,0.042803638309256285,0.299625468164794,0.13911182450508291,0.588550026752274,0.0,0.28892455858747995,0.17121455323702514
2024-10-10,98.38416265382558,0.1926163723916533,0.042803638309256285,0.299625468164794,0.13911182450508291,0.4815409309791332,0.0,0.28892455858747995,0.17121455323702514
2024-10-14,98.07753584705257,0.5098247477429634,0.04248539564524695,0.29739776951672864,0.13807753584705257,0.4779607010090282,0.0,0.2867764206054169,0.1699415825809878
2024-10-17,98.07671873339709,0.5100414408670704,0.042503453405589205,0.29752417383912444,0.13813622356816493,0.4781638508128785,0.0,0.2868983104877271,0.17001381362235682
2024-10-18,98.1167412340027,0.49942773904900634,0.041618978254083866,0.29133284777858703,0.13526167932577257,0.4682135053584434,0.0,0.2809281032150661,0.16647591301633546
2024-10-21,98.06572379367721,0.49916805324459235,0.04159733777038269,0.3431780366056572,0.13519134775374378,0.46797004991680535,0.0,0.2807820299500832,0.16638935108153077
2024-10-22,98.06552262090483,0.49921996879875197,0.04160166406656266,0.34321372854914195,0.13520540821632865,0.46801872074883,0.0,0.28081123244929795,0.16640665626625065
2024-10-23,98.08504066714713,0.4941830536394523,0.04118192113662102,0.33975084937712347,0.1338412436940183,0.46329661278698653,0.0,0.2779779676721919,0.1647276845464841
2024-10-24,97.37326246933769,1.216271463614064,0.04088307440719542,0.33728536385936225,0.13286999182338513,0.4599345870809485,0.0,0.2759607522485691,0.1635322976287817
2024-10-25,97.20165505226481,1.295731707317073,0.04355400696864112,0.3593205574912892,0.14155052264808363,0.4899825783972125,0.0,0.2939895470383275,0.17421602787456447
2024-10-28,97.20287331301698,1.2951676099259906,0.043535045711798,0.3591641271223335,0.14148889856334348,0.4897692642577275,0.0,0.29386155855463647,0.174140182847192
2024-10-29,97.15155468580126,1.2937595129375952,0.04348771472059143,0.4131332898456186,0.14133507284192215,0.4892367906066536,0.0,0.29354207436399216,0.17395085888236572
2024-10-30,97.18218971821896,1.2798451279845129,0.04302000430200043,0.4086900408690041,0.1398150139815014,0.4839750483975049,0.0,0.2903850290385029,0.17208001720800173
2024-10-31,97.32427266935655,1.263537906137184,0.042471862391165856,0.297303036738161,0.138033552771289,0.4778084519006158,0.0,0.2866850711403695,0.16988744956466342
2024-11-01,97.32398853137943,1.2636720824041627,0.042476372517786985,0.29733460762450886,0.1380482106828077,0.47785919082510353,0.0,0.2867155144950621,0.16990549007114794
2024-11-05,97.32427266935655,1.263537906137184,0.042471862391165856,0.297303036738161,0.138033552771289,0.4778084519006158,0.0,0.2866850711403695,0.16988744956466342
2024-11-07,96.04831020235194,1.5785570505350142,0.04237737048416146,0.2966415933891302,1.101811632588198,0.4767454179468164,0.0,0.28604725076808984,0.16950948193664583
2024-11-11,96.11070342803228,1.5620085962889192,0.04193311667889716,0.2725652584128315,1.090261033651326,0.4717475626375931,0.0,0.2830485375825558,0.16773246671558864
2024-11-12,96.22853638593622,1.5228945216680294,0.04088307440719542,0.24529844644317253,1.062959934587081,0.4599345870809485,0.0,0.2759607522485691,0.1635322976287817
2024-11-13,96.14983305509182,1.5546744574290485,0.041736227045075125,0.25041736227045075,1.0851419031719534,0.46953255425709517,0.0,0.2817195325542571,0.1669449081803005
2024-11-14,96.11773393817913,1.571895769595949,0.042198544150226815,0.2531912649013609,1.0971621479058973,0.46418398565249497,0.0,0.28484017301403103,0.16879417660090726
2024-11-15,96.68970129291128,0.8693713776192599,0.04458314757021846,0.26749888542131073,1.15916183682568,0.490414623272403,0.0,0.30093624609897457,0.17833259028087384
2024-11-19,96.72619047619048,0.8597883597883598,0.04409171075837742,0.26455026455026454,1.1463844797178129,0.48500881834215165,0.0,0.2976190476190476,0.1763668430335097
2024-11-20,96.83098591549296,0.8322663252240717,0.04268032437046522,0.2560819462227913,1.1096884336320956,0.4694835680751174,0.0,0.2880921895006402,0.17072129748186088
2024-11-21,96.90270101157577,0.813432057565961,0.041714464490562105,0.25028678694337264,1.0845760767546146,0.4588591093961831,0.0,0.2815726353112942,0.16685785796224842
2024-11-26,96.89428003764509,0.8156436264770469,0.041827878280874205,0.25096726968524524,1.0875248353027291,0.4601066610896163,0.0,0.28233817839590086,0.16731151312349682
2024-11-27,95.32623306793506,0.8065350015510289,0.04136076931030917,1.8508944266363354,1.0753800020680386,0.45496846241340094,0.0,0.27918519284458687,0.1654430772412367
2024-11-28,95.12709629785887,0.8226980276342157,0.0421896424427803,1.8879864993144184,1.0969307035122877,0.4640860668705833,0.0,0.284780086488767,0.27423267587807193
2024-11-29,95.14399831826782,0.8198444397729661,0.04204330460374186,1.881437881017448,1.0931259196972882,0.46247635064116044,0.0,0.2837923060752575,0.27328147992432206
2024-12-05,95.24910657977716,0.8198444397729661,0.04204330460374186,1.881437881017448,1.0931259196972882,0.46247635064116044,0.0,0.2837923060752575,0.16817321841496743
2024-12-12,94.95480344755097,0.8198444397729661,0.04204330460374186,2.1652301870927055,1.0931259196972882,0.47298717679209584,0.0,0.2837923060752575,0.16817321841496743
2024-12-16,95.23859575362623,0.8198444397729661,0.04204330460374186,1.881437881017448,1.0931259196972882,0.47298717679209584,0.0,0.2837923060752575,0.16817321841496743
2024-12-18,94.47130544460795,0.8198444397729661,0.04204330460374186,2.6487281900357367,1.0931259196972882,0.47298717679209584,0.0,0.2837923060752575,0.16817321841496743
2024-12-19,94.47072427204878,0.8199306212551246,0.042047724166929465,2.6490066225165565,1.093240828340166,0.47303689687795647,0.0,0.28382213812677387,0.16819089666771786
2024-12-30,95.08041627246925,0.1892147587511826,0.042047724166929465,2.670030484600021,1.093240828340166,0.47303689687795647,0.0,0.28382213812677387,0.16819089666771786
2025-01-15,94.98580889309366,0.1892147587511826,0.042047724166929465,2.670030484600021,1.093240828340166,0.4625249658362241,0.0,0.28382213812677387,0.2733102070850415
2025-01-20,95.09092820351098,0.1892147587511826,0.042047724166929465,2.670030484600021,1.093240828340166,0.4625249658362241,0.0,0.28382213812677387,0.16819089666771786
2025-02-04,94.9017134447598,0.1892147587511826,0.042047724166929465,2.8592452433512037,1.093240828340166,0.4625249658362241,0.0,0.28382213812677387,0.16819089666771786
2025-02-07,94.90117746005046,0.18923465096719932,0.04205214465937763,2.859545836837679,1.0933557611438183,0.4625735912531539,0.0,0.28385197645079896,0.16820857863751051
2025-02-18,94.9022493167963,0.18919487071683833,0.04204330460374186,2.8589447130544463,1.0931259196972882,0.46247635064116044,0.0,0.2837923060752575,0.16817321841496743
2025-02-24,94.88122766449443,0.18919487071683833,0.04204330460374186,2.879966365356317,1.0931259196972882,0.46247635064116044,0.0,0.2837923060752575,0.16817321841496743
2025-02-25,95.83771284422956,0.18919487071683833,0.04204330460374186,1.9234811856211897,1.0931259196972882,0.46247635064116044,0.0,0.2837923060752575,0.16817321841496743
2025-03-04,95.97435358419172,0.18919487071683833,0.04204330460374186,1.681732184149674,1.0931259196972882,0.46247635064116044,0.0,0.2837923060752575,0.27328147992432206
2025-03-07,96.07946184570108,0.18919487071683833,0.04204330460374186,1.681732184149674,1.0931259196972882,0.46247635064116044,0.0,0.2837923060752575,0.16817321841496743
2025-03-20,96.07863751051303,0.18923465096719932,0.04205214465937763,1.682085786375105,1.0933557611438183,0.4625735912531539,0.0,0.28385197645079896,0.16820857863751051
2025-03-21,95.59318468657972,0.18931426167437948,0.5258729490954985,1.6827934371055953,1.093815734118637,0.4627681952040387,0.0,0.2839713925115692,0.16827934371055953
2025-04-01,95.06731173748423,0.18931426167437948,1.051745898190997,1.6827934371055953,1.093815734118637,0.4627681952040387,0.0,0.2839713925115692,0.16827934371055953
2025-04-02,94.54143878838872,0.18931426167437948,1.5776188472864956,1.6827934371055953,1.093815734118637,0.4627681952040387,0.0,0.2839713925115692,0.16827934371055953
2025-04-07,95.06159839949457,0.1895335369063915,1.0529640939243972,1.6847425502790354,1.095082657681373,0.4633042013267348,0.0,0.2843003053595872,0.16847425502790356
2025-04-09,94.43157894736842,0.22105263157894736,1.5789473684210527,1.694736842105263,1.094736842105263,0.46315789473684216,0.0,0.28421052631578947,0.23157894736842108
2025-04-10,92.19491614808565,2.2993355131315263,1.582111591604261,1.824702035650248,1.0969307035122877,0.4640860668705833,0.0,0.284780086488767,0.25313785465668176
2025-04-11,90.42216646667394,2.596269226573579,2.1817388458601505,2.290825788153158,1.1345041998472782,0.4799825460892331,0.0,0.2945347441911203,0.5999781826115413
2025-04-14,91.27136752136752,2.5427350427350426,2.1367521367521367,1.891025641025641,1.1111111111111112,0.4700854700854701,0.0,0.2884615384615385,0.2884615384615385
2025-04-15,91.61793372319687,2.441776957012414,2.0519134092541296,1.8159433671899046,1.0669949728121473,0.4514209500359085,0.0,0.2770083102493075,0.2770083102493075
2025-04-16,91.36044591246903,2.4566473988439306,2.064409578860446,2.033443435177539,1.0734929810074318,0.45417010734929814,0.0,0.2786952931461602,0.2786952931461602
2025-04-17,90.74704813805631,2.7020890099909174,2.2706630336058127,1.9868301544050861,1.1807447774750226,0.49954586739327883,0.0,0.30653950953678477,0.30653950953678477
2025-04-22,90.71225071225071,2.7122507122507122,2.2792022792022792,1.9943019943019942,1.1851851851851851,0.5014245014245015,0.0,0.3076923076923077,0.3076923076923077
2025-04-23,77.91109899100081,6.490319061903463,5.45404963185165,4.635942187073902,2.836105808562858,1.199890919007363,0.0,0.7362967002999727,0.7362967002999727
2025-04-24,77.91217459900079,7.04706810412832,5.259006047856955,4.470155140678412,2.734683144885617,1.1569813305285301,0.0,0.7099658164606889,0.7099658164606889
2025-04-25,78.14776274713839,6.971904266389179,5.202913631633715,4.422476586888657,2.705515088449532,1.1446409989594173,0.0,0.7023933402705516,0.7023933402705516
2025-04-28,76.9847426945953,6.930437031290405,5.171967933798811,4.3961727437289895,2.6894233255753814,1.1378329454357383,1.2929919834497028,0.6982156710628394,0.6982156710628394
2025-04-30,75.14884804556044,8.74967641729226,5.177323323841574,4.400724825265337,2.6922081283976182,1.1390111312451463,1.2943308309603936,0.6989386487186124,0.6989386487186124
2025-05-02,75.40771421175252,8.74967641729226,5.177323323841574,4.400724825265337,2.6922081283976182,1.1390111312451463,1.0354646647683148,0.6989386487186124,0.6989386487186124
