date,PLANETREE SECURITIES LTD,OSHIDORI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,IMAGI BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,EAST ASIA SECURITIES CO LTD,HOPE SECURITIES LTD
2024-03-07,0.0,0.0,45.456495390449156,0.0,28.066733844728613,26.476770764822227,0.0,0.0
2024-03-11,0.0,0.0,45.460174553910136,0.0,28.0690055135131,26.47081993257676,0.0,0.0
2024-03-13,0.0,0.0,45.477826243753285,0.0,28.05992104403639,26.462252712210326,0.0,0.0
2024-03-15,0.0,0.0,45.47341439255338,0.0,28.062191610079502,26.464393997367125,0.0,0.0
2024-03-18,0.0,0.0,45.48445599111319,0.0,28.04472407631005,26.47081993257676,0.0,0.0
2024-04-02,0.0,0.0,45.48592860940539,0.0,28.045632060648316,26.468439329946293,0.0,0.0
2024-04-03,0.0,0.0,45.48666495431052,0.0,28.046086074865684,26.467248970823796,0.0,0.0
2024-04-05,0.0,0.0,45.49034703647272,0.0,28.04026150576988,26.469391457757403,0.0,0.0
2024-04-08,0.0,0.0,45.490781193244366,0.0,28.040529120114567,26.468689686641067,0.0,0.0
2024-04-10,0.0,0.0,45.56128967039887,0.0,28.004258282811346,26.43445204678979,0.0,0.0
2024-04-11,0.0,0.0,45.562026359798615,0.0,28.0030941695886,26.434879470612778,0.0,0.0
2024-04-19,0.0,0.0,45.56203114835765,0.0,28.003097112707685,26.43487173893466,0.0,0.0
2024-04-24,0.0,0.0,45.56643188384237,0.0,28.00083335772664,26.432734758430986,0.0,0.0
2024-04-26,0.0,0.0,45.577485260424275,0.0,27.983368002868296,26.439146736707432,0.0,0.0
2024-04-30,0.0,0.0,45.57380020576805,0.0,27.989190729233076,26.437009064998872,0.0,0.0
2024-05-06,0.0,0.0,45.56274861628396,0.0,27.982403385528254,26.45484799818779,0.0,0.0
2024-05-07,0.0,0.0,45.555383867253916,0.0,27.994044288259545,26.450571844486543,0.0,0.0
2024-05-08,0.0,0.0,45.551702385493606,0.0,27.991781996633495,26.456515617872896,0.0,0.0
2024-05-10,0.0,0.0,45.54434120676108,0.0,28.003418562012488,26.452240231226426,0.0,0.0
2024-05-13,0.0,0.0,45.559065944135924,0.0,28.01247222209402,26.42846183377005,0.0,0.0
2024-05-21,0.0,0.0,45.56274861628396,0.0,28.014736551906587,26.42251483180946,0.0,0.0
2024-05-23,0.0,0.0,45.56452019365183,0.0,28.01582582493663,26.41965398141154,0.0,0.0
2024-05-24,0.0,0.0,45.56525685680927,0.0,28.014662022732455,26.42008112045827,0.0,0.0
2024-05-27,0.0,0.0,45.56466752437775,0.0,28.014299686381754,26.4210327892405,0.0,0.0
2024-05-28,0.0,0.0,45.27712992689681,0.0,27.83751436423223,26.88535570887096,0.0,0.0
2024-05-29,0.0,0.0,36.56212401669272,0.0,22.479310286337338,21.762316393010845,19.19624930395909,0.0
2024-06-27,0.0,0.0,36.49347679155279,0.0,22.61838496558758,21.727930861607486,19.16020738125215,0.0
2024-06-28,0.0,0.0,36.497588135323895,0.0,22.616920675756507,21.726524218814056,19.15896697010554,0.0
2024-07-02,0.0,0.0,36.50580922608911,0.0,22.61399266479999,21.723711479543677,19.156486629567222,0.0
2024-07-08,0.0,0.0,36.506281840353196,0.0,22.612990804228136,21.723992720697666,19.156734634720998,0.0
2024-07-09,0.0,0.0,36.57607564625388,0.0,22.588134066636304,21.700113190953893,19.135677096155927,0.0
2024-07-10,50.70852999106772,27.281684536370093,8.05031578402254,0.0,4.971599850321387,4.77614836063212,4.211721477586137,0.0
2024-07-24,50.70780833901756,27.281296280516866,8.0516243543585,0.0,4.971529097625042,4.776080389479004,4.211661539003031,0.0
2024-07-29,50.69482211358933,27.27430956436648,8.075172253055086,0.0,4.970255893365196,4.774857239462611,4.210582936161292,0.0
2024-07-30,50.69049484976975,27.27198145415598,8.085864175542469,0.0,4.96983163685132,4.77160435904169,4.210223524638786,0.0
2024-08-05,50.69337961022896,27.27353348346594,8.084901603952417,0.0,4.965846269155773,4.7718759076944055,4.210463125502504,0.0
2024-08-08,50.69410085164752,27.273921518395355,8.085016632106914,0.0,4.965916920866806,4.770521047003813,4.210523029979593,0.0
2024-08-09,50.67895909039275,27.2657751029116,8.082601728014966,0.0,4.994302539171026,4.769096145692989,4.209265393816675,0.0
2024-08-14,50.67895966704946,27.265775413158543,8.082601819983836,0.0,4.994302595999307,4.7690950620965396,4.209265441712313,0.0
2024-08-23,50.679680498203204,27.266163227361478,8.082716782706697,0.0,4.992951284391453,4.769162895223315,4.209325312113851,0.0
2024-08-26,50.67823885640059,27.265387609987428,8.0853314755494,0.0,4.992809254149367,4.769027230899355,4.2092055730138584,0.0
2024-08-29,50.677518066255715,27.264999817847666,8.085216478908293,0.0,4.994160529338233,4.7689594016316805,4.209145706018413,0.0
2024-08-30,50.67679729661395,27.264612036738782,8.086523752589375,0.0,4.994089499038546,4.768891574293432,4.209085840725906,0.0
2024-09-03,50.674635110698674,27.263448759592706,8.090445350527064,0.0,4.993876420261857,4.768688103854425,4.208906255065277,0.0
2024-09-04,50.67247310927999,27.26228558170761,8.090100176767304,0.0,4.9922412139761,4.774173233540536,4.208726684728467,0.0
2024-09-05,50.68761099446617,27.270429911828593,8.092517011788491,0.0,4.963858613797929,4.775599469163819,4.209983998954991,0.0
2024-09-10,50.68688993770108,27.270041976244553,8.092401891663012,0.0,4.96378800041205,4.776954084164546,4.209924109814749,0.0
2024-09-12,50.67031129233429,27.261122503070773,8.08975503245953,0.0,4.994872402269831,4.7753916401520575,4.208547129713514,0.0
2024-09-16,50.65590389193015,27.253371180899062,8.115888436157208,0.0,4.993452179562851,4.774033823756391,4.207350487694331,0.0
2024-09-19,50.64294423486542,27.246398758787787,8.139395796288543,0.0,4.99217466948319,4.772812449021803,4.2062740915532615,0.0
2024-09-20,50.62711365641944,27.23788175292571,8.168110684866049,0.0,4.990614155695628,4.771320506106088,4.204959243987078,0.0
2024-09-24,50.61273080735518,27.230143639614695,8.1657901752688,0.0,5.017605733085597,4.769965003536016,4.203764641139716,0.0
2024-09-25,50.609855218145384,27.234278097692936,8.165326231558534,0.0,5.017320655148191,4.76969399543832,4.203525802016638,0.0
2024-09-26,50.595482172048335,27.226543644930118,8.163007303558883,0.0,5.044295449341146,4.768339416742733,4.202332013378791,0.0
2024-09-27,50.59260854242969,27.224997281522306,8.16822329303008,0.0,5.044008952678081,4.7680685933254745,4.202093337014369,0.0
2024-09-30,50.56389018927958,27.209543302987367,8.213255127622784,0.0,5.041145774941874,4.772457541495306,4.199708063673088,0.0
2024-10-02,50.57824528928112,27.217268098560815,8.214167371489205,0.0,5.01560643563095,4.773812443284009,4.200900361753905,0.0
2024-10-03,50.56532533258598,27.21031558521872,8.21206910402027,0.0,5.039869718086624,4.772592997063896,4.1998272630245195,0.0
2024-10-04,50.5617376270592,27.293527232822072,8.140534549684899,0.0,5.038093091942394,4.766578221159371,4.199529277332072,0.0
2024-10-07,50.62637216458251,27.32841734128878,8.189303831273298,0.0,4.990825232827248,4.660183772466399,4.204897657561764,0.0
2024-10-08,50.633569610156414,27.332302565294075,8.176257549025271,0.0,4.98585055263832,4.666530516444988,4.205489206440928,0.0
2024-10-09,50.62997221431785,27.330360669586078,8.175676645187988,0.0,4.986917272586316,4.671882781981685,4.205190416340076,0.0
2024-10-10,46.050763380678006,33.89259944057557,7.436230639645039,0.0,4.546216894310928,4.24933609729418,3.8248535474962786,0.0
2024-10-14,46.05016821203273,33.89216140630615,7.436134532414869,0.0,4.546158138156817,4.250573596712982,3.824804114376454,0.0
2024-10-15,46.06147904762717,33.90048599404363,7.412106273216135,0.0,4.548567500928979,4.2516176219793635,3.8257435622047318,0.0
2024-10-17,46.057311251286805,33.897418564938356,7.41143560110489,0.0,4.557204265081525,4.25123292142845,3.825397396159971,0.0
2024-10-23,43.80098218862212,32.23679773016822,7.048352366575575,0.0,4.333948670075085,4.040730283913403,3.6379927238788383,4.901196036766759
2024-10-28,43.806367280011585,32.24076106827633,7.036924469476105,0.0,4.3344815053792125,4.041227069619381,3.638439995202753,4.9017986120346375
2024-10-29,43.801412947210615,32.2371147613578,7.03612862019935,0.0,4.331778540729799,4.040770022275116,3.638028501537977,4.914766606689345
2024-10-31,43.79441416978146,32.231963777040356,7.035004357421913,0.0,4.331086390594928,4.040124370728158,3.6374472017567605,4.9299597326764175
2024-11-05,43.7304522279702,32.33093930329703,7.024729701443939,0.0,4.324760819150568,4.034223750642022,3.63213469351408,4.922759503982163
2024-11-07,43.7304522279702,32.357940228025925,7.006319980037873,0.0,4.32230618962976,4.02808717684,3.63213469351408,4.922759503982163
2024-11-12,43.733114473097,32.359910131475274,7.006746514415482,0.0,4.316481473416851,4.028332400818041,3.6323558124917046,4.923059194285652
2024-11-18,43.72233867394217,32.351936679402485,7.017290929021948,0.0,4.31541789635463,4.039708860884796,3.631460803362676,4.921846157031294
2024-11-19,43.72244597643666,32.352016076882414,7.017308150717862,0.0,4.31518306915518,4.039718775057985,3.6314697156215963,4.9218582361283
2024-11-20,43.722982496809415,32.35241307012781,7.017394260465398,0.0,4.314008915868469,4.039768346653868,3.631514277572373,4.921918632502668
2024-11-22,43.72137297519173,32.35122211961969,7.020817117403803,0.0,4.313850109441906,4.039619635515856,3.6313805950008526,4.921737447826162
2024-11-25,43.72136192355292,32.35121394206265,7.020815342721775,0.0,4.313849019011528,4.0396438918324105,3.6313796770812186,4.921736203737497
2024-11-29,43.71707044734565,32.34803850427205,7.02626090961358,0.0,4.317106410160386,4.03924738003852,3.6310232385166783,4.921253110053139
2024-12-05,43.71117104295564,32.35716780489893,7.025312750141059,0.0,4.316523837809412,4.038702303401813,3.630533249727075,4.920589011066069
2024-12-06,43.69776922526318,32.4257365573206,7.02315879364748,0.0,4.315200394301512,3.9896345374089655,3.6294201305042693,4.919080361554
2024-12-12,43.6944829073047,32.43188209645842,7.022630612614947,0.0,4.313845770544634,3.9893010163242786,3.6291471777022113,4.918710419050804
2024-12-13,43.688096774086674,32.441855552342915,7.021604225491239,0.0,4.3131171936831425,3.988717963132161,3.6286167625146963,4.91799152874917
2024-12-18,43.68166966619199,32.43708291811678,7.010763687620113,0.0,4.312482676008693,3.9881311689570085,3.6280829440798543,4.941786939025565
2024-12-19,43.67689731618809,32.445797189238,7.009997741209006,0.0,4.310678699598963,3.987695453977586,3.627686565420691,4.941247034367663
2025-01-03,43.67711147584827,32.44595627977161,7.010032113127031,0.0,4.31020950893314,3.9877150067287155,3.6277043529507087,4.94127126264052
2025-01-07,43.67672598997205,32.445669917934396,7.010852824892065,0.0,4.31017146784404,3.9876798119147376,3.6276723355222673,4.941227651920443
2025-01-14,43.67674740567555,32.44568582679274,7.0108562624744835,0.0,4.310173581220264,3.9876327348654637,3.627674114253465,4.94123007471803
2025-01-15,43.67828939152075,32.4468313055945,7.01110377726809,0.0,4.308266320432794,3.986302495311583,3.627802187483902,4.941404522388374
2025-01-16,43.678294103311025,32.44683480579256,7.011104533590075,0.0,4.308266785186509,3.9862921378454015,3.6278025788326307,4.941405055441798
2025-01-22,41.489389748505914,30.82078645697078,6.659748383799284,5.054507115161361,4.09236128518114,3.7434386729698974,3.4459980229038316,4.693770314507797
2025-01-23,41.49663766537613,30.826170640721585,6.660911796974434,5.055390103501577,4.0756068668385845,3.744092626486083,3.4466000155423435,4.694590284559265
2025-02-21,41.49657827048816,30.826126518666047,6.6609022630909145,5.0553828676302945,4.07574416515729,3.7440872674985943,3.446595082361408,4.694583565107288
2025-02-24,41.496964896078644,30.826413727150797,6.660964323033635,5.055429968872559,4.074850434310092,3.7441221513374776,3.4466271944514744,4.694627304765317
2025-02-27,41.4979314915749,30.827131771777662,6.661119477949942,5.055547725818202,4.072616034329741,3.7442093637786287,3.4467074772946122,4.6947366574763105
2025-03-05,41.499923883611864,30.82861183908841,6.661439290550911,5.05579045196549,4.068010384142611,3.7443891301586136,3.4468729600616967,4.694962060420405
2025-03-07,41.50330764740126,30.831125500094416,6.661982441837641,5.056202684062738,4.060188413345333,3.744694435016222,3.4471540064544954,4.695344871787895
2025-03-13,41.5023408014422,30.830407269408887,6.664156810345082,5.056084896604089,4.0600938286728585,3.744607199976712,3.4470737028085856,4.695235490741587
2025-03-17,41.57206904300801,30.882205554617393,6.6753532856987805,5.064579644183132,4.066915207848071,3.582888146266404,3.4528651445249583,4.703123973853254
2025-03-18,41.57740513975749,30.88616952466917,6.676210118947388,5.065229722170563,4.067437227885096,3.570512263877072,3.4533083464847896,4.703727656208426
2025-03-21,41.55515781905096,30.869642891597632,6.67263779914722,5.062519408967933,4.065260815476523,3.6221099461282997,3.4514605433805663,4.701210776250861
2025-03-24,41.55864754101573,30.872235264638597,6.673198154393421,5.062944549578767,4.05720440120482,3.622414123932,3.4517503903767253,4.701605574859936
2025-03-28,41.559617012248836,30.87295544553384,6.67102104673903,5.063062656865363,4.05729904680054,3.6224986268332096,3.451830912070894,4.701715252908285
2025-03-31,41.55913227097845,30.87259535088621,6.672109613262853,5.0630036025332785,4.057251723450719,3.622456374889794,3.451790650754217,4.701660413244482
2025-04-01,41.55913391907961,30.872596575193782,6.672109877857204,5.063003803315674,4.057251884348237,3.6224525528672222,3.451790787641102,4.7016605996971705
2025-04-08,41.561072952165,30.874037004301563,6.672421179864307,5.063240028928681,4.052775463755309,3.6226215663833354,3.4519518385560257,4.7018799660457775
2025-04-10,43.30531034406675,30.87433951149151,6.672486556976506,5.063289639108035,4.05183536235964,3.6226570612254947,3.451985661157533,2.958095863614536
2025-04-14,43.30884655084466,30.876860635293113,6.675364489741961,5.063703095079096,4.041667393905172,3.622952878628769,3.4522675419475624,2.9583374145596633
