date,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,KGI ASIA LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.7607281511908255,0.0,0.9503821616482006,0.0,2.711110312839026
2024-03-04,0.0,5.540949213282591,4.747215176164856,2.7230554855840974,0.0,0.0,1.7539921831765373,0.0,0.9522682326922013,0.0,15.717480290900282
2024-03-05,0.0,5.535762517911589,4.7463170470962845,2.7230554855840974,2.018500175161607,1.9444541935419286,1.7539921831765373,0.0,0.9490574212720572,0.0,19.6711390237441
2024-03-06,0.0,5.532394533904444,4.739154467774425,2.7775719200464035,2.028132609422039,1.9393124046243553,1.7539921831765373,0.0,0.9490574212720572,0.0,19.71961554022026
2024-03-07,0.0,5.531182059661872,4.75330000060443,2.7844650606476917,2.0168610896114636,1.9393124046243553,1.7539921831765373,0.0,0.9490574212720572,0.0,19.728170219598407
2024-03-08,0.0,5.531182059661872,4.75330000060443,2.7844650606476917,2.019106412282893,1.9381897432886406,1.7539921831765373,0.0,0.9490574212720572,0.0,19.72929288093412
2024-03-11,0.0,5.531182059661872,4.75330000060443,2.788820986630265,2.014144249179034,1.9381897432886406,1.7539921831765373,0.0,0.9490574212720572,0.0,19.728686643812836
2024-03-12,0.0,5.53095752739473,4.75330000060443,2.788820986630265,2.014144249179034,1.9381897432886406,1.7539921831765373,0.0,0.9490574212720572,0.0,19.728462111545696
2024-03-13,0.0,5.53095752739473,4.75330000060443,2.7785823152485465,2.014144249179034,1.9381897432886406,1.7539921831765373,0.0,0.9490574212720572,0.0,19.718223440163975
2024-03-14,0.0,5.53095752739473,4.75330000060443,2.76542472439397,2.013178760430319,1.9381897432886406,1.7539921831765373,0.0,0.9490574212720572,0.0,19.704100360560684
2024-03-15,0.0,5.53095752739473,4.745329105120855,2.73760517649496,2.014301421766034,1.937067081952926,1.7539921831765373,0.0,0.9490574212720572,0.0,19.6683099171781
2024-03-20,0.0,5.53095752739473,4.745306651894142,2.73760517649496,2.0148627524338916,1.937067081952926,1.7539921831765373,0.0,0.9490574212720572,0.0,19.668848794619244
2024-03-22,0.0,5.5287122047233,4.745643450294856,2.73760517649496,2.0186348945218926,1.9320151059422097,1.7539921831765373,0.0,0.9490574212720572,0.0,19.665660436425814
2024-03-25,0.0,5.527814075654729,4.745643450294856,2.73760517649496,2.018792067108893,1.9039485725493421,1.7539921831765373,0.0,0.9490574212720572,0.0,19.63685294655137
2024-03-26,0.0,5.527814075654729,4.745643450294856,2.73760517649496,2.018971692922607,1.9039485725493421,1.7539921831765373,0.0,0.9490574212720572,0.0,19.637032572365086
2024-03-28,0.0,5.527814075654729,4.745643450294856,2.73760517649496,2.0192860380966073,1.9039485725493421,1.7539921831765373,0.0,0.9490574212720572,0.0,19.63734691753909
2024-04-02,0.0,5.527814075654729,4.745643450294856,2.73760517649496,2.0198473687644647,1.9039485725493421,1.7539921831765373,0.0,0.9490574212720572,0.0,19.637908248206944
2024-04-03,0.0,5.5277691692013,4.615235109538236,2.73760517649496,2.019869821991179,2.0343569133059622,1.7539921831765373,0.0,0.9490574212720572,0.0,19.63788579498023
