date,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,PRUDENTIAL BROKERAGE LTD,UBS SECURITIES HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,EMPEROR SECURITIES LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,4.962674371166339,0.2126532569563568,0.0,3.177627764828259,0.0,0.0,1.6171469652398869,0.0,3.068853080885318,13.038955439076162
2024-03-06,4.962674371166339,0.2126532569563568,0.0,3.177627764828259,2.3383092885823418,0.0,1.6115006040016002,0.0,3.068853080885318,15.371618366420215
2024-03-07,4.962674371166339,0.21336899288797065,0.0,3.177627764828259,2.3383092885823418,0.0,1.6110234467138576,0.0,3.068853080885318,15.371856945064085
2024-03-08,4.962833423595587,0.21336899288797065,0.0,3.171265667658359,2.3383092885823418,0.0,1.6085581340605208,0.0,3.0752151780552186,15.369550684839997
2024-03-12,4.962833423595587,0.2137666239610894,0.0,3.171265667658359,2.335605397285134,0.0,1.6085581340605208,0.0,3.0752151780552186,15.367244424615908
2024-03-13,4.962833423595587,0.21368709774646563,0.0,3.171265667658359,2.3354463448558866,0.0,1.6085581340605208,0.0,3.0752151780552186,15.367005845972038
2024-03-14,4.962833423595587,0.21368709774646563,0.0,3.171265667658359,2.3354463448558866,0.0,1.6077628719142836,0.0,3.0752151780552186,15.366210583825799
2024-03-15,4.962833423595587,0.21368709774646563,0.0,3.171265667658359,2.3344920302804018,0.0,1.6085581340605208,0.0,3.0752151780552186,15.366051531396552
2024-03-18,4.962833423595587,0.2136075715318419,0.0,3.171265667658359,2.3344920302804018,0.0,1.6085581340605208,0.0,3.0752151780552186,15.365972005181927
2024-03-21,4.962833423595587,0.2136075715318419,0.0,3.171265667658359,2.3344920302804018,0.0,1.6077628719142836,0.0,3.0752151780552186,15.365176743035692
2024-03-22,4.962833423595587,0.2136075715318419,0.0,3.171265667658359,2.3321062438416886,0.0,1.6077628719142836,0.0,3.0752151780552186,15.362790956596978
2024-03-26,4.962753897380963,0.2128123093856043,0.0,3.171265667658359,2.3368778167191144,2.0232661893503265,1.6077628719142836,0.0,3.0752151780552186,17.389953930463868
2024-03-27,4.962753897380963,0.2128123093856043,0.0,3.171265667658359,2.341490337167292,2.0232661893503265,1.6061723476218082,0.0,3.0752151780552186,17.392975926619574
2024-03-28,4.962753897380963,0.2128123093856043,0.0,3.171265667658359,2.3442737546791235,2.0232661893503265,1.6061723476218082,0.0,3.0752151780552186,17.395759344131402
2024-04-02,4.962753897380963,0.2128123093856043,0.0,3.171265667658359,2.3497610634881627,2.0232661893503265,1.6061723476218082,0.0,3.0752151780552186,17.40124665294044
