date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,DBS BANK LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,TOTAL_CCASS_PCT
2024-03-01,10.55499758540191,1.577327767456279,6.953721749729544,5.336627660539141,3.8107453832673626,1.4399018133737103,1.5588845611230728,1.3245590986062812,1.381410441607848,0.9802927673824702,34.91846882848762
2024-03-04,10.586313551905423,1.575957034915721,6.952983452095006,5.33483516413995,3.8107453832673626,1.4399018133737103,1.5519254574556252,1.3178108768681502,1.3732914873291593,0.9902042180603502,34.93396843941046
2024-03-05,10.59517059293672,1.5764842397390126,6.953826979812273,5.336943983433116,3.8107453832673626,1.4460173893238915,1.5345276982870062,1.3188652865147332,1.3708663451420184,0.9874627529792344,34.93091065143537
2024-03-06,10.581990472354432,1.5594028034643683,6.955092482270102,5.338736479832306,3.8107453832673626,1.4694252834780335,1.5361093127568806,1.308848394872195,1.3694956126014606,1.0021190470667378,34.93196527196388
2024-03-07,10.569970202383388,1.5601408902169764,6.9550926931520305,5.34780440279292,3.8107453832673626,1.4694252834780335,1.548340464657243,1.308110308119587,1.3684412029548776,0.9933674470000992,34.93143827802252
2024-03-08,10.547300394981853,1.5638313239800166,6.941703166813933,5.318702696547231,3.8096909736207794,1.4673164641848675,1.56215323102748,1.2949301875372998,1.3681248800609027,0.9847212878981187,34.85847460665248
2024-03-11,10.512821199538589,1.5705795457181477,6.941703166813933,5.317015641112698,3.8096909736207794,1.483132608883612,1.5562485370066155,1.2907125489509679,1.3672813523436362,0.9776567432660128,34.82684231725499
2024-03-12,10.503647835613318,1.5698414589655398,6.951509176527154,5.317015641112698,3.8096909736207794,1.4725885124177824,1.5675307202250532,1.2933485730674255,1.3652779740151286,0.9814526179937114,34.83190348355859
2024-03-13,10.47454612936763,1.5732155698346053,6.951930940385788,5.317015641112698,3.8096909736207794,1.4641532352451188,1.5679524840836863,1.2934540140320836,1.3733969282938174,0.984088642110169,34.80944455808637
2024-03-14,10.381230875645036,1.5725829240466556,6.958151957300627,5.315855790501455,3.8096909736207794,1.4523438472033892,1.6122161792833811,1.3033654647099635,1.3902674826391452,0.9754639929649789,34.77116948791541
2024-03-15,10.35550328026841,1.5745863023751632,6.958679162123918,5.319019019441205,3.8096909736207794,1.437792994080544,1.5784325778839685,1.3053688430384711,1.3902674826391452,1.001972167802969,34.73131280327457
2024-03-18,10.34812241274233,1.5707904276474642,6.9370637643689665,5.311638151915124,3.8096909736207794,1.4188136204420507,1.684391257678738,1.3039981104979135,1.3911110103564115,1.0110400907635824,34.786659820033364
2024-03-19,10.346329916343139,1.5711067505414393,6.936958323404309,5.313325207349657,3.8096909736207794,1.4188136204420507,1.6819517755204036,1.3047361972505214,1.4017605477868995,1.0069278931419088,34.79160120540111
2024-03-20,10.35002035010618,1.5728992469406302,6.936958323404309,5.313325207349657,3.8096909736207794,1.4188136204420507,1.6761525224641975,1.308110308119587,1.4024986345395076,1.0064006883186172,34.794869875305515
2024-03-21,10.362251502006542,1.578803940961495,6.934005976393877,5.315961231466114,3.8096909736207794,1.4188136204420507,1.6685607730088001,1.3094810406601447,1.4012333429636081,0.9925879219483803,34.791390323471795
2024-03-22,10.360669887536666,1.5732155698346053,6.934428372898298,5.314906821819532,3.8096909736207794,1.4188136204420507,1.6690879778320917,1.3296202649098796,1.397226586306593,0.9742411940978366,34.78190126929833
