date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,PRUDENTIAL BROKERAGE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,DBS BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF COMMUNICATIONS TRUSTEE LTD,SOUTH CHINA SECURITIES LTD
2024-03-01,0.0,94.80326729492462,0.0,0.0,5.1967327050753775,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,81.75695835847814,0.0,0.0,4.482369273645699,3.3633256012984454,0.0,10.39734676657771,0.0,0.0
2024-03-12,0.0,81.75649146827563,0.0,0.0,4.4823436761388935,3.3633063943244745,0.0,10.39785846126101,0.0,0.0
2024-03-13,0.0,77.2093255193661,0.0,5.509685699185689,4.233796969759582,3.2258963408342023,0.0,9.821295470854425,0.0,0.0
2024-03-14,55.783432571592584,34.131178370905616,0.0,2.4383048422803073,1.8736618050866714,1.4270197999842442,0.0,4.3464026101505775,0.0,0.0
2024-03-15,55.88369203514706,34.03091890735114,0.0,2.4383048422803073,1.8736618050866714,1.4270197999842442,0.0,4.3464026101505775,0.0,0.0
2024-03-18,55.89730231661204,34.017240075444924,0.0,2.438898683059116,1.8717304175290213,1.4273673457605984,0.0,4.347461161594299,0.0,0.0
2024-03-20,55.94359569294058,33.96632184994826,0.0,2.438054584282124,1.8710826147452204,1.4349887455653443,0.0,4.345956512518464,0.0,0.0
2024-03-25,54.749415697572786,33.239169544619465,2.129825637875795,2.3918513581287804,1.839901971209451,1.4333228557336748,0.0,4.216512934860038,0.0,0.0
2024-03-26,54.821568928981016,33.169120285274865,2.129452568280513,2.391432390959692,1.8395796859145652,1.4330717886189832,0.0,4.215774351970371,0.0,0.0
2024-03-28,54.909275560685366,33.08010927772875,2.1296838560318077,2.391692133312407,1.8397794894956454,1.433227439867746,0.0,4.216232242878277,0.0,0.0
2024-04-02,55.00848191527956,32.98080016138531,2.1296813687995266,2.391689340083795,1.8397773408392035,1.4332257660185759,0.0,4.21634410759403,0.0,0.0
2024-04-03,55.11865880898944,32.970060682658264,2.0302656440414903,2.3916558218493438,1.8397515573533574,1.4332056801334896,0.0,4.216401804974616,0.0,0.0
2024-04-05,55.521768461688616,32.57509064009877,2.031088745734623,2.39262543681679,1.8404974216328644,1.459373482772403,0.0,4.179555811255937,0.0,0.0
2024-04-08,55.97663906608297,32.46959148825328,2.024510770484597,2.384876572598515,1.8345367040065852,1.4546470902549014,0.0,3.8551983083191548,0.0,0.0
2024-04-09,56.964295532074956,31.54123113355722,2.013532035557021,2.3719436072089173,1.824588180895801,1.4467586734334608,0.0,3.8376508372726166,0.0,0.0
2024-04-10,57.19030971812664,31.30843724623089,2.015247637614466,2.373964588877355,1.8261427959611978,1.4479913641048476,0.0,3.837906649084598,0.0,0.0
2024-04-11,57.17313834320949,30.749992440867572,1.9996254935430229,2.3498104484064704,1.8119865874034717,1.436766575010923,0.0,3.6202050247899455,0.8584750867691034,0.0
2024-04-12,57.47309677353458,30.740728266375715,2.0002651153717808,2.350562084180818,1.8125661890231064,1.4372261547008072,0.0,3.326805728921668,0.8587496878915213,0.0
2024-04-15,57.9448569717685,30.419241246682,1.978419891902548,2.351756018611805,1.8136360485403953,1.4380744713523121,0.0,3.1947587898842356,0.8592565612582009,0.0
2024-04-16,58.58549845498647,29.781947884534084,1.9778506202251263,2.35107932298259,1.8131141918608242,1.4376606789769348,0.0,3.19383952815283,0.8590093182811336,0.0
2024-04-19,58.60573435223223,29.757694010710733,1.9785337855642255,2.3518914044848587,1.8137404559269992,1.4381572584128235,0.0,3.194942705734579,0.8593060269335526,0.0
2024-04-23,58.63172424436704,29.724815841069734,1.9794112061825366,2.352934398051802,1.8145447956273906,1.4387950381869732,0.0,3.1980873730327835,0.8596871034817377,0.0
2024-04-25,58.71343778964493,29.747190827267467,1.9809011834007226,2.354705540216721,1.8159106717012548,1.4398780732945051,0.0,3.0876416921954366,0.8603342222789615,0.0
2024-04-26,58.89116347549803,29.837235629462842,1.9868973749827663,2.376979809892339,1.8214074366962176,1.4095497817041702,0.0,2.8138280361869192,0.8629384555767159,0.0
2024-04-29,58.89320629267275,29.8382706237437,1.986966296495647,2.3770622625880073,1.8214706176927251,1.4095986761788717,0.0,2.810456841435165,0.8629683891931321,0.0
2024-04-30,59.00044363561645,29.87336487350692,1.9893032647589757,2.3798580418004796,1.823612938392196,1.4112565741392298,0.0,2.6581773032538334,0.8639833685319146,0.0
2024-05-02,59.15619589479437,29.933138548984278,1.9843521030930222,2.3962193363878375,1.827261809165118,1.4140803602388232,0.0,2.423039832755865,0.865712114580682,0.0
2024-05-03,59.164969175924554,29.92883379637202,1.9840667289119807,2.395874730644909,1.824099585562205,1.4138769981318153,0.0,2.4226913698964627,0.8655876145560487,0.0
2024-05-06,59.16385789181871,29.930149929454913,1.9840294625725994,2.3958297293959463,1.8240653238545572,1.4138504415552204,0.0,2.422645864955782,0.8655713563922793,0.0
2024-05-07,59.195577732432895,29.910724033747798,1.9827417460222108,2.394274737571149,1.8176659222196818,1.4129327945909438,0.0,2.42107346835841,0.865009565056921,0.0
2024-05-08,58.89982056386922,29.620124969528828,1.946262201283619,2.3710130473012554,1.8000063023634796,1.3992053787166523,0.0,2.291041000362422,0.8566055234208046,0.8159210131537256
2024-05-09,58.90151869947671,29.618901155190326,1.946181787592223,2.3709150841843867,1.7999319315252578,1.3991475677652554,0.0,2.290946341449631,0.8565701310609452,0.8158873017552757
2024-05-10,58.90354679707457,29.619920993449345,1.9462487985402523,2.370996719552933,1.7965507059379233,1.3991957432263282,0.0,2.2910252233337407,0.8565996244910563,0.8159153943938587
2024-05-13,58.89821384186234,29.617239292250748,1.946072590854318,2.3798357645717574,1.7963880514803872,1.399069064127403,0.0,2.2908178005965634,0.8565220704611106,0.8158415237953657
2024-05-14,58.93634956735965,29.61564186610174,1.9459676280921299,2.379707406494789,1.7962911620566673,1.3989936043762343,0.0,2.254775371341726,0.8564758733547885,0.8157975208222765
2024-05-20,58.936214300755005,29.615573894343246,1.9459631618427657,2.3797019447560954,1.7962870393343031,1.4299746532345219,0.0,2.2240154496424127,0.856473907631017,0.8157956484606266
2024-05-21,59.046429657046694,29.617613182830954,1.9610165327775024,2.379865807823461,1.7964107292378992,1.4354670470776651,0.0,2.090812336887267,0.8565328832695134,0.8158518230490429
2024-05-22,59.297221870739314,29.63445961242121,1.9446271572868352,2.3808762366009395,1.7971734382490654,1.4360765088417364,0.0,1.8364704187366476,0.8568965447294439,0.8161982123948022
2024-05-23,59.399217220480224,29.62789438594725,1.926174673613817,2.3803487766133373,1.7967752919427247,1.435758360050168,0.0,1.7611071921088388,0.8567067076291737,0.8160173916144643
2024-05-24,59.43107576001403,29.643785192068396,1.9099803785697544,2.381625467437772,1.7977389853944286,1.4001212030821564,0.0,1.7620517551136816,0.8571661989455757,0.8164550593742014
2024-05-27,59.4186557349913,29.637590174577195,1.909581227051943,2.3926102780111016,1.8065493122471017,1.3999434282283598,0.0,1.7617983432895754,0.8569870666397339,0.8162844349636942
2024-05-28,59.430097138230906,29.628982719729073,1.9090266396481137,2.391915407584194,1.8060246477401538,1.3995368516552507,0.0,1.7616310512977906,0.856738177393406,0.8160473667211081
2024-05-29,59.43968849058563,29.62197797007155,1.9085753162318908,2.3913499217964906,1.8055976755875014,1.399205979502971,0.0,1.7612145744777798,0.8565356312408278,0.8158544405053605
2024-05-30,59.43975670649622,29.622011965710694,1.908577506606814,2.3913526662273012,1.8055997477802184,1.3990928203811819,0.0,1.761216595734267,0.8565366142432547,0.8158553768200516
2024-06-05,59.449948360760175,29.614568782927677,1.908097934481407,2.3907517862123315,1.8051460510842867,1.3987412675020405,0.0,1.7607740512826036,0.8563213905579918,0.8156503751914922
2024-06-06,59.46631873952194,29.60261314567828,1.90732762015037,2.3897866206778002,1.8044172992484206,1.3981765845136578,0.0,1.7600632127764078,0.8559756867934207,0.8153210906397028
2024-06-12,59.48448489749272,29.59738558931571,1.9069908031745457,2.3893646057633524,1.8040986553136102,1.3869214061737747,0.0,1.7597524013760362,0.8558245291531921,0.8151771122370551
2024-06-13,59.51458868942894,29.593092372864206,1.9069890636268543,2.3893624261966355,1.804097009623633,1.3611195250105215,0.0,1.7597507961384953,0.855823748474239,0.8151763686364771
2024-06-14,59.51471170599143,29.592583368277182,1.9069562631959782,2.3898946660495706,1.804065978947901,1.3610961135983923,0.0,1.7597205282227277,0.85580902820749,0.8151623475093289
2024-06-21,59.56610012958493,29.591395758998683,1.8565427507102301,2.3903720689711005,1.8039935781889356,1.3610414901019128,0.0,1.7596499071349752,0.8557746828875877,0.8151296334216357
2024-06-24,59.57566368949313,29.596146768137988,1.8568408255846955,2.3907558521369405,1.804283216097435,1.3452046368088655,0.0,1.759932425501424,0.8559120807100051,0.8152605055295159
2024-06-25,59.59136109403772,29.58885120292882,1.8563831071042383,2.3844338729997827,1.803838453271991,1.3448730386375087,0.0,1.7594985953182392,0.8557010950554518,0.8150595406462444
2024-06-28,59.58616897826716,29.607596760272358,1.856221362921363,2.384226120458331,1.8036812872346861,1.3447558616443152,0.0,1.74673456464473,0.8556265389609281,0.8149885255961222
2024-07-02,59.64128038999639,29.621587897681895,1.8327827275341733,2.38535279195203,1.8045336209427216,1.3453913290952835,0.0,1.6976667252795896,0.8560308672343362,0.8153736502835846
2024-07-04,59.59001934700125,29.596128459506215,1.8312074703703007,2.3833026067241603,1.8029826435840124,1.4301839107380425,0.0,1.6962075988754126,0.8552951178539823,0.8146728453466185
2024-07-05,59.58960961394113,29.595924960456976,1.8311948792308987,2.383973806173,1.8029702465147717,1.430174076983385,0.0,1.6961959359772005,0.8552892369583257,0.8146672437643135
2024-07-08,59.589336461698004,29.595789295978843,1.8311864852341584,2.3844212673443854,1.8029619818966558,1.430167521222075,0.0,1.6961881608008285,0.8552853164061505,0.8146635094189053
2024-07-09,59.60610943829789,29.59609454280367,1.8312053718350425,2.3821538910616264,1.8029805773939664,1.4152844741165842,0.0,1.696205655047906,0.85529413769909,0.8146719117442183
2024-07-10,59.62721832236839,29.5979261559883,1.831318699622193,2.38230131539386,1.8030921584335668,1.3917633214704037,0.0,1.6963106281090354,0.8553470692781902,0.8147223293360577
2024-07-11,59.651496567666996,29.59751911124455,1.807570494835177,2.3822685528542364,1.8030673614534771,1.3917441812799196,0.0,1.696287299639287,0.8553353061388811,0.8147111248874748
2024-07-15,59.65206958746463,29.59751911124455,1.807570494835177,2.3816955330566008,1.8030673614534771,1.3917441812799196,0.0,1.696287299639287,0.8553353061388811,0.8147111248874748
2024-07-16,59.67821772899801,29.59582321198177,1.7836306656852194,2.381559065007252,1.8029640480440816,1.3916644361525616,0.0,1.696190104588239,0.8552862965408246,0.8146644430020478
2024-07-17,59.71329036548285,29.597586951257693,1.7462613790575208,2.3817009921038825,1.803071494236128,1.391747371275108,0.0,1.6962911876730196,0.8553372666396308,0.8147129922741707
2024-07-22,54.14197378671665,36.16621059605912,1.5833332450951336,2.1594856336509087,1.634842913177308,1.2618957895655627,0.0,1.5380253282897187,0.7755333458558492,0.7386993615897514
2024-07-23,54.14640497332079,36.16271591385953,1.5831802501748347,2.1592769660609172,1.6346849409614284,1.2617738546246093,0.0,1.5378767113998453,0.7754584073280275,0.7386279822700146
2024-07-24,54.14668626936194,36.16290378282015,1.5831884749560925,2.151495532263556,1.6346934333147556,1.2690535510291354,0.0,1.5378847008246446,0.7754624359127539,0.7386318195169639
2024-07-26,54.12132511882244,36.19280371426037,1.582446943312844,2.1504878177414266,1.6339277778498578,1.2684591534700633,0.0,1.537164388500895,0.7750992258821883,0.7382858601599156
2024-08-01,54.12121270543323,36.19272853953541,1.58244365647122,2.150483351043253,1.6339243840793094,1.2684565188007864,0.0,1.5373689019905024,0.7750976159524469,0.7382843266938454
2024-08-07,54.128189961106756,36.18697859865916,1.5821922535559978,2.150141703628902,1.633976312335236,1.2682549990402847,0.0,1.5371246601041308,0.7749744761493734,0.7381670354201656
2024-08-12,54.13948950299903,36.22392472242939,1.5825225444388726,2.15059055692091,1.6343174134103962,1.281709759958808,0.0,1.4739881120926306,0.7751362561121801,0.7383211316377967
2024-08-13,54.142301067093356,36.22580589801934,1.5826047277694741,2.1507022410769108,1.6292091010895002,1.2817763215236386,0.0,1.4740646590288777,0.7751765103754896,0.7383594740234168
2024-08-16,54.170919851023015,36.22584352352407,1.5826063715231522,2.15070447487835,1.6292107932482591,1.2817776528254514,0.0,1.4453997765625484,0.7751773155034016,0.7383602409117496
2024-08-19,54.20043462597193,36.197431357990325,1.5826129465720091,2.149570903397139,1.629217561918446,1.2817829780603571,0.0,1.4454057815770105,0.7751805360317744,0.738363308481011
2024-08-20,54.20057733365042,36.19731856977161,1.5826080152802446,2.1495642055110156,1.629212485410533,1.2817789841300296,0.0,1.4454012778114862,0.7751781206329861,0.7383610078016754
2024-08-22,54.20548514601023,36.19754414691192,1.5826178778945055,2.1443843727188647,1.6292226384579949,1.2817869720155741,0.0,1.4454102853706021,0.7751829514456152,0.7383656091746843
